"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"zpg",6,0.0307,0,10000,1,85,0.00064504,4.35e-07,3.84e-05,8.54e-09,51759.04514,2752250.144,3083,0,10000,0,10000,1,0.649259,0,10000,10198.01408,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,86,0.000613343,3.3e-07,3.42e-05,7.82e-09,52045.44932,2943490.492,3082,0,10000,0,10000,1,0.639252,0,10000,10403.39431,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,86,0.000631273,3.38e-07,3.56e-05,5.95e-09,51930.513,2944452.789,3082,0,10000,0,10000,1,0.656798,0,10000,10318.19846,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,86,0.000650185,7.17e-07,4.52e-05,2.29e-08,51870.18681,4530890.89,3082,0,10000,0,10000,1,0.666405,0,10000,10295.81344,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,93,0.000647666,7.02e-07,4.67e-05,3.96e-08,51867.3787,4830560.386,3075,0,10000,0,10000,1,0.659185,0,10000,10272.43864,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,77,0.000675144,6.95e-07,4.41e-05,1.83e-08,51809.55847,3790678.367,3091,0,10000,0,10000,1,0.646314,0,10000,10284.59432,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,82,0.000647122,3.42e-07,3.98e-05,9.77e-09,51792.82576,2868182.324,3086,0,10000,0,10000,1,0.650233,0,10000,10264.3229,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,79,0.000693486,7.84e-07,4.7e-05,2.61e-08,51814.74814,4506959.211,3089,0,10000,0,10000,1,0.629426,0,10000,10314.32684,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,82,0.000654517,6.26e-07,4.57e-05,2.65e-08,51739.19273,4443993.115,3086,0,10000,0,10000,1,0.649206,0,10000,10237.57042,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,78,0.000594059,2.49e-07,3.35e-05,5.36e-09,51928.38075,2655909.179,3090,0,10000,0,10000,1,0.672383,0,10000,10304.60089,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,76,0.000678166,5.64e-07,4.15e-05,1.2e-08,51814.64216,3263464.837,3092,0,10000,0,10000,1,0.638543,0,10000,10285.77384,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,84,0.000652649,8.7e-07,4.93e-05,3.86e-08,51869.71623,5085973.902,3084,0,10000,0,10000,1,0.658353,0,10000,10319.37076,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,90,0.000661908,7.82e-07,5.56e-05,6.79e-08,51831.82856,5766365.629,3078,0,10000,0,10000,1,0.624421,0,10000,10264.5133,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,86,0.000657602,8.33e-07,4.6e-05,2.87e-08,51872.46329,4615646.991,3082,0,10000,0,10000,1,0.659295,0,10000,10296.03871,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,82,0.000695104,9.51e-07,4.79e-05,2.74e-08,51823.18267,3846786.734,3086,0,10000,0,10000,1,0.667757,0,10000,10298.21789,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,85,0.000646291,4.44e-07,3.78e-05,8.14e-09,51912.22377,2886812.821,3083,0,10000,0,10000,1,0.627666,0,10000,10317.74105,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,84,0.000610472,2.31e-07,3.57e-05,5.91e-09,51948.6974,2738428.86,3084,0,10000,0,10000,1,0.647864,0,10000,10339.78932,1,0,0,"Long term chasing"
"zpg",6,0.0307,0,10000,1,83,0.000619733,3.59e-07,3.71e-05,9.12e-09,51905.15871,4014120.99,3085,0,10000,0,10000,1,0.631612,0,10000,10348.05493,1,0,0,"Long term chasing"
