"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"zpg2",6,0.0307,0,10000,1,75,0.011305098,8.09e-05,0.002584142,1.22e-05,28506.49433,18915946.03,3093,0,10000,0,10000,1,0.850899,0,10000,4435.271273,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,75,0.010576888,2.43e-05,0.002389805,1.69e-06,28079.04824,14291940.86,3093,0,10000,0,10000,1,0.855174,0,10000,4282.011524,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,73,0.01273417,0.000121151,0.003043316,2.18e-05,28204.81948,24304728.46,3095,0,10000,0,10000,1,0.814096,0,10000,4417.564119,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,66,0.011603012,8.11e-05,0.00257723,7.53e-06,28042.90413,18931322.28,3102,0,10000,0,10000,1,0.888806,0,10000,4314.997126,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,69,0.01195805,4.9e-05,0.002628471,3.73e-06,28036.65234,16839695.81,3099,0,10000,0,10000,1,0.881273,0,10000,4390.64304,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,71,0.011416584,4.09e-05,0.002410115,3.38e-06,28441.7934,20234947.27,3097,0,10000,0,10000,1,0.894399,0,10000,4458.129476,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,74,0.01138888,3.94e-05,0.002490169,3.12e-06,28286.25243,16163584.63,3094,0,10000,0,10000,1,0.889386,0,10000,4376.57984,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,74,0.01111026,3.18e-05,0.002417495,1.51e-06,28004.76214,14727313.21,3094,0,10000,0,10000,1,0.892341,0,10000,4309.331734,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,80,0.012210726,6.93e-05,0.002755719,8.06e-06,28038.81777,22890131.49,3088,0,10000,0,10000,1,0.890384,0,10000,4360.94806,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,79,0.011443235,6.17e-05,0.002597417,3.51e-06,27811.77861,17304996.85,3089,0,10000,0,10000,1,0.893066,0,10000,4227.753205,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,72,0.010771369,2.48e-05,0.002342851,1.76e-06,28161.79172,16547315.7,3096,0,10000,0,10000,1,0.884935,0,10000,4317.783499,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,76,0.010831403,3.55e-05,0.002337838,2.35e-06,28728.48769,18179420.24,3092,0,10000,0,10000,1,0.866097,0,10000,4461.139289,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,77,0.010904601,3.97e-05,0.00244076,4.92e-06,28502.80499,19649493.16,3091,0,10000,0,10000,1,0.875855,0,10000,4368.007049,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,67,0.011786394,4.62e-05,0.002357273,1.29e-06,28171.38198,13770903.41,3101,0,10000,0,10000,1,0.891892,0,10000,4380.070859,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,74,0.011456368,5.14e-05,0.002549779,4.33e-06,28356.98932,23810686.42,3094,0,10000,0,10000,1,0.913329,0,10000,4449.0992,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,68,0.01203475,4.25e-05,0.002782211,6.84e-06,27718.0491,21686608.53,3100,0,10000,0,10000,1,0.894795,0,10000,4308.336634,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,74,0.011051065,3.55e-05,0.002462456,1.95e-06,28093.2466,20274254.49,3094,0,10000,0,10000,1,0.860857,0,10000,4341.00832,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,64,0.011773711,5.66e-05,0.002672528,5.23e-06,28177.0029,15978198.57,3104,0,10000,0,10000,1,0.860174,0,10000,4434.44324,1,0,0,"Long term chasing"
"zpg2",6,0.0307,0,10000,1,67,0.010645645,2.73e-05,0.002315508,2.41e-06,28166.99871,16628649.56,3101,0,10000,0,10000,1,0.91818,0,10000,4331.997765,1,0,0,"Long term chasing"
