"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"zpg2X",6,0.0307,0,10000,1,60,0.001664715,6.51e-06,0.00055104,1.89e-06,32977.14497,6925496.878,3108,0,10000,0,10000,1,0.61247,0,10000,4735.408046,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,54,0.001649937,4.53e-06,0.000515334,9.08e-07,33126.07042,6846919.883,3114,0,10000,0,10000,1,0.679367,0,10000,4804.188655,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,52,0.001596495,2.53e-06,0.000492236,4e-07,32893.43123,6749034.452,3116,0,10000,0,10000,1,0.645637,0,10000,4753.011783,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,55,0.002400436,4.89e-05,0.000953289,1.53e-05,32500.57382,13256412.94,3113,0,10000,0,10000,1,0.65492,0,10000,4672.870258,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,51,0.001609041,5.35e-06,0.000487688,8.09e-07,33099.43174,6878319.895,3117,0,10000,0,10000,1,0.636047,0,10000,4801.233684,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,52,0.001728753,7.63e-06,0.000565914,1.57e-06,32999.86825,8526012.26,3116,0,10000,0,10000,1,0.635125,0,10000,4774.549538,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,63,0.001493281,2.64e-06,0.00046631,6.26e-07,33341.18897,5059266.592,3105,0,10000,0,10000,1,0.656704,0,10000,4811.775008,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,49,0.001992708,1.48e-05,0.000689573,3.74e-06,32634.68989,9846575.239,3119,0,10000,0,10000,1,0.644748,0,10000,4729.666879,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,54,0.001830023,1.18e-05,0.000601931,2.23e-06,32808.34791,7931140.618,3114,0,10000,0,10000,1,0.656689,0,10000,4748.236062,1,0,0,"Long term chasing"
"zpg2X",6,0.0307,0,10000,1,49,0.0015524,5.77e-06,0.00047404,9.97e-07,33231.80674,6182204.268,3119,0,10000,0,10000,1,0.662861,0,10000,4837.15272,1,0,0,"Long term chasing"
