"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"nosF3",6,0.0307,1,783,1,53,0.094538444,0.004535275,0.036413185,0.001013788,11717.60619,58004325.09,715,0,10000,0,10000,0,10000,0,10000,1713.068091,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,338,1,51,0.106334304,0.003759247,0.043730154,0.001372978,10734.67658,65413466.81,273,0,10000,0,10000,0,10000,0,10000,1949.408497,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,803,1,52,0.106982317,0.007201618,0.041448857,0.001109804,10101.63798,39107951.86,736,0,10000,0,10000,0,10000,0,10000,1341.13264,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,142,1,56,0.121710016,0.002195059,0.033697326,0.00023639,10129.50725,19708455.32,73,0,10000,0,10000,0,10000,0,10000,2465.285714,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,88,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,85,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,92,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,279,1,54,0.100067694,0.00802141,0.038006688,0.001813304,13882.49289,86202951.91,215,0,10000,0,10000,0,10000,0,10000,2338.349794,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,137,1,55,0.168307181,0.010679344,0.070757424,0.001499396,5540.9375,25189530.5,68,0,10000,0,10000,0,10000,0,10000,2128.47,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,81,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,239,1,56,0.089303255,0.002276691,0.032277967,0.000598784,14966.4,172645513.2,169,0,10000,0,10000,0,10000,0,10000,3113.39604,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,93,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,91,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,150,1,53,0.139459672,0.004336901,0.06099489,0.000803457,6202.686747,26033817.18,87,0,10000,0,10000,0,10000,0,10000,2354.267241,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,113,1,72,0.185336038,0.011529341,0.122827254,0.000259598,1941.916667,213121.4097,34,0,10000,0,10000,0,10000,0,10000,575.3166667,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,88,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,401,1,54,0.091025856,0.003311135,0.028958717,0.000205277,11877.62112,38467944.9,326,0,10000,0,10000,0,10000,0,10000,1775.115068,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,92,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,722,1,61,0.097493036,0.00772013,0.033152355,0.001315282,15244.02047,96597326.19,639,0,10000,0,10000,0,10000,0,10000,2288.266176,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,178,1,60,0.177050448,0.014311144,0.074565391,0.001391687,4755.632653,11159117.17,102,0,10000,0,10000,0,10000,0,10000,1437.50365,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,102,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,83,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,247,1,58,0.155382314,0.024662232,0.069337186,0.006881804,13052.5731,197630395.8,175,0,10000,0,10000,0,10000,0,10000,2939.870192,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,702,1,52,0.09489971,0.00645473,0.034829145,0.000980558,12950.17563,105363021,636,0,10000,0,10000,0,10000,0,10000,2368.028401,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,85,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,98,1,55,0.214366725,0.015077654,0.050355164,0.001757045,7827.5,52393080.75,24,0,10000,0,10000,0,10000,0,10000,3513.451613,0,0,0,"Suppression with tiny chase"
"nosF3",6,0.0307,1,87,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,95,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,83,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,209,1,52,0.08764523,0.002788653,0.024949069,0.000200557,13433.52857,50273241.91,144,0,10000,0,10000,0,10000,0,10000,2824.163842,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,854,1,55,0.078468454,0.003844275,0.027503287,0.000667616,15153.81772,93082015.25,785,0,10000,0,10000,0,10000,0,10000,2387.015892,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,224,1,57,0.127963226,0.027288577,0.036129346,0.002239427,15884.16892,85082656.09,152,0,10000,0,10000,0,10000,0,10000,3141.83871,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,120,1,62,0.316819366,0.024337493,0.122612907,0.004949941,2722.780488,6316607.537,45,0,10000,0,10000,0,10000,0,10000,1712.506494,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,90,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,93,1,52,0.160492671,0.010766653,0.028448835,0.000665264,11170.09524,67936665.61,25,0,10000,0,10000,0,10000,0,10000,3861.050847,0,0,0,"Suppression with tiny chase"
"nosF3",6,0.0307,1,82,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,90,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,85,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,90,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,97,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,215,1,54,0.125008356,0.009327468,0.041930387,0.000358201,8735.21831,20672298.21,146,0,10000,0,10000,0,10000,0,10000,1853.363128,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,302,1,51,0.099832799,0.005529576,0.029689352,0.000741138,15621.92275,114183638.8,237,0,10000,0,10000,0,10000,0,10000,2859.02963,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,575,1,51,0.088175339,0.003882034,0.033816851,0.000740865,11255.64286,35943123.38,508,0,10000,0,10000,0,10000,0,10000,1589.825046,0,0,0,"Suppression after chasing"
"nosF3",6,0.0307,1,96,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,85,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",6,0.0307,1,85,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
