original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
8,11,0.41,0.916256,0.43,0.896307,0.83,0.116222,0.85,0.0897959,0.426297559,0.842277256,0.415979697,,
9,10,0.37,0.934292,0.39,0.888889,0.79,0.116959,0.81,0.0867625,0.38510561,0.801232428,0.416126818,,
14,14,0.55,0.906433,0.57,0.89697,0.97,0.112349,0.99,0.0929814,0.563596111,0.982752225,0.419156114,,
11,9,0.33,0.950749,0.35,0.883117,0.75,0.132934,0.77,0.0880536,0.345007393,0.76467634,0.419668947,,
20,11,0.43,0.915493,0.45,0.891089,0.85,0.122754,0.87,0.0865866,0.442697099,0.862582602,0.419885503,,
8,2,0.07,0.922131,0.09,0.889101,0.49,0.123651,0.51,0.0890985,0.083400545,0.503689892,0.420289347,,
14,7,0.25,0.919565,0.27,0.889535,0.67,0.113048,0.69,0.0935816,0.263030303,0.683405663,0.42037536,,
2,15,0.53,0.916505,0.55,0.889632,0.95,0.106312,0.97,0.0964518,0.542283705,0.962802986,0.420519281,,
3,12,0.45,0.914729,0.47,0.875208,0.87,0.109873,0.89,0.0889768,0.457453759,0.879449565,0.421995806,,
15,2,0.07,0.924658,0.09,0.891784,0.49,0.125488,0.51,0.096164,0.085001521,0.507383713,0.422382192,,
2,14,0.47,0.922737,0.49,0.898897,0.91,0.104563,0.93,0.0654378,0.489074664,0.912332512,0.423257848,,
5,6,0.21,0.925926,0.23,0.884368,0.63,0.126361,0.65,0.0931521,0.22247702,0.645875865,0.423398845,,
16,13,0.47,0.918561,0.49,0.8864,0.91,0.103846,0.93,0.0654982,0.481542552,0.912005852,0.4304633,,
8,8,0.29,0.933993,0.31,0.883758,0.73,0.109026,0.75,0.0733753,0.303533592,0.735063575,0.431529983,,
1,11,0.43,0.900344,0.45,0.881857,0.85,0.13239,0.87,0.0895823,0.430372153,0.865132792,0.434760638,,
17,6,0.19,0.945946,0.21,0.886686,0.63,0.113825,0.65,0.089079,0.205506581,0.641173523,0.435666942,,
4,14,0.53,0.936128,0.55,0.893964,0.97,0.106811,0.99,0.0961768,0.547136894,0.982809614,0.43567272,,
14,5,0.17,0.912088,0.19,0.878193,0.61,0.107746,0.63,0.0720195,0.177132615,0.614336277,0.437203662,,
8,7,0.23,0.946701,0.25,0.898734,0.67,0.133469,0.69,0.0991736,0.249472137,0.689518069,0.440045932,,
4,9,0.31,0.931138,0.33,0.869359,0.75,0.130612,0.77,0.0883874,0.320080448,0.764499604,0.444419156,,
8,9,0.29,0.914607,0.31,0.896774,0.75,0.129285,0.77,0.08619,0.306381988,0.763590904,0.457208915,,
10,3,0.07,0.921384,0.09,0.893678,0.55,0.103,0.57,0.0734856,0.085436368,0.552032906,0.466596538,,
6,8,0.25,0.921569,0.27,0.887255,0.73,0.109037,0.75,0.0710299,0.262571545,0.734755427,0.472183882,,
4,10,0.27,0.97561,0.29,0.9,0.81,0.104035,0.83,0.0794133,0.29,0.813277597,0.523277597,,
17,7,0.13,0.957447,0.15,0.857143,0.67,0.112043,0.69,0.0830737,0.141454578,0.678314319,0.536859741,,
12,11,0.21,0.942857,0.23,0.891892,0.81,0.111564,0.83,0.078039,0.226818209,0.816898732,0.590080524,,
18,10,0.15,0.971831,0.17,0.884615,0.77,0.1555,0.79,0.0971803,0.166471978,0.78903302,0.622561042,,
16,9,0.11,0.941176,0.13,0.881356,0.75,0.115256,0.77,0.0899796,0.123766633,0.762071339,0.638304706,,
12,13,0.25,0.909091,0.27,0.852941,0.89,0.114529,0.91,0.0798144,0.253238112,0.898370542,0.645132429,,
8,10,0.13,0.9375,0.15,0.875,0.79,0.12226,0.81,0.0959245,0.142,0.806904938,0.664904938,,
18,14,0.25,0.909091,0.27,0.833333,0.91,0.139428,0.93,0.0883441,0.252400011,0.925436566,0.673036556,,
1,10,0.13,1,0.15,0.857143,0.81,0.118747,0.83,0.0916335,0.144000014,0.823828536,NAN,,
4,4,0.99,0,0.01,0.893617,0.59,0.104115,0.61,0.0699195,1.010142858,0.592406749,NAN,,
4,11,0.13,1,0.15,0.833333,0.85,0.104552,0.87,0.0820969,0.141999976,0.854054313,NAN,,
5,14,0.25,1,0.27,0.9,0.95,0.121706,0.97,0.0997481,0.27,0.969770561,NAN,,
6,9,0.03,1,0.05,0.5,0.77,0.101061,0.79,0.0770363,0.034,0.770883258,NAN,,
7,7,0.01,1,0.03,0.875,0.69,0.1417,0.71,0.0911839,0.026,0.706509588,NAN,,
7,11,0.17,1,0.19,0.842105,0.85,0.11718,0.87,0.0891283,0.182666646,0.862248812,NAN,,
7,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,
8,13,0.19,1,0.21,0.8,0.91,0.112494,0.93,0.0816705,0.2,0.918106802,NAN,,
9,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,
10,2,0.99,0,0.01,0.89172,0.51,0.114053,0.53,0.0682493,1.010185709,0.516136186,NAN,,
10,11,0.21,1,0.23,0.9,0.83,0.127208,0.85,0.0953608,0.23,0.847086588,NAN,,
10,12,0.13,10000,0.15,0.666667,0.87,0.121817,0.89,0.0903471,0.149999533,0.883865313,NAN,,
11,10,0.11,1,0.13,0.888889,0.79,0.127996,0.81,0.078744,0.128000018,0.801368472,NAN,,
11,11,0.03,1,0.05,0.666667,0.83,0.120102,0.85,0.0855057,0.036000006,0.841620896,NAN,,
11,12,0.99,0.0267176,0.01,0,0.99,0.0267176,0.01,0,0.336286792,0.935142977,NAN,,
11,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,
12,4,0.99,0,0.01,0.89916,0.57,0.120637,0.59,0.0828729,1.010018684,0.580929428,NAN,,
12,8,0.09,1,0.11,0.875,0.71,0.120097,0.73,0.0876314,0.106,0.722380489,NAN,,
13,13,0.25,1,0.27,0.833333,0.91,0.11531,0.93,0.0932324,0.261999976,0.923869261,NAN,,
13,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,
14,9,0.99,0.00406504,0.01,0,0.99,0.00406504,0.01,0,-3.418000708,0.517999921,NAN,,
17,10,0.03,1,0.05,0.866667,0.77,0.137177,0.79,0.0995564,0.045000038,0.789764172,NAN,,
17,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,
18,9,0.01,1,0.03,0.5,0.75,0.115404,0.77,0.0882353,0.014,0.761339519,NAN,,
19,13,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,
20,10,0.13,1,0.15,0.875,0.81,0.131333,0.83,0.0956522,0.146,0.827562947,NAN,,
20,13,0.23,1,0.25,0.892857,0.93,0.111754,0.95,0.0878505,0.248666642,0.939834543,NAN,,
