original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance
2,12,0.41,0.921708,0.43,0.867857,0.61,0.112017,0.63,0.0751566,0.418062245826447,0.6165202765026967,0.19845803067624967
2,13,0.43,0.913247,0.45,0.849725,0.63,0.104167,0.65,0.0598111,0.43417083844967097,0.6318788932250275,0.19770805477535658
2,14,0.45,0.909718,0.47,0.857313,0.63,0.139968,0.65,0.0923652,0.45370880641160194,0.6467922895291873,0.19308348311758539
2,15,0.45,0.95432,0.47,0.886702,0.65,0.129219,0.67,0.0962429,0.4660667277943743,0.6677213193797933,0.20165459158541899
2,16,0.47,0.934078,0.49,0.899725,0.69,0.103958,0.71,0.0754815,0.489839897534422,0.6927798360051269,0.20293993847070496
2,17,0.49,0.939807,0.51,0.893655,0.69,0.130619,0.71,0.0933261,0.5072503900156006,0.7064208200488564,0.19917043003325585
2,18,0.51,0.92038,0.53,0.897245,0.71,0.114835,0.73,0.0825928,0.5276183272098551,0.7192022256545769,0.1915838984447218
2,19,0.53,0.927485,0.55,0.892795,0.73,0.111691,0.75,0.0862724,0.5458460651484578,0.7391987756996845,0.19335271055122671
2,20,0.55,0.921335,0.57,0.887822,0.75,0.109489,0.77,0.0922509,0.5627323725121595,0.7610093339753221,0.19827696146316265
2,21,0.57,0.917415,0.59,0.870242,0.77,0.116788,0.79,0.0793901,0.5773834608780446,0.7789780442217344,0.20159458334368985
2,22,0.59,0.916,0.61,0.84037,0.79,0.115161,0.81,0.0777366,0.5942311252148618,0.7981022007032845,0.20387107548842276
2,23,0.61,0.919708,0.63,0.844891,0.81,0.119174,0.83,0.0843501,0.6152683213708114,0.8210119774063216,0.20574365603551015
2,24,0.61,0.933033,0.63,0.89486,0.81,0.148352,0.83,0.097261,0.6273069970921855,0.8289277955021432,0.20162079840995772
2,25,0.65,0.902326,0.67,0.834878,0.83,0.128348,0.85,0.0899168,0.650689716522358,0.844752596848394,0.19406288032603602
2,26,0.65,0.946101,0.67,0.880441,0.85,0.13564,0.87,0.0866183,0.6640423393237892,0.8645404994114851,0.20049816008769594
2,27,0.67,0.927083,0.69,0.885447,0.87,0.125393,0.89,0.0925248,0.683009414929388,0.8854514089606367,0.20244199403124863
2,28,0.69,0.912146,0.71,0.876761,0.89,0.113228,0.91,0.0952381,0.6968650558146107,0.9047060294943274,0.20784097367971677
3,1,0.21,0.917633,0.23,0.830742,0.41,0.104572,0.43,0.0824468,0.2140586481914122,0.4141328439968904,0.20007419580547817
3,2,0.23,0.900701,0.25,0.838509,0.43,0.113695,0.45,0.0706494,0.23022543092359146,0.4363630196814541,0.20613758875786262
3,3,0.25,0.907514,0.27,0.831535,0.45,0.105913,0.47,0.0742145,0.2519779149501836,0.4537307759042226,0.201752860954039
3,4,0.27,0.904394,0.29,0.822317,0.45,0.13299,0.47,0.0964824,0.27107070190187266,0.4680729491941404,0.19700224729226773
3,5,0.27,0.94197,0.29,0.899013,0.47,0.150027,0.49,0.0909091,0.2895404707032614,0.48692448480071177,0.19738401409745038
3,6,0.29,0.927991,0.31,0.890691,0.51,0.101171,0.53,0.0622294,0.30500857908847184,0.5106014133985249,0.2055928343100531
3,7,0.31,0.934618,0.33,0.864959,0.51,0.133811,0.53,0.0918592,0.31993927561406277,0.5261189746327929,0.20617969901873012
3,8,0.33,0.928614,0.35,0.876616,0.53,0.130412,0.55,0.0844086,0.3410058079156891,0.5432216314446324,0.20221582352894335
3,9,0.35,0.918773,0.37,0.871638,0.55,0.129828,0.57,0.0921466,0.35796563063540887,0.5658316835361744,0.20786605290076554
3,10,0.37,0.917447,0.39,0.86831,0.57,0.114578,0.59,0.0779151,0.37710136963998614,0.577952453297475,0.20085108365748888
3,11,0.39,0.91152,0.41,0.85328,0.59,0.118801,0.61,0.0685654,0.39395604395604394,0.5974851300671237,0.20352908611107973
3,12,0.41,0.914319,0.43,0.849942,0.61,0.114858,0.63,0.0743066,0.4144484831539214,0.6173279837440877,0.2028795005901663
3,13,0.41,0.941517,0.43,0.896119,0.63,0.109408,0.65,0.0891247,0.42829023304991404,0.6392765970034462,0.21098636395353215
3,14,0.43,0.936471,0.45,0.894554,0.65,0.110881,0.67,0.0838542,0.4474015315981582,0.6580520076368641,0.2106504760387059
