,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2022,1003,400.0,0
1,0.0,2017,993,400.0,0
2,0.0,2058,1005,400.0,0
3,0.0,1972,957,400.0,0
4,0.0,2092,1032,400.0,0
5,0.0,1997,992,400.0,0
6,0.0,2057,1045,400.0,0
7,0.0,1924,967,400.0,0
8,0.0,1941,966,400.0,0
9,0.0,2012,1021,400.0,0
10,0.0102867,1914,982,400.0,0
11,0.311315,2346,991,400.0,0
12,0.459407,2650,870,400.0,0
13,0.57072,3237,832,400.0,0
14,0.631662,3686,718,400.0,0
15,0.693778,4134,662,400.0,0
16,0.710534,4484,603,400.0,0
17,0.738007,4730,554,400.0,0
18,0.757121,4801,489,400.0,0
19,0.761608,4896,442,400.0,0
20,0.758657,4896,408,400.0,0
21,0.756893,4832,382,400.0,0
22,0.768746,4766,362,400.0,0
23,0.787625,4674,339,400.0,0
24,0.802118,4527,315,400.0,0
25,0.809388,4396,287,400.0,0
26,0.78546,3868,264,400.0,0
27,0.744966,3411,243,400.0,0
28,0.725145,2958,233,400.0,0
29,0.689296,2647,231,400.0,0
30,0.591862,2431,257,400.0,0
31,0.510817,2346,328,400.0,0
32,0.423887,2461,423,400.0,0
33,0.369693,2780,594,400.0,0
34,0.33325,3052,765,400.0,0
35,0.272715,3204,899,400.0,0
36,0.249149,3131,949,400.0,0
37,0.223463,2919,967,400.0,0
38,0.186285,2747,939,400.0,0
39,0.1453,2617,936,400.0,0
40,0.121165,2573,980,400.0,0
41,0.115861,2450,1015,400.0,0
42,0.075158,2292,966,400.0,0
43,0.066309,2275,975,400.0,0
44,0.0550289,2237,981,400.0,0
45,0.0403954,2172,1011,400.0,0
46,0.0408807,2087,990,400.0,0
47,0.0382863,2119,1029,400.0,0
48,0.0376556,1986,968,400.0,0
49,0.0307273,2013,975,400.0,0
50,0.0193149,2012,975,400.0,0
51,0.0192687,2043,976,400.0,0
52,0.0205858,2091,1008,400.0,0
53,0.0218987,2075,1032,400.0,0
54,0.0106558,1967,975,400.0,0
55,0.0092343,2023,1005,400.0,0
56,0.00505773,1982,986,400.0,0
57,0.0060423,2046,1025,400.0,0
58,0.00245487,1986,988,400.0,0
59,0.00361576,2017,996,400.0,0
60,0.000757289,2010,997,400.0,0
61,0.000627664,2010,968,400.0,0
62,4.84696e-05,2141,1054,400.0,0
63,2.61274e-05,1949,964,400.0,0
64,2.48694e-05,2020,1021,400.0,0
65,0.0,1942,987,400.0,0
66,0.0,2014,1044,400.0,0
67,0.0,1854,958,400.0,0
68,0.0,1932,1019,400.0,0
69,0.0,1943,1016,400.0,0
70,0.0,1935,993,400.0,0
71,0.0,1947,987,400.0,0
72,0.0,2023,1000,400.0,0
73,0.0,2101,1041,400.0,0
74,0.0,1932,952,400.0,0
75,0.0,2029,1002,400.0,0
76,0.0,1999,1006,400.0,0
77,0.0,1973,966,400.0,0
78,0.0,2113,1050,400.0,0
79,0.0,1949,945,400.0,0
80,0.0,2082,985,400.0,0
81,0.0,2062,1011,400.0,0
82,0.0,1975,985,400.0,0
83,0.0,2048,1041,400.0,0
84,0.0,1966,1012,400.0,0
85,0.0,1968,1015,400.0,0
86,0.0,1928,999,400.0,0
87,0.0,1865,924,400.0,0
88,0.0,2060,1015,400.0,0
89,0.0,2027,1008,400.0,0
