,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2013,1019,400.0,0
1,0.0,1964,995,400.0,0
2,0.0,1979,1014,400.0,0
3,0.0,2013,1025,400.0,0
4,0.0,1912,956,400.0,0
5,0.0,1984,992,400.0,0
6,0.0,2054,1026,400.0,0
7,0.0,1974,1000,400.0,0
8,0.0,1965,991,400.0,0
9,0.0,1991,990,400.0,0
10,0.00984058,2010,1022,400.0,0
11,0.265429,2353,1007,400.0,0
12,0.452236,2654,918,400.0,0
13,0.593774,3113,846,400.0,0
14,0.682207,3529,721,400.0,0
15,0.724975,3948,617,400.0,0
16,0.763612,4375,513,400.0,0
17,0.795034,4598,443,400.0,0
18,0.779561,4689,386,400.0,0
19,0.792163,4714,336,400.0,0
20,0.806813,4610,296,400.0,0
21,0.847799,4439,259,400.0,0
22,0.806435,4298,230,400.0,0
23,0.823204,4038,224,400.0,0
24,0.841301,3839,184,400.0,0
25,0.871482,3691,173,400.0,0
26,0.832451,3098,144,400.0,0
27,0.826767,2623,135,400.0,0
28,0.782374,2148,113,400.0,0
29,0.774398,1773,123,400.0,0
30,0.686642,1517,124,400.0,0
31,0.653313,1421,155,400.0,0
32,0.566229,1530,188,400.0,0
33,0.439075,1651,255,400.0,0
34,0.433053,1873,365,400.0,0
35,0.347064,2254,523,400.0,0
36,0.302709,2729,738,400.0,0
37,0.235739,2998,897,400.0,0
38,0.214667,3077,1019,400.0,0
39,0.211327,2744,935,400.0,0
40,0.182538,2659,954,400.0,0
41,0.148058,2531,961,400.0,0
42,0.122126,2383,954,400.0,0
43,0.101748,2313,969,400.0,0
44,0.0839385,2256,983,400.0,0
45,0.0860276,2216,978,400.0,0
46,0.0581689,2222,1038,400.0,0
47,0.0491736,2006,926,400.0,0
48,0.0420061,2133,989,400.0,0
49,0.0352003,2129,1030,400.0,0
50,0.0257033,2049,985,400.0,0
51,0.0164712,2113,1002,400.0,0
52,0.0123348,2076,1013,400.0,0
53,0.0135615,2046,999,400.0,0
54,0.0166709,2037,991,400.0,0
55,0.00995905,2036,1005,400.0,0
56,0.00692881,2026,1019,400.0,0
57,0.00459467,1952,967,400.0,0
58,0.00531653,2067,1030,400.0,0
59,0.00378957,2067,1021,400.0,0
60,0.000197711,2088,1025,400.0,0
61,0.00210134,1957,957,400.0,0
62,7.52653e-05,2071,1016,400.0,0
63,0.00163116,2010,990,400.0,0
64,0.000445865,2057,1018,400.0,0
65,5.01794e-05,1988,1017,400.0,0
66,4.91304e-05,1992,1026,400.0,0
67,0.0,1962,986,400.0,0
68,0.0,1978,999,400.0,0
69,0.0,1969,987,400.0,0
70,0.0,1991,986,400.0,0
71,0.0,2005,990,400.0,0
72,0.0,2047,1011,400.0,0
73,0.0,1996,1016,400.0,0
74,0.0,1910,968,400.0,0
75,0.0,2007,1016,400.0,0
76,0.0,1970,982,400.0,0
77,0.0,2006,1015,400.0,0
78,0.0,1949,970,400.0,0
79,0.0,2031,972,400.0,0
80,0.0,2096,1037,400.0,0
81,0.0,1985,986,400.0,0
82,0.0,2017,989,400.0,0
83,0.0,2056,997,400.0,0
84,0.0,2025,992,400.0,0
85,0.0,1948,968,400.0,0
86,0.0,2115,1061,400.0,0
87,0.0,1982,1011,400.0,0
88,0.0,1931,994,400.0,0
89,0.0,1923,974,400.0,0
