,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1985,974,400.0,0
1,0.0,1935,947,400.0,0
2,0.0,2035,988,400.0,0
3,0.0,1997,966,400.0,0
4,0.0,2109,980,400.0,0
5,0.0,2185,1061,400.0,0
6,0.0,2027,974,400.0,0
7,0.0,2091,996,400.0,0
8,0.0,2056,1020,400.0,0
9,0.0,1944,958,400.0,0
10,0.009802,2061,1025,400.0,0
11,0.278405,2427,996,400.0,0
12,0.443916,2700,904,400.0,0
13,0.554485,3160,818,400.0,0
14,0.606919,3632,729,400.0,0
15,0.693505,4041,645,400.0,0
16,0.729631,4411,563,400.0,0
17,0.727245,4649,488,400.0,0
18,0.745628,4802,455,400.0,0
19,0.766124,4827,405,400.0,0
20,0.792898,4751,368,400.0,0
21,0.79724,4641,327,400.0,0
22,0.802208,4425,291,400.0,0
23,0.822599,4270,276,400.0,0
24,0.841016,4083,248,400.0,0
25,0.837735,3906,207,400.0,0
26,0.833966,3346,159,400.0,0
27,0.825727,2747,129,400.0,0
28,0.786131,2215,113,400.0,0
29,0.727374,1807,118,400.0,0
30,0.697319,1533,121,400.0,0
31,0.657046,1372,131,400.0,0
32,0.562916,1377,159,400.0,0
33,0.526012,1455,207,400.0,0
34,0.468645,1644,282,400.0,0
35,0.390785,1989,426,400.0,0
36,0.320737,2462,596,400.0,0
37,0.269883,2929,837,400.0,0
38,0.235424,3095,951,400.0,0
39,0.203221,3065,1008,400.0,0
40,0.172175,2741,966,400.0,0
41,0.17791,2546,950,400.0,0
42,0.136071,2413,929,400.0,0
43,0.108372,2384,993,400.0,0
44,0.0990242,2250,984,400.0,0
45,0.0807888,2245,1020,400.0,0
46,0.0561974,2128,979,400.0,0
47,0.0618612,2104,994,400.0,0
48,0.0467878,2070,990,400.0,0
49,0.0387522,2069,967,400.0,0
50,0.0363658,2169,1031,400.0,0
51,0.0333342,1975,942,400.0,0
52,0.0205797,2061,983,400.0,0
53,0.0153632,2107,1016,400.0,0
54,0.00788818,2049,983,400.0,0
55,0.00885065,2103,1019,400.0,0
56,0.00595345,2052,991,400.0,0
57,0.00649366,2102,1070,400.0,0
58,0.00358039,1913,960,400.0,0
59,0.00132114,1979,998,400.0,0
60,0.00340254,2006,1019,400.0,0
61,7.543e-05,1987,1008,400.0,0
62,5.12007e-05,1989,999,400.0,0
63,5.06368e-05,1998,997,400.0,0
64,2.56213e-05,1984,992,400.0,0
65,2.49265e-05,2010,1018,400.0,0
66,0.0,2008,999,400.0,0
67,0.0,1986,972,400.0,0
68,0.0,2064,1034,400.0,0
69,0.0,1938,954,400.0,0
70,0.0,2003,996,400.0,0
71,0.0,1993,981,400.0,0
72,0.0,2054,1038,400.0,0
73,0.0,1977,995,400.0,0
74,0.0,1944,984,400.0,0
75,0.0,2015,1012,400.0,0
76,0.0,2030,1047,400.0,0
77,0.0,1942,1001,400.0,0
78,0.0,1957,1000,400.0,0
79,0.0,2014,1035,400.0,0
80,0.0,1918,959,400.0,0
81,0.0,2032,1021,400.0,0
82,0.0,1969,1000,400.0,0
83,0.0,1997,1009,400.0,0
84,0.0,1985,1002,400.0,0
85,0.0,2045,1027,400.0,0
86,0.0,1973,990,400.0,0
87,0.0,2033,1021,400.0,0
88,0.0,1967,982,400.0,0
89,0.0,1987,971,400.0,0
