,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1981,997,400.0,0
1,0.0,1969,1006,400.0,0
2,0.0,1971,997,400.0,0
3,0.0,1999,1003,400.0,0
4,0.0,1970,956,400.0,0
5,0.0,2066,1017,400.0,0
6,0.0,2045,1049,400.0,0
7,0.0,1924,989,400.0,0
8,0.0,1971,1011,400.0,0
9,0.0,1945,1001,400.0,0
10,0.010546,1899,954,400.0,0
11,0.264758,2448,1022,400.0,0
12,0.437261,2764,945,400.0,0
13,0.541778,3152,838,400.0,0
14,0.614989,3663,803,400.0,0
15,0.675622,4047,684,400.0,0
16,0.702641,4446,586,400.0,0
17,0.764165,4626,476,400.0,0
18,0.757597,4760,424,400.0,0
19,0.760403,4756,379,400.0,0
20,0.784074,4633,356,400.0,0
21,0.774265,4616,340,400.0,0
22,0.780812,4491,325,400.0,0
23,0.819979,4454,305,400.0,0
24,0.813479,4331,275,400.0,0
25,0.819222,4185,265,400.0,0
26,0.819336,3673,227,400.0,0
27,0.82204,3119,200,400.0,0
28,0.76466,2669,169,400.0,0
29,0.727085,2303,175,400.0,0
30,0.65768,2022,182,400.0,0
31,0.613131,1827,190,400.0,0
32,0.544913,1803,252,400.0,0
33,0.44018,1908,307,400.0,0
34,0.382784,2118,435,400.0,0
35,0.310807,2514,608,400.0,0
36,0.271271,2914,834,400.0,0
37,0.217142,3044,935,400.0,0
38,0.196142,2932,979,400.0,0
39,0.16705,2682,939,400.0,0
40,0.152408,2531,943,400.0,0
41,0.118045,2436,957,400.0,0
42,0.0993355,2266,943,400.0,0
43,0.0767478,2261,938,400.0,0
44,0.0678738,2295,997,400.0,0
45,0.0612622,2226,1001,400.0,0
46,0.0630098,2162,983,400.0,0
47,0.037338,2160,996,400.0,0
48,0.0284021,2108,968,400.0,0
49,0.0358468,2184,1011,400.0,0
50,0.0226322,2079,962,400.0,0
51,0.0218754,2201,1002,400.0,0
52,0.0166007,2142,1003,400.0,0
53,0.0133274,2061,973,400.0,0
54,0.0122251,2144,1021,400.0,0
55,0.00840656,2087,1010,400.0,0
56,0.00560167,2028,984,400.0,0
57,0.00721552,2025,986,400.0,0
58,0.00384471,2084,1021,400.0,0
59,0.00757402,2033,995,400.0,0
60,0.00438803,2039,1024,400.0,0
61,0.00397194,2007,999,400.0,0
62,0.00517461,1955,974,400.0,0
63,0.00427989,1985,978,400.0,0
64,0.00556285,2024,979,400.0,0
65,0.00219986,2053,1000,400.0,0
66,0.00235976,1999,992,400.0,0
67,0.00072377,2046,1010,400.0,0
68,0.00150391,2048,1000,400.0,0
69,7.506e-05,2047,1005,400.0,0
70,5.10035e-05,2002,994,400.0,0
71,2.50357e-05,2000,1012,400.0,0
72,2.58345e-05,1927,986,400.0,0
73,2.40165e-05,2048,1049,400.0,0
74,2.62999e-05,1921,964,400.0,0
75,0.0,2018,1022,400.0,0
76,0.0,1957,1011,400.0,0
77,0.0,1923,985,400.0,0
78,0.0,1958,984,400.0,0
79,0.0,2018,1022,400.0,0
80,0.0,1969,984,400.0,0
81,0.0,2017,1020,400.0,0
82,0.0,1919,960,400.0,0
83,0.0,1997,1019,400.0,0
84,0.0,1871,976,400.0,0
85,0.0,1933,975,400.0,0
86,0.0,2006,994,400.0,0
87,0.0,2041,1030,400.0,0
88,0.0,1989,1019,400.0,0
89,0.0,1981,1029,400.0,0
