,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2096,1052,400.0,0
1,0.0,2064,1036,400.0,0
2,0.0,1938,962,400.0,0
3,0.0,2059,1032,400.0,0
4,0.0,1953,984,400.0,0
5,0.0,2022,1026,400.0,0
6,0.0,1951,986,400.0,0
7,0.0,2013,1000,400.0,0
8,0.0,1986,984,400.0,0
9,0.0,2054,1009,400.0,0
10,0.00953243,2063,1052,400.0,0
11,0.294224,2344,1027,400.0,0
12,0.456592,2558,864,400.0,0
13,0.561109,3106,812,400.0,0
14,0.642225,3642,733,400.0,0
15,0.689496,4106,672,400.0,0
16,0.745806,4506,607,400.0,0
17,0.75019,4809,529,400.0,0
18,0.776341,4914,488,400.0,0
19,0.778785,4936,403,400.0,0
20,0.817343,4774,345,400.0,0
21,0.816954,4622,282,400.0,0
22,0.84504,4393,266,400.0,0
23,0.846032,4276,212,400.0,0
24,0.83841,4004,178,400.0,0
25,0.833333,3743,166,400.0,0
26,0.85826,3123,153,400.0,0
27,0.838489,2595,114,400.0,0
28,0.813127,2082,103,400.0,0
29,0.726475,1649,85,400.0,0
30,0.69095,1337,95,400.0,0
31,0.663379,1141,111,400.0,0
32,0.582051,1144,138,400.0,0
33,0.473711,1208,178,400.0,0
34,0.394127,1390,267,400.0,0
35,0.328849,1720,417,400.0,0
36,0.26492,2221,633,400.0,0
37,0.242524,2684,864,400.0,0
38,0.197599,2828,966,400.0,0
39,0.180735,2763,988,400.0,0
40,0.167389,2612,993,400.0,0
41,0.123651,2468,959,400.0,0
42,0.113321,2323,957,400.0,0
43,0.0896846,2240,984,400.0,0
44,0.069489,2204,1037,400.0,0
45,0.0612632,2071,984,400.0,0
46,0.0491354,2115,1020,400.0,0
47,0.0389509,2032,976,400.0,0
48,0.0315792,2054,992,400.0,0
49,0.0161848,2051,959,400.0,0
50,0.0204361,2073,984,400.0,0
51,0.0157099,2134,1027,400.0,0
52,0.00830639,2063,1012,400.0,0
53,0.00596577,2019,999,400.0,0
54,0.00536444,2031,1029,400.0,0
55,0.00388474,1919,987,400.0,0
56,0.00677789,1924,978,400.0,0
57,0.00694003,1980,992,400.0,0
58,0.00449179,1996,982,400.0,0
59,0.00364563,2047,1003,400.0,0
60,0.00487053,2117,1013,400.0,0
61,0.00250756,2065,971,400.0,0
62,0.00239536,2126,1016,400.0,0
63,0.00199402,2040,970,400.0,0
64,0.00144322,2071,998,400.0,0
65,0.000124011,2098,1024,400.0,0
66,0.000871818,2064,1021,400.0,0
67,0.000505663,1995,1004,400.0,0
68,0.000418552,1953,971,400.0,0
69,0.00050665,1982,995,400.0,0
70,0.000934627,2018,1001,400.0,0
71,0.00202779,2039,1005,400.0,0
72,0.00132382,2040,1024,400.0,0
73,0.0,1902,944,400.0,0
74,0.0,2037,1005,400.0,0
75,0.0,2005,1015,400.0,0
76,0.0,1930,987,400.0,0
77,0.0,2014,1012,400.0,0
78,0.0,2018,1014,400.0,0
79,0.0,2000,986,400.0,0
80,0.0,1984,970,400.0,0
81,0.0,2067,1021,400.0,0
82,0.0,1974,988,400.0,0
83,0.0,1979,995,400.0,0
84,0.0,2047,1037,400.0,0
85,0.0,1953,984,400.0,0
86,0.0,1946,992,400.0,0
87,0.0,1957,990,400.0,0
88,0.0,2066,1044,400.0,0
89,0.0,1938,983,400.0,0
