,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2065,1036,400.0,0
1,0.0,2083,1039,400.0,0
2,0.0,1930,951,400.0,0
3,0.0,2022,1013,400.0,0
4,0.0,1910,976,400.0,0
5,0.0,1988,1034,400.0,0
6,0.0,1933,1012,400.0,0
7,0.0,1876,985,400.0,0
8,0.0,1961,1024,400.0,0
9,0.0,1886,970,400.0,0
10,0.0101059,1935,996,400.0,0
11,0.292031,2333,996,400.0,0
12,0.457912,2681,878,400.0,0
13,0.571532,3255,830,400.0,0
14,0.642137,3741,741,400.0,0
15,0.662015,4251,672,400.0,0
16,0.699462,4595,601,400.0,0
17,0.749737,4783,522,400.0,0
18,0.739061,4913,443,400.0,0
19,0.77526,4864,404,400.0,0
20,0.807603,4761,365,400.0,0
21,0.81352,4643,313,400.0,0
22,0.793904,4452,277,400.0,0
23,0.808155,4270,251,400.0,0
24,0.828188,4063,236,400.0,0
25,0.83173,3871,197,400.0,0
26,0.802866,3248,181,400.0,0
27,0.800202,2752,164,400.0,0
28,0.773504,2313,138,400.0,0
29,0.742256,1964,148,400.0,0
30,0.699667,1717,152,400.0,0
31,0.603057,1610,174,400.0,0
32,0.517826,1750,258,400.0,0
33,0.397345,1901,349,400.0,0
34,0.350073,2292,504,400.0,0
35,0.313537,2716,721,400.0,0
36,0.220258,3002,870,400.0,0
37,0.240259,3007,969,400.0,0
38,0.20656,2835,950,400.0,0
39,0.172573,2696,985,400.0,0
40,0.159334,2412,943,400.0,0
41,0.131647,2354,957,400.0,0
42,0.119454,2311,937,400.0,0
43,0.0994907,2327,967,400.0,0
44,0.0787663,2371,1016,400.0,0
45,0.0693784,2235,972,400.0,0
46,0.0643272,2187,973,400.0,0
47,0.0516064,2167,1011,400.0,0
48,0.0347949,2102,929,400.0,0
49,0.0341419,2219,1006,400.0,0
50,0.031185,2103,974,400.0,0
51,0.0215302,2183,1006,400.0,0
52,0.0202968,2134,1023,400.0,0
53,0.0152199,1961,935,400.0,0
54,0.013367,2106,1011,400.0,0
55,0.0137071,2077,1022,400.0,0
56,0.0124497,2055,1012,400.0,0
57,0.00549199,2013,1002,400.0,0
58,0.00344871,2011,998,400.0,0
59,0.0018034,2030,1022,400.0,0
60,0.00283566,1960,977,400.0,0
61,0.000681715,2059,1008,400.0,0
62,0.000701211,2096,1039,400.0,0
63,5.0279e-05,1963,1006,400.0,0
64,2.51288e-05,1948,1007,400.0,0
65,0.0,1971,1025,400.0,0
66,0.0,1991,1043,400.0,0
67,0.0,1873,987,400.0,0
68,0.0,1876,983,400.0,0
69,0.0,1961,1015,400.0,0
70,0.0,1979,993,400.0,0
71,0.0,1995,995,400.0,0
72,0.0,2088,1045,400.0,0
73,0.0,1986,995,400.0,0
74,0.0,1992,993,400.0,0
75,0.0,2042,1006,400.0,0
76,0.0,1995,964,400.0,0
77,0.0,2105,1007,400.0,0
78,0.0,2075,1026,400.0,0
79,0.0,2016,995,400.0,0
80,0.0,2019,994,400.0,0
81,0.0,1980,993,400.0,0
82,0.0,1982,987,400.0,0
83,0.0,2021,1010,400.0,0
84,0.0,1948,974,400.0,0
85,0.0,2034,1009,400.0,0
86,0.0,2033,1031,400.0,0
87,0.0,1940,974,400.0,0
88,0.0,1993,1036,400.0,0
89,0.0,1898,978,400.0,0
