,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1996,1024,400.0,0
1,0.0,1963,977,400.0,0
2,0.0,2037,981,400.0,0
3,0.0,2000,959,400.0,0
4,0.0,2071,991,400.0,0
5,0.0,2068,1014,400.0,0
6,0.0,2054,1024,400.0,0
7,0.0,1975,970,400.0,0
8,0.0,2040,1009,400.0,0
9,0.0,2001,995,400.0,0
10,0.0103037,1992,981,400.0,0
11,0.277468,2440,1041,400.0,0
12,0.453125,2738,951,400.0,0
13,0.554979,3132,871,400.0,0
14,0.640576,3523,783,400.0,0
15,0.709682,3875,681,400.0,0
16,0.724737,4236,583,400.0,0
17,0.783339,4501,496,400.0,0
18,0.792353,4680,424,400.0,0
19,0.800408,4700,358,400.0,0
20,0.816142,4562,290,400.0,0
21,0.815077,4410,230,400.0,0
22,0.819798,4127,205,400.0,0
23,0.845743,3868,187,400.0,0
24,0.863437,3662,163,400.0,0
25,0.856848,3426,141,400.0,0
26,0.823023,2782,109,400.0,0
27,0.810244,2285,102,400.0,0
28,0.828307,1826,102,400.0,0
29,0.754669,1516,86,400.0,0
30,0.752053,1236,87,400.0,0
31,0.603586,1063,94,400.0,0
32,0.542633,1051,143,400.0,0
33,0.499823,1174,202,400.0,0
34,0.439014,1455,286,400.0,0
35,0.316404,1790,410,400.0,0
36,0.277521,2210,629,400.0,0
37,0.213542,2660,838,400.0,0
38,0.20849,2857,962,400.0,0
39,0.174531,2750,964,400.0,0
40,0.150654,2643,1002,400.0,0
41,0.119576,2422,950,400.0,0
42,0.11147,2379,976,400.0,0
43,0.0858781,2277,948,400.0,0
44,0.0930197,2279,985,400.0,0
45,0.0710058,2233,992,400.0,0
46,0.0684394,2270,1054,400.0,0
47,0.0494555,1993,953,400.0,0
48,0.0401918,1997,968,400.0,0
49,0.0390233,2044,997,400.0,0
50,0.0290256,2009,969,400.0,0
51,0.0307859,2098,1000,400.0,0
52,0.0200741,2061,1005,400.0,0
53,0.0168016,2089,1008,400.0,0
54,0.0140388,2085,1034,400.0,0
55,0.00665898,1925,964,400.0,0
56,0.00631419,1950,975,400.0,0
57,0.00273881,1997,990,400.0,0
58,0.00484693,2025,1008,400.0,0
59,0.00450894,2042,1029,400.0,0
60,0.00401931,1888,941,400.0,0
61,0.00446396,2040,1031,400.0,0
62,0.00325203,2006,1011,400.0,0
63,0.00305571,1960,963,400.0,0
64,0.00265313,2025,985,400.0,0
65,0.00176452,2070,1035,400.0,0
66,2.63414e-05,1922,959,400.0,0
67,0.000538393,1996,988,400.0,0
68,0.000653247,2069,1046,400.0,0
69,2.65379e-05,1900,950,400.0,0
70,0.00105625,2039,1034,400.0,0
71,0.00101986,1979,988,400.0,0
72,0.00106163,2001,977,400.0,0
73,0.000618582,2060,1012,400.0,0
74,0.000675711,1991,979,400.0,0
75,0.0,2085,1025,400.0,0
76,0.0,2022,984,400.0,0
77,0.0,2061,1013,400.0,0
78,0.0,2004,985,400.0,0
79,0.0,2046,987,400.0,0
80,0.0,2057,991,400.0,0
81,0.0,2027,995,400.0,0
82,0.0,2003,1000,400.0,0
83,0.0,2008,998,400.0,0
84,0.0,2002,1015,400.0,0
85,0.0,2022,1048,400.0,0
86,0.0,1904,983,400.0,0
87,0.0,1972,1009,400.0,0
88,0.0,1951,1002,400.0,0
89,0.0,2008,1023,400.0,0
