,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2018,979,400.0,0
1,0.0,1966,958,400.0,0
2,0.0,2100,1022,400.0,0
3,0.0,1954,945,400.0,0
4,0.0,2037,984,400.0,0
5,0.0,2062,984,400.0,0
6,0.0,2048,974,400.0,0
7,0.0,2118,1040,400.0,0
8,0.0,2010,984,400.0,0
9,0.0,2043,1009,400.0,0
10,0.0104726,1915,966,400.0,0
11,0.284705,2380,1009,400.0,0
12,0.450641,2725,931,400.0,0
13,0.596734,3131,847,400.0,0
14,0.623425,3627,740,400.0,0
15,0.71078,4090,684,400.0,0
16,0.717948,4443,589,400.0,0
17,0.752459,4703,524,400.0,0
18,0.776293,4834,450,400.0,0
19,0.788156,4889,411,400.0,0
20,0.800884,4910,364,400.0,0
21,0.814383,4741,305,400.0,0
22,0.813099,4529,271,400.0,0
23,0.825693,4297,256,400.0,0
24,0.838162,4116,217,400.0,0
25,0.844453,3886,181,400.0,0
26,0.834531,3276,154,400.0,0
27,0.819351,2669,130,400.0,0
28,0.776889,2146,113,400.0,0
29,0.752613,1717,111,400.0,0
30,0.684172,1479,106,400.0,0
31,0.622233,1285,125,400.0,0
32,0.566262,1260,164,400.0,0
33,0.485378,1358,233,400.0,0
34,0.414278,1667,358,400.0,0
35,0.343344,2026,501,400.0,0
36,0.276583,2519,711,400.0,0
37,0.231787,2859,885,400.0,0
38,0.205202,3029,1037,400.0,0
39,0.173947,2681,962,400.0,0
40,0.139401,2536,950,400.0,0
41,0.120293,2408,953,400.0,0
42,0.108705,2294,955,400.0,0
43,0.0737055,2245,960,400.0,0
44,0.0763622,2192,959,400.0,0
45,0.0794228,2244,1007,400.0,0
46,0.0598654,2132,958,400.0,0
47,0.0614543,2182,1000,400.0,0
48,0.0421791,2110,993,400.0,0
49,0.0282771,2145,1019,400.0,0
50,0.0245089,2030,973,400.0,0
51,0.0225703,2074,1014,400.0,0
52,0.0249162,2020,998,400.0,0
53,0.0111988,2014,960,400.0,0
54,0.0085249,2095,1031,400.0,0
55,0.00493777,2015,998,400.0,0
56,0.00675727,1998,1008,400.0,0
57,0.00973567,1991,1006,400.0,0
58,0.00424889,1985,985,400.0,0
59,0.00614289,1946,959,400.0,0
60,0.0067096,2046,1040,400.0,0
61,0.00505842,1950,988,400.0,0
62,0.00628698,1974,973,400.0,0
63,0.00306286,2039,1006,400.0,0
64,0.00199329,1969,969,400.0,0
65,0.00187196,2043,1008,400.0,0
66,7.61074e-05,2020,993,400.0,0
67,2.51117e-05,2006,1013,400.0,0
68,0.0,1958,986,400.0,0
69,0.0,1998,1007,400.0,0
70,0.0,1998,1021,400.0,0
71,0.0,1931,942,400.0,0
72,0.0,2034,1019,400.0,0
73,0.0,1993,1000,400.0,0
74,0.0,2044,1031,400.0,0
75,0.0,1972,983,400.0,0
76,0.0,2054,978,400.0,0
77,0.0,2057,1009,400.0,0
78,0.0,2079,1008,400.0,0
79,0.0,2010,992,400.0,0
80,0.0,2033,1031,400.0,0
81,0.0,1911,952,400.0,0
82,0.0,1977,1017,400.0,0
83,0.0,1960,992,400.0,0
84,0.0,2026,1004,400.0,0
85,0.0,2036,1011,400.0,0
86,0.0,2001,972,400.0,0
87,0.0,2086,1032,400.0,0
88,0.0,1931,928,400.0,0
89,0.0,2056,1015,400.0,0
