Wild_Type_Gene_Frequency,Num_Wild_Gene
0.994849,197000
0.989494,196470
0.978684,195175
0.958394,191075
0.917653,183191
0.84757,167763
0.728143,141420
0.548411,102045
0.33835,53257
0.158803,17151
0.0526739,2685
0.0105473,148
0,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,NAN
0.994843,198893
0.989753,200043
0.979959,195053
0.959677,191087
0.92198,184206
0.855945,169597
0.744438,144628
0.572808,105651
0.366205,58751
0.173183,20082
0.0543364,3115
0.00741384,111
0,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,NAN
0.995056,199455
0.990237,198798
0.980385,196777
0.961468,192984
0.925155,184030
0.85867,170822
0.745928,146087
0.574031,107214
0.367389,59442
0.178043,20475
0.0577316,3337
0.00993217,164
0,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,NAN
0.994784,201008
0.989235,198486
0.978002,195620
0.95698,190862
0.915062,182866
0.840196,167357
0.717837,138455
0.538321,99429
0.332822,51431
0.1507,15970
0.0436664,2149
0.00447761,51
0,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,NAN
0.994789,199314
0.990216,197364
0.980342,194447
0.961554,192707
0.92577,184556
0.862189,171898
0.751904,148080
0.582789,108950
0.376201,61314
0.189377,22315
0.0672869,4101
0.0168767,316
0,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
NAN,0
