"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"nosF",10,0.0307,0,10000,1,64,0.011591515,3.06e-05,0.001833134,1.18e-06,33013.54871,14092603.42,3104,0,10000,0,10000,1,0.938495,0,10000,4087.872049,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,63,0.011776724,4.39e-05,0.001947593,1.68e-06,33230.85553,16014235.09,3105,0,10000,0,10000,1,0.894035,0,10000,4170.438596,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,67,0.012739767,7.09e-05,0.001999885,4.32e-06,32900.72231,15814848.75,3101,0,10000,0,10000,1,0.924375,0,10000,4074.613738,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,63,0.011867558,3.74e-05,0.001827008,1.34e-06,33287.69236,16623387.91,3105,0,10000,0,10000,1,0.90573,0,10000,4142.585701,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,72,0.011674557,3.95e-05,0.001871802,1.72e-06,33302.75194,17899690.35,3096,0,10000,0,10000,1,0.921031,0,10000,4128.058541,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,71,0.012508384,4.95e-05,0.001928931,1.5e-06,33326.50824,17560442.85,3097,0,10000,0,10000,1,0.932904,0,10000,4180.523672,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,85,0.013408964,0.000127254,0.002235038,9.03e-06,32927.28581,24093175.36,3083,0,10000,0,10000,1,0.867312,0,10000,4054.843188,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,71,0.012292899,9.24e-05,0.002105159,5.77e-06,32874.7268,19891514.9,3097,0,10000,0,10000,1,0.903518,0,10000,4044.82112,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,69,0.011763558,6.73e-05,0.001958448,2.5e-06,32956.9454,18501300.58,3099,0,10000,0,10000,1,0.927237,0,10000,4070.286673,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,65,0.011140525,2.96e-05,0.001787196,1.16e-06,33263.76412,14951549.72,3103,0,10000,0,10000,1,0.860846,0,10000,4102.400511,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,69,0.012636049,7.03e-05,0.002102744,6.06e-06,32845.27561,21087316.32,3099,0,10000,0,10000,1,0.878136,0,10000,4108.525895,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,69,0.012162856,4.55e-05,0.001912192,2.53e-06,33390.84006,18949738.88,3099,0,10000,0,10000,1,0.901741,0,10000,4171.067753,1,0,0,"Long term chasing"
"nosF",10,0.0307,0,10000,1,71,0.011808998,2.97e-05,0.00201848,1.56e-06,32693.99515,16447835.41,3097,0,10000,0,10000,1,0.900223,0,10000,4009.160217,1,0,0,"Long term chasing"
