"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"zpgX",10,0.0307,0,10000,1,50,0.000447218,3.86e-07,6.4e-05,2.39e-08,45290.94766,3391944.271,3118,0,10000,0,10000,1,0.573079,0,10000,6866.563434,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,48,0.000452374,3.58e-07,6.74e-05,3.15e-08,45286.37356,3960033.927,3120,0,10000,0,10000,1,0.592933,0,10000,6871.529243,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,44,0.000461635,5.92e-07,7.3e-05,6.3e-08,45289.5484,4125696.018,3124,0,10000,0,10000,1,0.578383,0,10000,6894.617899,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,46,0.000458212,3.84e-07,6.48e-05,1.93e-08,45265.99326,3778602.556,3122,0,10000,0,10000,1,0.567148,0,10000,6870.256353,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,43,0.000475232,6.6e-07,7.49e-05,5.53e-08,45253.47164,4985257.008,3125,0,10000,0,10000,1,0.580443,0,10000,6889.474453,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,49,0.000470691,7.69e-07,7.56e-05,7.91e-08,45314.80578,5244588.277,3119,0,10000,0,10000,1,0.594681,0,10000,6880.108779,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,44,0.000449696,3.06e-07,6.9e-05,3.24e-08,45212.07276,4269344.682,3124,0,10000,0,10000,1,0.569571,0,10000,6849.752381,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,45,0.000469601,4.41e-07,7.01e-05,3.23e-08,45240.9394,3575515.135,3123,0,10000,0,10000,1,0.561431,0,10000,6868.346459,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,46,0.000461357,5.44e-07,7.05e-05,5.07e-08,45296.64176,4438064.935,3122,0,10000,0,10000,1,0.572779,0,10000,6878.907531,1,0,0,"Long term chasing"
"zpgX",10,0.0307,0,10000,1,46,0.000448552,2.75e-07,6.45e-05,1.89e-08,45200.06703,3454375.823,3122,0,10000,0,10000,1,0.573632,0,10000,6846.999682,1,0,0,"Long term chasing"
