"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"zpg",10,0.0307,0,10000,1,83,0.000542926,3.09e-07,1.31e-05,2.49e-09,56184.20708,1972468.082,3085,0,10000,0,10000,1,0.644773,0,10000,10984.86262,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,84,0.000521859,2.79e-07,1.14e-05,1.7e-09,56228.14578,1576456.473,3084,0,10000,0,10000,1,0.643116,0,10000,11029.28124,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,81,0.000492212,2.64e-07,9.75e-06,1.42e-09,56342.26597,1753809.562,3087,0,10000,0,10000,1,0.63437,0,10000,11144.95081,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,72,0.000570347,4.64e-07,1.44e-05,3.41e-09,56158.6795,2155140.57,3096,0,10000,0,10000,1,0.631684,0,10000,11022.26569,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,83,0.000478542,1.42e-07,9.84e-06,1.34e-09,56310.97825,1231825.886,3085,0,10000,0,10000,1,0.661859,0,10000,11071.4714,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,79,0.000497176,1.85e-07,1.17e-05,2.54e-09,56237.60583,1853389.739,3089,0,10000,0,10000,1,0.653581,0,10000,11032.26652,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,81,0.000503397,2e-07,1.15e-05,1.9e-09,56243.18748,1840400.278,3087,0,10000,0,10000,1,0.645842,0,10000,11033.5503,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,81,0.000536765,3.81e-07,1.24e-05,2.79e-09,56250.81576,1832768.133,3087,0,10000,0,10000,1,0.655966,0,10000,11074.44363,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,91,0.000487108,1.93e-07,9.67e-06,1.16e-09,56289.7618,1353125.429,3077,0,10000,0,10000,1,0.683409,0,10000,11058.69238,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,88,0.000532413,3.54e-07,1.31e-05,3.79e-09,56279.55299,2337503.237,3080,0,10000,0,10000,1,0.666098,0,10000,11079.9616,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,83,0.000517048,3.26e-07,1.14e-05,1.97e-09,56242.76112,1771355.089,3085,0,10000,0,10000,1,0.661463,0,10000,11047.5302,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,83,0.000511395,3.05e-07,1.17e-05,2.15e-09,56247.58552,1864895.246,3085,0,10000,0,10000,1,0.626474,0,10000,11045.8361,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,81,0.000510707,3.88e-07,9.84e-06,1.35e-09,56278.20532,1635754.633,3087,0,10000,0,10000,1,0.619205,0,10000,11101.36874,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,86,0.000541193,4.73e-07,1.31e-05,4.42e-09,56222.15789,2625600.397,3082,0,10000,0,10000,1,0.66774,0,10000,11026.68576,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,70,0.000529856,3.62e-07,1.12e-05,1.86e-09,56283.74208,2135943.165,3098,0,10000,0,10000,1,0.663118,0,10000,11146.35912,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,83,0.000502715,2.71e-07,1.24e-05,3.2e-09,56268.21227,2487335.921,3085,0,10000,0,10000,1,0.659856,0,10000,11108.2186,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,74,0.000535891,4.02e-07,1.35e-05,3.59e-09,56215.79968,2140441.835,3094,0,10000,0,10000,1,0.65336,0,10000,11058.72075,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,79,0.000507187,3.81e-07,1.33e-05,4.41e-09,56258.4,1996612.887,3089,0,10000,0,10000,1,0.662828,0,10000,11081.33897,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,62,0.00053742,4.32e-07,1.42e-05,4.8e-09,56228.43262,1914743.234,3106,0,10000,0,10000,1,0.633396,0,10000,11097.59289,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,84,0.000516511,2.6e-07,1.51e-05,6.28e-09,56184.32922,3274041.446,3084,0,10000,0,10000,1,0.668736,0,10000,11004.42309,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,83,0.000518175,2.13e-07,1.02e-05,1.29e-09,56268.54041,1795499.483,3085,0,10000,0,10000,1,0.677416,0,10000,11066.40109,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,73,0.000526396,3.65e-07,1.28e-05,3.23e-09,56223.55548,2032369.899,3095,0,10000,0,10000,1,0.656473,0,10000,11072.70172,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,80,0.00055301,3.64e-07,1.22e-05,2.02e-09,56190.90143,1868777.984,3088,0,10000,0,10000,1,0.659909,0,10000,11027.88836,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,75,0.000510215,3.19e-07,1.4e-05,5.72e-09,56241.16478,2129198.512,3093,0,10000,0,10000,1,0.65688,0,10000,11064.95026,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,82,0.000515931,3.62e-07,1.17e-05,2.42e-09,56298.18138,1859906.759,3086,0,10000,0,10000,1,0.653386,0,10000,11094.89716,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,70,0.000540346,4.76e-07,1.43e-05,4.93e-09,56277.76729,1857445.922,3098,0,10000,0,10000,1,0.66283,0,10000,11124.91433,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,80,0.000512041,2.85e-07,1.13e-05,1.73e-09,56250.18904,1700761.005,3088,0,10000,0,10000,1,0.668097,0,10000,11062.35644,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,83,0.000502863,3.19e-07,1.22e-05,2.44e-09,56205.90425,1983258.106,3085,0,10000,0,10000,1,0.662008,0,10000,11001.66731,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,78,0.000509476,2.13e-07,1.15e-05,1.39e-09,56242.35256,1447578.344,3090,0,10000,0,10000,1,0.673703,0,10000,11061.07081,1,0,0,"Long term chasing"
