"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"nosF3",10,0.0307,1,870,1,51,0.079286722,0.004373741,0.023542179,0.000894378,17456.7782,85348925.3,810,0,10000,0,10000,0,10000,0,10000,2011.005967,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,776,1,56,0.071177405,0.00193238,0.018917824,0.000202077,17321.84801,56438268.94,708,0,10000,0,10000,0,10000,0,10000,1899.475676,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,593,1,57,0.094879761,0.008326548,0.030474142,0.001007663,14272.98846,55853177.84,524,0,10000,0,10000,0,10000,0,10000,1472.767148,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,2971,1,49,0.080974436,0.006074631,0.024339618,0.000928792,16954.97106,76925843.71,2911,0,10000,0,10000,0,10000,0,10000,1738.423469,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,116,1,52,0.197563886,0.011251635,0.060348804,0.002176904,9972.530612,100292873.6,53,0,10000,0,10000,0,10000,0,10000,3779.059524,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,89,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF3",10,0.0307,1,1877,1,52,0.065022047,0.002205827,0.016776432,0.000203783,19115.99889,80035978.34,1813,0,10000,0,10000,0,10000,0,10000,2035.421367,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,356,1,62,0.092001696,0.006695807,0.027506171,0.000911574,16425.71795,93641886.88,277,0,10000,0,10000,0,10000,0,10000,1864.690096,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,129,1,55,0.071915915,0.0018127,0.018854943,4.4e-05,13839.29091,24475505.95,59,0,10000,0,10000,0,10000,0,10000,2853.408602,0,0,0,"Suppression after chasing"
"nosF3",10,0.0307,1,823,1,55,0.082882926,0.006411265,0.025673915,0.001126562,18226.63263,122196431.7,758,0,10000,0,10000,0,10000,0,10000,2222.368488,0,0,0,"Suppression after chasing"
