"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"nosF2",10,0.0307,1,93,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF2",10,0.0307,0,10000,1,59,0.046007618,0.000856398,0.011770968,7.92e-05,21161.17101,60260388.05,3109,0,10000,0,10000,1,0.975771,0,10000,2263.488498,1,0,0,"Long term chasing"
"nosF2",10,0.0307,1,2498,1,54,0.044034733,0.000630923,0.010413651,6.18e-05,21772.7604,59333644.93,2433,0,10000,0,10000,0,10000,0,10000,2296.075426,0,0,0,"Suppression after chasing"
"nosF2",10,0.0307,1,1603,1,58,0.049459537,0.002812913,0.011748338,0.000258218,22582.35171,90903768.42,1531,0,10000,0,10000,0,10000,0,10000,2542.992342,0,0,0,"Suppression after chasing"
"nosF2",10,0.0307,0,10000,1,71,0.052171628,0.004482027,0.014015038,0.000700583,22080.18202,76924862.41,3097,0,10000,0,10000,1,0.84344,0,10000,2383.377806,1,0,0,"Long term chasing"
"nosF2",10,0.0307,1,472,1,64,0.108735582,0.025465811,0.037152407,0.003837582,16340.81395,101800676.6,391,0,10000,0,10000,0,10000,0,10000,1918.083916,0,0,0,"Suppression after chasing"
"nosF2",10,0.0307,0,10000,1,59,0.047367972,0.001567383,0.011675542,0.000128697,21210.10306,55922125.09,3109,0,10000,0,10000,1,0.909172,0,10000,2239.54679,1,0,0,"Long term chasing"
"nosF2",10,0.0307,0,10000,1,61,0.048755805,0.001171337,0.011816728,0.000124449,21955.85433,64220583.77,3107,0,10000,0,10000,1,0.855109,0,10000,2324.424417,1,0,0,"Long term chasing"
"nosF2",10,0.0307,0,10000,1,62,0.052825291,0.002474512,0.013087126,0.00031895,22265.52805,74834293.48,3106,0,10000,0,10000,1,0.952769,0,10000,2520.786057,1,0,0,"Long term chasing"
"nosF2",10,0.0307,1,1408,1,58,0.054571354,0.001214631,0.015957428,0.000207937,19424.65045,96380185.14,1340,0,10000,0,10000,0,10000,0,10000,2187.721371,0,0,0,"Suppression after chasing"
"nosF2",10,0.0307,0,10000,1,60,0.048884317,0.001524178,0.012187832,0.000169205,21672.47326,75962489.41,3108,0,10000,0,10000,1,0.791848,0,10000,2366.38287,1,0,0,"Long term chasing"
"nosF2",10,0.0307,1,95,0,10000,10000,10000,10000,10000,NA,NA,10000,0,10000,0,10000,0,10000,0,10000,NA,0,0,0,"Suppression without chasing"
"nosF2",10,0.0307,0,10000,1,57,0.056438311,0.003382593,0.015369685,0.000671159,21847.47538,80628577.86,3111,0,10000,0,10000,1,0.857882,0,10000,2456.321201,1,0,0,"Long term chasing"
"nosF2",10,0.0307,1,105,1,56,0.117625072,0.022570656,0.028475326,0.002005054,14404.93103,123902774.4,34,0,10000,0,10000,0,10000,0,10000,4641.257143,0,0,0,"Suppression after chasing"
"nosF2",10,0.0307,0,10000,1,55,0.058870844,0.003143207,0.016334238,0.000446184,19783.12383,67849150.51,3113,0,10000,0,10000,1,0.946902,0,10000,2135.81882,1,0,0,"Long term chasing"
"nosF2",10,0.0307,0,10000,1,71,0.049263861,0.000846734,0.011919092,8e-05,21169.93469,53458231.83,3097,0,10000,0,10000,1,0.91297,0,10000,2230.550994,1,0,0,"Long term chasing"
"nosF2",10,0.0307,0,10000,1,55,0.052194423,0.001504701,0.013539446,0.000180616,21565.39144,83531517.04,3113,0,10000,0,10000,1,0.852184,0,10000,2540.081659,1,0,0,"Long term chasing"
"nosF2",10,0.0307,0,10000,1,56,0.047792197,0.00088938,0.011090809,9.53e-05,21688.56242,56050946.6,3112,0,10000,0,10000,1,0.936106,0,10000,2291.704531,1,0,0,"Long term chasing"
"nosF2",10,0.0307,0,10000,1,56,0.053973462,0.003160279,0.014104046,0.000488078,21462.98004,63797659.86,3112,0,10000,0,10000,1,0.883518,0,10000,2280.538781,1,0,0,"Long term chasing"
"nosF2",10,0.0307,0,10000,1,56,0.051298408,0.001023922,0.013195359,0.000196559,21945.22458,90784813.15,3112,0,10000,0,10000,1,0.908844,0,10000,2748.193363,1,0,0,"Long term chasing"
"nosF2",10,0.0307,1,1557,1,55,0.054333299,0.001655754,0.013264633,0.000239296,22016.89838,76076834.78,1491,0,10000,0,10000,0,10000,0,10000,2595.848226,0,0,0,"Suppression after chasing"
