"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"nos",10,0.0307,0,10000,1,137,0.002449713,7.08e-07,0.000133415,7.37e-09,49678.87645,3460662.683,3031,0,10000,0,10000,1,0.759236,0,10000,10115.03075,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,150,0.002290123,7.28e-07,0.000130358,9.49e-09,49913.05906,5403703.568,3018,0,10000,0,10000,1,0.766452,0,10000,10332.87223,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,136,0.002123296,4.46e-07,0.000121782,5.44e-09,49691.47094,3104629.863,3032,0,10000,0,10000,1,0.771154,0,10000,10065.26893,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,141,0.002261881,4.94e-07,0.000125092,5.49e-09,49953.10023,4360894.919,3027,0,10000,0,10000,1,0.777046,0,10000,10284.00476,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,154,0.002289806,6.84e-07,0.000132655,8.14e-09,49881.80432,4713682.502,3014,0,10000,0,10000,1,0.795362,0,10000,10295.34159,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,134,0.002516986,8.36e-07,0.000147371,1.05e-08,49314.97888,4668182.931,3034,0,10000,0,10000,1,0.77036,0,10000,9948.993663,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,128,0.00230239,4.74e-07,0.000127208,4.41e-09,49839.09717,3715587.285,3040,0,10000,0,10000,1,0.823557,0,10000,10160.1785,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,144,0.00224603,6.55e-07,0.000124859,6.94e-09,50379.60795,2906388.545,3024,0,10000,0,10000,1,0.762946,0,10000,10510.64034,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,140,0.002080195,4.6e-07,0.000107613,4.88e-09,50239.46329,3665761.737,3028,0,10000,0,10000,1,0.82517,0,10000,10393.04723,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,143,0.00203413,3.92e-07,0.00010725,3.28e-09,50414.74512,3272500.647,3025,0,10000,0,10000,1,0.802834,0,10000,10496.52839,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,139,0.00236791,5.95e-07,0.000135657,5.32e-09,49522.88397,3602388.19,3029,0,10000,0,10000,1,0.785717,0,10000,10035.52013,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,153,0.002240295,6.82e-07,0.000117415,4.88e-09,50232.44138,3347724.1,3015,0,10000,0,10000,1,0.748273,0,10000,10486.4071,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,151,0.002351379,7.36e-07,0.000127432,6.11e-09,50138.84932,3367219.012,3017,0,10000,0,10000,1,0.795318,0,10000,10465.71293,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,138,0.002370335,5.34e-07,0.000124755,3.3e-09,49827.33014,3075002.679,3030,0,10000,0,10000,1,0.79944,0,10000,10186.00476,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,155,0.002193942,6.57e-07,0.000125729,7.04e-09,50015.28946,3723650.76,3013,0,10000,0,10000,1,0.779047,0,10000,10409.63395,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,138,0.002325124,5.72e-07,0.000123775,4.74e-09,50025.52214,2809692.471,3030,0,10000,0,10000,1,0.763405,0,10000,10286.3988,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,148,0.002169177,5.3e-07,0.000123097,6.83e-09,50291.93733,4611000.023,3020,0,10000,0,10000,1,0.766256,0,10000,10473.04255,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,150,0.002330659,6.39e-07,0.00013208,7.14e-09,49785.74685,3734080.349,3018,0,10000,0,10000,1,0.744193,0,10000,10128.71929,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,160,0.002332146,5.29e-07,0.000140802,6.62e-09,49471.65513,3936231.526,3008,0,10000,0,10000,1,0.787588,0,10000,10107.80375,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,143,0.002261,6.97e-07,0.000128652,8.33e-09,50525.41278,4923147.499,3025,0,10000,0,10000,1,0.78564,0,10000,10717.06496,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,160,0.0022451,4.12e-07,0.000116557,3.89e-09,49982.59021,4128456.715,3008,0,10000,0,10000,1,0.791972,0,10000,10244.06541,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,144,0.002355515,5.28e-07,0.000147165,8.74e-09,49739.35099,4757414.475,3024,0,10000,0,10000,1,0.783725,0,10000,10277.16693,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,159,0.00215558,5.38e-07,0.000122198,7.09e-09,49775.61364,4238628.529,3009,0,10000,0,10000,1,0.796624,0,10000,10244.04822,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,138,0.002255621,5.65e-07,0.000122697,5.06e-09,50089.02115,4118674.243,3030,0,10000,0,10000,1,0.801311,0,10000,10324.93942,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,135,0.002327186,5.83e-07,0.000130061,5.34e-09,49796.86398,2832692.635,3033,0,10000,0,10000,1,0.794555,0,10000,10132.25959,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,164,0.00231172,6.31e-07,0.000139131,8.67e-09,50045.156,2680415.149,3004,0,10000,0,10000,1,0.77848,0,10000,10334.72038,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,154,0.002203267,5.95e-07,0.000126503,7.54e-09,49898.46977,3500224.23,3014,0,10000,0,10000,1,0.796604,0,10000,10324.88125,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,150,0.002291709,5.64e-07,0.000140127,8.17e-09,49337.00464,3806233.884,3018,0,10000,0,10000,1,0.759398,0,10000,10004.73399,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,170,0.002351444,7.17e-07,0.00013771,7.92e-09,49432.67067,4487593.332,2998,0,10000,0,10000,1,0.77478,0,10000,10018.18356,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,140,0.002577409,7.68e-07,0.000146243,6.21e-09,49359.34358,3711218.304,3028,0,10000,0,10000,1,0.739208,0,10000,9939.853194,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,131,0.002288876,6.55e-07,0.000123404,6.74e-09,50310.91823,3687867.801,3037,0,10000,0,10000,1,0.789059,0,10000,10437.52281,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,150,0.00231474,5.43e-07,0.000127566,5.71e-09,49816.93563,3905405.611,3018,0,10000,0,10000,1,0.779852,0,10000,10235.5452,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,141,0.002562327,9.59e-07,0.000147968,8.88e-09,49348.56632,4448530.033,3027,0,10000,0,10000,1,0.794231,0,10000,10000.01269,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,151,0.002251479,6.58e-07,0.000124854,6.56e-09,50159.86492,3089987.969,3017,0,10000,0,10000,1,0.748071,0,10000,10439.11537,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,158,0.002320691,6.19e-07,0.000125747,5.65e-09,50178.52794,3945112.443,3010,0,10000,0,10000,1,0.796564,0,10000,10413.54057,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,140,0.002456067,1.04e-06,0.000160588,2.48e-08,49326.42163,6714292.208,3028,0,10000,0,10000,1,0.734448,0,10000,9965.851652,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,141,0.002252965,5.25e-07,0.000123493,4.62e-09,49724.43401,3853882.607,3027,0,10000,0,10000,1,0.772673,0,10000,10126.66994,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,145,0.002259965,7.59e-07,0.000133206,1.05e-08,50001.04505,4493122.379,3023,0,10000,0,10000,1,0.788225,0,10000,10336.64902,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,170,0.002267858,4.78e-07,0.000132355,5.68e-09,49420.39245,2568620.332,2998,0,10000,0,10000,1,0.786241,0,10000,9861.94528,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,151,0.002334455,6.36e-07,0.000134265,6.89e-09,49863.04115,3638358.126,3017,0,10000,0,10000,1,0.775107,0,10000,10185.345,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,144,0.002412793,6.67e-07,0.000153403,9.52e-09,49178.1649,4205425.581,3024,0,10000,0,10000,1,0.8256,0,10000,9829.006997,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,141,0.002366855,4.83e-07,0.000140643,6.75e-09,49920.95633,3679945.075,3027,0,10000,0,10000,1,0.790206,0,10000,10221.45483,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,146,0.002315356,6.78e-07,0.000125564,6.39e-09,50025.19351,4156416.994,3022,0,10000,0,10000,1,0.790671,0,10000,10363.26798,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,143,0.002007284,4.63e-07,0.000107218,4.75e-09,50434.2284,4151698.348,3025,0,10000,0,10000,1,0.825885,0,10000,10571.74541,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,131,0.002352218,6.62e-07,0.000138207,6.41e-09,49627.84174,3593402.94,3037,0,10000,0,10000,1,0.798748,0,10000,10092.92461,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,141,0.002176415,3.9e-07,0.000122846,4.21e-09,49906.83394,3199265.251,3027,0,10000,0,10000,1,0.788217,0,10000,10182.98921,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,164,0.002304015,6.43e-07,0.000126974,5.65e-09,50147.971,3207633.105,3004,0,10000,0,10000,1,0.763369,0,10000,10437.65067,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,143,0.002241595,5.34e-07,0.000135987,7.89e-09,49789.86362,4086274.544,3025,0,10000,0,10000,1,0.792009,0,10000,10216.84542,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,142,0.002427263,8.21e-07,0.000145465,8.48e-09,49462.5139,4850795.499,3026,0,10000,0,10000,1,0.798487,0,10000,10105.6463,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,145,0.002141455,6.22e-07,0.000125304,6.29e-09,49773.74594,4601820.339,3023,0,10000,0,10000,1,0.788159,0,10000,10209.3141,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,169,0.002409432,1.05e-06,0.000119216,4.52e-09,50171.55793,3118389.095,2999,0,10000,0,10000,1,0.80081,0,10000,10274.75985,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,159,0.002559787,8.8e-07,0.000158432,1.04e-08,49269.2386,3710496.626,3009,0,10000,0,10000,1,0.833033,0,10000,9961.473601,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,158,0.002427645,6.58e-07,0.000143222,7.2e-09,49385.96939,3819477.281,3010,0,10000,0,10000,1,0.776029,0,10000,10090.43237,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,146,0.002426024,9.77e-07,0.00015056,1.02e-08,49580.17064,4297450.238,3022,0,10000,0,10000,1,0.771546,0,10000,10085.47903,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,138,0.002117175,5.93e-07,0.000113617,6.24e-09,50617.89161,3995671.626,3030,0,10000,0,10000,1,0.78812,0,10000,10624.82884,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,139,0.002290475,5.08e-07,0.000129872,7.85e-09,50229.14678,4447405.814,3029,0,10000,0,10000,1,0.774974,0,10000,10486.01805,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,141,0.002318366,5.57e-07,0.000125453,5.12e-09,50074.25438,3114927.536,3027,0,10000,0,10000,1,0.775204,0,10000,10376.60418,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,139,0.002269005,5.59e-07,0.00013256,5.24e-09,49552.79471,4015133.206,3029,0,10000,0,10000,1,0.783581,0,10000,10065.72575,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,138,0.002179811,4.68e-07,0.000118341,4.61e-09,50325.74389,3460052.169,3030,0,10000,0,10000,1,0.768895,0,10000,10481.88375,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,134,0.002504979,8.22e-07,0.000135887,5.79e-09,49820.71188,4686147.548,3034,0,10000,0,10000,1,0.782766,0,10000,10276.91514,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,152,0.002292527,4.62e-07,0.000133765,5.18e-09,49478.5508,3297847.25,3016,0,10000,0,10000,1,0.784654,0,10000,10034.77023,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,135,0.002348544,5.68e-07,0.000148318,1.07e-08,49501.8521,5114824.026,3033,0,10000,0,10000,1,0.791573,0,10000,10079.63585,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,156,0.002136835,4.83e-07,0.000117837,5.06e-09,49991.83012,3220997.85,3012,0,10000,0,10000,1,0.774015,0,10000,10290.63905,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,146,0.002166274,4.63e-07,0.000113908,4.13e-09,50224.54705,3882178.836,3022,0,10000,0,10000,1,0.819873,0,10000,10456.99113,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,142,0.002345927,7.26e-07,0.000140916,1.08e-08,49730.02449,5131149.306,3026,0,10000,0,10000,1,0.796309,0,10000,10183.53839,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,188,0.002372163,8.12e-07,0.000125578,6.92e-09,49912.68179,4142118.264,2980,0,10000,0,10000,1,0.823396,0,10000,10197.26339,1,0,0,"Long term chasing"
"nos",10,0.0307,0,10000,1,151,0.00242693,7.27e-07,0.000135974,7.34e-09,49868.59376,3439521.353,3017,0,10000,0,10000,1,0.794092,0,10000,10265.8654,1,0,0,"Long term chasing"
