Number,DRIVE_EFFICIENCY,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
3,0.55,9,0.477823,10,0.522388,9.497632671,27,0.49076,28,0.544513,27.17189738,18,17.67426471
4,0.55,10,0.468978,11,0.540426,10.4341899,26,0.489362,27,0.568134,26.13504799,16,15.70085809
5,0.55,11,0.454936,12,0.540434,11.52707666,28,0.459184,29,0.568889,28.37205232,17,16.84497567
6,0.55,9,0.447205,10,0.509804,9.84338408,27,0.478261,28,0.526316,27.45237748,18,17.6089934
7,0.55,9,0.47412,10,0.538793,9.400166994,26,0.480769,27,0.53937,26.32816846,17,16.92800147
8,0.55,9,0.478615,10,0.546351,9.315710996,25,0.384289,26,0.519409,25.85635731,16,16.54064632
9,0.55,8,0.390397,9,0.523139,8.82568441,26,0.441113,27,0.531959,26.64820686,18,17.82252245
10,0.55,9,0.451243,10,0.529762,9.620957985,27,0.476378,28,0.517937,27.56839674,18,17.94743875
11,0.55,10,0.47541,11,0.545055,10.35307632,28,0.466535,29,0.558882,28.36238319,18,18.00930687
12,0.55,10,0.470588,11,0.558635,10.33404886,30,0.468401,31,0.54343,30.42115715,20,20.08710829
13,0.55,8,0.481707,9,0.553333,8.255396085,26,0.413208,27,0.556263,26.60670372,18,18.35130763
14,0.55,9,0.489681,10,0.605505,9.089092071,24,0.471374,25,0.534521,24.4533232,15,15.36423113
15,0.55,9,0.381526,10,0.511156,9.913939674,26,0.431599,27,0.534553,26.66438409,17,16.75044442
16,0.55,9,0.483051,10,0.54191,9.287959361,29,0.462891,30,0.522556,29.62195592,20,20.33399656
17,0.55,10,0.464567,11,0.501062,10.97090012,27,0.417795,28,0.520992,27.79658323,17,16.82568311
18,0.55,12,0.494231,13,0.605442,12.05187436,26,0.464358,27,0.514161,26.7156597,14,14.66378533
19,0.55,9,0.45618,10,0.507431,9.855007707,28,0.467775,29,0.518367,28.63695841,19,18.78195071
0,0.55,8,0.445585,9,0.584906,8.39057285,24,0.46169,25,0.544747,24.4612495,16,16.07067665
1,0.55,10,0.486486,11,0.544355,10.23352745,26,0.465753,27,0.553191,26.39167181,16,16.15814436
2,0.55,11,0.475751,12,0.53719,11.39468416,27,0.499037,28,0.602713,27.00928855,16,15.61460439
3,0.55,10,0.445629,11,0.570175,10.43655356,24,0.494071,25,0.53629,24.1404344,14,13.70388084
4,0.55,9,0.395699,10,0.50237,9.977782153,25,0.410788,26,0.502273,25.9751544,16,15.99737224
5,0.55,9,0.467775,10,0.537155,9.464471029,23,0.434426,24,0.523719,23.73436888,14,14.26989785
6,0.55,9,0.474359,10,0.594378,9.213641173,24,0.483673,25,0.537428,24.30372989,15,15.09008871
7,0.55,8,0.41498,9,0.529297,8.743721406,26,0.44227,27,0.608445,26.34740484,18,17.60368344
8,0.55,10,0.484375,11,0.553971,10.22451003,26,0.45738,27,0.558994,26.41943039,16,16.19492036
9,0.55,9,0.443255,10,0.541667,9.576606511,26,0.464126,27,0.542471,26.45789776,17,16.88129125
10,0.55,10,0.402806,11,0.519751,10.83110864,26,0.444444,27,0.576998,26.41911975,16,15.58801111
