Number,DriveEfficiency,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
5,0.75,19,0.4973,20,0.546628,19.05473565,40,0.456481,41,0.504348,40.90916498,21,21.85442933
5,0.75,19,0.480845,20,0.526651,19.41817666,41,0.483553,42,0.526412,41.3837467,22,21.96557005
5,0.75,20,0.477006,21,0.53932,20.36900215,45,0.466541,46,0.519306,45.63411352,25,25.26511137
5,0.75,20,0.493868,21,0.548627,20.11198159,44,0.490302,45,0.502298,44.80843615,24,24.69645455
5,0.75,20,0.485756,21,0.508259,20.63298227,45,0.492925,46,0.55511,45.11377342,25,24.48079115
5,0.75,19,0.48384,20,0.52036,19.44249726,40,0.49505,41,0.557226,40.07961271,21,20.63711545
6,0.75,20,0.46706,21,0.523653,20.58205078,44,0.489728,45,0.510849,44.48634061,24,23.90428983
6,0.75,19,0.484803,20,0.515712,19.49166909,41,0.460326,42,0.50191,41.95406887,22,22.46239978
6,0.75,19,0.497497,20,0.530744,19.07528499,43,0.4647,44,0.509537,43.78729621,24,24.71201122
6,0.75,20,0.487639,21,0.52099,20.37063356,44,0.495841,45,0.533428,44.11064996,24,23.74001639
6,0.75,19,0.498434,20,0.543329,19.03488139,39,0.497921,40,0.54132,39.04790433,20,20.01302294
6,0.75,19,0.467402,20,0.523762,19.57838893,43,0.479445,44,0.529247,43.41273443,24,23.8343455
6,0.75,21,0.4897,22,0.509511,21.51991318,43,0.46357,44,0.517495,43.67556792,22,22.15565474
6,0.75,20,0.471007,21,0.542052,20.40809346,43,0.492661,44,0.542664,43.14677119,23,22.73867773
6,0.75,21,0.453582,22,0.50962,21.82833078,46,0.478064,47,0.528687,46.43332082,25,24.60499005
6,0.75,20,0.468506,21,0.50388,20.89031492,43,0.472066,44,0.510224,43.73206143,23,22.84174651
6,0.75,19,0.492406,20,0.527944,19.21368676,40,0.444943,41,0.503842,40.93476969,21,21.72108293
6,0.75,22,0.477767,23,0.513184,22.62774939,46,0.484235,47,0.536986,46.29885689,24,23.67110751
6,0.75,20,0.478452,21,0.539866,20.35086462,42,0.469795,43,0.505002,42.85792598,22,22.50706136
6,0.75,20,0.46346,21,0.506932,20.84054104,44,0.471776,45,0.503963,44.87687576,24,24.03633472
6,0.75,20,0.477692,21,0.517258,20.56381742,46,0.470447,47,0.507175,46.80464496,26,26.24082754
6,0.75,19,0.464043,20,0.515074,19.70461092,41,0.476008,42,0.503577,41.87025282,22,22.1656419
6,0.75,19,0.468857,20,0.501172,19.96373201,42,0.490674,43,0.544834,42.1721935,23,22.20846149
6,0.75,19,0.49545,20,0.50828,19.35463757,44,0.496318,45,0.506726,44.35376633,25,24.99912877
6,0.75,20,0.471776,21,0.501546,20.94806853,43,0.494554,44,0.526782,43.16898349,23,22.22091497
6,0.75,19,0.469626,20,0.529943,19.50357279,42,0.498792,43,0.542949,42.02735693,23,22.52378414
7,0.75,20,0.475062,21,0.516006,20.60907581,46,0.487879,47,0.512385,46.49461356,26,25.88553775
7,0.75,20,0.498068,21,0.548284,20.03847379,44,0.486199,45,0.553832,44.20405719,24,24.1655834
7,0.75,19,0.476461,20,0.540319,19.36861474,44,0.478837,45,0.524036,44.46821832,25,25.09960358
7,0.75,20,0.487828,21,0.504113,20.74743629,42,0.459406,43,0.512266,42.76795308,22,22.02051679
7,0.75,20,0.465544,21,0.536364,20.48652923,43,0.488845,44,0.536225,43.23543689,23,22.74890766
7,0.75,21,0.475634,22,0.522416,21.52084135,43,0.456731,44,0.502343,43.94863194,22,22.42779059
7,0.75,20,0.481413,21,0.532084,20.36681731,42,0.463867,43,0.506106,42.85544165,22,22.48862434
7,0.75,18,0.471931,19,0.50463,18.85840546,44,0.492096,45,0.513889,44.36268527,26,25.50427981
7,0.75,19,0.476962,20,0.513463,19.63116079,44,0.498361,45,0.541166,44.03828992,25,24.40712913
7,0.75,22,0.493935,23,0.537286,22.1399045,45,0.48402,46,0.513501,45.54204403,23,23.40213953
7,0.75,19,0.465606,20,0.522206,19.60766784,44,0.495807,45,0.512413,44.2524991,25,24.64483125
7,0.75,20,0.455613,21,0.513189,20.77092886,45,0.46001,46,0.516619,45.70642477,25,24.93549591
7,0.75,19,0.498512,20,0.519731,19.07012583,42,0.486634,43,0.5304,42.30539688,23,23.23527105
7,0.75,20,0.477894,21,0.523327,20.48656263,44,0.446076,45,0.503363,44.94129558,24,24.45473295
7,0.75,20,0.461015,21,0.509146,20.80997694,41,0.494495,42,0.515758,41.25890044,21,20.4489235
7,0.75,20,0.465082,21,0.527342,20.56084163,44,0.468191,45,0.520805,44.60457293,24,24.0437313
7,0.75,19,0.489598,20,0.513344,19.43805272,42,0.471976,43,0.507287,42.79363371,23,23.35558099
7,0.75,18,0.455988,19,0.505629,18.88660583,43,0.492625,44,0.557711,43.11331162,25,24.22670579
7,0.75,20,0.486131,21,0.522615,20.38013924,42,0.468367,43,0.518448,42.63163675,22,22.25149751
7,0.75,20,0.497972,21,0.527574,20.06850888,42,0.472364,43,0.507983,42.77587804,22,22.70736916
8,0.75,19,0.427174,20,0.506173,19.92185977,45,0.489854,46,0.526682,45.2754969,26,25.35363713
8,0.75,20,0.47405,21,0.505693,20.82008659,45,0.484669,46,0.527387,45.35888852,25,24.53880193
8,0.75,19,0.45789,20,0.508401,19.83367979,40,0.472634,41,0.521336,40.56190711,21,20.72822732
8,0.75,19,0.463464,20,0.51256,19.74417468,42,0.472125,43,0.509108,42.75372468,23,23.00955001
8,0.75,20,0.486239,21,0.540107,20.25545779,45,0.472144,46,0.528863,45.4911229,25,25.23566512
8,0.75,20,0.475524,21,0.521581,20.53142845,42,0.463754,43,0.502365,42.93874803,22,22.40731958
8,0.75,20,0.465732,21,0.525842,20.57008817,43,0.48931,44,0.51257,43.45958727,23,22.8894991
8,0.75,20,0.465424,21,0.518227,20.65481128,43,0.482511,44,0.542505,43.29151248,23,22.6367012
8,0.75,19,0.4821,20,0.516331,19.52291782,43,0.465484,44,0.521859,43.61225721,24,24.08933938
8,0.75,19,0.461145,20,0.509117,19.80995164,46,0.476384,47,0.505484,46.81154639,27,27.00159475
8,0.75,20,0.493626,21,0.544969,20.12414545,45,0.491179,46,0.54024,45.17979658,25,25.05565113
8,0.75,20,0.478589,21,0.513304,20.61676509,44,0.476551,45,0.500941,44.96141861,24,24.34465353
8,0.75,21,0.481668,22,0.513462,21.57658678,43,0.497194,44,0.528176,43.09056872,22,21.51398194
8,0.75,20,0.48062,21,0.54717,20.29120962,46,0.493538,47,0.501426,46.81921907,26,26.52800945
8,0.75,19,0.466764,20,0.502198,19.93796918,43,0.462481,44,0.526969,43.58179816,24,23.64382898
8,0.75,20,0.480073,21,0.535278,20.36096368,40,0.441221,41,0.508401,40.8749479,20,20.51398422
8,0.75,20,0.498088,21,0.530493,20.05900324,43,0.467803,44,0.503108,43.91196714,23,23.8529639
8,0.75,19,0.491309,20,0.524651,19.26066223,42,0.485261,43,0.525505,42.36624093,23,23.1055787
8,0.75,21,0.499294,22,0.533333,21.02074091,43,0.480855,44,0.514614,43.56710803,22,22.54636712
8,0.75,19,0.484338,20,0.553471,19.22654883,39,0.494597,40,0.528533,39.15921146,20,19.93266263
9,0.75,22,0.498547,23,0.539741,22.03527213,44,0.481797,45,0.539776,44.3139585,22,22.27868638
9,0.75,20,0.497093,21,0.532772,20.0814765,44,0.490014,45,0.555506,44.15247664,24,24.07100014
9,0.75,20,0.486012,21,0.547282,20.22830096,42,0.465943,43,0.508681,42.79687866,22,22.56857769
9,0.75,22,0.484438,23,0.524641,22.38708554,42,0.459113,43,0.505238,42.88643902,20,20.49935348
9,0.75,19,0.476834,20,0.519727,19.54008813,42,0.490973,43,0.528803,42.23862014,23,22.69853202
9,0.75,20,0.47687,21,0.513964,20.62355098,43,0.473057,44,0.520248,43.57093514,23,22.94738416
9,0.75,20,0.494845,21,0.521818,20.19111704,42,0.467221,43,0.524153,42.57575704,22,22.38464
9,0.75,18,0.461716,19,0.503255,18.9216399,42,0.467758,43,0.511962,42.72939101,24,23.8077511
9,0.75,19,0.487036,20,0.511756,19.52443366,42,0.48428,43,0.52201,42.41664458,23,22.89221092
9,0.75,20,0.484657,21,0.5239,20.39097419,46,0.48105,47,0.52374,46.44389787,26,26.05292368
9,0.75,22,0.485728,23,0.541045,22.25800387,46,0.477114,47,0.51996,46.53414554,24,24.27614168
9,0.75,20,0.481651,21,0.52583,20.41533308,45,0.498979,46,0.547826,45.020902,25,24.60556892
9,0.75,21,0.478844,22,0.533168,21.38944113,42,0.475312,43,0.504708,42.83984216,21,21.45040102
9,0.75,20,0.478537,21,0.501444,20.9369625,47,0.474932,48,0.527473,47.47711311,27,26.54015061
9,0.75,19,0.460152,20,0.526613,19.59956967,42,0.489392,43,0.518322,42.36667819,23,22.76710852
9,0.75,20,0.462834,21,0.507015,20.84122134,42,0.478788,43,0.503156,42.87048588,22,22.02926454
9,0.75,19,0.493144,20,0.505525,19.55375172,40,0.456522,41,0.509615,40.81890268,21,21.26515096
9,0.75,19,0.497866,20,0.542078,19.04826744,45,0.486524,46,0.518386,45.42294897,26,26.37468153
9,0.75,18,0.456212,19,0.522158,18.66399782,40,0.463966,41,0.512565,40.74145559,22,22.07745777
9,0.75,21,0.478763,22,0.527379,21.4368315,43,0.4945,44,0.52521,43.17909476,22,21.74226326
0,0.8,19,0.488869,20,0.55913,19.15842359,39,0.461281,40,0.505914,39.86749714,20,20.70907355
0,0.8,19,0.497215,20,0.526823,19.09406242,40,0.441872,41,0.502583,40.95745417,21,21.86339175
0,0.8,19,0.475836,20,0.510274,19.70166676,40,0.471408,41,0.512867,40.68964519,21,20.98797843
0,0.8,18,0.468511,19,0.50878,18.78196628,42,0.482723,43,0.520722,42.45466986,24,23.67270358
0,0.8,17,0.488942,18,0.540241,17.21555976,39,0.481957,40,0.520451,39.4687224,22,22.25316264
0,0.8,17,0.459498,18,0.526738,17.60234979,40,0.469943,41,0.508091,40.787905,23,23.18555521
0,0.8,18,0.494604,19,0.525314,18.17570824,40,0.486285,41,0.537116,40.26981566,22,22.09410743
0,0.8,19,0.48943,20,0.521964,19.32489088,40,0.461061,41,0.50466,40.89311681,21,21.56822593
0,0.8,19,0.480715,20,0.514446,19.57172927,42,0.465351,43,0.515554,42.69017788,23,23.11844861
0,0.8,18,0.485563,19,0.528412,18.33692735,38,0.493462,39,0.556155,38.10428596,20,19.76735862
0,0.8,17,0.446277,18,0.505866,17.90155901,41,0.477451,42,0.515302,41.59573063,24,23.69417162
0,0.8,19,0.492637,20,0.540517,19.15378028,42,0.482422,43,0.54214,42.29435011,23,23.14056983
0,0.8,18,0.463052,19,0.508543,18.81220461,42,0.457129,43,0.512472,42.77464178,24,23.96243717
0,0.8,18,0.468705,19,0.500761,18.97626029,43,0.495935,44,0.55033,43.07473113,25,24.09847084
0,0.8,19,0.442944,20,0.509038,19.86325536,41,0.465753,42,0.510513,41.76512511,22,21.90186975
0,0.8,18,0.487105,19,0.528037,18.31503469,40,0.490076,41,0.53634,40.21450804,22,21.89947335
0,0.8,16,0.479205,17,0.527406,16.43142258,40,0.497546,41,0.512299,40.16633905,24,23.73491647
0,0.8,20,0.494537,21,0.539533,20.12141079,42,0.494048,43,0.547123,42.11214319,22,21.9907324
0,0.8,20,0.493314,21,0.568672,20.08872316,43,0.46994,44,0.521598,43.58190406,23,23.4931809
0,0.8,18,0.470616,19,0.524259,18.54776951,42,0.468431,43,0.51333,42.70311143,24,24.15534191
1,0.8,19,0.496967,20,0.530747,19.08978686,39,0.471733,40,0.548808,39.36674668,20,20.27695982
1,0.8,19,0.47522,20,0.53241,19.43329253,42,0.486086,43,0.516217,42.46178355,23,23.02849101
1,0.8,17,0.485563,18,0.529332,17.32984532,40,0.453663,41,0.524677,40.65250514,23,23.32265982
1,0.8,19,0.455495,20,0.500237,19.99470296,43,0.493015,44,0.546309,43.13106541,24,23.13636245
1,0.8,18,0.491391,19,0.524839,18.2573846,40,0.461823,41,0.511246,40.77245412,22,22.51506952
1,0.8,19,0.483063,20,0.521329,19.44261224,42,0.468708,43,0.511364,42.73358965,23,23.29097741
1,0.8,19,0.488203,20,0.526801,19.3056376,42,0.47449,43,0.527736,42.47909702,23,23.17345942
1,0.8,19,0.492902,20,0.548546,19.12756092,42,0.493905,43,0.544988,42.11931562,23,22.9917547
1,0.8,19,0.479526,20,0.520492,19.49978031,41,0.453195,42,0.508608,41.84465739,22,22.34487709
1,0.8,18,0.481604,19,0.527265,18.40288211,40,0.461749,41,0.503594,40.9141116,22,22.51122949
1,0.8,19,0.472079,20,0.50583,19.82726438,42,0.492215,43,0.536451,42.17598788,23,22.34872351
1,0.8,19,0.489504,20,0.538424,19.21455437,40,0.457276,41,0.508242,40.83828435,21,21.62372997
1,0.8,18,0.461462,19,0.500666,18.98301194,39,0.483732,40,0.527273,39.37362486,21,20.39061292
1,0.8,18,0.469774,19,0.518003,18.62671836,41,0.464548,42,0.505278,41.87041493,23,23.24369656
1,0.8,19,0.473432,20,0.510178,19.72301747,38,0.467735,39,0.528638,38.52977686,19,18.80675939
1,0.8,19,0.465509,20,0.516503,19.67637369,43,0.465062,44,0.528675,43.54922736,24,23.87285367
1,0.8,18,0.439349,19,0.517291,18.77815555,39,0.495856,40,0.530482,39.11967885,21,20.3415233
1,0.8,17,0.484637,18,0.513357,17.5349234,38,0.43208,39,0.517207,38.79786672,21,21.26294332
1,0.8,18,0.447769,19,0.502605,18.95249471,41,0.468528,42,0.523164,41.57603046,23,22.62353574
1,0.8,19,0.464809,20,0.513194,19.72731218,39,0.461916,40,0.510798,39.77910069,20,20.05178851
2,0.8,18,0.494544,19,0.525503,18.17623308,39,0.487584,40,0.542065,39.22789596,21,21.05166288
2,0.8,19,0.461238,20,0.503253,19.92257527,41,0.487524,42,0.535986,41.25743882,22,21.33486355
2,0.8,19,0.462233,20,0.534926,19.51954108,41,0.482875,42,0.529169,41.36991835,22,21.85037726
2,0.8,17,0.446798,18,0.501644,17.97002516,41,0.495252,42,0.551198,41.08486755,24,23.11484239
2,0.8,18,0.496014,19,0.544209,18.08270567,41,0.494011,42,0.537608,41.13737184,23,23.05466616
2,0.8,19,0.495375,20,0.536751,19.11177978,40,0.4593,41,0.506856,40.85583312,21,21.74405335
2,0.8,19,0.472317,20,0.522684,19.54962575,42,0.483626,43,0.520944,42.43876949,23,22.88914375
2,0.8,17,0.442972,18,0.515568,17.78555292,39,0.461503,40,0.51365,39.73823998,22,21.95268705
2,0.8,19,0.49753,20,0.522849,19.0975552,42,0.496322,43,0.547368,42.07205266,23,22.97449746
2,0.8,18,0.471614,19,0.503904,18.8790957,41,0.493409,42,0.579435,41.07661637,23,22.19752068
2,0.8,17,0.445324,18,0.504023,17.93146391,42,0.478261,43,0.505911,42.78622061,25,24.85475671
2,0.8,19,0.482178,20,0.519305,19.48002801,41,0.491367,42,0.540046,41.17734547,22,21.69731746
2,0.8,19,0.498795,20,0.538781,19.03013555,39,0.467376,40,0.506481,39.83426672,20,20.80413117
2,0.8,18,0.493997,19,0.522523,18.2104396,41,0.480296,42,0.519095,41.50784814,23,23.29740854
2,0.8,18,0.495426,19,0.537402,18.10896703,42,0.491773,43,0.562054,42.11705866,24,24.00809164
2,0.8,18,0.491663,19,0.526782,18.23739286,39,0.473505,40,0.525606,39.50853151,21,21.27113864
2,0.8,17,0.456301,18,0.510096,17.81232457,39,0.461091,40,0.520548,39.6544057,22,21.84208114
2,0.8,18,0.473113,19,0.536044,18.42724571,41,0.492342,42,0.521622,41.26154372,23,22.834298
2,0.8,18,0.41745,19,0.502483,18.97079957,41,0.45643,42,0.52105,41.67424946,23,22.70344989
2,0.8,17,0.448519,18,0.517303,17.74844441,40,0.459198,41,0.510975,40.7880333,23,23.03958889
3,0.8,19,0.479615,20,0.529804,19.4061647,43,0.488073,44,0.552878,43.18404444,24,23.77787974
3,0.8,18,0.46676,19,0.508407,18.79813672,41,0.460539,42,0.515318,41.72036729,23,22.92223057
3,0.8,17,0.48724,18,0.512287,17.50944225,40,0.460481,41,0.5,41,23,23.49055775
3,0.8,18,0.476259,19,0.505397,18.81477795,39,0.448137,40,0.504339,39.92279634,21,21.10801839
3,0.8,20,0.495281,21,0.56077,20.0720579,40,0.490437,41,0.543307,40.18087762,20,20.10881972
3,0.8,17,0.473905,18,0.501833,17.93436694,39,0.476073,40,0.506301,39.79155088,22,21.85718394
3,0.8,18,0.479185,19,0.506884,18.75147117,39,0.486118,40,0.515111,39.47880523,21,20.72733406
3,0.8,19,0.469966,20,0.525137,19.5443802,41,0.491121,42,0.544803,41.16539995,22,21.62101975
3,0.8,20,0.471308,21,0.50858,20.76980039,42,0.492919,43,0.53372,42.17354967,22,21.40374928
3,0.8,21,0.497321,22,0.547499,21.05338993,42,0.447528,43,0.505032,42.91249304,21,21.85910311
3,0.8,17,0.475361,18,0.503205,17.88489441,40,0.443392,41,0.507706,40.88018161,23,22.9952872
3,0.8,20,0.49336,21,0.556968,20.10438938,43,0.45542,44,0.506262,43.87683411,23,23.77244473
3,0.8,18,0.456784,19,0.502924,18.93662765,39,0.447076,40,0.525469,39.6751113,21,20.73848364
3,0.8,19,0.489394,20,0.549038,19.17782174,38,0.470307,39,0.510009,38.74789683,19,19.57007509
3,0.8,19,0.483824,20,0.518965,19.46031701,40,0.495178,41,0.529833,40.13914298,21,20.67882597
3,0.8,17,0.464481,18,0.519737,17.64280802,40,0.45797,41,0.509416,40.81697314,23,23.17416512
3,0.8,21,0.490602,22,0.546198,21.16904094,40,0.479616,41,0.514483,40.58462156,19,19.41558062
3,0.8,19,0.4746,20,0.532343,19.43988016,41,0.47581,42,0.514028,41.63294783,22,22.19306767
3,0.8,17,0.443409,18,0.508721,17.86647171,39,0.472028,40,0.514023,39.6660793,22,21.79960759
3,0.8,17,0.461814,18,0.509539,17.80012572,40,0.490097,41,0.538426,40.20490803,23,22.40478231
4,0.8,19,0.461366,20,0.514995,19.72039382,42,0.491909,43,0.541667,42.16260702,23,22.4422132
4,0.8,18,0.453568,19,0.527211,18.6305012,40,0.445335,41,0.509272,40.85498225,22,22.22448105
4,0.8,17,0.466047,18,0.527893,17.54899266,38,0.492225,39,0.540516,38.16100309,21,20.61201043
4,0.8,18,0.485728,19,0.522748,18.38552134,42,0.499551,43,0.54901,42.00907823,24,23.62355689
4,0.8,19,0.48227,20,0.536475,19.3270916,40,0.463042,41,0.526897,40.57878005,21,21.25168845
4,0.8,18,0.498645,19,0.533534,18.03883746,38,0.467005,39,0.502229,38.93671928,20,20.89788183
4,0.8,17,0.47971,18,0.532643,17.38331476,38,0.485995,39,0.522587,38.38273393,21,20.99941917
4,0.8,19,0.459732,20,0.508155,19.83158829,45,0.481517,46,0.548357,45.27652603,26,25.44493774
4,0.8,19,0.496915,20,0.540088,19.0714567,40,0.49881,41,0.52914,40.03923508,21,20.96777838
4,0.8,17,0.467895,18,0.508942,17.78215217,39,0.464588,40,0.506627,39.84236067,22,22.0602085
4,0.8,19,0.478369,20,0.525828,19.45578289,41,0.461326,42,0.503607,41.91468981,22,22.45890693
4,0.8,18,0.499088,19,0.542179,18.02116451,39,0.461862,40,0.532817,39.5374956,21,21.51633108
4,0.8,18,0.469874,19,0.553441,18.36050115,39,0.476013,40,0.530237,39.44236869,21,21.08186754
4,0.8,19,0.497823,20,0.546249,19.04495519,38,0.492011,39,0.542986,38.15672388,19,19.11176869
4,0.8,18,0.487192,19,0.530198,18.29781891,40,0.472736,41,0.524257,40.52918228,22,22.23136337
4,0.8,20,0.445419,21,0.507722,20.87605733,43,0.492365,44,0.525501,43.23041405,23,22.35435672
4,0.8,18,0.490593,19,0.516441,18.36393531,43,0.496533,44,0.537102,43.08545934,25,24.72152403
4,0.8,19,0.49082,20,0.554119,19.14502599,42,0.489855,43,0.520741,42.32846597,23,23.18343998
4,0.8,19,0.49666,20,0.540439,19.07629229,41,0.486989,42,0.527128,41.32414858,22,22.2478563
4,0.8,18,0.492465,19,0.539683,18.15957897,36,0.46056,37,0.516504,36.7049907,18,18.54541173
5,0.8,20,0.465268,21,0.506836,20.83554657,41,0.493052,42,0.549689,41.12267599,21,20.28712941
5,0.8,19,0.471564,20,0.517953,19.61299015,40,0.458135,41,0.506954,40.85755546,21,21.24456531
5,0.8,18,0.464252,19,0.528714,18.55455928,42,0.467805,43,0.508641,42.78839749,24,24.23383822
5,0.8,18,0.473376,19,0.519511,18.57708898,40,0.466884,41,0.511472,40.74271104,22,22.16562207
5,0.8,19,0.475823,20,0.532745,19.42473912,41,0.438263,42,0.506089,41.91022617,22,22.48548705
5,0.8,19,0.485099,20,0.529222,19.33771502,40,0.478782,41,0.53065,40.40907689,21,21.07136186
5,0.8,18,0.495517,19,0.541223,18.0980834,41,0.495366,42,0.536475,41.11272471,23,23.0146413
5,0.8,19,0.487573,20,0.540084,19.23665518,42,0.488815,43,0.540618,42.21591414,23,22.97925896
5,0.8,19,0.485196,20,0.521661,19.40597834,38,0.46225,39,0.506111,38.86067349,19,19.45469516
5,0.8,19,0.491164,20,0.536818,19.19354273,41,0.482809,42,0.515942,41.51884828,22,22.32530554
5,0.8,18,0.473913,19,0.524575,18.51492243,41,0.485244,42,0.527407,41.3499751,23,22.83505267
5,0.8,19,0.476212,20,0.503223,19.88067824,43,0.469515,44,0.5,44,24,24.11932176
5,0.8,18,0.459091,19,0.507586,18.8435715,39,0.483871,40,0.52038,39.44178148,21,20.59820998
5,0.8,18,0.467266,19,0.515617,18.67700771,42,0.463882,43,0.506057,42.85638411,24,24.1793764
5,0.8,20,0.492294,21,0.52797,20.21599955,41,0.489411,42,0.540411,41.20762745,21,20.9916279
5,0.8,19,0.499297,20,0.535765,19.01927717,40,0.471931,41,0.521201,40.56969758,21,21.55042041
5,0.8,20,0.482587,21,0.504091,20.80975632,43,0.469378,44,0.506641,43.82178032,23,23.01202399
5,0.8,18,0.45933,19,0.515179,18.72821358,42,0.48891,43,0.531756,42.25883396,24,23.53062039
5,0.8,18,0.478933,19,0.528483,18.4251665,41,0.462092,42,0.50414,41.9015411,23,23.4763746
5,0.8,18,0.455816,19,0.506393,18.87359867,41,0.473009,42,0.500951,41.96596521,23,23.09236654
6,0.8,18,0.460367,19,0.513139,18.75102327,41,0.486564,42,0.526761,41.3342538,23,22.58323053
6,0.8,17,0.463153,18,0.508068,17.82037181,41,0.494891,42,0.526012,41.16416568,24,23.34379386
6,0.8,21,0.453163,22,0.500951,21.98009961,42,0.459711,43,0.500903,42.97807827,21,20.99797866
6,0.8,19,0.498126,20,0.544171,19.04069932,41,0.480655,42,0.52,41.4916762,22,22.45097688
6,0.8,18,0.469479,19,0.51768,18.63320263,41,0.46182,42,0.509178,41.80619959,23,23.17299696
6,0.8,17,0.481413,18,0.505164,17.78257758,39,0.4979,40,0.554228,39.03728164,22,21.25470406
6,0.8,19,0.48641,20,0.506106,19.68998781,40,0.49182,41,0.532648,40.2003527,21,20.51036488
6,0.8,18,0.469242,19,0.507565,18.80259896,42,0.494297,43,0.526434,42.177459,24,23.37486004
6,0.8,18,0.487179,19,0.503139,18.8033208,41,0.453747,42,0.506335,41.87953526,23,23.07621445
6,0.8,18,0.462687,19,0.516766,18.68997208,41,0.489827,42,0.546555,41.17932943,23,22.48935735
6,0.8,18,0.498451,19,0.551754,18.02906028,43,0.496723,44,0.546396,43.06597145,25,25.03691118
6,0.8,18,0.495534,19,0.531689,18.12352372,42,0.483809,43,0.523182,42.41122089,24,24.28769717
6,0.8,16,0.442598,17,0.514423,16.79919248,35,0.451522,36,0.521512,35.69264181,19,18.89344932
6,0.8,17,0.492388,18,0.535549,17.17636292,39,0.483341,40,0.528677,39.36745633,22,22.19109341
6,0.8,20,0.479658,21,0.552245,20.28024302,43,0.495409,44,0.54991,43.08423699,23,22.80399397
6,0.8,18,0.476401,19,0.512906,18.64645939,42,0.489786,43,0.502367,42.81185915,24,24.16539976
6,0.8,18,0.468386,19,0.507392,18.81049069,42,0.494094,43,0.560325,42.08917274,24,23.27868205
6,0.8,19,0.462114,20,0.516309,19.69906818,40,0.492388,41,0.528392,40.21142095,21,20.51235277
6,0.8,19,0.468193,20,0.500221,19.99309979,42,0.452859,43,0.500442,42.99071097,23,22.99761118
6,0.8,18,0.476967,19,0.523316,18.49694708,41,0.496078,42,0.536166,41.09783476,23,22.60088769
7,0.8,18,0.499769,19,0.529197,18.00784967,40,0.463938,41,0.50582,40.86103815,22,22.85318849
7,0.8,19,0.484458,20,0.520958,19.42580822,40,0.478007,41,0.502562,40.8956628,21,21.46985458
7,0.8,18,0.486243,19,0.543296,18.24112667,39,0.49184,40,0.537135,39.18015233,21,20.93902566
7,0.8,19,0.468448,20,0.51971,19.61550466,42,0.483141,43,0.514806,42.5324175,23,22.91691283
7,0.8,19,0.472596,20,0.508982,19.75314681,40,0.479019,41,0.532289,40.39386146,21,20.64071465
7,0.8,17,0.460887,18,0.508887,17.81485417,39,0.472399,40,0.514558,39.6546882,22,21.83983404
7,0.8,18,0.483736,19,0.540741,18.28530831,40,0.46505,41,0.518841,40.64973694,22,22.36442864
7,0.8,19,0.493689,20,0.542444,19.12944313,42,0.445608,43,0.520037,42.73079042,23,23.60134728
7,0.8,19,0.49499,20,0.533933,19.12864956,38,0.486891,39,0.520899,38.38546813,19,19.25681856
7,0.8,18,0.477851,19,0.530792,18.41837139,41,0.494879,42,0.53799,41.11878639,23,22.70041499
7,0.8,19,0.469398,20,0.504974,19.86018664,42,0.491329,43,0.524683,42.25996882,23,22.39978218
7,0.8,18,0.494782,19,0.540517,18.11409205,41,0.496503,42,0.534904,41.09106534,23,22.97697328
7,0.8,19,0.47149,20,0.521862,19.56598904,40,0.480995,41,0.52029,40.48364932,21,20.91766028
7,0.8,17,0.455483,18,0.521905,17.67021469,39,0.459385,40,0.525572,39.61364014,22,21.94342545
7,0.8,18,0.469346,19,0.502599,18.92184164,42,0.499063,43,0.562117,42.01486028,24,23.09301864
7,0.8,18,0.49527,19,0.566222,18.06666479,40,0.480054,41,0.533424,40.37373056,22,22.30706577
7,0.8,19,0.472209,20,0.523589,19.5408914,43,0.4815,44,0.557263,43.24418252,24,23.70329112
7,0.8,19,0.495252,20,0.537183,19.11323365,42,0.47973,43,0.526857,42.43011437,23,23.31688073
7,0.8,18,0.474952,19,0.522402,18.52788198,41,0.490777,42,0.528434,41.24492126,23,22.71703928
7,0.8,19,0.471104,20,0.51958,19.59608879,42,0.485101,43,0.554583,42.21442964,23,22.61834085
8,0.8,19,0.466795,20,0.515676,19.6793028,42,0.438869,43,0.505566,42.91654797,23,23.23724517
8,0.8,18,0.48805,19,0.509804,18.54932426,40,0.492256,41,0.529466,40.2081161,22,21.65879184
8,0.8,19,0.469523,20,0.501144,19.96382151,40,0.49212,41,0.515846,40.33212509,21,20.36830358
8,0.8,20,0.462963,21,0.522498,20.62210464,41,0.496022,42,0.532574,41.10883125,21,20.48672661
8,0.8,18,0.45515,19,0.5,19,41,0.48076,42,0.523901,41.44597946,23,22.44597946
8,0.8,19,0.497537,20,0.524797,19.09035216,42,0.489232,43,0.51482,42.42082226,23,23.3304701
8,0.8,19,0.495917,20,0.533822,19.10771666,41,0.448145,42,0.520514,41.71653609,22,22.60881943
8,0.8,18,0.463628,19,0.5,19,40,0.478261,41,0.505083,40.81049139,22,21.81049139
8,0.8,17,0.476376,18,0.528058,17.45710305,41,0.483595,42,0.537368,41.30507876,24,23.8479757
8,0.8,19,0.495608,20,0.552853,19.07672286,42,0.498148,43,0.558378,42.0307488,23,22.95402594
8,0.8,19,0.465915,20,0.507664,19.81642674,41,0.469825,42,0.51196,41.71615047,22,21.89972373
