Number,DriveEfficiency,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
6,0.6,26,0.484649,27,0.50349,26.81476567,52,0.490939,53,0.522025,52.2914817,26,25.47671603
6,0.6,25,0.470051,26,0.505025,25.85632184,53,0.482496,54,0.518863,53.48131548,28,27.62499364
6,0.6,26,0.493521,27,0.521112,26.23482295,56,0.468783,57,0.502541,56.92472895,30,30.689906
6,0.6,26,0.47204,27,0.507187,26.79551598,55,0.495428,56,0.537207,55.10943297,29,28.31391699
6,0.6,25,0.489152,26,0.521545,25.33488717,53,0.45695,54,0.500504,53.98842816,28,28.65354099
6,0.6,24,0.4832,25,0.513607,24.55250436,53,0.477604,54,0.507119,53.75880061,29,29.20629625
6,0.6,25,0.494264,26,0.515933,25.26470995,52,0.446429,53,0.509184,52.8536531,27,27.58894314
6,0.6,25,0.476339,26,0.501095,25.9557683,54,0.474558,55,0.524026,54.51431228,29,28.55854398
6,0.6,25,0.491118,26,0.503138,25.73893511,52,0.472596,53,0.524549,52.52747676,27,26.78854165
6,0.6,22,0.451132,23,0.512706,22.79364667,49,0.479514,50,0.501015,49.95279289,27,27.15914622
6,0.6,26,0.49075,27,0.52731,26.25300875,52,0.493461,53,0.516511,52.28368764,26,26.03067888
6,0.6,25,0.485772,26,0.522693,25.38536334,51,0.496739,52,0.512282,51.20980506,26,25.82444171
6,0.6,24,0.474647,25,0.516282,24.60893479,53,0.486702,54,0.503921,53.77228643,29,29.16335164
6,0.6,27,0.470874,28,0.511917,27.70964598,53,0.490144,54,0.516949,53.36769259,26,25.65804661
6,0.6,26,0.478474,27,0.518925,26.53215001,48,0.459161,49,0.529692,48.57902199,22,22.04687198
6,0.6,26,0.484932,27,0.515267,26.49671996,50,0.494382,51,0.510088,50.3576977,24,23.86097773
7,0.6,25,0.492352,26,0.532529,25.19035767,52,0.477522,53,0.51793,52.55627598,27,27.36591832
7,0.6,25,0.481519,26,0.532953,25.35931485,56,0.47619,57,0.513815,56.63282392,31,31.27350907
7,0.6,26,0.491696,27,0.511567,26.41789543,51,0.474702,52,0.508279,51.75343241,25,25.33553698
7,0.6,25,0.477968,26,0.502154,25.91094021,52,0.47979,53,0.513317,52.60279775,27,26.69185753
7,0.6,25,0.490585,26,0.514929,25.38674827,50,0.446199,51,0.504828,50.91765167,25,25.5309034
7,0.6,27,0.499498,28,0.550546,27.00983388,50,0.499755,51,0.520749,50.01167,23,23.00183612
7,0.6,27,0.491431,28,0.502541,27.77128713,52,0.460574,53,0.522326,52.63845705,25,24.86716993
7,0.6,25,0.493493,26,0.518956,25.25554726,52,0.49799,53,0.522959,52.08049982,27,26.82495256
7,0.6,27,0.498195,28,0.536327,27.04733557,54,0.473096,55,0.509721,54.7345802,27,27.68724463
7,0.6,25,0.483087,26,0.526753,25.38732652,53,0.49873,54,0.542391,53.02908774,28,27.64176122
7,0.6,27,0.494214,28,0.513192,27.30487933,54,0.484119,55,0.519134,54.45354848,27,27.14866915
7,0.6,26,0.471768,27,0.506501,26.8128293,53,0.469388,54,0.50879,53.77691488,27,26.96408558
7,0.6,27,0.485332,28,0.505017,27.74513589,53,0.472494,54,0.523493,53.53934391,26,25.79420802
7,0.6,26,0.499737,27,0.526876,26.00969085,54,0.481368,55,0.511888,54.61048493,28,28.60079408
7,0.6,26,0.491118,27,0.53397,26.20727154,52,0.498914,53,0.54337,52.02442865,26,25.81715711
7,0.6,28,0.499502,29,0.502788,28.15155204,53,0.474801,54,0.511676,53.68336271,25,25.53181067
7,0.6,25,0.488058,26,0.515648,25.43283798,52,0.483289,53,0.547423,52.26056382,27,26.82772583
7,0.6,27,0.467707,28,0.521516,27.60014124,51,0.486993,52,0.525184,51.34057762,24,23.74043638
7,0.6,27,0.498483,28,0.555497,27.0266075,54,0.489317,55,0.551552,54.17165582,27,27.14504832
7,0.6,29,0.479631,30,0.511122,29.64681973,58,0.495486,59,0.534001,58.11720109,29,28.47038136
8,0.6,27,0.496324,28,0.506507,27.36099381,52,0.477181,53,0.535988,52.38803204,25,25.02703822
8,0.6,28,0.481704,29,0.527836,28.39660106,52,0.479917,53,0.513206,52.60329238,24,24.20669132
8,0.6,26,0.448174,27,0.503405,26.93834984,47,0.46957,48,0.507307,47.80637041,21,20.86802057
8,0.6,23,0.498065,24,0.52973,23.06110848,48,0.487513,49,0.527219,48.31448648,25,25.253378
8,0.6,24,0.46943,25,0.510204,24.74974248,51,0.48318,52,0.506986,51.70654457,27,26.95680209
8,0.6,26,0.492927,27,0.506067,26.53828006,52,0.465717,53,0.509424,52.78438236,26,26.2461023
8,0.6,24,0.495187,25,0.523786,24.1682926,50,0.478283,51,0.537871,50.36445257,26,26.19615998
8,0.6,31,0.470776,32,0.505066,31.85226013,54,0.465552,55,0.509167,54.78982002,23,22.93755988
8,0.6,27,0.491429,28,0.508065,27.51520798,54,0.48714,55,0.500503,54.96235875,27,27.44715077
8,0.6,24,0.480888,25,0.505155,24.7875716,54,0.491371,55,0.527513,54.2387527,30,29.4511811
8,0.6,27,0.49927,28,0.549622,27.01449793,53,0.473625,54,0.518519,53.58749499,26,26.57299705
8,0.6,26,0.47337,27,0.516667,26.61505416,52,0.488452,53,0.53229,52.26342443,26,25.64837027
8,0.6,25,0.485005,26,0.517171,25.46617546,55,0.470104,56,0.529759,55.50114827,30,30.0349728
8,0.6,28,0.486919,29,0.525526,28.33882457,50,0.465018,51,0.509141,50.79282914,22,22.45400457
8,0.6,27,0.488636,28,0.507878,27.5905831,59,0.494759,60,0.553536,59.08916753,32,31.49858443
8,0.6,24,0.481122,25,0.508517,24.68910385,50,0.482049,51,0.517314,50.50903162,26,25.81992777
8,0.6,25,0.484987,26,0.50801,25.65208704,51,0.477023,52,0.510183,51.69291315,26,26.0408261
8,0.6,25,0.474812,26,0.511418,25.68808392,53,0.499738,54,0.541498,53.00627395,28,27.31819003
8,0.6,30,0.464694,31,0.516731,30.67847877,56,0.477627,57,0.513598,56.62197326,26,25.94349448
8,0.6,23,0.478528,24,0.512929,23.6241679,50,0.492596,51,0.527748,50.21062813,27,26.58646023
9,0.6,25,0.496948,26,0.530071,25.09214141,52,0.483249,53,0.516987,52.49650246,27,27.40436105
9,0.6,29,0.489572,30,0.542023,29.19881413,54,0.478326,55,0.509016,54.70622353,25,25.50740939
9,0.6,24,0.493107,25,0.515121,24.31311892,53,0.490604,54,0.521454,53.3045705,29,28.99145158
9,0.6,25,0.487391,26,0.510585,25.54363197,51,0.472037,52,0.529502,51.48660924,26,25.94297727
9,0.6,24,0.475327,25,0.501275,24.95086326,53,0.488558,54,0.505771,53.66473015,29,28.71386688
9,0.6,26,0.467972,27,0.51466,26.68600069,53,0.480642,54,0.517359,53.52722172,27,26.84122104
9,0.6,28,0.475819,29,0.501299,28.94901884,52,0.498782,53,0.536355,52.0324169,24,23.08339806
9,0.6,28,0.497316,29,0.536863,28.06786861,56,0.461822,57,0.504615,56.89215526,28,28.82428665
9,0.6,24,0.476507,25,0.510718,24.68670895,54,0.4801,55,0.504712,54.80854868,30,30.12183972
9,0.6,27,0.492994,28,0.533333,27.17367808,51,0.472627,52,0.53,51.47710596,24,24.30342788
9,0.6,26,0.476289,27,0.518109,26.56697752,54,0.492024,55,0.53516,54.18490356,28,27.61792604
9,0.6,25,0.491736,26,0.501194,25.87375767,53,0.473173,54,0.500744,53.97301512,28,28.09925746
9,0.6,24,0.475848,25,0.506391,24.79075402,49,0.489701,50,0.546826,49.18028884,25,24.38953482
9,0.6,27,0.48891,28,0.512318,27.47376965,53,0.48127,54,0.5,54,26,26.52623035
9,0.6,25,0.471953,26,0.505128,25.84542577,51,0.488043,52,0.501288,51.90275576,26,26.05732998
9,0.6,29,0.498074,30,0.529562,29.06116616,52,0.466097,53,0.50625,52.84434538,23,23.78317922
9,0.6,25,0.490084,26,0.51507,25.39686224,56,0.496718,57,0.533823,56.08845169,31,30.69158945
9,0.6,28,0.48998,29,0.514614,28.40675489,53,0.472487,54,0.524384,53.53014625,25,25.12339136
9,0.6,30,0.462745,31,0.508914,30.80692673,59,0.487408,60,0.541667,59.2320721,29,28.42514537
9,0.6,28,0.467667,29,0.516113,28.66740288,54,0.496399,55,0.539139,54.08425363,26,25.41685075
0,0.65,24,0.491667,25,0.525653,24.2451892,50,0.498965,51,0.529555,50.03383459,26,25.78864539
0,0.65,23,0.485368,24,0.510814,23.57502161,46,0.487328,47,0.507277,46.63521981,23,23.0601982
0,0.65,23,0.482091,24,0.524262,23.42467573,48,0.468577,49,0.506253,48.83403228,25,25.40935655
0,0.65,22,0.478568,23,0.552427,22.29017452,49,0.47177,50,0.514881,49.65482128,27,27.36464675
0,0.65,23,0.457494,24,0.512482,23.77300502,49,0.468442,50,0.508555,49.78672749,26,26.01372248
0,0.65,23,0.484592,24,0.524174,23.38926785,47,0.466738,48,0.504399,47.88319482,24,24.49392697
0,0.65,23,0.486084,24,0.508629,23.61725438,47,0.476035,48,0.508629,47.73525802,24,24.11800364
0,0.65,25,0.485882,26,0.515811,25.4717164,51,0.475228,52,0.517527,51.58564032,26,26.11392393
0,0.65,21,0.4678,22,0.509654,21.76934104,48,0.49863,49,0.541257,48.03213925,27,26.26279821
0,0.65,24,0.495823,25,0.504202,24.49850818,50,0.488889,51,0.523233,50.32352085,26,25.82501267
0,0.65,21,0.476762,22,0.516818,21.58013781,44,0.456728,45,0.507353,44.85475556,23,23.27461775
0,0.65,23,0.456866,24,0.50243,23.94666842,48,0.4655,49,0.529644,48.53785233,25,24.59118391
0,0.65,23,0.496979,24,0.551208,23.0557082,49,0.499233,50,0.533365,49.02247158,26,25.96676338
0,0.65,23,0.488452,24,0.509859,23.53944971,52,0.49244,53,0.531553,52.19328612,29,28.65383641
0,0.65,23,0.482582,24,0.503133,23.84755,49,0.478668,50,0.516343,49.56621102,26,25.71866102
0,0.65,26,0.481315,27,0.504678,26.79976887,50,0.488911,51,0.51689,50.39633296,24,23.5965641
0,0.65,23,0.46731,24,0.514588,23.69144211,50,0.470942,51,0.504361,50.86950537,27,27.17806326
0,0.65,24,0.462382,25,0.503507,24.9147234,50,0.480855,51,0.517191,50.52688793,26,25.61216453
0,0.65,24,0.493,25,0.528659,24.19630388,48,0.462642,49,0.512543,48.74864231,24,24.55233843
0,0.65,24,0.470797,25,0.500251,24.99147824,48,0.484359,49,0.506417,48.70908514,24,23.7176069
1,0.65,24,0.495323,25,0.522222,24.17387263,49,0.472803,50,0.515544,49.6363211,25,25.46244846
1,0.65,25,0.488901,26,0.528302,25.28169336,50,0.462098,51,0.506198,50.85945578,25,25.57776242
1,0.65,24,0.493988,25,0.515226,24.2830775,49,0.495146,50,0.556835,49.07868502,25,24.79560751
1,0.65,26,0.485685,27,0.513048,26.5231517,50,0.490556,51,0.521891,50.30138822,24,23.77823652
1,0.65,23,0.473075,24,0.506534,23.80471622,48,0.471842,49,0.526456,48.51558209,25,24.71086587
1,0.65,25,0.492403,26,0.513048,25.36798256,50,0.492191,51,0.520649,50.27440439,25,24.90642182
1,0.65,22,0.467105,23,0.510406,22.75968222,47,0.473324,48,0.506569,47.80240638,25,25.04272415
1,0.65,20,0.44904,21,0.505484,20.90284175,47,0.485244,48,0.520782,47.41521751,27,26.51237576
1,0.65,26,0.45441,27,0.503582,26.92715366,51,0.487039,52,0.508799,51.59563419,25,24.66848053
1,0.65,23,0.491482,24,0.530185,23.2200863,51,0.495752,52,0.5311,51.12017653,28,27.90009023
1,0.65,24,0.474542,25,0.506241,24.80311682,50,0.495117,51,0.504567,50.51671958,26,25.71360276
1,0.65,23,0.469968,24,0.510256,23.74543288,51,0.499245,52,0.569409,51.0107605,28,27.26532762
1,0.65,24,0.493178,25,0.524396,24.21852777,51,0.459241,52,0.5346,51.5408644,27,27.32233662
1,0.65,23,0.483902,24,0.506514,23.71192287,48,0.467339,49,0.520195,48.61792417,25,24.9060013
1,0.65,23,0.483023,24,0.50675,23.71551397,46,0.492404,47,0.539961,46.15972412,23,22.44421015
1,0.65,22,0.487595,23,0.508084,22.60544683,49,0.443523,50,0.502328,49.96041153,27,27.3549647
1,0.65,21,0.455231,22,0.509514,21.82473334,49,0.453664,50,0.510799,49.81099151,28,27.98625817
1,0.65,25,0.470413,26,0.511156,25.72618609,50,0.469552,51,0.502935,50.912081,25,25.18589491
1,0.65,23,0.478788,24,0.52094,23.50322642,47,0.46881,48,0.512967,47.70634328,24,24.20311686
1,0.65,24,0.497051,25,0.534039,24.07972856,50,0.45533,51,0.504283,50.91250792,26,26.83277936
2,0.65,22,0.498018,23,0.505112,22.27939103,49,0.454768,50,0.510745,49.80804616,27,27.52865513
2,0.65,22,0.460061,23,0.5055,22.8789586,49,0.444145,50,0.503106,49.94732111,27,27.06836251
2,0.65,23,0.495192,24,0.524733,23.16275685,49,0.470138,50,0.500987,49.96800545,26,26.8052486
2,0.65,23,0.484877,24,0.52853,23.34643667,49,0.449871,50,0.514151,49.77985376,26,26.43341709
2,0.65,24,0.476323,25,0.507996,24.74754523,51,0.479917,52,0.529931,51.40154757,27,26.65400234
2,0.65,23,0.491431,24,0.534378,23.199525,47,0.47812,48,0.512435,47.63762203,24,24.43809704
2,0.65,23,0.481444,24,0.510417,23.64045836,46,0.495939,47,0.528558,46.12449799,23,22.48403963
2,0.65,24,0.487766,25,0.512741,24.48984985,51,0.477366,52,0.512968,51.6357508,27,27.14590095
2,0.65,23,0.495643,24,0.531398,23.12185708,49,0.482184,50,0.519898,49.47239752,26,26.35054044
2,0.65,21,0.464818,22,0.508458,21.80618698,47,0.456226,48,0.50519,47.89400376,26,26.08781677
2,0.65,25,0.490746,26,0.534268,25.2126281,50,0.498328,51,0.529667,50.05335205,25,24.84072396
2,0.65,23,0.494452,24,0.532312,23.14653988,46,0.451844,47,0.521631,46.69004256,23,23.54350267
2,0.65,23,0.474804,24,0.52388,23.51340778,49,0.484834,50,0.543095,49.26031136,26,25.74690358
2,0.65,23,0.479473,24,0.520039,23.50601489,51,0.48567,52,0.540461,51.2615393,28,27.75552441
2,0.65,22,0.497949,23,0.518725,22.09871968,49,0.49662,50,0.526288,49.11392746,27,27.01520779
2,0.65,22,0.468619,23,0.506599,22.82625066,48,0.461371,49,0.51538,48.71523265,26,25.88898199
2,0.65,21,0.468217,22,0.511443,21.73527507,47,0.473917,48,0.5,48,26,26.26472493
2,0.65,24,0.463728,25,0.504888,24.88124393,54,0.479666,55,0.506394,54.76077522,30,29.87953129
2,0.65,23,0.473926,24,0.523881,23.52194975,51,0.498735,52,0.55315,51.02324727,28,27.50129751
2,0.65,24,0.482622,25,0.514907,24.53826855,50,0.497421,51,0.539737,50.06094621,26,25.52267767
3,0.65,22,0.484026,23,0.516605,22.49031585,50,0.47638,51,0.502694,50.89762104,28,28.40730519
3,0.65,25,0.486996,26,0.533705,25.27840459,48,0.478852,49,0.52261,48.48329448,23,23.20488989
3,0.65,21,0.482086,22,0.506399,21.73680747,49,0.466243,50,0.506238,49.8440305,28,28.10722303
3,0.65,23,0.496447,24,0.539117,23.08326693,51,0.483027,52,0.522761,51.42716565,28,28.34389872
3,0.65,25,0.48968,26,0.521563,25.32368347,48,0.477284,49,0.509474,48.705685,23,23.38200153
3,0.65,24,0.474974,25,0.514102,24.63959313,49,0.491341,50,0.529124,49.22917714,25,24.58958401
3,0.65,25,0.469602,26,0.513374,25.69446221,48,0.484258,49,0.546667,48.25223926,23,22.55777705
3,0.65,23,0.49064,24,0.514872,23.38626609,49,0.472909,50,0.505403,49.83372315,26,26.44745705
3,0.65,23,0.484069,24,0.520632,23.4357137,50,0.462437,51,0.519919,50.65347413,27,27.21776043
3,0.65,24,0.493671,25,0.526316,24.19387349,47,0.487383,48,0.507944,47.61363747,23,23.41976398
3,0.65,24,0.496843,25,0.512745,24.19852849,46,0.488024,47,0.52439,46.32931859,22,22.13079011
3,0.65,23,0.49688,24,0.551424,23.05720153,47,0.494048,48,0.518975,47.23877723,24,24.1815757
3,0.65,25,0.468669,26,0.516012,25.66178738,49,0.489234,50,0.529919,49.26461841,24,23.60283103
3,0.65,22,0.472207,23,0.511194,22.71287865,48,0.476213,49,0.539832,48.37389773,26,25.66101908
3,0.65,25,0.454068,26,0.506417,25.87741886,52,0.486048,53,0.511959,52.53845857,27,26.66103971
3,0.65,24,0.485504,25,0.512244,24.5421092,49,0.474487,50,0.522653,49.52968899,25,24.98757979
3,0.65,22,0.499757,23,0.502397,22.09204545,50,0.494289,51,0.514857,50.27766433,28,28.18561888
3,0.65,22,0.4895,23,0.518962,22.35639128,49,0.490882,50,0.521457,49.2982175,27,26.94182621
3,0.65,23,0.482124,24,0.543931,23.2892229,48,0.483393,49,0.516772,48.49752839,25,25.20830548
3,0.65,23,0.449749,24,0.517766,23.73880059,49,0.499264,50,0.510387,49.0661692,26,25.3273686
4,0.65,22,0.472843,23,0.503012,22.90016242,48,0.488241,49,0.517595,48.40059276,26,25.50043035
4,0.65,21,0.474664,22,0.514519,21.63570443,49,0.467839,50,0.516277,49.66396218,28,28.02825775
4,0.65,22,0.483185,23,0.511133,22.60165307,50,0.498597,51,0.529073,50.04603623,28,27.44438316
4,0.65,25,0.492651,26,0.503688,25.66585123,51,0.461538,52,0.502682,51.93481431,26,26.26896308
4,0.65,24,0.472296,25,0.513918,24.66560953,50,0.496045,51,0.536734,50.09720072,26,25.43159118
4,0.65,25,0.466126,26,0.512486,25.73067299,48,0.466077,49,0.500986,48.97175513,23,23.24108214
4,0.65,25,0.479364,26,0.522876,25.47425997,46,0.470352,47,0.511044,46.7285953,21,21.25433533
4,0.65,25,0.481313,26,0.507485,25.71400734,51,0.476555,52,0.525441,51.47958516,26,25.76557782
4,0.65,23,0.485889,24,0.524748,23.36313338,48,0.494613,49,0.524733,48.17885126,25,24.81571788
4,0.65,24,0.49303,25,0.51096,24.38873397,48,0.468275,49,0.512279,48.72095719,24,24.33222322
4,0.65,26,0.494494,27,0.539196,26.12317122,52,0.491543,53,0.532189,52.20806475,26,26.08489353
4,0.65,24,0.496047,25,0.544574,24.08145981,48,0.487599,49,0.545918,48.21264082,24,24.13118101
4,0.65,25,0.49108,26,0.524929,25.26352329,51,0.490127,52,0.507275,51.57575227,26,26.31222898
4,0.65,25,0.461854,26,0.508945,25.81004863,48,0.461307,49,0.523858,48.61858324,23,22.80853461
4,0.65,23,0.494694,24,0.523175,23.18629964,46,0.462963,47,0.50297,46.92576299,23,23.73946335
4,0.65,25,0.490076,26,0.511133,25.47129221,50,0.496719,51,0.536822,50.08181433,25,24.61052212
4,0.65,22,0.48713,23,0.50792,22.61904762,51,0.471678,52,0.510847,51.72307182,29,29.1040242
4,0.65,24,0.474048,25,0.52381,24.52152245,49,0.48171,50,0.52185,49.45565521,25,24.93413276
4,0.65,23,0.497978,24,0.542928,23.04498331,50,0.488684,51,0.522238,50.33724742,27,27.29226411
4,0.65,24,0.47157,25,0.515024,24.65425507,50,0.47664,51,0.505273,50.81584186,26,26.16158679
5,0.65,22,0.466568,23,0.516456,22.67014112,45,0.459873,46,0.502338,45.94494289,23,23.27480178
5,0.65,25,0.493827,26,0.546506,25.11718142,48,0.464721,49,0.533129,48.51571454,23,23.39853312
5,0.65,24,0.499491,25,0.526892,24.01857596,52,0.485856,53,0.506335,52.69065872,28,28.67208276
5,0.65,24,0.471835,25,0.503718,24.88338613,51,0.488465,52,0.546278,51.1995226,27,26.31613647
5,0.65,25,0.484547,26,0.53598,25.30044913,50,0.495403,51,0.517083,50.21203875,25,24.91158962
5,0.65,22,0.474048,23,0.515957,22.61924646,49,0.459446,50,0.512171,49.76916074,27,27.14991428
5,0.65,22,0.483716,23,0.511593,22.58413746,49,0.481281,50,0.520101,49.4821999,27,26.89806244
5,0.65,25,0.475838,26,0.524791,25.49357547,50,0.469388,51,0.509453,50.76405841,25,25.27048293
5,0.65,23,0.464917,24,0.506986,23.83393948,51,0.48519,52,0.514713,51.50164279,28,27.66770331
5,0.65,27,0.46793,28,0.503476,27.90221122,54,0.469464,55,0.506135,54.83270159,27,26.93049037
5,0.65,22,0.496926,23,0.528623,22.09698079,48,0.473552,49,0.52932,48.47425047,26,26.37726968
5,0.65,23,0.461098,24,0.506481,23.85719322,51,0.47194,52,0.516985,51.62293262,28,27.7657394
5,0.65,23,0.491067,24,0.530505,23.22650743,50,0.466735,51,0.509845,50.77163071,27,27.54512328
5,0.65,23,0.497224,24,0.514982,23.15632391,48,0.488753,49,0.530672,48.26830316,25,25.11197925
5,0.65,25,0.475848,26,0.518221,25.5699856,46,0.49558,47,0.524096,46.1550007,21,20.5850151
5,0.65,23,0.46608,24,0.514355,23.70264112,48,0.497603,49,0.529067,48.0761823,25,24.37354118
5,0.65,23,0.493743,24,0.52568,23.19591696,46,0.462388,47,0.511224,46.77016955,23,23.57425259
5,0.65,23,0.487097,24,0.513747,23.4841651,49,0.47137,50,0.508045,49.78064076,26,26.29647566
5,0.65,22,0.484422,23,0.532949,22.32101717,45,0.485659,46,0.508156,45.63746277,23,23.31644561
5,0.65,23,0.463623,24,0.504701,23.88555918,50,0.496,51,0.526647,50.13051848,27,26.2449593
6,0.65,22,0.467021,23,0.507508,22.81455776,47,0.483309,48,0.5027,47.86076015,25,25.04620239
6,0.65,21,0.483822,22,0.518102,21.47193699,46,0.492664,47,0.515579,46.32013965,25,24.84820266
6,0.65,25,0.482587,26,0.528123,25.38240074,50,0.497344,51,0.541848,50.05968003,25,24.67727929
6,0.65,24,0.488488,25,0.51087,24.51434188,46,0.498671,47,0.528114,46.04513806,22,21.53079618
6,0.65,23,0.482088,24,0.523411,23.4334632,51,0.49156,52,0.519653,51.30043071,28,27.86696751
6,0.65,25,0.495705,26,0.510338,25.29351466,51,0.474404,52,0.518701,51.57782694,26,26.28431228
6,0.65,25,0.479835,26,0.509545,25.6787277,50,0.487399,51,0.518987,50.39891731,25,24.72018961
6,0.65,22,0.498721,23,0.515579,22.07586902,52,0.480866,53,0.519826,52.4911191,30,30.41525007
6,0.65,24,0.481665,25,0.522019,24.45435397,50,0.487658,51,0.507218,50.6309816,26,26.17662763
6,0.65,22,0.493059,23,0.533937,22.16979794,46,0.471746,47,0.514229,46.66506603,24,24.49526809
6,0.65,24,0.464234,25,0.514014,24.71848132,48,0.498752,49,0.549331,48.02467427,24,23.30619295
6,0.65,22,0.481108,23,0.525307,22.42743048,51,0.492444,52,0.539723,51.15981726,29,28.73238677
6,0.65,24,0.494287,25,0.522141,24.20510519,50,0.486979,51,0.521292,50.37947717,26,26.17437197
6,0.65,24,0.495722,25,0.54375,24.08907304,50,0.489266,51,0.519388,50.35635084,26,26.2672778
6,0.65,28,0.474392,29,0.510094,28.71727074,49,0.488521,50,0.535425,49.24473392,21,20.52746318
6,0.65,21,0.458118,22,0.50541,21.88560433,46,0.469314,47,0.504707,46.8670076,25,24.98140327
6,0.65,24,0.481405,25,0.527063,24.40726707,52,0.489175,53,0.526394,52.29084607,28,27.883579
6,0.65,24,0.497947,25,0.532321,24.05972537,47,0.479103,48,0.510235,47.6712386,23,23.61151322
6,0.65,22,0.471406,23,0.502123,22.93088518,48,0.464854,49,0.507606,48.82209019,26,25.89120502
6,0.65,26,0.498677,27,0.553719,26.02403619,50,0.490056,51,0.513716,50.4202874,24,24.39625121
7,0.65,24,0.480669,25,0.524975,24.4363066,51,0.498294,52,0.520958,51.07527356,27,26.63896697
7,0.65,26,0.488934,27,0.506224,26.64002313,52,0.472505,53,0.512951,52.67979528,26,26.03977215
7,0.65,26,0.496868,27,0.514572,26.17690917,52,0.489538,53,0.537239,52.21932454,26,26.04241537
7,0.65,24,0.482897,25,0.527601,24.38258321,48,0.449566,49,0.509474,48.84185751,24,24.4592743
7,0.65,25,0.485655,26,0.541426,25.25721253,49,0.485745,50,0.525794,49.35593897,24,24.09872644
7,0.65,22,0.474952,23,0.518217,22.57894372,47,0.49749,48,0.536364,47.06456758,25,24.48562386
7,0.65,23,0.498429,24,0.558967,23.02595064,48,0.48847,49,0.542118,48.21491948,25,25.18896883
7,0.65,24,0.498054,25,0.514203,24.12050282,51,0.470949,52,0.522352,51.56516157,27,27.44465875
7,0.65,26,0.497674,27,0.529234,26.07370089,53,0.494753,54,0.542733,53.10935807,27,27.03565718
7,0.65,26,0.475859,27,0.535441,26.4051727,49,0.489652,50,0.516509,49.38529992,23,22.98012722
7,0.65,24,0.465227,25,0.504162,24.89310389,48,0.471058,49,0.515873,48.64581055,24,23.75270666
7,0.65,23,0.464951,24,0.502946,23.92246348,49,0.468341,50,0.511747,49.72936921,26,25.80690573
7,0.65,24,0.496993,25,0.526108,24.1032801,47,0.482686,48,0.523594,47.4232424,23,23.3199623
7,0.65,26,0.496487,27,0.547079,26.06943786,51,0.498462,52,0.53775,51.03914681,25,24.96970896
7,0.65,25,0.494985,26,0.518537,25.21293308,49,0.49,50,0.542662,49.18989024,24,23.97695716
7,0.65,24,0.468322,25,0.508065,24.79707118,47,0.46724,48,0.500996,47.97049413,23,23.17342295
7,0.65,23,0.463673,24,0.517422,23.67586374,51,0.493506,52,0.50289,51.69202899,28,28.01616525
7,0.65,22,0.46508,23,0.507624,22.82079729,48,0.492978,49,0.533205,48.17455938,26,25.35376208
7,0.65,25,0.490426,26,0.538462,25.19930885,49,0.452744,50,0.513274,49.78070378,24,24.58139493
7,0.65,23,0.475219,24,0.512349,23.6674118,50,0.472707,51,0.50758,50.78263986,27,27.11522807
8,0.65,22,0.482116,23,0.512036,22.59772727,47,0.469271,48,0.51145,47.7285379,25,25.13081063
8,0.65,25,0.477486,26,0.519553,25.53519386,49,0.471516,50,0.507049,49.80162103,24,24.26642717
8,0.65,21,0.498103,22,0.504597,21.2921158,45,0.457143,46,0.529231,45.59450949,24,24.30239369
8,0.65,23,0.492184,24,0.506407,23.54953245,48,0.49332,49,0.513554,48.33013739,25,24.78060495
8,0.65,26,0.489775,27,0.523907,26.29957225,55,0.488396,56,0.529703,55.28092091,29,28.98134866
8,0.65,23,0.487663,24,0.502653,23.82301534,51,0.486529,52,0.506154,51.68642038,28,27.86340504
8,0.65,23,0.466733,24,0.530287,23.52344463,47,0.476262,48,0.551307,47.31631688,24,23.79287225
8,0.65,25,0.458662,26,0.509406,25.81463818,50,0.496443,51,0.54977,50.06670167,25,24.25206349
8,0.65,25,0.490415,26,0.519453,25.33008472,53,0.494405,54,0.528878,53.16230093,28,27.83221621
8,0.65,25,0.488856,26,0.510753,25.50892816,52,0.495614,53,0.508499,52.34039581,27,26.83146765
8,0.65,23,0.47443,24,0.514894,23.63191973,48,0.463231,49,0.518614,48.66390409,25,25.03198435
8,0.65,23,0.484076,24,0.505032,23.75987784,50,0.482241,51,0.531124,50.36329603,27,26.60341819
8,0.65,25,0.489868,26,0.52215,25.31385912,49,0.445724,50,0.506124,49.89860927,24,24.58475015
8,0.65,24,0.490769,25,0.516633,24.35690535,51,0.493908,52,0.516768,51.26649169,27,26.90958634
8,0.65,23,0.495881,24,0.505657,23.42133797,50,0.487391,51,0.543099,50.22634092,27,26.80500295
8,0.65,23,0.476899,24,0.507647,23.7513009,46,0.469956,47,0.513761,46.68585778,23,22.93455688
8,0.65,24,0.496742,25,0.540153,24.0750501,50,0.467118,51,0.521543,50.60417088,26,26.52912077
8,0.65,25,0.485481,26,0.516567,25.46705913,50,0.45379,51,0.523211,50.66564872,25,25.1985896
8,0.65,23,0.479959,24,0.500263,23.98704689,51,0.490442,52,0.547619,51.16716512,28,27.18011823
8,0.65,23,0.467733,24,0.502328,23.93270704,49,0.493815,50,0.525866,49.1929737,26,25.26026666
9,0.65,22,0.427692,23,0.500237,22.99673306,51,0.496172,52,0.538209,51.09106264,29,28.09432957
