Number,DRIVE_EFFICIENCY,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
183,0.5,38,0.489047,39,0.536431,38.23115398,77,0.4978,78,0.507338,77.23065632,39,38.99950235
184,0.5,45,0.475951,46,0.519895,45.5472647,84,0.472545,85,0.510881,84.71616757,39,39.16890287
185,0.5,40,0.495798,41,0.527627,40.13201797,79,0.496475,80,0.504509,79.43876027,39,39.3067423
186,0.5,31,0.498373,32,0.515183,31.09678763,70,0.496081,71,0.513113,70.23009629,39,39.13330866
187,0.5,35,0.470251,36,0.514477,35.67265862,75,0.479513,76,0.515351,75.57165578,40,39.89899717
188,0.5,36,0.491883,37,0.516892,36.32456316,74,0.480748,75,0.534648,74.35717996,38,38.03261681
189,0.5,37,0.495022,38,0.544809,37.09998594,79,0.494055,80,0.503612,79.62205713,42,42.52207119
190,0.5,38,0.482409,39,0.505946,38.74737647,75,0.469912,76,0.50154,75.95130897,37,37.2039325
191,0.5,32,0.474398,33,0.513602,32.65304561,71,0.474039,72,0.501742,71.93711872,39,39.28407312
192,0.5,31,0.463308,32,0.511111,31.76756689,74,0.497797,75,0.527449,74.07429516,43,42.30672827
193,0.5,30,0.479508,31,0.508065,30.71758238,68,0.476348,69,0.500569,68.97650799,38,38.25892561
194,0.5,34,0.463024,35,0.508439,34.81418034,77,0.495172,78,0.52772,77.14833477,43,42.33415443
195,0.5,32,0.475259,33,0.515917,32.60851493,74,0.468543,75,0.509544,74.76722519,42,42.15871026
196,0.5,30,0.457992,31,0.505297,30.88802452,68,0.458019,69,0.507778,68.84368657,38,37.95566205
197,0.5,36,0.480895,37,0.525629,36.42708007,77,0.48503,78,0.540816,77.2683469,41,40.84126682
198,0.5,38,0.496852,39,0.521858,38.12588979,81,0.486515,82,0.501065,81.92680412,43,43.80091434
199,0.5,33,0.497185,34,0.515446,33.15415366,72,0.496714,73,0.511815,72.21760148,39,39.06344782
0,0.55,33,0.472756,34,0.502787,33.9071959,74,0.490516,75,0.541709,74.1852597,41,40.27806381
1,0.55,29,0.480899,30,0.512936,29.59621687,69,0.494595,70,0.543581,69.11033765,40,39.51412077
2,0.55,31,0.490125,32,0.509365,31.51325364,73,0.486249,74,0.508399,73.62081264,42,42.107559
3,0.55,31,0.494775,32,0.514333,31.26715411,71,0.477416,72,0.535385,71.38958754,40,40.12243343
4,0.55,27,0.472345,28,0.515328,27.6433939,70,0.493737,71,0.558728,70.09636719,43,42.45297329
5,0.55,28,0.498812,29,0.527322,28.04166959,68,0.478402,69,0.507821,68.7341514,40,40.69248181
6,0.55,31,0.490439,32,0.530818,31.2367815,71,0.4978,72,0.539715,71.05248718,40,39.81570568
7,0.55,30,0.476821,31,0.518191,30.56028523,70,0.46928,71,0.500536,70.98285129,40,40.42256606
8,0.55,28,0.445444,29,0.524283,28.69199254,67,0.482565,68,0.545603,67.27657921,39,38.58458666
9,0.55,33,0.487578,34,0.510267,33.54748997,75,0.497843,76,0.527842,75.0719024,42,41.52441242
10,0.55,35,0.486622,36,0.51652,35.44745468,75,0.498421,76,0.558342,75.02635136,40,39.57889668
11,0.55,27,0.476818,28,0.515135,27.60500561,64,0.471922,65,0.503755,64.88204065,37,37.27703504
12,0.55,31,0.478916,32,0.502037,31.91189827,69,0.489549,70,0.505239,69.66609305,38,37.75419478
13,0.55,33,0.475823,34,0.504435,33.84499511,73,0.482046,74,0.517063,73.51272239,40,39.66772729
14,0.55,28,0.443465,29,0.503297,28.94489571,70,0.458843,71,0.504306,70.90528562,42,41.96038991
15,0.55,29,0.484459,30,0.519737,29.44052951,69,0.477941,70,0.513621,69.61824552,40,40.17771601
16,0.55,30,0.470149,31,0.508621,30.77591495,71,0.490456,72,0.532961,71.22453829,41,40.44862334
17,0.55,38,0.477876,39,0.522824,38.49221322,77,0.497123,78,0.514418,77.16634866,39,38.67413543
18,0.55,31,0.489387,32,0.527714,31.27690662,73,0.494131,74,0.527684,73.1749173,42,41.89801068
19,0.55,30,0.480285,31,0.507786,30.71688302,71,0.487429,72,0.511628,71.51948428,41,40.80260125
20,0.55,29,0.461045,30,0.504767,29.89097022,70,0.469978,71,0.508976,70.76983435,41,40.87886413
21,0.55,29,0.454036,30,0.518478,29.71326154,71,0.485728,72,0.504624,71.75529213,42,42.04203059
22,0.55,33,0.481982,34,0.511182,33.61705479,71,0.448119,72,0.512085,71.81107151,38,38.19401671
23,0.55,30,0.459519,31,0.504228,30.90543291,70,0.486243,71,0.510251,70.57301733,40,39.66758442
24,0.55,31,0.467069,32,0.511223,31.74582144,73,0.495017,74,0.528464,73.14898197,42,41.40316053
25,0.55,36,0.497725,37,0.518499,36.10951189,75,0.483835,76,0.513408,75.54661346,39,39.43710158
26,0.55,31,0.49213,32,0.524815,31.24078323,69,0.480392,70,0.519153,69.5058693,38,38.26508607
27,0.55,30,0.493617,31,0.519168,30.2498141,69,0.483458,70,0.516509,69.50049923,39,39.25068513
28,0.55,33,0.473242,34,0.519871,33.57384889,72,0.467091,73,0.508448,72.79572986,39,39.22188097
29,0.55,32,0.491053,33,0.529095,32.23518742,71,0.498418,72,0.527192,71.05498019,39,38.81979277
30,0.55,31,0.481756,32,0.504651,31.79685521,69,0.491051,70,0.51105,69.44747237,38,37.65061717
31,0.55,29,0.45321,30,0.508879,29.84050369,67,0.497906,68,0.533223,67.05929156,38,37.21878787
32,0.55,33,0.495897,34,0.540646,33.0916892,73,0.495,74,0.538883,73.11393934,40,40.02225014
33,0.55,31,0.485294,32,0.52191,31.4016277,67,0.472163,68,0.504802,67.85287539,36,36.45124769
34,0.55,30,0.497185,31,0.52027,30.12194065,73,0.467978,74,0.52451,73.56644025,43,43.44449959
35,0.55,32,0.468023,33,0.510128,32.7594585,72,0.464827,73,0.52,72.63750385,40,39.87804535
36,0.55,32,0.478212,33,0.509375,32.69916247,74,0.495676,75,0.535256,74.10924709,42,41.41008463
37,0.55,27,0.497454,28,0.50454,27.35930003,66,0.474166,67,0.514124,66.64652886,39,39.28722883
38,0.55,27,0.46624,28,0.505119,27.86833509,65,0.482662,66,0.528978,65.37434148,38,37.50600639
39,0.55,29,0.486391,30,0.527484,29.33117563,70,0.497156,71,0.542391,70.06287167,41,40.73169604
40,0.55,31,0.492316,32,0.532632,31.1905943,71,0.468889,72,0.506349,71.83051255,40,40.63991824
41,0.55,32,0.481061,33,0.523885,32.44225201,71,0.476316,72,0.503371,71.87540196,39,39.43314995
42,0.55,29,0.496333,30,0.50883,29.29343042,70,0.485761,71,0.521265,70.4010534,41,41.10762298
43,0.55,30,0.487945,31,0.517123,30.41315375,68,0.472527,69,0.523268,68.54143592,38,38.12828217
44,0.55,30,0.477886,31,0.506501,30.77281146,75,0.492563,76,0.515351,75.32635598,45,44.55354451
45,0.55,35,0.461794,36,0.525107,35.60344637,69,0.470111,70,0.5011,69.96450353,34,34.36105716
