suppressed,gen_suppressed, avg_gen,avg_adult, avg_adult_fe, avg_fertile_fe, avg_rate_dr, avg_has_dr, min_adult2, min_adult_fe2, min_fertile_fe2, max_rate_dr2, max_has_dr2,release,conversion,migration
0,10000,200.0,154604.05925925926,70053.70370370371,42402.80740740741,0.07730283111111105,0.1546056740740741,101104,50527,50010,0.00676597,0.0135319,0.3,0.0,0.015
0,10000,200.0,154531.38518518518,70061.04444444444,42426.13333333333,0.0773153555555556,0.15463074814814817,101177,50596,49909,0.00666672,0.0133334,0.3,0.0,0.015
0,10000,200.0,154573.0888888889,70060.29629629629,42415.311111111114,0.07723252888888887,0.15446502962962963,100975,50415,49983,0.00681759,0.0136352,0.3,0.0,0.015
0,10000,200.0,154708.88148148148,70174.65185185186,42397.38518518519,0.07755873111111113,0.15511746666666662,101190,50738,50017,0.00679732,0.0135946,0.3,0.0,0.015
0,10000,200.0,154567.6074074074,70134.0,42413.311111111114,0.07754649259259257,0.1550929925925926,100759,50604,49960,0.00688145,0.0137629,0.3,0.0,0.015
0,10000,200.0,154495.64444444445,70041.24444444444,42428.57777777778,0.07734441333333332,0.15468882962962963,101401,50685,49913,0.00675252,0.013505,0.3,0.0,0.015
0,10000,200.0,154502.56296296295,70082.60740740741,42428.414814814816,0.07732610444444443,0.15465221481481486,101101,50454,49926,0.00665768,0.0133154,0.3,0.0,0.015
0,10000,200.0,154835.01481481481,70214.61481481482,42385.62222222222,0.07762693259259264,0.155253874074074,101172,50643,50004,0.00658207,0.0131641,0.3,0.0,0.015
0,10000,200.0,154538.02222222224,70054.84444444445,42406.229629629626,0.07737408814814817,0.15474817037037042,101333,50728,49952,0.00698415,0.0139683,0.3,0.0,0.015
0,10000,200.0,154699.66666666666,70145.02962962963,42405.21481481481,0.07750818518518518,0.1550163333333333,100958,50593,49902,0.00670315,0.0134063,0.3,0.0,0.015
0,10000,200.0,154521.55555555556,70042.91111111111,42409.24444444444,0.07731302148148146,0.15462600000000004,101221,50733,50033,0.00701219,0.0140244,0.3,0.0,0.015
0,10000,200.0,154333.03703703705,69981.34814814814,42448.94814814815,0.07719904370370372,0.15439805185185182,101200,50721,50019,0.00677896,0.0135579,0.3,0.0,0.015
0,10000,200.0,154708.78518518517,70157.26666666666,42377.0,0.07762317481481483,0.15524639259259262,101458,50656,49980,0.00696089,0.0139218,0.3,0.0,0.015
0,10000,200.0,154647.3777777778,70138.4,42414.83703703704,0.07740793629629629,0.15481582962962948,101256,50355,49964,0.00685598,0.013712,0.3,0.0,0.015
0,10000,200.0,154476.3925925926,70001.62222222223,42432.8962962963,0.07727268592592594,0.15454536296296295,101344,50725,49940,0.0066264,0.0132528,0.3,0.0,0.015
0,10000,200.0,154646.98518518519,70100.70370370371,42411.30370370371,0.07742294814814814,0.1548458814814815,100962,50464,49851,0.006723,0.013446,0.3,0.0,0.015
0,10000,200.0,154763.57777777777,70173.21481481481,42369.34814814815,0.07755075481481484,0.15510149629629633,101517,50569,49949,0.00672824,0.0134565,0.3,0.0,0.015
0,10000,200.0,167891.88148148148,74290.91111111111,40611.014814814815,0.09123157037037034,0.18246314074074077,101419,50724,49842,0.00856364,0.0171273,0.4,0.0,0.015
0,10000,200.0,167880.88148148148,74317.34814814814,40632.26666666667,0.09130589629629629,0.1826117777777777,101224,50639,49837,0.00860515,0.0172103,0.4,0.0,0.015
0,10000,200.0,167832.6074074074,74306.51851851853,40629.07407407407,0.09121831111111114,0.1824366222222222,101183,50615,49824,0.00842676,0.0168535,0.4,0.0,0.015
0,10000,200.0,167903.98518518519,74373.08148148148,40581.43703703704,0.09143849777777777,0.1828769925925926,101282,50530,49779,0.0086135,0.017227,0.4,0.0,0.015
0,10000,200.0,167759.0,74288.4074074074,40636.333333333336,0.09124202148148146,0.18248404444444438,100916,50595,49818,0.00857139,0.0171428,0.4,0.0,0.015
0,10000,200.0,167769.4962962963,74238.35555555555,40631.54814814815,0.09098855703703704,0.1819771333333334,101557,50623,49821,0.00875064,0.0175013,0.4,0.0,0.015
0,10000,200.0,167833.38518518518,74282.05925925926,40631.08148148148,0.09128079037037035,0.18256158518518517,101303,50610,49769,0.00867156,0.0173431,0.4,0.0,0.015
0,10000,200.0,167908.63703703703,74348.22962962963,40629.474074074074,0.09119287925925933,0.1823857703703704,101231,50671,49680,0.00856233,0.0171247,0.4,0.0,0.015
0,10000,200.0,167848.2,74299.28148148148,40649.97037037037,0.09132312592592594,0.18264628148148146,101402,50573,49741,0.00858765,0.0171753,0.4,0.0,0.015
0,10000,200.0,167704.04444444444,74315.77037037037,40641.48888888889,0.09114193777777777,0.1822838444444445,101404,50748,49816,0.00858844,0.0171769,0.4,0.0,0.015
0,10000,200.0,167677.6074074074,74290.70370370371,40633.414814814816,0.09130424740740739,0.1826084888888888,101262,50621,49789,0.00860022,0.0172004,0.4,0.0,0.015
0,10000,200.0,167942.7111111111,74380.50370370371,40631.59259259259,0.09132845407407408,0.18265689629629625,100893,50298,49813,0.00852741,0.0170548,0.4,0.0,0.015
0,10000,200.0,167768.65925925926,74266.78518518519,40659.57777777778,0.09106382370370374,0.1821276518518519,101385,50722,49875,0.00868877,0.0173775,0.4,0.0,0.015
0,10000,200.0,167750.25185185185,74352.32592592592,40653.57777777778,0.09122275629629628,0.18244551111111118,101382,50617,49792,0.00858267,0.0171653,0.4,0.0,0.015
0,10000,200.0,167757.88888888888,74262.11851851852,40638.80740740741,0.09119597259259257,0.18239191851851852,100968,50400,49786,0.00847965,0.0169593,0.4,0.0,0.015
0,10000,200.0,167945.1925925926,74340.83703703704,40605.229629629626,0.09134189407407403,0.18268375555555558,101268,50561,49886,0.00861251,0.017225,0.4,0.0,0.015
0,10000,200.0,167750.32592592592,74272.48148148147,40674.0,0.09104269333333337,0.18208538518518513,100865,50523,49857,0.00860988,0.0172198,0.4,0.0,0.015
0,10000,200.0,167850.15555555557,74306.33333333333,40630.17037037037,0.09126834962962962,0.1825366740740741,101060,50325,49745,0.0084343,0.0168686,0.4,0.0,0.015
0,10000,200.0,167789.16296296296,74283.87407407408,40666.18518518518,0.09106215333333327,0.1821242740740742,101558,50565,49847,0.00873406,0.0174681,0.4,0.0,0.015
0,10000,200.0,167880.99259259258,74358.54074074075,40628.444444444445,0.0912751962962963,0.182550362962963,101291,50705,49809,0.00852245,0.0170449,0.4,0.0,0.015
0,10000,200.0,179557.64444444445,77830.64444444445,38942.637037037035,0.10301510370370373,0.20603031851851852,101435,50600,49750,0.0100006,0.0200011,0.5,0.0,0.015
0,10000,200.0,179517.95555555556,77726.47407407407,38917.42222222222,0.10293826666666664,0.20587655555555545,101359,50633,49676,0.00999476,0.0199895,0.5,0.0,0.015
0,10000,200.0,179565.83703703704,77758.6888888889,38900.35555555556,0.10293861481481484,0.20587725925925934,101522,50505,49755,0.010144,0.020288,0.5,0.0,0.015
0,10000,200.0,179750.94814814813,77815.43703703703,38874.37037037037,0.10310075555555555,0.2062015777777777,101268,50584,49756,0.0102335,0.020467,0.5,0.0,0.015
0,10000,200.0,179491.94074074074,77767.97037037037,38942.17037037037,0.10284166666666662,0.2056833629629628,101237,50553,49705,0.0101005,0.0202009,0.5,0.0,0.015
0,10000,200.0,179602.22962962964,77771.52592592593,38865.177777777775,0.10310570370370369,0.2062114148148148,101221,50493,49667,0.0100068,0.0200136,0.5,0.0,0.015
0,10000,200.0,179766.4962962963,77863.82962962963,38833.73333333333,0.10307617037037035,0.2061523259259259,101193,50653,49737,0.010372,0.020744,0.5,0.0,0.015
0,10000,200.0,179555.11851851852,77768.22962962963,38930.94074074074,0.10279023703703699,0.2055805703703703,101216,50563,49777,0.0100579,0.0201157,0.5,0.0,0.015
0,10000,200.0,179568.88888888888,77762.57777777778,38907.08148148148,0.10299107407407414,0.20598211111111117,101009,50515,49483,0.0100617,0.0201233,0.5,0.0,0.015
0,10000,200.0,179573.23703703703,77829.66666666667,38912.2962962963,0.10304722222222222,0.20609451111111124,101729,50724,49731,0.01011,0.0202199,0.5,0.0,0.015
0,10000,200.0,179424.5185185185,77758.55555555556,38963.84444444445,0.10289640740740746,0.20579282962962964,101256,50608,49655,0.0101784,0.0203567,0.5,0.0,0.015
0,10000,200.0,179466.52592592593,77737.57037037038,38943.54814814815,0.10291038518518517,0.20582084444444446,101188,50518,49690,0.0101102,0.0202205,0.5,0.0,0.015
0,10000,200.0,179643.8,77803.22962962963,38934.34814814815,0.10299837777777779,0.205996785185185,101571,50830,49760,0.0101698,0.0203396,0.5,0.0,0.015
0,10000,200.0,179721.56296296295,77916.25185185185,38907.23703703703,0.10311087407407409,0.20622185185185188,101278,50638,49616,0.0103838,0.0207676,0.5,0.0,0.015
0,10000,200.0,179470.14074074075,77699.19259259259,38911.637037037035,0.10301493333333334,0.20602978518518514,101056,50652,49771,0.0102099,0.0204199,0.5,0.0,0.015
0,10000,200.0,179517.1851851852,77745.58518518519,38892.207407407404,0.10309038518518521,0.20618074074074072,101055,50448,49710,0.0101254,0.0202508,0.5,0.0,0.015
0,10000,200.0,179715.51111111112,77858.8962962963,38903.05925925926,0.10308422962962963,0.20616846666666666,101482,50723,49614,0.0104054,0.0208107,0.5,0.0,0.015
0,10000,200.0,179633.57037037038,77763.14074074074,38889.11111111111,0.10307502962962962,0.20615005185185192,101141,50252,49710,0.0102362,0.0204724,0.5,0.0,0.015
0,10000,200.0,179652.0962962963,77807.21481481481,38928.1037037037,0.10292697777777778,0.20585393333333335,101363,50772,49760,0.010094,0.0201879,0.5,0.0,0.015
0,10000,200.0,179714.0,77782.7925925926,38881.00740740741,0.10306657777777777,0.20613310370370372,101763,50831,49675,0.0101204,0.0202407,0.5,0.0,0.015
0,10000,200.0,190104.11851851852,80693.48888888888,37231.82962962963,0.11336274814814813,0.22672550370370367,101359,50626,49551,0.0119298,0.0238596,0.6,0.0,0.015
0,10000,200.0,190085.64444444445,80686.51111111112,37216.444444444445,0.1134527259259259,0.2269054370370369,101079,50677,49555,0.0117189,0.0234378,0.6,0.0,0.015
0,10000,200.0,189986.31851851853,80593.78518518519,37269.0,0.11313614074074077,0.22627236296296305,101055,50736,49597,0.0116339,0.0232677,0.6,0.0,0.015
0,10000,200.0,190102.4148148148,80546.3111111111,37216.207407407404,0.11327186666666664,0.22654366666666667,101235,50549,49519,0.0114016,0.0228032,0.6,0.0,0.015
0,10000,200.0,190176.2962962963,80665.53333333334,37199.05925925926,0.11341842222222222,0.2268368962962963,101269,50643,49558,0.0118216,0.0236433,0.6,0.0,0.015
0,10000,200.0,190207.66666666666,80710.11851851852,37196.8,0.11337208148148147,0.22674411851851847,101268,50776,49478,0.0114245,0.0228489,0.6,0.0,0.015
0,10000,200.0,190045.67407407408,80639.42222222222,37232.96296296296,0.11349210370370368,0.2269842444444445,101453,50656,49533,0.0117285,0.0234569,0.6,0.0,0.015
0,10000,200.0,190006.3925925926,80614.14814814815,37194.8962962963,0.1133353259259259,0.2266705925925926,101537,50657,49529,0.011609,0.023218,0.6,0.0,0.015
0,10000,200.0,190070.16296296296,80594.1037037037,37218.62962962963,0.11346167407407409,0.22692331851851857,101327,50671,49515,0.0114688,0.0229375,0.6,0.0,0.015
0,10000,200.0,189954.7111111111,80596.31851851851,37222.91111111111,0.11334377037037031,0.22668759259259252,101210,50599,49562,0.0117641,0.0235282,0.6,0.0,0.015
0,10000,200.0,190061.22962962964,80595.68148148149,37244.6,0.11338733333333334,0.22677469629629635,100852,50566,49574,0.0118193,0.0236386,0.6,0.0,0.015
0,10000,200.0,190136.85925925925,80669.94814814815,37228.851851851854,0.11340362222222224,0.2268072962962963,101499,50751,49521,0.0117383,0.0234765,0.6,0.0,0.015
0,10000,200.0,189962.43703703705,80640.07407407407,37206.40740740741,0.11352506666666667,0.22705019259259265,101392,50653,49569,0.0117308,0.0234615,0.6,0.0,0.015
0,10000,200.0,190070.36296296297,80604.38518518518,37209.792592592596,0.1133653259259259,0.22673074074074076,100988,50439,49494,0.0116003,0.0232006,0.6,0.0,0.015
0,10000,200.0,190058.0,80625.5925925926,37170.1037037037,0.11349489629629633,0.22698971111111124,101342,50684,49547,0.011358,0.022716,0.6,0.0,0.015
0,10000,200.0,190060.23703703703,80627.38518518518,37226.54814814815,0.11331057037037032,0.22662117037037033,101355,50632,49588,0.0117056,0.0234111,0.6,0.0,0.015
0,10000,200.0,190056.13333333333,80569.41481481481,37223.91851851852,0.11332317777777781,0.22664634074074075,100997,50539,49525,0.0114487,0.0228975,0.6,0.0,0.015
0,10000,200.0,190154.43703703705,80684.65925925926,37178.03703703704,0.11360866666666673,0.22721737037037038,101355,50686,49600,0.0119464,0.0238928,0.6,0.0,0.015
0,10000,200.0,190173.4814814815,80637.37777777777,37230.74074074074,0.11330205185185183,0.2266041925925926,101199,50818,49442,0.0114128,0.0228257,0.6,0.0,0.015
0,10000,200.0,190174.9111111111,80648.05185185185,37206.28888888889,0.11332897777777783,0.2266579481481482,101167,50811,49582,0.0119651,0.0239303,0.6,0.0,0.015
0,10000,200.0,199589.76296296297,83028.74814814815,35465.21481481481,0.12289443703703704,0.2457889555555555,101396,50773,49514,0.0132248,0.0264495,0.7,0.0,0.015
0,10000,200.0,199466.47407407407,82955.55555555556,35527.4,0.12282021481481482,0.2456405333333334,100972,50661,49427,0.0132019,0.0264039,0.7,0.0,0.015
0,10000,200.0,199398.2074074074,82894.57037037038,35569.044444444444,0.12267611111111115,0.24535211111111105,101516,50553,49412,0.0127963,0.0255926,0.7,0.0,0.015
0,10000,200.0,199433.92592592593,82940.12592592592,35517.48148148148,0.1228764888888889,0.24575305925925925,101431,50589,49479,0.0131007,0.0262014,0.7,0.0,0.015
0,10000,200.0,199461.73333333334,82908.14814814815,35542.18518518518,0.12278354074074074,0.245567074074074,101377,50857,49448,0.0130458,0.0260915,0.7,0.0,0.015
0,10000,200.0,199516.7037037037,82977.71851851852,35507.05185185185,0.12298847407407415,0.24597695555555568,100749,50458,49375,0.0129945,0.0259889,0.7,0.0,0.015
0,10000,200.0,199420.96296296295,82837.62962962964,35576.066666666666,0.12258141481481483,0.24516285185185194,101071,50651,49451,0.0133391,0.0266781,0.7,0.0,0.015
0,10000,200.0,199549.92592592593,82899.57777777778,35539.333333333336,0.1227041185185185,0.24540825925925933,101347,50619,49435,0.0128337,0.0256673,0.7,0.0,0.015
0,10000,200.0,199380.55555555556,82946.93333333333,35523.1037037037,0.12282923703703695,0.24565839259259253,101283,50749,49281,0.0132882,0.0265764,0.7,0.0,0.015
0,10000,200.0,199504.68148148147,83007.86666666667,35583.8962962963,0.12275680740740737,0.24551363703703696,101269,50669,49396,0.01302,0.0260399,0.7,0.0,0.015
0,10000,200.0,199559.25185185185,82939.75555555556,35511.28888888889,0.12288611851851848,0.2457721851851851,101092,50538,49421,0.0131881,0.0263762,0.7,0.0,0.015
0,10000,200.0,199486.62962962964,82986.74814814815,35543.8962962963,0.12280865925925934,0.24561733333333352,101017,50463,49363,0.0131252,0.0262504,0.7,0.0,0.015
0,10000,200.0,199403.43703703705,82901.37037037036,35517.46666666667,0.12281089629629623,0.24562177777777788,101247,50462,49411,0.0131603,0.0263207,0.7,0.0,0.015
0,10000,200.0,199674.05925925926,83034.8962962963,35511.45925925926,0.12291458518518518,0.24582919259259256,101261,50577,49472,0.013157,0.0263139,0.7,0.0,0.015
0,10000,200.0,199428.11111111112,82903.23703703703,35542.85925925926,0.12272080740740744,0.24544162962962962,100894,50527,49488,0.0131609,0.0263217,0.7,0.0,0.015
0,10000,200.0,199323.43703703705,82915.65925925926,35559.362962962965,0.12266748888888886,0.24533495555555548,101165,50598,49436,0.0128423,0.0256846,0.7,0.0,0.015
0,10000,200.0,199406.33333333334,82947.45925925925,35516.65185185185,0.12278217037037038,0.2455643037037036,101692,50683,49430,0.0133221,0.0266442,0.7,0.0,0.015
0,10000,200.0,199516.64444444445,82982.65185185186,35554.81481481482,0.12273809629629621,0.24547622222222212,101475,50692,49334,0.0132536,0.0265071,0.7,0.0,0.015
0,10000,200.0,199539.96296296295,82879.5925925926,35535.251851851855,0.1227140296296296,0.24542800740740753,101692,50813,49421,0.0131057,0.0262113,0.7,0.0,0.015
0,10000,200.0,199297.54814814814,82837.51111111112,35596.955555555556,0.12260988148148147,0.24521970370370358,101263,50717,49473,0.0132765,0.0265531,0.7,0.0,0.015
0,10000,200.0,207778.6222222222,84699.68148148149,33781.17037037037,0.13174177037037038,0.26348361481481497,101310,50661,49308,0.0146699,0.0293398,0.8,0.0,0.015
0,10000,200.0,207819.0888888889,84703.83703703704,33791.822222222225,0.1315414444444445,0.2630828518518519,100966,50566,49335,0.0143335,0.028667,0.8,0.0,0.015
0,10000,200.0,207711.5185185185,84686.64444444445,33756.83703703704,0.13165661481481478,0.26331321481481473,100957,50374,49319,0.0143439,0.0286878,0.8,0.0,0.015
0,10000,200.0,207795.9185185185,84659.19259259259,33773.770370370374,0.13163671851851844,0.2632734370370369,101500,50730,49082,0.0144335,0.0288671,0.8,0.0,0.015
0,10000,200.0,207795.9185185185,84692.41481481481,33811.362962962965,0.1315387111111111,0.26307739999999996,101043,50291,49281,0.0143009,0.0286019,0.8,0.0,0.015
0,10000,200.0,207807.77037037036,84715.08148148148,33754.251851851855,0.13174062962962962,0.26348124444444454,101203,50684,49301,0.0146513,0.0293026,0.8,0.0,0.015
0,10000,200.0,207769.04444444444,84619.71111111112,33824.00740740741,0.13159598518518514,0.2631919703703704,101098,50639,49330,0.0142871,0.0285742,0.8,0.0,0.015
0,10000,200.0,207708.65185185184,84665.38518518518,33818.392592592594,0.13153262962962958,0.26306519259259264,101082,50762,49343,0.0143553,0.0287106,0.8,0.0,0.015
0,10000,200.0,207778.36296296297,84683.8962962963,33826.207407407404,0.1315613259259259,0.26312261481481486,101468,50666,49293,0.0147383,0.0294766,0.8,0.0,0.015
0,10000,200.0,207679.7037037037,84632.49629629629,33860.32592592593,0.13142596296296305,0.2628518370370372,101012,50251,49360,0.0145871,0.0291743,0.8,0.0,0.015
0,10000,200.0,207698.57777777777,84643.91851851852,33820.8962962963,0.13145742222222223,0.26291479259259265,101137,50629,49284,0.0142308,0.0284616,0.8,0.0,0.015
0,10000,200.0,207612.52592592593,84568.31851851851,33869.16296296296,0.13139810370370372,0.2627961037037039,101395,50550,49294,0.0141814,0.0283629,0.8,0.0,0.015
0,10000,200.0,207776.45185185186,84660.51111111112,33809.91851851852,0.1315846666666667,0.26316936296296306,101418,50578,49322,0.0142987,0.0285973,0.8,0.0,0.015
0,10000,200.0,207767.33333333334,84607.85925925926,33804.6,0.13163928888888884,0.26327866666666677,101409,50725,49380,0.0144384,0.0288769,0.8,0.0,0.015
0,10000,200.0,207723.67407407408,84611.72592592593,33814.207407407404,0.13157367407407405,0.2631473555555556,101737,50624,49324,0.0144382,0.0288764,0.8,0.0,0.015
0,10000,200.0,207714.6888888889,84640.12592592592,33860.56296296296,0.13155511851851848,0.2631103777777776,101118,50785,49229,0.0144482,0.0288963,0.8,0.0,0.015
0,10000,200.0,207788.02222222224,84661.22222222222,33812.666666666664,0.1314363259259259,0.262872637037037,100810,50656,49376,0.0144413,0.0288827,0.8,0.0,0.015
0,10000,200.0,207763.45185185186,84679.49629629629,33827.30370370371,0.13164752592592593,0.2632950074074074,101020,50571,49361,0.0146023,0.0292046,0.8,0.0,0.015
0,10000,200.0,207812.1851851852,84691.2074074074,33771.57037037037,0.1316536518518518,0.2633072518518519,101458,50770,49331,0.0144155,0.028831,0.8,0.0,0.015
0,10000,200.0,207695.32592592592,84691.44444444444,33798.94074074074,0.13163123703703705,0.26326247407407405,101562,50661,49267,0.0142136,0.0284273,0.8,0.0,0.015
0,10000,200.0,214964.55555555556,85865.33333333333,32012.45925925926,0.140058,0.2801158814814815,101501,50452,49137,0.0157008,0.0314016,0.9,0.0,0.015
0,10000,200.0,214896.85185185185,85784.11111111111,32031.63703703704,0.13995404444444437,0.2799081185185185,101358,50612,49188,0.0159075,0.0318151,0.9,0.0,0.015
0,10000,200.0,214819.5851851852,85836.56296296297,31977.911111111112,0.14009937037037035,0.280198777777778,101091,50582,49064,0.0155635,0.031127,0.9,0.0,0.015
0,10000,200.0,214888.64444444445,85790.3037037037,31996.562962962962,0.14008945185185184,0.2801789111111111,101277,50633,49114,0.0159686,0.0319372,0.9,0.0,0.015
0,10000,200.0,214985.84444444443,85841.07407407407,31960.014814814815,0.14023208148148142,0.28046419259259275,101542,50801,49091,0.0156929,0.0313859,0.9,0.0,0.015
0,10000,200.0,214930.45925925925,85854.25185185185,31943.6,0.14012611111111117,0.2802521999999999,101374,50699,49111,0.0157952,0.0315904,0.9,0.0,0.015
0,10000,200.0,214950.76296296297,85806.80740740741,31974.244444444445,0.14005537777777768,0.2801107851851852,100987,50399,49072,0.0157341,0.0314682,0.9,0.0,0.015
0,10000,200.0,214917.2,85805.39259259259,32053.044444444444,0.13996632592592592,0.27993265925925925,101484,50806,49136,0.0158292,0.0316584,0.9,0.0,0.015
0,10000,200.0,214906.2962962963,85806.14814814815,32047.103703703702,0.13994109629629625,0.2798822296296296,101241,50672,49244,0.0160921,0.0321841,0.9,0.0,0.015
0,10000,200.0,214926.02222222224,85899.05185185185,32049.63703703704,0.13994046666666668,0.2798809481481482,101153,50240,49079,0.0156164,0.0312327,0.9,0.0,0.015
0,10000,200.0,214926.35555555555,85850.4074074074,31993.925925925927,0.14003849629629633,0.28007697037037027,101341,50430,49154,0.0159274,0.0318548,0.9,0.0,0.015
0,10000,200.0,214956.7111111111,85885.4074074074,32055.562962962962,0.14000939999999995,0.2800187851851851,101344,50657,49178,0.0156781,0.0313561,0.9,0.0,0.015
0,10000,200.0,214887.23703703703,85799.05925925926,32058.466666666667,0.13986435555555563,0.2797286962962963,101429,50928,49111,0.0160134,0.0320269,0.9,0.0,0.015
0,10000,200.0,214882.75555555554,85840.35555555555,32031.42962962963,0.14005723703703704,0.2801145185185186,101578,50545,49034,0.0155876,0.0311752,0.9,0.0,0.015
0,10000,200.0,214742.5185185185,85734.24444444444,32072.866666666665,0.13983559259259257,0.2796711777777779,101303,50685,49177,0.0158772,0.0317544,0.9,0.0,0.015
0,10000,200.0,214933.88148148148,85875.92592592593,31985.62962962963,0.14013977037037037,0.2802795481481483,101479,50728,49055,0.0159161,0.0318322,0.9,0.0,0.015
0,10000,200.0,215011.35555555555,85873.42962962962,32034.17777777778,0.13998075555555559,0.2799615333333332,101844,50808,49170,0.0158159,0.0316317,0.9,0.0,0.015
0,10000,200.0,214878.54074074075,85820.22962962963,31951.54074074074,0.1401330518518518,0.2802661333333332,101186,50713,49193,0.0155869,0.0311738,0.9,0.0,0.015
0,10000,200.0,214879.61481481482,85834.55555555556,32094.859259259258,0.1398399037037037,0.2796797925925927,101448,50414,49168,0.015873,0.0317461,0.9,0.0,0.015
0,10000,200.0,214861.93333333332,85785.02962962963,31999.933333333334,0.14005804444444445,0.2801159925925927,101427,50398,49163,0.0156194,0.0312388,0.9,0.0,0.015
0,10000,200.0,221047.8,86510.24444444444,30152.214814814815,0.14825810370370368,0.2965160962962961,101005,50540,48952,0.0168767,0.0337535,1.0,0.0,0.015
0,10000,200.0,220773.14814814815,86462.82962962963,30191.066666666666,0.14820979259259254,0.29641957037037026,101468,50666,49144,0.0168529,0.0337057,1.0,0.0,0.015
0,10000,200.0,220845.1037037037,86379.32592592592,30215.05925925926,0.1480390814814815,0.2960781407407407,101436,50823,49087,0.0169418,0.0338835,1.0,0.0,0.015
0,10000,200.0,220944.1851851852,86377.96296296296,30227.65925925926,0.14797362222222216,0.29594723703703707,100680,50278,49070,0.017315,0.0346301,1.0,0.0,0.015
0,10000,200.0,220920.0,86440.22962962963,30153.185185185186,0.14818931851851855,0.2963785851851851,101359,50676,49141,0.0171701,0.0343403,1.0,0.0,0.015
0,10000,200.0,221007.78518518517,86440.11851851852,30189.140740740742,0.14799540740740746,0.2959908962962965,101558,50698,49067,0.0170067,0.0340135,1.0,0.0,0.015
0,10000,200.0,220847.57037037038,86415.56296296297,30154.17777777778,0.1483661555555555,0.29673228888888886,101270,50605,49024,0.0170039,0.0340078,1.0,0.0,0.015
0,10000,200.0,220911.6074074074,86478.05925925926,30219.066666666666,0.14807656296296293,0.29615318518518513,101553,50759,48997,0.0172596,0.0345193,1.0,0.0,0.015
0,10000,200.0,220776.22962962964,86420.65925925926,30075.05185185185,0.14846820000000005,0.2969363111111112,101413,50781,48890,0.0170243,0.0340486,1.0,0.0,0.015
0,10000,200.0,220849.65185185184,86376.23703703703,30118.681481481482,0.14830667407407405,0.29661332592592576,100829,50376,48932,0.0171521,0.0343043,1.0,0.0,0.015
0,10000,200.0,220847.00740740742,86372.55555555556,30143.59259259259,0.1482131259259259,0.2964261925925926,101127,50672,49028,0.0172323,0.0344645,1.0,0.0,0.015
0,10000,200.0,220892.42222222223,86478.21481481481,30117.777777777777,0.1483013777777778,0.2966027037037037,100920,50556,49093,0.017083,0.0341661,1.0,0.0,0.015
0,10000,200.0,220832.25185185185,86380.51851851853,30137.45925925926,0.14809244444444447,0.2961848740740742,101354,50503,49098,0.0168247,0.0336495,1.0,0.0,0.015
0,10000,200.0,220820.95555555556,86366.96296296296,30175.666666666668,0.14809345925925926,0.29618697777777775,101351,50710,48987,0.0173815,0.034763,1.0,0.0,0.015
0,10000,200.0,220786.36296296297,86370.58518518519,30101.785185185185,0.14825902222222226,0.29651802962962953,101588,50803,48923,0.0171707,0.0343415,1.0,0.0,0.015
0,10000,200.0,220964.55555555556,86454.74814814815,30095.022222222222,0.14830334074074075,0.29660671851851866,100923,50503,49058,0.016771,0.0335419,1.0,0.0,0.015
0,10000,200.0,221037.6888888889,86429.7925925926,30098.881481481483,0.14825880740740743,0.29651761481481476,101322,50512,49108,0.0168399,0.0336797,1.0,0.0,0.015
0,10000,200.0,221026.24444444446,86509.71851851852,30175.385185185187,0.14811063703703703,0.296221251851852,101690,50807,49143,0.0172248,0.0344496,1.0,0.0,0.015
0,10000,200.0,220835.61481481482,86376.25185185185,30157.17037037037,0.14808414074074075,0.2961681851851851,101326,50742,48963,0.0169395,0.0338791,1.0,0.0,0.015
0,10000,200.0,220990.3925925926,86369.32592592592,30155.36296296296,0.14820097037037042,0.29640183703703715,101553,50771,49085,0.0168101,0.0336202,1.0,0.0,0.015
0,10000,200.0,225378.9037037037,86276.56296296297,28237.82222222222,0.15625712592592594,0.31251428888888894,101004,50402,48874,0.0182906,0.0365812,1.1,0.0,0.015
0,10000,200.0,225357.2962962963,86269.0,28165.2,0.1565409111111112,0.3130818000000003,101247,50710,48900,0.0182256,0.0364511,1.1,0.0,0.015
0,10000,200.0,225312.78518518517,86236.45925925925,28045.807407407407,0.15665890370370364,0.31331774074074054,101506,50726,48914,0.0181726,0.0363452,1.1,0.0,0.015
0,10000,200.0,225230.73333333334,86137.05925925926,28101.59259259259,0.15654137037037025,0.3130827333333333,101531,50766,48912,0.018078,0.036156,1.1,0.0,0.015
0,10000,200.0,225376.66666666666,86251.81481481482,28020.762962962963,0.15686757037037044,0.3137351481481481,101418,50643,48796,0.0179712,0.0359424,1.1,0.0,0.015
0,10000,200.0,225236.55555555556,86215.17777777778,28025.2,0.15669870370370365,0.3133974370370371,101190,50465,48960,0.0180911,0.0361822,1.1,0.0,0.015
0,10000,200.0,225322.02962962963,86219.99259259259,28122.562962962962,0.15651859999999998,0.31303728888888893,101329,50542,48991,0.0179431,0.0358861,1.1,0.0,0.015
0,10000,200.0,225243.8962962963,86264.11851851852,28042.022222222222,0.15685367407407408,0.31370741481481473,101570,50868,49022,0.0178912,0.0357825,1.1,0.0,0.015
0,10000,200.0,225264.56296296295,86169.34074074074,28073.17037037037,0.15671025185185175,0.3134205333333332,101468,50567,48973,0.0181947,0.0363894,1.1,0.0,0.015
