suppressed,gen_suppressed, avg_gen,avg_adult, avg_adult_fe, avg_fertile_fe, avg_rate_dr, avg_has_dr, min_adult2, min_adult_fe2, min_fertile_fe2, max_rate_dr2, max_has_dr2,release,conversion,migration
0,10000,200.0,143161.6,66594.54814814815,45285.40740740741,0.06090223185185185,0.12180445185185189,98727,49595,49595,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143319.6074074074,66691.86666666667,45280.637037037035,0.06104431629629628,0.12208861481481484,99032,49369,49369,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143233.43703703705,66632.62962962964,45305.229629629626,0.060730281481481505,0.12146054074074071,98790,49458,49458,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143130.82222222222,66577.51111111112,45324.688888888886,0.06079605851851853,0.12159212592592589,98921,49467,49467,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143231.45925925925,66618.53333333334,45298.362962962965,0.06093331925925926,0.12186662222222217,98783,49426,49426,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143236.66666666666,66656.51111111112,45291.207407407404,0.0608376140740741,0.12167524444444443,98942,49544,49544,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143200.36296296297,66590.6962962963,45307.23703703703,0.061034317777777805,0.12206862962962957,98996,49509,49509,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143306.52592592593,66664.26666666666,45290.71111111111,0.06093352592592595,0.12186705185185184,99151,49571,49571,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143155.67407407408,66594.04444444444,45304.362962962965,0.060654351111111046,0.1213087037037037,98877,49511,49511,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143295.8,66612.34074074074,45298.40740740741,0.060905919259259214,0.12181182222222225,98667,49535,49535,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143049.92592592593,66543.31851851851,45326.7037037037,0.0606672851851852,0.1213345777777777,98889,49517,49517,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143177.77777777778,66622.82222222222,45297.94814814815,0.060745824444444436,0.12149160740740733,99127,49504,49504,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143125.92592592593,66631.7925925926,45305.874074074076,0.0609604288888889,0.12192082962962969,98836,49583,49583,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143291.06666666668,66586.96296296296,45279.414814814816,0.06072913703703705,0.12145825185185177,98768,49613,49613,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,142991.53333333333,66523.54814814815,45322.718518518515,0.06071115555555555,0.12142231851851856,98830,49413,49413,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,143139.15555555557,66581.57037037038,45285.38518518519,0.06089151629629631,0.12178305185185183,98783,49531,49531,0.0,0.0,0.2,0.0,0.0
0,10000,200.0,158962.95555555556,72035.94814814815,43398.26666666667,0.07806872592592595,0.15613742222222224,98737,49504,49504,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159016.17037037038,72023.0,43396.80740740741,0.07800538296296294,0.15601076296296304,99025,49627,49627,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159176.4962962963,72051.91111111111,43368.21481481481,0.07814161629629628,0.15628323703703698,98826,49544,49544,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159075.0888888889,72079.45925925925,43416.85925925926,0.07805890074074072,0.15611781481481482,98895,49576,49576,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159144.47407407407,72056.94074074074,43403.044444444444,0.07810009037037037,0.15620020740740742,98439,49506,49506,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159144.45925925925,72130.52592592593,43399.68148148148,0.07823628814814819,0.15647257037037035,98696,49487,49487,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159132.87407407406,72053.72592592593,43411.044444444444,0.07795206222222223,0.1559040888888889,98708,49592,49592,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159067.06666666668,72035.86666666667,43379.6,0.07812413111111116,0.1562482814814815,99010,49583,49583,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159095.3777777778,72034.96296296296,43403.666666666664,0.07810386740740745,0.1562077555555556,99085,49473,49473,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,158963.31851851853,71991.00740740741,43422.718518518515,0.07793100444444447,0.15586204444444438,98975,49365,49365,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,158890.68148148147,71988.54814814815,43446.333333333336,0.07794113925925923,0.15588231851851853,98589,49553,49553,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159193.01481481481,72090.71851851852,43396.8,0.07819410222222226,0.15638818518518516,99203,49588,49588,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159131.17037037038,72040.54074074075,43404.22222222222,0.0781240733333334,0.156248125925926,98686,49458,49458,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159125.95555555556,72045.06666666667,43353.229629629626,0.07818379777777779,0.15636758518518515,99099,49606,49606,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159264.65925925926,72105.83703703704,43373.16296296296,0.07806548666666666,0.15613096296296297,99105,49623,49623,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159113.94074074074,72063.75555555556,43384.0,0.07812706370370374,0.15625415555555552,98884,49534,49534,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,158989.95555555556,72019.88148148148,43422.64444444444,0.0781244444444445,0.1562489111111111,98709,49482,49482,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159158.2888888889,72106.48148148147,43392.096296296295,0.07818207185185184,0.15636414074074081,99184,49615,49615,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159168.32592592592,72016.05925925926,43397.43703703704,0.077977782962963,0.15595556296296292,98775,49471,49471,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,159051.85185185185,72053.54074074075,43413.62962962963,0.07804348592592592,0.15608697777777775,98923,49457,49457,0.0,0.0,0.3,0.0,0.0
0,10000,200.0,173061.1037037037,76565.6962962963,41587.148148148146,0.09216460222222222,0.18432919999999997,99036,49548,49548,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,172931.8148148148,76550.77037037037,41612.82962962963,0.09195643259259255,0.18391286666666667,98734,49548,49548,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173063.82962962962,76510.26666666666,41585.6,0.09200034518518521,0.18400068888888882,98925,49432,49432,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173065.17037037038,76494.72592592593,41615.11851851852,0.09195769185185185,0.1839153851851851,98975,49447,49447,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173005.7111111111,76448.47407407407,41622.096296296295,0.09176003629629631,0.1835201185185184,98975,49519,49519,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173156.42962962962,76557.72592592593,41594.94074074074,0.09190255259259257,0.1838051037037037,98800,49596,49596,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173135.67407407408,76558.43703703703,41598.62222222222,0.09198021925925927,0.18396041481481487,98828,49520,49520,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,172870.43703703705,76478.21481481481,41633.15555555555,0.0918215303703704,0.18364301481481476,98887,49501,49501,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173029.01481481481,76545.84444444445,41621.65185185185,0.09198414962962967,0.18396822962962953,98950,49569,49569,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173010.57037037038,76530.12592592592,41630.16296296296,0.09196240518518523,0.18392477777777777,98721,49474,49474,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173053.65185185184,76561.86666666667,41617.0,0.09198504444444441,0.18397010370370362,98789,49506,49506,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173013.0888888889,76504.27407407407,41609.03703703704,0.09194968962962967,0.1838993777777779,99034,49629,49629,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173048.88888888888,76510.43703703703,41585.6,0.09190283999999994,0.18380566666666664,98923,49428,49428,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173102.86666666667,76520.14074074074,41606.75555555556,0.09195966148148149,0.18391933333333327,99115,49550,49550,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173003.8148148148,76517.35555555555,41624.94814814815,0.09202298222222219,0.18404597037037035,98914,49480,49480,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,172991.65185185184,76495.02962962963,41596.78518518519,0.09193694518518515,0.18387388148148148,98875,49533,49533,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,172988.6,76442.88148148148,41611.23703703703,0.09183858740740743,0.18367717777777784,98977,49604,49604,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,173132.15555555557,76564.25925925926,41628.7037037037,0.09193931037037037,0.18387860000000011,98953,49626,49626,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,172999.5037037037,76487.46666666666,41600.57037037037,0.09195459259259259,0.18390914814814813,98961,49494,49494,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,172925.61481481482,76485.17037037037,41591.34814814815,0.09197098222222222,0.18394194074074074,99037,49528,49528,0.0,0.0,0.4,0.0,0.0
0,10000,200.0,185317.3777777778,80150.63703703704,39917.148148148146,0.10366085185185188,0.20732161481481476,98914,49473,49473,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185448.86666666667,80194.95555555556,39895.18518518518,0.10372177777777773,0.20744353333333324,98565,49426,49426,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185512.61481481482,80269.00740740741,39860.17037037037,0.10382438518518522,0.20764869629629631,98894,49466,49466,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185348.4,80214.62222222223,39889.4,0.10367949629629628,0.2073589851851852,98560,49275,49275,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185445.15555555557,80233.37037037036,39890.177777777775,0.10378478518518519,0.20756954814814807,98977,49555,49555,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185453.85185185185,80262.37777777777,39903.637037037035,0.10377774074074071,0.20755542222222212,99074,49548,49548,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185470.63703703703,80259.67407407408,39893.74074074074,0.10373352592592597,0.2074670888888889,98854,49536,49536,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185352.1851851852,80162.82962962963,39884.94814814815,0.10358177037037043,0.20716354814814808,98760,49511,49511,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185242.53333333333,80118.03703703704,39933.75555555556,0.10370852592592596,0.2074171777777778,99089,49595,49595,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185109.2074074074,80026.65185185186,39972.607407407406,0.10343569629629627,0.20687156296296302,98853,49505,49505,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185162.6074074074,80037.45925925925,39972.02962962963,0.10357628148148157,0.20715256296296303,99047,49470,49470,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185333.04444444444,80162.12592592592,39912.83703703704,0.10368218518518524,0.20736435555555557,98805,49406,49406,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185297.8,80175.65185185186,39937.414814814816,0.10374060740740745,0.2074812814814815,98953,49482,49482,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185351.74074074073,80108.55555555556,39895.444444444445,0.10356068888888886,0.20712142222222224,98959,49531,49531,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185421.36296296297,80153.80740740741,39867.64444444444,0.10374414814814814,0.20748841481481486,98984,49480,49480,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185311.9185185185,80172.87407407408,39932.48888888889,0.10359165925925931,0.20718331851851854,99099,49618,49618,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185270.6888888889,80174.94074074074,39887.718518518515,0.10374754074074079,0.2074951111111111,98983,49471,49471,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185383.71851851852,80219.76296296297,39914.13333333333,0.10372599999999997,0.2074521037037036,98952,49565,49565,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185151.1851851852,80068.74074074074,39921.148148148146,0.10365127407407407,0.2073024296296296,98855,49420,49420,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,185635.43703703705,80396.04444444444,39863.62962962963,0.10391954814814815,0.2078390962962963,98947,49448,49448,0.0,0.0,0.5,0.0,0.0
0,10000,200.0,196432.02222222224,83178.74074074074,38220.4,0.11415585925925928,0.22831169629629633,98905,49451,49451,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196506.54074074075,83249.11851851852,38267.718518518515,0.11398450370370367,0.22796889629629621,98823,49441,49441,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196310.5185185185,83203.57777777778,38261.65185185185,0.11398139259259259,0.22796283703703704,98694,49584,49584,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196351.21481481483,83155.71851851852,38235.044444444444,0.11399714814814811,0.22799431851851834,98707,49424,49424,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196489.8962962963,83278.64444444445,38246.46666666667,0.11395905185185186,0.22791808148148146,98755,49482,49482,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196401.83703703704,83235.37777777777,38246.38518518519,0.1140138,0.22802751851851844,98966,49508,49508,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196412.0962962963,83197.66666666667,38231.311111111114,0.11399726666666668,0.227994525925926,98853,49528,49528,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196353.34074074074,83207.27407407407,38239.83703703704,0.11393350370370373,0.227867074074074,99035,49437,49437,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196440.3037037037,83196.01481481481,38211.8962962963,0.11401170370370371,0.22802349629629629,99023,49487,49487,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196513.97037037037,83278.08148148148,38223.19259259259,0.11404894814814814,0.22809791851851846,98597,49411,49411,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196370.45185185186,83219.02962962963,38187.53333333333,0.11418289629629635,0.22836580000000012,98676,49511,49511,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196592.92592592593,83250.02222222222,38210.148148148146,0.11405612592592591,0.22811229629629626,98936,49497,49497,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196357.05925925926,83217.43703703703,38248.05925925926,0.11399278518518516,0.22798552592592586,98784,49505,49505,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196385.40740740742,83174.73333333334,38244.59259259259,0.11388191851851849,0.2277639259259258,98729,49541,49541,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196465.44444444444,83252.0962962963,38200.97777777778,0.1140547851851852,0.2281095851851852,98930,49584,49584,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196536.51111111112,83303.2074074074,38225.88148148148,0.11401352592592598,0.22802714814814828,98727,49518,49518,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196466.6,83278.5925925926,38196.25925925926,0.11409718518518519,0.22819430370370372,98817,49449,49449,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196418.8962962963,83289.54814814815,38259.74074074074,0.11394934814814814,0.22789876296296294,98898,49586,49586,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196371.82962962962,83182.25925925926,38256.851851851854,0.1138404148148148,0.22768077777777787,98765,49528,49528,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,196410.17777777778,83185.97777777778,38244.2962962963,0.11397753333333337,0.22795502222222222,98729,49550,49550,0.0,0.0,0.6,0.0,0.0
0,10000,200.0,206346.96296296295,85680.7925925926,36584.281481481485,0.12326271851851861,0.2465255111111112,98982,49578,49578,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206420.5851851852,85715.73333333334,36561.096296296295,0.12342210370370375,0.24684429629629634,98298,49537,49537,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206169.44444444444,85601.3037037037,36594.75555555556,0.12332925185185185,0.2466585037037037,98540,49481,49481,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206428.53333333333,85751.91111111111,36579.91851851852,0.12338870370370371,0.24677737777777783,98805,49427,49427,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206591.14074074075,85794.25185185185,36524.69629629629,0.12357360000000002,0.24714725185185196,98601,49382,49382,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206405.37037037036,85677.55555555556,36522.84444444445,0.12348020000000004,0.24696042222222228,98970,49417,49417,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206220.93333333332,85616.42222222222,36574.607407407406,0.12338007407407406,0.24676009629629633,98959,49409,49409,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206390.6962962963,85711.42222222222,36575.96296296296,0.12334843703703698,0.24669682962962952,98769,49516,49516,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206318.77037037036,85667.84444444445,36588.97777777778,0.12317269629629626,0.24634536296296292,98832,49443,49443,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206388.3777777778,85682.25185185185,36568.18518518518,0.12331157777777778,0.24662321481481475,98617,49588,49588,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206459.98518518519,85713.35555555555,36555.525925925926,0.12341020740740737,0.24682032592592582,98729,49502,49502,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206458.3925925926,85744.12592592592,36535.75555555556,0.12354657037037034,0.24709322222222216,98919,49496,49496,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206255.4962962963,85648.17777777778,36603.229629629626,0.12331396296296293,0.24662796296296297,99102,49495,49495,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206443.02962962963,85681.19259259259,36538.688888888886,0.12343155555555561,0.24686309629629635,98725,49298,49298,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206406.42962962962,85648.47407407407,36508.251851851855,0.12354713333333336,0.2470942962962963,99009,49555,49555,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206551.11111111112,85686.22222222222,36549.792592592596,0.12333959259259254,0.24667914814814815,99135,49407,49407,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206466.0,85690.62962962964,36521.96296296296,0.12344099999999998,0.24688202222222222,98877,49521,49521,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206397.22222222222,85628.3037037037,36527.17037037037,0.12346645925925923,0.24693299259259255,99083,49613,49613,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206386.34074074074,85735.51851851853,36555.496296296296,0.1233869259259259,0.24677379259259244,98720,49468,49468,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,206477.14074074075,85792.97777777778,36528.48888888889,0.12359810370370375,0.2471962222222223,99157,49463,49463,0.0,0.0,0.7,0.0,0.0
0,10000,200.0,215226.55555555556,87603.71851851852,34861.23703703703,0.1321487555555556,0.2642974222222224,98931,49516,49516,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215242.28148148148,87601.9037037037,34822.81481481482,0.1321935037037037,0.26438703703703703,98601,49482,49482,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215229.45925925925,87671.74814814815,34892.607407407406,0.1320892962962963,0.26417862222222227,99046,49554,49554,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215306.72592592592,87637.08148148148,34920.496296296296,0.13191241481481483,0.2638248296296297,99092,49601,49601,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215292.16296296296,87588.9037037037,34894.64444444444,0.13200255555555548,0.26400503703703704,99111,49554,49554,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215221.54074074075,87583.4074074074,34897.7037037037,0.13191008148148145,0.26382011851851844,99061,49588,49588,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215294.42222222223,87662.4,34863.82962962963,0.13230930370370372,0.2646186444444445,98485,49372,49372,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215219.8,87510.63703703704,34888.903703703705,0.13190567407407405,0.2638114444444445,98780,49430,49430,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215327.36296296297,87650.43703703703,34838.42962962963,0.13211662962962964,0.26423319259259254,98809,49571,49571,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215275.65185185184,87558.7925925926,34826.8962962963,0.13210291111111117,0.26420582962962974,98564,49574,49574,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215198.34074074074,87574.87407407408,34873.72592592592,0.1321365925925926,0.2642731555555556,98814,49477,49477,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215114.54074074075,87524.62962962964,34893.251851851855,0.13190232592592593,0.2638047703703703,99082,49578,49578,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215259.59259259258,87662.57777777778,34889.0,0.13207598518518515,0.2641518962962965,99045,49277,49277,0.0,0.0,0.8,0.0,0.0
0,10000,200.0,215354.74814814815,87648.05185185185,34835.792592592596,0.13215220740740743,0.26430437777777777,98797,49506,49506,0.0,0.0,0.8,0.0,0.0
