,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1946,949,228.571,0
1,0.0,1920,942,228.571,0
2,0.0,2058,1030,228.571,0
3,0.0,2035,1010,228.571,0
4,0.0,2073,1025,228.571,0
5,0.0,2017,988,228.571,0
6,0.0,2069,1025,228.571,0
7,0.0,1993,1006,228.571,0
8,0.0,1983,1001,228.571,0
9,0.0,2009,1023,228.571,0
10,0.00579533,1956,999,228.571,0
11,0.184367,2239,1031,228.571,0
12,0.32489,2319,893,228.571,0
13,0.420873,2758,906,228.571,0
14,0.474992,3092,868,228.571,0
15,0.558031,3347,811,228.571,0
16,0.619884,3677,749,228.571,0
17,0.617314,3898,681,228.571,0
18,0.636327,4070,619,228.571,0
19,0.682518,4235,565,228.571,0
20,0.676612,4389,530,228.571,0
21,0.725457,4347,509,228.571,0
22,0.737031,4388,488,228.571,0
23,0.727242,4291,444,228.571,0
24,0.779834,4239,405,228.571,0
25,0.774015,4222,366,228.571,0
26,0.787361,3779,318,228.571,0
27,0.77149,3364,272,228.571,0
28,0.785678,3015,232,228.571,0
29,0.766598,2678,202,228.571,0
30,0.775216,2375,178,228.571,0
31,0.758489,2126,147,228.571,0
32,0.748254,1825,130,228.571,0
33,0.756615,1636,120,228.571,0
34,0.719844,1490,104,228.571,0
35,0.71443,1384,121,228.571,0
36,0.699296,1332,126,228.571,0
37,0.677862,1280,140,228.571,0
38,0.711873,1344,170,228.571,0
39,0.676379,1435,185,228.571,0
40,0.650153,1522,205,228.571,0
41,0.625434,1660,232,228.571,0
42,0.623861,1842,280,228.571,0
43,0.607894,2144,328,228.571,0
44,0.571225,2463,366,228.571,0
45,0.533767,2667,457,228.571,0
46,0.538858,2922,536,228.571,0
47,0.542092,3109,587,228.571,0
48,0.512683,3284,652,228.571,0
49,0.508227,3373,717,228.571,0
50,0.53278,3393,755,228.571,0
51,0.479602,3471,765,228.571,0
52,0.498985,3494,776,228.571,0
53,0.46538,3410,774,228.571,0
54,0.446325,3344,740,228.571,0
55,0.460212,3327,745,228.571,0
56,0.469654,3347,768,228.571,0
57,0.409228,3305,778,228.571,0
58,0.441676,3323,839,228.571,0
59,0.441992,3325,823,228.571,0
60,0.435289,3250,800,228.571,0
61,0.429006,3271,828,228.571,0
62,0.420141,3317,881,228.571,0
63,0.402981,3202,850,228.571,0
64,0.411028,3181,856,228.571,0
65,0.417527,3076,819,228.571,0
66,0.38733,3123,878,228.571,0
67,0.37902,2980,833,228.571,0
68,0.386587,2972,844,228.571,0
69,0.390879,2980,811,228.571,0
70,0.359636,3059,830,228.571,0
71,0.357632,3109,889,228.571,0
72,0.384557,3023,837,228.571,0
73,0.349955,3108,861,228.571,0
74,0.338586,3053,893,228.571,0
75,0.341058,2932,875,228.571,0
76,0.332564,2859,898,228.571,0
77,0.304692,2841,882,228.571,0
78,0.311496,2769,877,228.571,0
79,0.280425,2787,892,228.571,0
80,0.270282,2741,937,228.571,0
81,0.256641,2592,905,228.571,0
82,0.233817,2598,965,228.571,0
83,0.228081,2482,932,228.571,0
84,0.202651,2509,939,228.571,0
85,0.229092,2545,947,228.571,0
86,0.235585,2438,918,228.571,0
87,0.245903,2476,934,228.571,0
88,0.242459,2479,935,228.571,0
89,0.259321,2424,910,228.571,0
