,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1987,996,228.571,0
1,0.0,2036,1026,228.571,0
2,0.0,1951,996,228.571,0
3,0.0,1992,1015,228.571,0
4,0.0,2021,985,228.571,0
5,0.0,2051,995,228.571,0
6,0.0,2024,984,228.571,0
7,0.0,2084,1028,228.571,0
8,0.0,1987,975,228.571,0
9,0.0,2019,1029,228.571,0
10,0.00581558,1914,982,228.571,0
11,0.20297,2179,977,228.571,0
12,0.293064,2389,890,228.571,0
13,0.425021,2782,919,228.571,0
14,0.477259,3033,850,228.571,0
15,0.576765,3306,782,228.571,0
16,0.607997,3638,788,228.571,0
17,0.629021,3843,741,228.571,0
18,0.674027,3983,664,228.571,0
19,0.695154,4142,610,228.571,0
20,0.713117,4269,548,228.571,0
21,0.742445,4322,488,228.571,0
22,0.757661,4266,434,228.571,0
23,0.775468,4218,394,228.571,0
24,0.811606,4100,344,228.571,0
25,0.803398,3985,290,228.571,0
26,0.815893,3581,241,228.571,0
27,0.809157,3127,200,228.571,0
28,0.792015,2759,188,228.571,0
29,0.808916,2408,149,228.571,0
30,0.786387,2038,131,228.571,0
31,0.760891,1760,112,228.571,0
32,0.742963,1574,110,228.571,0
33,0.744977,1444,124,228.571,0
34,0.75004,1365,131,228.571,0
35,0.700955,1353,133,228.571,0
36,0.728182,1353,146,228.571,0
37,0.672265,1390,152,228.571,0
38,0.707252,1449,172,228.571,0
39,0.692148,1529,191,228.571,0
40,0.668408,1593,205,228.571,0
41,0.665333,1784,224,228.571,0
42,0.654816,1926,262,228.571,0
43,0.670004,2114,309,228.571,0
44,0.646787,2344,325,228.571,0
45,0.643055,2580,351,228.571,0
46,0.653058,2826,407,228.571,0
47,0.631489,3004,422,228.571,0
48,0.604861,3131,439,228.571,0
49,0.571748,3256,482,228.571,0
50,0.58219,3320,534,228.571,0
51,0.556073,3378,584,228.571,0
52,0.539209,3496,614,228.571,0
53,0.543631,3523,667,228.571,0
54,0.557708,3599,663,228.571,0
55,0.498899,3593,657,228.571,0
56,0.527319,3620,699,228.571,0
57,0.53129,3461,679,228.571,0
58,0.492791,3463,693,228.571,0
59,0.506805,3362,701,228.571,0
60,0.512393,3340,724,228.571,0
61,0.503907,3371,728,228.571,0
62,0.515924,3365,727,228.571,0
63,0.492543,3374,748,228.571,0
64,0.484004,3344,745,228.571,0
65,0.481308,3456,779,228.571,0
66,0.468356,3423,774,228.571,0
67,0.462021,3430,802,228.571,0
68,0.468171,3363,773,228.571,0
69,0.43482,3359,785,228.571,0
70,0.421629,3304,806,228.571,0
71,0.41583,3132,762,228.571,0
72,0.394211,3242,820,228.571,0
73,0.388491,3190,852,228.571,0
74,0.366888,3127,832,228.571,0
75,0.366251,3132,847,228.571,0
76,0.371088,3105,915,228.571,0
77,0.343548,2958,852,228.571,0
78,0.329881,2868,827,228.571,0
79,0.338929,2891,872,228.571,0
80,0.336181,2889,888,228.571,0
81,0.341053,2818,876,228.571,0
82,0.323482,2748,846,228.571,0
83,0.306914,2829,862,228.571,0
84,0.312899,2934,918,228.571,0
85,0.296784,2823,897,228.571,0
86,0.349932,2823,882,228.571,0
87,0.341946,2789,873,228.571,0
88,0.339766,2789,880,228.571,0
89,0.313514,2748,877,228.571,0
