,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2046,1051,228.571,0
1,0.0,2027,1017,228.571,0
2,0.0,2001,1013,228.571,0
3,0.0,2020,1004,228.571,0
4,0.0,2004,994,228.571,0
5,0.0,2000,986,228.571,0
6,0.0,2005,999,228.571,0
7,0.0,1964,965,228.571,0
8,0.0,2045,1019,228.571,0
9,0.0,2053,1019,228.571,0
10,0.00579533,1946,993,228.571,0
11,0.188873,2229,1022,228.571,0
12,0.323862,2316,932,228.571,0
13,0.435239,2625,870,228.571,0
14,0.520873,2936,805,228.571,0
15,0.570323,3372,774,228.571,0
16,0.625214,3686,741,228.571,0
17,0.656016,3929,648,228.571,0
18,0.708151,4156,655,228.571,0
19,0.732344,4274,576,228.571,0
20,0.749447,4354,502,228.571,0
21,0.763006,4431,411,228.571,0
22,0.78039,4309,374,228.571,0
23,0.769861,4240,337,228.571,0
24,0.79703,4086,298,228.571,0
25,0.801653,3919,267,228.571,0
26,0.813058,3418,236,228.571,0
27,0.798664,2983,207,228.571,0
28,0.808749,2691,174,228.571,0
29,0.774907,2359,164,228.571,0
30,0.748581,2134,157,228.571,0
31,0.74141,1981,156,228.571,0
32,0.712231,1823,152,228.571,0
33,0.702165,1746,169,228.571,0
34,0.684256,1690,168,228.571,0
35,0.689502,1667,163,228.571,0
36,0.645184,1656,187,228.571,0
37,0.659826,1721,213,228.571,0
38,0.628858,1826,223,228.571,0
39,0.591335,1978,262,228.571,0
40,0.56829,2161,322,228.571,0
41,0.544433,2332,398,228.571,0
42,0.538826,2593,478,228.571,0
43,0.488274,2892,540,228.571,0
44,0.499117,3211,653,228.571,0
45,0.476664,3359,700,228.571,0
46,0.461085,3435,751,228.571,0
47,0.43781,3476,760,228.571,0
48,0.450617,3432,830,228.571,0
49,0.456623,3362,834,228.571,0
50,0.466918,3248,834,228.571,0
51,0.414329,3102,790,228.571,0
52,0.420333,3078,802,228.571,0
53,0.4201,3030,781,228.571,0
54,0.403014,3097,825,228.571,0
55,0.397602,3130,871,228.571,0
56,0.372656,3112,880,228.571,0
57,0.377746,3063,862,228.571,0
58,0.366296,3025,845,228.571,0
59,0.390754,2973,831,228.571,0
60,0.36902,3048,850,228.571,0
61,0.357969,3019,845,228.571,0
62,0.357851,2995,889,228.571,0
63,0.363743,2928,890,228.571,0
64,0.371231,2839,889,228.571,0
65,0.35514,2826,854,228.571,0
66,0.3528,2885,896,228.571,0
67,0.351256,2871,879,228.571,0
68,0.339024,2843,892,228.571,0
69,0.348396,2782,868,228.571,0
70,0.313388,2777,856,228.571,0
71,0.283587,2837,895,228.571,0
72,0.271205,2836,914,228.571,0
73,0.264152,2841,957,228.571,0
74,0.2371,2729,917,228.571,0
75,0.248183,2766,965,228.571,0
76,0.265066,2628,941,228.571,0
77,0.26147,2549,923,228.571,0
78,0.239006,2533,923,228.571,0
79,0.226208,2503,919,228.571,0
80,0.201401,2529,917,228.571,0
81,0.222249,2552,945,228.571,0
82,0.221301,2525,949,228.571,0
83,0.191984,2437,906,228.571,0
84,0.217832,2436,907,228.571,0
85,0.21334,2531,932,228.571,0
86,0.212501,2581,935,228.571,0
87,0.209546,2516,957,228.571,0
88,0.186309,2466,946,228.571,0
89,0.179473,2431,939,228.571,0
