,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2034,1030,228.571,0
1,0.0,2040,1055,228.571,0
2,0.0,1902,968,228.571,0
3,0.0,1937,966,228.571,0
4,0.0,1966,980,228.571,0
5,0.0,1945,973,228.571,0
6,0.0,2055,1019,228.571,0
7,0.0,1982,986,228.571,0
8,0.0,2043,999,228.571,0
9,0.0,1972,996,228.571,0
10,0.00603254,1904,959,228.571,0
11,0.184523,2270,1043,228.571,0
12,0.295512,2366,941,228.571,0
13,0.423728,2647,888,228.571,0
14,0.49931,2928,814,228.571,0
15,0.57622,3269,751,228.571,0
16,0.62705,3660,701,228.571,0
17,0.648591,3874,652,228.571,0
18,0.709096,4063,583,228.571,0
19,0.739425,4176,509,228.571,0
20,0.728235,4244,449,228.571,0
21,0.759555,4261,415,228.571,0
22,0.764706,4202,356,228.571,0
23,0.782238,4085,324,228.571,0
24,0.789248,3876,295,228.571,0
25,0.818162,3719,263,228.571,0
26,0.820784,3286,216,228.571,0
27,0.839816,2918,176,228.571,0
28,0.80642,2502,151,228.571,0
29,0.775476,2155,118,228.571,0
30,0.7966,1810,123,228.571,0
31,0.758837,1548,108,228.571,0
32,0.767131,1385,97,228.571,0
33,0.688647,1245,85,228.571,0
34,0.656952,1076,96,228.571,0
35,0.633173,980,105,228.571,0
36,0.588979,1032,115,228.571,0
37,0.65376,1042,149,228.571,0
38,0.578752,1220,185,228.571,0
39,0.582682,1467,254,228.571,0
40,0.554079,1754,309,228.571,0
41,0.528508,2139,380,228.571,0
42,0.460974,2495,483,228.571,0
43,0.439004,2884,629,228.571,0
44,0.470096,3177,743,228.571,0
45,0.45256,3212,744,228.571,0
46,0.420897,3342,800,228.571,0
47,0.441591,3295,828,228.571,0
48,0.422552,3238,830,228.571,0
49,0.424106,3165,837,228.571,0
50,0.408623,3145,847,228.571,0
51,0.41787,3093,852,228.571,0
52,0.396182,3000,836,228.571,0
53,0.411942,2975,895,228.571,0
54,0.381165,2935,869,228.571,0
55,0.404454,2937,868,228.571,0
56,0.396775,2833,833,228.571,0
57,0.407682,2856,788,228.571,0
58,0.368604,2927,785,228.571,0
59,0.377869,3035,838,228.571,0
60,0.325435,3041,839,228.571,0
61,0.329351,3081,903,228.571,0
62,0.31264,2985,908,228.571,0
63,0.308132,2856,881,228.571,0
64,0.289681,2755,895,228.571,0
65,0.303486,2765,893,228.571,0
66,0.2858,2738,906,228.571,0
67,0.284119,2699,884,228.571,0
68,0.257497,2733,935,228.571,0
69,0.26006,2728,963,228.571,0
70,0.250696,2590,900,228.571,0
71,0.23992,2623,933,228.571,0
72,0.237539,2633,939,228.571,0
73,0.222178,2588,925,228.571,0
74,0.247585,2539,926,228.571,0
75,0.230529,2502,916,228.571,0
76,0.23172,2559,963,228.571,0
77,0.247255,2447,936,228.571,0
78,0.209046,2416,900,228.571,0
79,0.23269,2516,921,228.571,0
80,0.23531,2544,922,228.571,0
81,0.20906,2582,955,228.571,0
82,0.212174,2576,939,228.571,0
83,0.195818,2575,955,228.571,0
84,0.194418,2495,955,228.571,0
85,0.189936,2453,951,228.571,0
86,0.189638,2427,949,228.571,0
87,0.188049,2395,939,228.571,0
88,0.169889,2334,913,228.571,0
89,0.174537,2401,934,228.571,0
