,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1991,1003,228.571,0
1,0.0,1937,975,228.571,0
2,0.0,1987,975,228.571,0
3,0.0,2035,995,228.571,0
4,0.0,2050,1012,228.571,0
5,0.0,2021,1000,228.571,0
6,0.0,2048,999,228.571,0
7,0.0,2021,975,228.571,0
8,0.0,2021,1003,228.571,0
9,0.0,2001,1023,228.571,0
10,0.00581826,1937,979,228.571,0
11,0.188694,2192,972,228.571,0
12,0.320455,2406,905,228.571,0
13,0.416337,2781,896,228.571,0
14,0.498202,3063,854,228.571,0
15,0.546092,3363,811,228.571,0
16,0.591675,3552,724,228.571,0
17,0.646397,3850,720,228.571,0
18,0.707258,4029,647,228.571,0
19,0.720942,4218,590,228.571,0
20,0.724907,4424,553,228.571,0
21,0.763935,4421,484,228.571,0
22,0.785982,4459,420,228.571,0
23,0.804637,4355,359,228.571,0
24,0.845654,4158,297,228.571,0
25,0.8533,3943,234,228.571,0
26,0.852578,3402,174,228.571,0
27,0.820394,2852,137,228.571,0
28,0.832975,2315,101,228.571,0
29,0.851135,1818,71,228.571,0
30,0.841903,1380,53,228.571,0
31,0.805749,1017,40,228.571,0
32,0.782307,782,35,228.571,0
33,0.663807,645,32,228.571,0
34,0.733884,546,35,228.571,0
35,0.724355,474,29,228.571,0
36,0.733918,404,26,228.571,0
37,0.661515,344,27,228.571,0
38,0.653266,316,35,228.571,0
39,0.676421,351,40,228.571,0
40,0.600794,393,44,228.571,0
41,0.571885,436,57,228.571,0
42,0.563924,490,69,228.571,0
43,0.570151,632,102,228.571,0
44,0.477609,795,130,228.571,0
45,0.466811,971,184,228.571,0
46,0.423147,1304,271,228.571,0
47,0.404242,1727,414,228.571,0
48,0.371478,2293,605,228.571,0
49,0.407543,2779,784,228.571,0
50,0.358871,3062,841,228.571,0
51,0.362717,3107,879,228.571,0
52,0.335193,3067,869,228.571,0
53,0.32941,3079,895,228.571,0
54,0.319527,2940,901,228.571,0
55,0.310693,2782,870,228.571,0
56,0.29261,2760,912,228.571,0
57,0.30397,2641,869,228.571,0
58,0.302809,2675,880,228.571,0
59,0.305163,2634,856,228.571,0
60,0.318962,2696,876,228.571,0
61,0.312978,2687,894,228.571,0
62,0.317872,2747,933,228.571,0
63,0.321251,2738,908,228.571,0
64,0.319476,2682,870,228.571,0
65,0.294123,2742,894,228.571,0
66,0.292131,2766,902,228.571,0
67,0.295312,2742,901,228.571,0
68,0.288572,2724,904,228.571,0
69,0.269973,2777,968,228.571,0
70,0.241361,2633,935,228.571,0
71,0.247055,2513,891,228.571,0
72,0.245289,2620,962,228.571,0
73,0.218152,2620,953,228.571,0
74,0.21656,2595,969,228.571,0
75,0.206121,2489,919,228.571,0
76,0.206765,2576,974,228.571,0
77,0.18344,2511,975,228.571,0
78,0.193612,2386,943,228.571,0
79,0.183013,2398,955,228.571,0
80,0.193048,2293,936,228.571,0
81,0.175199,2358,944,228.571,0
82,0.17365,2327,927,228.571,0
83,0.181561,2317,936,228.571,0
84,0.165828,2352,941,228.571,0
85,0.15703,2384,955,228.571,0
86,0.151758,2490,1012,228.571,0
87,0.166114,2357,946,228.571,0
88,0.188691,2359,928,228.571,0
89,0.159129,2344,949,228.571,0
