,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1954,933,228.571,0
1,0.0,1908,916,228.571,0
2,0.0,2089,1038,228.571,0
3,0.0,1986,1007,228.571,0
4,0.0,1972,1012,228.571,0
5,0.0,1968,1021,228.571,0
6,0.0,1881,972,228.571,0
7,0.0,1964,1008,228.571,0
8,0.0,1909,997,228.571,0
9,0.0,1917,991,228.571,0
10,0.00554623,2022,1040,228.571,0
11,0.182375,2199,995,228.571,0
12,0.298287,2440,983,228.571,0
13,0.428396,2644,922,228.571,0
14,0.483289,2887,844,228.571,0
15,0.564562,3210,784,228.571,0
16,0.617852,3538,741,228.571,0
17,0.637407,3723,677,228.571,0
18,0.693337,3875,600,228.571,0
19,0.721062,4131,549,228.571,0
20,0.715111,4205,471,228.571,0
21,0.723658,4220,422,228.571,0
22,0.744511,4193,402,228.571,0
23,0.756964,4096,349,228.571,0
24,0.766264,4031,350,228.571,0
25,0.817003,3956,338,228.571,0
26,0.818006,3642,290,228.571,0
27,0.813605,3216,229,228.571,0
28,0.82075,2943,196,228.571,0
29,0.802786,2641,185,228.571,0
30,0.738131,2319,166,228.571,0
31,0.748885,2049,159,228.571,0
32,0.70506,1890,174,228.571,0
33,0.724686,1853,201,228.571,0
34,0.662466,1876,212,228.571,0
35,0.690591,1946,230,228.571,0
36,0.658317,2044,255,228.571,0
37,0.648441,2167,279,228.571,0
38,0.623935,2274,299,228.571,0
39,0.625693,2448,353,228.571,0
40,0.621468,2614,367,228.571,0
41,0.610186,2820,415,228.571,0
42,0.587584,2981,453,228.571,0
43,0.560226,3175,500,228.571,0
44,0.554856,3323,568,228.571,0
45,0.553515,3486,616,228.571,0
46,0.52564,3644,676,228.571,0
47,0.498291,3584,712,228.571,0
48,0.47532,3553,720,228.571,0
49,0.494696,3597,777,228.571,0
50,0.458841,3445,729,228.571,0
51,0.486437,3334,733,228.571,0
52,0.438747,3320,729,228.571,0
53,0.453516,3405,780,228.571,0
54,0.446069,3419,820,228.571,0
55,0.430226,3334,820,228.571,0
56,0.419632,3270,852,228.571,0
57,0.427022,3118,791,228.571,0
58,0.412892,3181,838,228.571,0
59,0.43682,3145,857,228.571,0
60,0.395235,3073,852,228.571,0
61,0.371275,3016,817,228.571,0
62,0.369881,3060,843,228.571,0
63,0.384167,2996,831,228.571,0
64,0.348206,3022,848,228.571,0
65,0.324797,3067,905,228.571,0
66,0.367353,2991,935,228.571,0
67,0.341666,2864,902,228.571,0
68,0.346359,2697,851,228.571,0
69,0.352183,2768,873,228.571,0
70,0.312435,2763,876,228.571,0
71,0.349225,2793,898,228.571,0
72,0.331899,2733,855,228.571,0
73,0.345641,2807,891,228.571,0
74,0.315201,2681,848,228.571,0
75,0.31828,2737,893,228.571,0
76,0.321945,2750,919,228.571,0
77,0.327844,2735,901,228.571,0
78,0.331025,2732,906,228.571,0
79,0.333171,2646,868,228.571,0
80,0.336117,2717,882,228.571,0
81,0.301997,2624,848,228.571,0
82,0.299693,2722,894,228.571,0
83,0.275769,2704,888,228.571,0
84,0.265085,2771,928,228.571,0
85,0.262033,2752,924,228.571,0
86,0.25664,2712,937,228.571,0
87,0.264194,2577,893,228.571,0
88,0.2429,2654,950,228.571,0
89,0.266529,2555,936,228.571,0
