,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,2097,1026,228.571,0
1,0.0,2112,1035,228.571,0
2,0.0,2020,1000,228.571,0
3,0.0,2019,1005,228.571,0
4,0.0,2010,986,228.571,0
5,0.0,1967,985,228.571,0
6,0.0,2046,1030,228.571,0
7,0.0,1922,965,228.571,0
8,0.0,2007,1020,228.571,0
9,0.0,1978,982,228.571,0
10,0.00595285,1990,970,228.571,0
11,0.164612,2312,1029,228.571,0
12,0.301617,2390,925,228.571,0
13,0.426111,2666,898,228.571,0
14,0.473561,2942,853,228.571,0
15,0.58022,3321,832,228.571,0
16,0.621258,3524,732,228.571,0
17,0.664012,3729,663,228.571,0
18,0.657337,3921,615,228.571,0
19,0.706605,4067,594,228.571,0
20,0.729203,4206,517,228.571,0
21,0.763093,4371,487,228.571,0
22,0.767402,4370,429,228.571,0
23,0.773624,4347,392,228.571,0
24,0.779074,4258,351,228.571,0
25,0.793388,4102,328,228.571,0
26,0.794365,3693,301,228.571,0
27,0.760137,3313,243,228.571,0
28,0.782321,2949,226,228.571,0
29,0.787734,2656,219,228.571,0
30,0.7184,2450,199,228.571,0
31,0.725377,2283,209,228.571,0
32,0.714362,2133,200,228.571,0
33,0.640796,1982,199,228.571,0
34,0.610804,1957,239,228.571,0
35,0.631339,1998,286,228.571,0
36,0.606334,2103,315,228.571,0
37,0.537675,2351,372,228.571,0
38,0.530588,2551,444,228.571,0
39,0.535472,2914,538,228.571,0
40,0.505686,3133,600,228.571,0
41,0.506832,3334,672,228.571,0
42,0.481501,3443,711,228.571,0
43,0.505027,3430,751,228.571,0
44,0.486063,3400,756,228.571,0
45,0.460693,3354,765,228.571,0
46,0.468073,3365,802,228.571,0
47,0.413288,3292,799,228.571,0
48,0.414802,3234,841,228.571,0
49,0.404888,3099,806,228.571,0
50,0.381933,3136,838,228.571,0
51,0.37639,3115,844,228.571,0
52,0.334456,3107,845,228.571,0
53,0.354508,3096,884,228.571,0
54,0.361078,2960,869,228.571,0
55,0.344978,2862,813,228.571,0
56,0.330776,2949,836,228.571,0
57,0.370169,3018,876,228.571,0
58,0.36254,2892,841,228.571,0
59,0.370082,2911,832,228.571,0
60,0.333052,2959,872,228.571,0
61,0.311825,2950,902,228.571,0
62,0.298305,2905,919,228.571,0
63,0.329394,2818,901,228.571,0
64,0.324918,2765,882,228.571,0
65,0.32835,2750,878,228.571,0
66,0.313472,2724,887,228.571,0
67,0.303429,2786,897,228.571,0
68,0.313015,2795,929,228.571,0
69,0.308101,2786,922,228.571,0
70,0.306357,2710,897,228.571,0
71,0.321433,2689,879,228.571,0
72,0.333109,2705,878,228.571,0
73,0.310377,2662,859,228.571,0
74,0.314508,2744,904,228.571,0
75,0.271539,2736,892,228.571,0
76,0.299714,2737,873,228.571,0
77,0.282652,2787,911,228.571,0
78,0.289464,2738,909,228.571,0
79,0.274855,2708,889,228.571,0
80,0.241567,2744,945,228.571,0
81,0.250123,2690,951,228.571,0
82,0.256643,2526,919,228.571,0
83,0.242413,2578,932,228.571,0
84,0.234938,2526,912,228.571,0
85,0.232318,2560,936,228.571,0
86,0.240394,2565,942,228.571,0
87,0.224697,2528,903,228.571,0
88,0.220016,2613,945,228.571,0
89,0.226292,2526,939,228.571,0
