,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1985,993,228.571,0
1,0.0,1952,983,228.571,0
2,0.0,2035,1025,228.571,0
3,0.0,1928,1003,228.571,0
4,0.0,1887,959,228.571,0
5,0.0,1958,1016,228.571,0
6,0.0,1933,959,228.571,0
7,0.0,2085,1061,228.571,0
8,0.0,1869,955,228.571,0
9,0.0,1974,998,228.571,0
10,0.00587311,1909,971,228.571,0
11,0.192662,2216,999,228.571,0
12,0.334113,2434,963,228.571,0
13,0.429617,2662,899,228.571,0
14,0.51351,2983,852,228.571,0
15,0.570102,3297,796,228.571,0
16,0.588971,3586,728,228.571,0
17,0.653643,3910,700,228.571,0
18,0.690656,4066,619,228.571,0
19,0.691906,4208,562,228.571,0
20,0.722554,4266,528,228.571,0
21,0.743807,4284,492,228.571,0
22,0.755393,4311,425,228.571,0
23,0.781219,4203,369,228.571,0
24,0.78494,4137,309,228.571,0
25,0.80841,3936,275,228.571,0
26,0.797871,3529,224,228.571,0
27,0.795918,3012,190,228.571,0
28,0.788178,2584,187,228.571,0
29,0.781153,2309,172,228.571,0
30,0.78258,2015,145,228.571,0
31,0.754204,1795,135,228.571,0
32,0.69133,1646,134,228.571,0
33,0.704261,1552,148,228.571,0
34,0.661097,1543,174,228.571,0
35,0.642865,1624,201,228.571,0
36,0.603091,1741,219,228.571,0
37,0.609088,1874,241,228.571,0
38,0.616441,2028,295,228.571,0
39,0.591524,2265,343,228.571,0
40,0.571114,2562,439,228.571,0
41,0.588779,2857,503,228.571,0
42,0.553628,3087,542,228.571,0
43,0.545267,3239,596,228.571,0
44,0.551296,3448,658,228.571,0
45,0.529285,3489,691,228.571,0
46,0.507803,3510,696,228.571,0
47,0.516971,3518,743,228.571,0
48,0.512754,3515,720,228.571,0
49,0.528858,3527,734,228.571,0
50,0.490698,3429,704,228.571,0
51,0.48538,3538,772,228.571,0
52,0.466945,3496,771,228.571,0
53,0.47483,3482,806,228.571,0
54,0.458613,3426,800,228.571,0
55,0.474122,3361,806,228.571,0
56,0.428002,3255,815,228.571,0
57,0.411756,3164,829,228.571,0
58,0.403673,3132,854,228.571,0
59,0.386756,3004,827,228.571,0
60,0.369696,2956,833,228.571,0
61,0.370378,2969,844,228.571,0
62,0.326776,2981,850,228.571,0
63,0.335102,3012,876,228.571,0
64,0.324414,3017,909,228.571,0
65,0.32658,2905,876,228.571,0
66,0.301259,2814,870,228.571,0
67,0.315063,2801,856,228.571,0
68,0.319261,2769,849,228.571,0
69,0.288292,2827,899,228.571,0
70,0.303861,2824,937,228.571,0
71,0.276824,2678,870,228.571,0
72,0.269038,2710,872,228.571,0
73,0.277724,2810,916,228.571,0
74,0.290066,2766,899,228.571,0
75,0.269316,2698,875,228.571,0
76,0.254269,2751,890,228.571,0
77,0.261114,2749,887,228.571,0
78,0.251327,2794,922,228.571,0
79,0.248615,2722,908,228.571,0
80,0.259701,2688,923,228.571,0
81,0.258774,2641,932,228.571,0
82,0.251519,2640,945,228.571,0
83,0.267909,2518,908,228.571,0
84,0.237058,2529,915,228.571,0
85,0.238165,2488,881,228.571,0
86,0.22573,2584,941,228.571,0
87,0.2576,2654,988,228.571,0
88,0.243834,2589,980,228.571,0
89,0.234596,2484,914,228.571,0
