,drive_carrier,pop_size,fertile_female,drop_size,suppressed
0,0.0,1979,1020,228.571,0
1,0.0,1980,1022,228.571,0
2,0.0,1948,992,228.571,0
3,0.0,1922,981,228.571,0
4,0.0,2034,1023,228.571,0
5,0.0,2024,1006,228.571,0
6,0.0,1959,999,228.571,0
7,0.0,1975,965,228.571,0
8,0.0,2055,1010,228.571,0
9,0.0,2004,966,228.571,0
10,0.005465,2125,1048,228.571,0
11,0.198845,2244,1001,228.571,0
12,0.301553,2492,974,228.571,0
13,0.427945,2706,878,228.571,0
14,0.483542,3005,823,228.571,0
15,0.557834,3324,791,228.571,0
16,0.60297,3613,719,228.571,0
17,0.639746,3917,685,228.571,0
18,0.695053,4074,638,228.571,0
19,0.71717,4206,581,228.571,0
20,0.725919,4331,517,228.571,0
21,0.736343,4351,484,228.571,0
22,0.781339,4390,441,228.571,0
23,0.798645,4322,391,228.571,0
24,0.822873,4198,304,228.571,0
25,0.814131,3953,235,228.571,0
26,0.821975,3386,204,228.571,0
27,0.860524,2836,156,228.571,0
28,0.824951,2379,118,228.571,0
29,0.779112,1911,88,228.571,0
30,0.815813,1513,77,228.571,0
31,0.725501,1241,65,228.571,0
32,0.776033,1032,64,228.571,0
33,0.783178,884,55,228.571,0
34,0.698619,775,50,228.571,0
35,0.717992,676,46,228.571,0
36,0.721905,613,39,228.571,0
37,0.689491,561,42,228.571,0
38,0.580743,519,46,228.571,0
39,0.588497,491,66,228.571,0
40,0.56243,549,82,228.571,0
41,0.543755,691,123,228.571,0
42,0.586763,900,180,228.571,0
43,0.522407,1197,213,228.571,0
44,0.501939,1487,274,228.571,0
45,0.53457,1813,350,228.571,0
46,0.477728,2281,428,228.571,0
47,0.504874,2633,548,228.571,0
48,0.49584,2986,635,228.571,0
49,0.499177,3207,679,228.571,0
50,0.492746,3329,749,228.571,0
51,0.501769,3432,801,228.571,0
52,0.488191,3352,762,228.571,0
53,0.520167,3293,760,228.571,0
54,0.496985,3294,746,228.571,0
55,0.467482,3329,765,228.571,0
56,0.46926,3287,752,228.571,0
57,0.49095,3312,751,228.571,0
58,0.461041,3322,748,228.571,0
59,0.465413,3348,754,228.571,0
60,0.462909,3322,785,228.571,0
61,0.419128,3327,782,228.571,0
62,0.423535,3303,815,228.571,0
63,0.408369,3218,834,228.571,0
64,0.40401,3198,828,228.571,0
65,0.403341,3132,832,228.571,0
66,0.389636,3075,834,228.571,0
67,0.41527,3044,812,228.571,0
68,0.39027,3090,837,228.571,0
69,0.407074,3082,831,228.571,0
70,0.420434,3090,821,228.571,0
71,0.388051,3068,814,228.571,0
72,0.41904,3044,804,228.571,0
73,0.408407,3108,811,228.571,0
74,0.404545,3104,805,228.571,0
75,0.401388,3106,833,228.571,0
76,0.402739,3113,883,228.571,0
77,0.38981,3018,844,228.571,0
78,0.409067,3069,858,228.571,0
79,0.400407,3001,850,228.571,0
80,0.362786,2976,879,228.571,0
81,0.376808,2988,908,228.571,0
82,0.386788,2917,873,228.571,0
83,0.383771,2942,870,228.571,0
84,0.377603,2848,835,228.571,0
85,0.361324,2899,828,228.571,0
86,0.391684,2866,839,228.571,0
87,0.379369,2958,866,228.571,0
88,0.356297,2943,860,228.571,0
89,0.33606,2896,859,228.571,0
