Generation,New_Num_Wild_Gene_Frequency,Wild_Type_Gene_Frequency,New_Num_Wild_Gene,Num_Wild_Gene
91,NAN,NAN,0,0
92,NAN,NAN,0,0
93,NAN,NAN,0,0
94,NAN,NAN,0,0
95,NAN,NAN,0,0
96,NAN,NAN,0,0
97,NAN,NAN,0,0
98,NAN,NAN,0,0
99,NAN,NAN,0,0
100,NAN,NAN,0,0
101,NAN,NAN,0,0
102,NAN,NAN,0,0
103,NAN,NAN,0,0
104,NAN,NAN,0,0
105,NAN,NAN,0,0
106,NAN,NAN,0,0
107,NAN,NAN,0,0
108,NAN,NAN,0,0
109,NAN,NAN,0,0
110,NAN,NAN,0,0
111,NAN,NAN,0,0
112,NAN,NAN,0,0
113,NAN,NAN,0,0
114,NAN,NAN,0,0
115,NAN,NAN,0,0
116,NAN,NAN,0,0
117,NAN,NAN,0,0
118,NAN,NAN,0,0
119,NAN,NAN,0,0
120,NAN,NAN,0,0
121,NAN,NAN,0,0
122,NAN,NAN,0,0
123,NAN,NAN,0,0
124,NAN,NAN,0,0
125,NAN,NAN,0,0
126,NAN,NAN,0,0
127,NAN,NAN,0,0
128,NAN,NAN,0,0
129,NAN,NAN,0,0
130,NAN,NAN,0,0
131,NAN,NAN,0,0
132,NAN,NAN,0,0
133,NAN,NAN,0,0
134,NAN,NAN,0,0
135,NAN,NAN,0,0
136,NAN,NAN,0,0
137,NAN,NAN,0,0
138,NAN,NAN,0,0
139,NAN,NAN,0,0
140,NAN,NAN,0,0
141,NAN,NAN,0,0
142,NAN,NAN,0,0
143,NAN,NAN,0,0
144,NAN,NAN,0,0
145,NAN,NAN,0,0
146,NAN,NAN,0,0
147,NAN,NAN,0,0
148,NAN,NAN,0,0
149,NAN,NAN,0,0
150,NAN,NAN,0,0
NAN,NAN,NAN,NAN,NAN
1,0.997466,0.996628,199174,149546
2,0.996355,0.995141,199550,149501
3,0.99606,0.994749,199742,149662
4,0.99455,0.99275,199268,149520
5,0.993514,0.991365,201433,150981
6,0.991451,0.988641,199815,149968
7,0.989648,0.986209,199321,149104
8,0.986498,0.982062,198584,148805
9,0.982456,0.97678,199692,150009
10,0.977566,0.970296,202190,151570
11,0.970616,0.96122,199450,149661
12,0.963494,0.951837,199925,149705
13,0.953352,0.938636,197647,147930
14,0.94157,0.923446,196549,147128
15,0.927467,0.905446,196176,146914
16,0.910086,0.883228,196209,146622
17,0.888599,0.855984,194637,145031
18,0.861064,0.822269,190457,142176
19,0.830469,0.784883,189101,140848
20,0.793513,0.740803,187750,139634
21,0.751405,0.691945,182581,135680
22,0.706826,0.641163,178622,132379
23,0.657501,0.586868,172915,127952
24,0.601088,0.526443,164757,121552
25,0.544247,0.467666,156410,115067
26,0.486749,0.410649,146230,107438
27,0.42988,0.356039,134905,98920
28,0.37735,0.307033,124146,90762
29,0.324463,0.259997,111019,81211
30,0.275805,0.217884,97669,71444
31,0.233623,0.182058,85861,62692
32,0.19591,0.151329,74172,54284
33,0.166665,0.126695,64713,46942
34,0.135637,0.103127,53595,39272
35,0.114754,0.0860386,46667,33890
36,0.0945647,0.0708334,38725,28266
37,0.0778813,0.0576472,32198,23321
38,0.0602487,0.0448853,25260,18516
39,0.0509126,0.0371685,21596,15541
40,0.0437087,0.0316163,18590,13279
41,0.0338173,0.0252967,14414,10688
42,0.0308158,0.0219737,13307,9403
43,0.0247376,0.0179303,10653,7668
44,0.0204469,0.0146574,8846,6304
45,0.0158622,0.0116655,6881,5039
46,0.0157962,0.0109296,6883,4739
47,0.0149982,0.0102201,6512,4416
48,0.0118821,0.00854832,5191,3722
49,0.00699005,0.00579279,3059,2532
50,0.00560479,0.00418739,2465,1839
51,0.0044233,0.0032055,1937,1402
52,0.00249674,0.00202927,1098,892
53,0.00109449,0.00109449,481,481
54,NAN,NAN,0,0
55,NAN,NAN,0,0
56,NAN,NAN,0,0
57,NAN,NAN,0,0
58,NAN,NAN,0,0
59,NAN,NAN,0,0
60,NAN,NAN,0,0
61,NAN,NAN,0,0
62,NAN,NAN,0,0
63,NAN,NAN,0,0
64,NAN,NAN,0,0
65,NAN,NAN,0,0
66,NAN,NAN,0,0
67,NAN,NAN,0,0
68,NAN,NAN,0,0
69,NAN,NAN,0,0
70,NAN,NAN,0,0
71,NAN,NAN,0,0
72,NAN,NAN,0,0
73,NAN,NAN,0,0
74,NAN,NAN,0,0
75,NAN,NAN,0,0
76,NAN,NAN,0,0
77,NAN,NAN,0,0
78,NAN,NAN,0,0
79,NAN,NAN,0,0
80,NAN,NAN,0,0
81,NAN,NAN,0,0
82,NAN,NAN,0,0
83,NAN,NAN,0,0
84,NAN,NAN,0,0
85,NAN,NAN,0,0
86,NAN,NAN,0,0
87,NAN,NAN,0,0
88,NAN,NAN,0,0
89,NAN,NAN,0,0
90,NAN,NAN,0,0
91,NAN,NAN,0,0
92,NAN,NAN,0,0
93,NAN,NAN,0,0
94,NAN,NAN,0,0
95,NAN,NAN,0,0
96,NAN,NAN,0,0
97,NAN,NAN,0,0
98,NAN,NAN,0,0
99,NAN,NAN,0,0
100,NAN,NAN,0,0
101,NAN,NAN,0,0
102,NAN,NAN,0,0
103,NAN,NAN,0,0
104,NAN,NAN,0,0
105,NAN,NAN,0,0
106,NAN,NAN,0,0
107,NAN,NAN,0,0
108,NAN,NAN,0,0
109,NAN,NAN,0,0
110,NAN,NAN,0,0
111,NAN,NAN,0,0
112,NAN,NAN,0,0
113,NAN,NAN,0,0
114,NAN,NAN,0,0
115,NAN,NAN,0,0
116,NAN,NAN,0,0
117,NAN,NAN,0,0
118,NAN,NAN,0,0
119,NAN,NAN,0,0
120,NAN,NAN,0,0
121,NAN,NAN,0,0
122,NAN,NAN,0,0
123,NAN,NAN,0,0
124,NAN,NAN,0,0
125,NAN,NAN,0,0
126,NAN,NAN,0,0
127,NAN,NAN,0,0
128,NAN,NAN,0,0
129,NAN,NAN,0,0
130,NAN,NAN,0,0
131,NAN,NAN,0,0
132,NAN,NAN,0,0
133,NAN,NAN,0,0
134,NAN,NAN,0,0
135,NAN,NAN,0,0
136,NAN,NAN,0,0
137,NAN,NAN,0,0
138,NAN,NAN,0,0
139,NAN,NAN,0,0
140,NAN,NAN,0,0
141,NAN,NAN,0,0
142,NAN,NAN,0,0
143,NAN,NAN,0,0
144,NAN,NAN,0,0
145,NAN,NAN,0,0
146,NAN,NAN,0,0
147,NAN,NAN,0,0
148,NAN,NAN,0,0
149,NAN,NAN,0,0
150,NAN,NAN,0,0
NAN,NAN,NAN,NAN,NAN
1,0.996177,0.994885,202204,150940
2,0.993984,0.991996,196962,147730
3,0.993241,0.990996,199427,149348
4,0.989895,0.986587,198086,148730
5,0.987611,0.983528,201518,150943
6,0.983879,0.978582,199818,149591
7,0.979943,0.973394,197192,147661
8,0.974735,0.966611,197495,148195
9,0.967824,0.957592,198429,148964
10,0.957849,0.944543,198336,148656
11,0.947157,0.930743,197827,148325
12,0.934666,0.914319,198968,148415
13,0.915901,0.890511,194541,145286
14,0.895755,0.865237,194764,145525
15,0.869173,0.832222,192261,143545
16,0.841721,0.798629,191244,142624
17,0.808934,0.759413,188967,140884
18,0.770172,0.713939,186468,138874
19,0.724074,0.660796,180532,134020
20,0.672926,0.603654,174475,129159
21,0.621223,0.547478,167955,123896
22,0.561928,0.486615,158865,117391
23,0.507021,0.43082,150274,110594
24,0.452997,0.377847,140343,102921
25,0.395988,0.325334,128202,94297
26,0.343388,0.277337,115967,85100
27,0.298745,0.236649,104814,76274
28,0.254972,0.19973,91840,66976
29,0.217626,0.168141,80791,58707
30,0.182611,0.139891,69716,50754
31,0.1486,0.113318,58158,42585
32,0.125946,0.0943293,50549,36538
33,0.101733,0.0762708,41395,30179
34,0.0854427,0.0631551,35355,25511
35,0.0673961,0.0503204,28131,20626
36,0.0593394,0.0426259,25034,17669
37,0.0453827,0.0336332,19193,14051
38,0.0401752,0.0288985,17136,12183
39,0.0308072,0.0227822,13145,9641
40,0.0244647,0.018094,10573,7769
41,0.0207109,0.0149618,8992,6458
42,0.0160053,0.0118768,6949,5135
43,0.0126989,0.00927637,5558,4046
44,0.0122232,0.00852879,5347,3717
45,0.010391,0.0073287,4527,3183
46,0.0105377,0.00717861,4594,3119
47,0.00869601,0.00603927,3800,2632
48,0.00599588,0.00448422,2614,1952
49,0.00694521,0.00461801,3030,2010
50,0.00326449,0.00280303,1425,1223
51,0.00144405,0.00144405,634,634
52,NAN,NAN,0,0
53,NAN,NAN,0,0
54,NAN,NAN,0,0
55,NAN,NAN,0,0
56,NAN,NAN,0,0
57,NAN,NAN,0,0
58,NAN,NAN,0,0
59,NAN,NAN,0,0
60,NAN,NAN,0,0
61,NAN,NAN,0,0
62,NAN,NAN,0,0
63,NAN,NAN,0,0
64,NAN,NAN,0,0
65,NAN,NAN,0,0
66,NAN,NAN,0,0
67,NAN,NAN,0,0
68,NAN,NAN,0,0
69,NAN,NAN,0,0
70,NAN,NAN,0,0
71,NAN,NAN,0,0
72,NAN,NAN,0,0
73,NAN,NAN,0,0
74,NAN,NAN,0,0
75,NAN,NAN,0,0
76,NAN,NAN,0,0
77,NAN,NAN,0,0
78,NAN,NAN,0,0
79,NAN,NAN,0,0
80,NAN,NAN,0,0
81,NAN,NAN,0,0
82,NAN,NAN,0,0
83,NAN,NAN,0,0
84,NAN,NAN,0,0
85,NAN,NAN,0,0
86,NAN,NAN,0,0
87,NAN,NAN,0,0
88,NAN,NAN,0,0
89,NAN,NAN,0,0
90,NAN,NAN,0,0
91,NAN,NAN,0,0
92,NAN,NAN,0,0
93,NAN,NAN,0,0
94,NAN,NAN,0,0
95,NAN,NAN,0,0
96,NAN,NAN,0,0
97,NAN,NAN,0,0
98,NAN,NAN,0,0
99,NAN,NAN,0,0
100,NAN,NAN,0,0
101,NAN,NAN,0,0
102,NAN,NAN,0,0
103,NAN,NAN,0,0
104,NAN,NAN,0,0
105,NAN,NAN,0,0
106,NAN,NAN,0,0
107,NAN,NAN,0,0
108,NAN,NAN,0,0
109,NAN,NAN,0,0
110,NAN,NAN,0,0
111,NAN,NAN,0,0
112,NAN,NAN,0,0
113,NAN,NAN,0,0
114,NAN,NAN,0,0
115,NAN,NAN,0,0
116,NAN,NAN,0,0
117,NAN,NAN,0,0
118,NAN,NAN,0,0
119,NAN,NAN,0,0
120,NAN,NAN,0,0
121,NAN,NAN,0,0
122,NAN,NAN,0,0
123,NAN,NAN,0,0
124,NAN,NAN,0,0
125,NAN,NAN,0,0
126,NAN,NAN,0,0
127,NAN,NAN,0,0
128,NAN,NAN,0,0
129,NAN,NAN,0,0
130,NAN,NAN,0,0
131,NAN,NAN,0,0
132,NAN,NAN,0,0
133,NAN,NAN,0,0
134,NAN,NAN,0,0
135,NAN,NAN,0,0
136,NAN,NAN,0,0
137,NAN,NAN,0,0
138,NAN,NAN,0,0
139,NAN,NAN,0,0
140,NAN,NAN,0,0
141,NAN,NAN,0,0
142,NAN,NAN,0,0
143,NAN,NAN,0,0
144,NAN,NAN,0,0
145,NAN,NAN,0,0
146,NAN,NAN,0,0
147,NAN,NAN,0,0
148,NAN,NAN,0,0
149,NAN,NAN,0,0
150,NAN,NAN,0,0
NAN,NAN,NAN,NAN,NAN
1,0.995129,0.993507,199995,149809
2,0.992684,0.990285,198793,149327
3,0.991113,0.988188,198960,149245
4,0.988439,0.984666,199803,150068
5,0.986521,0.982068,199735,149461
6,0.982851,0.977261,198477,148832
7,0.97924,0.972467,199430,149334
8,0.972418,0.963672,197434,148550
9,0.965729,0.954696,200804,150168
10,0.954511,0.94009,196759,147141
11,0.942315,0.924371,197432,147720
12,0.927083,0.904897,196232,146854
13,0.90918,0.882156,196072,146617
14,0.886129,0.853345,193605,144764
15,0.860501,0.821219,193451,144055
16,0.828567,0.782724,187977,140110
17,0.789771,0.736329,185773,138097
18,0.749672,0.689686,183097,135884
19,0.703948,0.637584,178624,132159
20,0.651468,0.580815,170678,126520
21,0.602094,0.527648,166473,122896
22,0.543049,0.467394,156171,115321
23,0.488483,0.41278,148067,108990
24,0.432103,0.358243,135359,99306
25,0.381043,0.309995,124829,91097
26,0.327363,0.263132,111111,81525
27,0.280698,0.221829,99385,72600
28,0.239114,0.186269,87300,63590
29,0.200818,0.155422,75650,55402
30,0.167821,0.128075,64641,47083
31,0.140072,0.105913,55316,40228
32,0.116509,0.0871445,46969,34001
33,0.0955563,0.0709808,39085,28265
34,0.0786521,0.0580644,32581,23527
35,0.0644905,0.0477364,27066,19682
36,0.0507486,0.0377864,21503,15795
37,0.0433042,0.031298,18483,13193
38,0.0361782,0.0260702,15512,11062
39,0.0307108,0.0221239,13164,9400
40,0.0293463,0.020378,12678,8723
41,0.0203311,0.0153853,8775,6607
42,0.0195981,0.0136414,8535,5905
43,0.0144632,0.01068,6267,4610
44,0.0101697,0.00790666,4436,3441
45,0.0113804,0.00768788,4982,3353
46,0.00603874,0.00500271,2633,2179
47,0.00584049,0.00421277,2569,1850
48,0.00338047,0.00267989,1487,1178
49,0.00624966,0.00381189,2748,1672
50,0.00279622,0.00237092,1220,1034
51,0.00393479,0.00254878,1733,1121
52,0.00122962,0.00122962,538,538
53,NAN,NAN,0,0
54,NAN,NAN,0,0
55,NAN,NAN,0,0
56,NAN,NAN,0,0
57,NAN,NAN,0,0
58,NAN,NAN,0,0
59,NAN,NAN,0,0
60,NAN,NAN,0,0
61,NAN,NAN,0,0
62,NAN,NAN,0,0
63,NAN,NAN,0,0
64,NAN,NAN,0,0
65,NAN,NAN,0,0
66,NAN,NAN,0,0
67,NAN,NAN,0,0
68,NAN,NAN,0,0
69,NAN,NAN,0,0
70,NAN,NAN,0,0
71,NAN,NAN,0,0
72,NAN,NAN,0,0
73,NAN,NAN,0,0
74,NAN,NAN,0,0
75,NAN,NAN,0,0
76,NAN,NAN,0,0
77,NAN,NAN,0,0
78,NAN,NAN,0,0
79,NAN,NAN,0,0
80,NAN,NAN,0,0
81,NAN,NAN,0,0
82,NAN,NAN,0,0
83,NAN,NAN,0,0
84,NAN,NAN,0,0
85,NAN,NAN,0,0
86,NAN,NAN,0,0
87,NAN,NAN,0,0
88,NAN,NAN,0,0
89,NAN,NAN,0,0
90,NAN,NAN,0,0
91,NAN,NAN,0,0
92,NAN,NAN,0,0
93,NAN,NAN,0,0
94,NAN,NAN,0,0
95,NAN,NAN,0,0
96,NAN,NAN,0,0
97,NAN,NAN,0,0
98,NAN,NAN,0,0
99,NAN,NAN,0,0
100,NAN,NAN,0,0
101,NAN,NAN,0,0
102,NAN,NAN,0,0
103,NAN,NAN,0,0
104,NAN,NAN,0,0
105,NAN,NAN,0,0
106,NAN,NAN,0,0
107,NAN,NAN,0,0
108,NAN,NAN,0,0
109,NAN,NAN,0,0
110,NAN,NAN,0,0
111,NAN,NAN,0,0
112,NAN,NAN,0,0
113,NAN,NAN,0,0
114,NAN,NAN,0,0
115,NAN,NAN,0,0
116,NAN,NAN,0,0
117,NAN,NAN,0,0
118,NAN,NAN,0,0
119,NAN,NAN,0,0
120,NAN,NAN,0,0
121,NAN,NAN,0,0
122,NAN,NAN,0,0
123,NAN,NAN,0,0
124,NAN,NAN,0,0
125,NAN,NAN,0,0
126,NAN,NAN,0,0
127,NAN,NAN,0,0
128,NAN,NAN,0,0
129,NAN,NAN,0,0
130,NAN,NAN,0,0
131,NAN,NAN,0,0
132,NAN,NAN,0,0
133,NAN,NAN,0,0
134,NAN,NAN,0,0
135,NAN,NAN,0,0
136,NAN,NAN,0,0
137,NAN,NAN,0,0
138,NAN,NAN,0,0
139,NAN,NAN,0,0
140,NAN,NAN,0,0
141,NAN,NAN,0,0
142,NAN,NAN,0,0
143,NAN,NAN,0,0
144,NAN,NAN,0,0
145,NAN,NAN,0,0
146,NAN,NAN,0,0
147,NAN,NAN,0,0
148,NAN,NAN,0,0
149,NAN,NAN,0,0
150,NAN,NAN,0,0
NAN,NAN,NAN,NAN,NAN
1,0.997614,0.996822,199860,149933
2,0.996198,0.994942,198873,149298
3,0.995809,0.994418,200305,150188
4,0.994555,0.992746,200928,150548
5,0.992894,0.990544,199822,149789
6,0.991459,0.988636,199888,149805
7,0.988896,0.985227,200020,149783
8,0.986059,0.981495,198468,148831
9,0.9816,0.975598,199206,149286
10,0.975803,0.967943,197924,148196
11,0.969485,0.959614,199204,148981
12,0.960832,0.948352,196715,147245
13,0.951269,0.935931,196947,147382
14,0.937719,0.918411,196137,146639
15,0.922047,0.898382,195793,146342
16,0.901542,0.872411,193918,144808
17,0.878896,0.844224,193090,144190
18,0.849916,0.808598,190529,142137
19,0.814804,0.765938,188878,140483
20,0.77557,0.719854,185338,137811
21,0.733067,0.670675,181239,134400
22,0.68648,0.618397,176089,130324
23,0.63194,0.560104,168599,125031
24,0.579052,0.503912,163009,120370
25,0.518424,0.442579,152681,112609
26,0.464571,0.389171,142561,104682
27,0.408832,0.336792,130384,95742
28,0.358429,0.289419,119367,87024
29,0.307501,0.245703,106072,77811
30,0.263752,0.207741,94842,69420
31,0.22376,0.173553,82769,60297
32,0.187363,0.144121,71410,52154
33,0.156483,0.118368,61200,44292
34,0.128554,0.0966834,51328,37241
35,0.104691,0.0785192,42426,30916
36,0.0849563,0.0632595,35003,25460
37,0.0710641,0.0521826,29612,21311
38,0.0576766,0.0424658,24192,17529
39,0.0475571,0.034589,20205,14498
40,0.0347156,0.026133,14835,11069
41,0.0305332,0.0220443,13138,9403
42,0.0231548,0.0171192,9966,7323
43,0.0201266,0.0144824,8761,6268
44,0.014746,0.0109645,6406,4745
45,0.0124357,0.00900843,5426,3917
46,0.00768913,0.00614296,3351,2673
47,0.0053602,0.00427638,2349,1872
48,0.00719759,0.00455006,3169,1998
49,0.00485207,0.00359688,2130,1577
50,0.00263896,0.00225014,1158,987
51,0.00117924,0.00117924,519,519
52,NAN,NAN,0,0
53,NAN,NAN,0,0
54,NAN,NAN,0,0
55,NAN,NAN,0,0
56,NAN,NAN,0,0
57,NAN,NAN,0,0
58,NAN,NAN,0,0
59,NAN,NAN,0,0
60,NAN,NAN,0,0
61,NAN,NAN,0,0
62,NAN,NAN,0,0
63,NAN,NAN,0,0
64,NAN,NAN,0,0
65,NAN,NAN,0,0
66,NAN,NAN,0,0
67,NAN,NAN,0,0
68,NAN,NAN,0,0
69,NAN,NAN,0,0
70,NAN,NAN,0,0
71,NAN,NAN,0,0
72,NAN,NAN,0,0
73,NAN,NAN,0,0
74,NAN,NAN,0,0
75,NAN,NAN,0,0
76,NAN,NAN,0,0
77,NAN,NAN,0,0
78,NAN,NAN,0,0
79,NAN,NAN,0,0
80,NAN,NAN,0,0
81,NAN,NAN,0,0
82,NAN,NAN,0,0
83,NAN,NAN,0,0
84,NAN,NAN,0,0
85,NAN,NAN,0,0
86,NAN,NAN,0,0
87,NAN,NAN,0,0
88,NAN,NAN,0,0
89,NAN,NAN,0,0
90,NAN,NAN,0,0
91,NAN,NAN,0,0
92,NAN,NAN,0,0
93,NAN,NAN,0,0
94,NAN,NAN,0,0
95,NAN,NAN,0,0
96,NAN,NAN,0,0
97,NAN,NAN,0,0
98,NAN,NAN,0,0
99,NAN,NAN,0,0
100,NAN,NAN,0,0
101,NAN,NAN,0,0
102,NAN,NAN,0,0
103,NAN,NAN,0,0
104,NAN,NAN,0,0
105,NAN,NAN,0,0
106,NAN,NAN,0,0
107,NAN,NAN,0,0
108,NAN,NAN,0,0
109,NAN,NAN,0,0
110,NAN,NAN,0,0
111,NAN,NAN,0,0
112,NAN,NAN,0,0
113,NAN,NAN,0,0
114,NAN,NAN,0,0
115,NAN,NAN,0,0
116,NAN,NAN,0,0
117,NAN,NAN,0,0
118,NAN,NAN,0,0
119,NAN,NAN,0,0
120,NAN,NAN,0,0
121,NAN,NAN,0,0
122,NAN,NAN,0,0
123,NAN,NAN,0,0
124,NAN,NAN,0,0
125,NAN,NAN,0,0
126,NAN,NAN,0,0
127,NAN,NAN,0,0
128,NAN,NAN,0,0
129,NAN,NAN,0,0
130,NAN,NAN,0,0
131,NAN,NAN,0,0
132,NAN,NAN,0,0
133,NAN,NAN,0,0
134,NAN,NAN,0,0
135,NAN,NAN,0,0
136,NAN,NAN,0,0
137,NAN,NAN,0,0
138,NAN,NAN,0,0
139,NAN,NAN,0,0
140,NAN,NAN,0,0
141,NAN,NAN,0,0
142,NAN,NAN,0,0
143,NAN,NAN,0,0
144,NAN,NAN,0,0
145,NAN,NAN,0,0
146,NAN,NAN,0,0
147,NAN,NAN,0,0
148,NAN,NAN,0,0
149,NAN,NAN,0,0
150,NAN,NAN,0,0
NAN,NAN,NAN,NAN,NAN
1,0.996243,0.994999,200743,150603
2,0.994012,0.992047,199530,149941
3,0.993266,0.991032,201343,150844
4,0.990858,0.987871,198673,149298
5,0.989298,0.985789,202165,151704
6,0.985762,0.981079,200437,150111
7,0.982734,0.977139,199493,149810
8,0.9781,0.971005,199726,149761
9,0.972616,0.963746,198404,148494
10,0.964841,0.953541,198161,148206
11,0.956288,0.942456,197309,147712
12,0.943502,0.92584,197041,147304
13,0.926286,0.903831,194496,145467
14,0.908367,0.881023,194981,145649
15,0.884998,0.851943,193650,144797
16,0.860791,0.821658,193807,144404
17,0.827975,0.78204,188972,140872
18,0.791419,0.738563,186892,139149
19,0.748753,0.688647,183422,136131
20,0.702373,0.636247,178213,132088
21,0.653801,0.582393,172848,127642
22,0.600337,0.525278,164113,120890
23,0.543231,0.466735,155915,114743
24,0.484086,0.408909,145431,107222
25,0.428896,0.35517,135442,99336
26,0.374384,0.304693,122979,90055
27,0.326302,0.261369,111684,81595
28,0.278593,0.219671,98736,71975
29,0.235396,0.183858,85848,62818
30,0.19741,0.152305,74581,54479
31,0.167154,0.127018,64941,47079
32,0.137952,0.104157,54630,39691
33,0.11403,0.0858657,46038,33599
34,0.0952138,0.0710153,39170,28454
35,0.0760058,0.056815,31498,23066
36,0.0638568,0.0469739,26797,19363
37,0.0499304,0.0372289,21024,15469
38,0.0437184,0.0317959,18671,13412
39,0.0336111,0.025009,14366,10595
40,0.0249101,0.0187378,10740,8028
41,0.0224744,0.0161459,9762,6968
42,0.0193463,0.0139024,8400,6003
43,0.0134409,0.0102344,5850,4440
44,0.00987632,0.007449,4301,3236
45,0.0108584,0.00744843,4763,3256
46,0.00726309,0.00550784,3181,2408
47,0.00479708,0.00372272,2113,1638
48,0.0048255,0.00330168,2121,1449
49,0.00335718,0.00246185,1470,1077
50,0.00633166,0.00377076,2771,1646
51,0.00417106,0.00305353,1827,1336
52,0.00146554,0.00146554,645,645
53,NAN,NAN,0,0
54,NAN,NAN,0,0
55,NAN,NAN,0,0
56,NAN,NAN,0,0
57,NAN,NAN,0,0
58,NAN,NAN,0,0
59,NAN,NAN,0,0
60,NAN,NAN,0,0
61,NAN,NAN,0,0
62,NAN,NAN,0,0
63,NAN,NAN,0,0
64,NAN,NAN,0,0
65,NAN,NAN,0,0
66,NAN,NAN,0,0
67,NAN,NAN,0,0
68,NAN,NAN,0,0
69,NAN,NAN,0,0
70,NAN,NAN,0,0
71,NAN,NAN,0,0
72,NAN,NAN,0,0
73,NAN,NAN,0,0
74,NAN,NAN,0,0
75,NAN,NAN,0,0
76,NAN,NAN,0,0
77,NAN,NAN,0,0
78,NAN,NAN,0,0
79,NAN,NAN,0,0
80,NAN,NAN,0,0
81,NAN,NAN,0,0
82,NAN,NAN,0,0
83,NAN,NAN,0,0
84,NAN,NAN,0,0
85,NAN,NAN,0,0
86,NAN,NAN,0,0
87,NAN,NAN,0,0
88,NAN,NAN,0,0
89,NAN,NAN,0,0
90,NAN,NAN,0,0
91,NAN,NAN,0,0
92,NAN,NAN,0,0
93,NAN,NAN,0,0
94,NAN,NAN,0,0
95,NAN,NAN,0,0
96,NAN,NAN,0,0
97,NAN,NAN,0,0
98,NAN,NAN,0,0
99,NAN,NAN,0,0
100,NAN,NAN,0,0
101,NAN,NAN,0,0
102,NAN,NAN,0,0
103,NAN,NAN,0,0
104,NAN,NAN,0,0
105,NAN,NAN,0,0
106,NAN,NAN,0,0
107,NAN,NAN,0,0
108,NAN,NAN,0,0
109,NAN,NAN,0,0
110,NAN,NAN,0,0
111,NAN,NAN,0,0
112,NAN,NAN,0,0
113,NAN,NAN,0,0
114,NAN,NAN,0,0
115,NAN,NAN,0,0
116,NAN,NAN,0,0
117,NAN,NAN,0,0
118,NAN,NAN,0,0
119,NAN,NAN,0,0
120,NAN,NAN,0,0
121,NAN,NAN,0,0
122,NAN,NAN,0,0
123,NAN,NAN,0,0
124,NAN,NAN,0,0
125,NAN,NAN,0,0
126,NAN,NAN,0,0
127,NAN,NAN,0,0
128,NAN,NAN,0,0
129,NAN,NAN,0,0
130,NAN,NAN,0,0
131,NAN,NAN,0,0
132,NAN,NAN,0,0
133,NAN,NAN,0,0
134,NAN,NAN,0,0
135,NAN,NAN,0,0
136,NAN,NAN,0,0
137,NAN,NAN,0,0
138,NAN,NAN,0,0
139,NAN,NAN,0,0
140,NAN,NAN,0,0
141,NAN,NAN,0,0
142,NAN,NAN,0,0
143,NAN,NAN,0,0
144,NAN,NAN,0,0
145,NAN,NAN,0,0
146,NAN,NAN,0,0
147,NAN,NAN,0,0
148,NAN,NAN,0,0
149,NAN,NAN,0,0
150,NAN,NAN,0,0
NAN,NAN,NAN,NAN,NAN
1,0.995028,0.993373,201137,150653
2,0.992043,0.989435,199099,149559
3,0.99055,0.98742,200210,149919
4,0.987289,0.983115,199693,149694
5,0.98444,0.979347,199798,149749
6,0.978262,0.97122,198505,148855
7,0.972279,0.963295,199461,149253
8,0.964182,0.952746,197717,148092
9,0.953464,0.938765,198002,148154
10,0.940924,0.922587,197195,147554
11,0.925111,0.902245,195167,145820
12,0.906978,0.879315,194418,145283
13,0.886013,0.85272,193390,144050
14,0.860246,0.821017,191680,142843
15,0.829849,0.784038,189511,141068
16,0.792747,0.740203,186730,139090
17,0.750339,0.690432,183467,136149
18,0.704414,0.638298,177921,131751
19,0.65304,0.582358,171427,127000
20,0.598941,0.524815,164280,121493
21,0.54321,0.466977,156678,115427
22,0.487747,0.411588,147166,108113
23,0.428161,0.354664,134452,98688
24,0.373772,0.304609,123095,90340
25,0.322156,0.258175,110578,80974
26,0.277823,0.219102,98920,72146
27,0.236547,0.184086,87022,63368
28,0.198931,0.15299,75265,54744
29,0.164575,0.125187,63616,46212
30,0.137114,0.103036,54217,39194
31,0.112885,0.084681,45439,33036
32,0.0953045,0.0703853,39084,28091
33,0.0763828,0.056861,31699,23109
34,0.0633476,0.0464267,26596,19146
35,0.0517187,0.0379347,21940,15862
36,0.0410184,0.0302226,17399,12677
37,0.0315689,0.0235916,13582,10067
38,0.0267475,0.0193467,11501,8256
39,0.0204289,0.0150572,8840,6480
40,0.0157447,0.0118068,6851,5117
41,0.013584,0.00985684,5929,4286
42,0.0104835,0.00770579,4569,3349
43,0.0100835,0.00704119,4410,3070
44,0.00792897,0.00582887,3472,2547
45,0.00737784,0.00515248,3229,2250
46,0.00623859,0.00450474,2733,1970
47,0.0046954,0.00345445,2055,1510
48,0.0016666,0.0016666,730,730
49,NAN,NAN,0,0
50,NAN,NAN,0,0
51,NAN,NAN,0,0
52,NAN,NAN,0,0
53,NAN,NAN,0,0
54,NAN,NAN,0,0
55,NAN,NAN,0,0
56,NAN,NAN,0,0
57,NAN,NAN,0,0
58,NAN,NAN,0,0
59,NAN,NAN,0,0
60,NAN,NAN,0,0
61,NAN,NAN,0,0
62,NAN,NAN,0,0
63,NAN,NAN,0,0
64,NAN,NAN,0,0
65,NAN,NAN,0,0
66,NAN,NAN,0,0
67,NAN,NAN,0,0
68,NAN,NAN,0,0
69,NAN,NAN,0,0
70,NAN,NAN,0,0
71,NAN,NAN,0,0
72,NAN,NAN,0,0
73,NAN,NAN,0,0
74,NAN,NAN,0,0
75,NAN,NAN,0,0
