suppressed, gen_suppressed, gen, adult, adult_fe, fertile_fe, rate_dr, has_dr, release, drive_conversion
0,10000,200.0,99989.86666666667,50003.496296296296,50003.496296296296,0.0,0.0,0.0,0.0
0,10000,200.0,100056.64444444445,50000.51851851852,50000.51851851852,0.0,0.0,0.0,0.0
0,10000,200.0,99964.07407407407,50010.933333333334,50010.933333333334,0.0,0.0,0.0,0.0
0,10000,200.0,100013.87407407408,49995.874074074076,49995.874074074076,0.0,0.0,0.0,0.0
0,10000,200.0,99976.55555555556,50006.97777777778,50006.97777777778,0.0,0.0,0.0,0.0
0,10000,200.0,100024.57777777778,50005.82962962963,50005.82962962963,0.0,0.0,0.0,0.0
0,10000,200.0,99974.5925925926,49994.311111111114,49994.311111111114,0.0,0.0,0.0,0.0
0,10000,200.0,100048.44444444444,49995.27407407408,49995.27407407408,0.0,0.0,0.0,0.0
0,10000,200.0,100035.85185185185,49992.31851851852,49992.31851851852,0.0,0.0,0.0,0.0
0,10000,200.0,99992.3037037037,50010.637037037035,50010.637037037035,0.0,0.0,0.0,0.0
0,10000,200.0,100058.26666666666,49987.251851851855,49987.251851851855,0.0,0.0,0.0,0.0
0,10000,200.0,99915.81481481482,49991.18518518518,49991.18518518518,0.0,0.0,0.0,0.0
0,10000,200.0,99985.95555555556,50009.54814814815,50009.54814814815,0.0,0.0,0.0,0.0
0,10000,200.0,100034.22962962963,49996.22222222222,49996.22222222222,0.0,0.0,0.0,0.0
0,10000,200.0,99899.3037037037,50010.985185185185,50010.985185185185,0.0,0.0,0.0,0.0
0,10000,200.0,99962.93333333333,50002.96296296296,50002.96296296296,0.0,0.0,0.0,0.0
0,10000,200.0,99996.11111111111,50012.78518518519,50012.78518518519,0.0,0.0,0.0,0.0
0,10000,200.0,99974.80740740741,50009.28888888889,50009.28888888889,0.0,0.0,0.0,0.0
0,10000,200.0,99963.77777777778,50003.23703703703,50003.23703703703,0.0,0.0,0.0,0.0
0,10000,200.0,99981.48888888888,49981.43703703704,49981.43703703704,0.0,0.0,0.0,0.0
0,10000,200.0,123575.6962962963,59311.362962962965,47529.2,0.03756619703703706,0.0751323940740741,0.1,0.0
0,10000,200.0,123731.54074074075,59378.585185185184,47501.51111111111,0.03765538518518518,0.0753107637037037,0.1,0.0
0,10000,200.0,123599.68148148149,59310.40740740741,47511.94814814815,0.037476877777777785,0.07495375037037036,0.1,0.0
0,10000,200.0,123681.14814814815,59372.474074074074,47499.933333333334,0.03784291185185186,0.07568581703703706,0.1,0.0
0,10000,200.0,123714.54814814815,59348.6,47503.444444444445,0.03766541925925925,0.07533083555555553,0.1,0.0
0,10000,200.0,123634.80740740741,59330.45185185185,47507.555555555555,0.03758325111111113,0.07516650222222221,0.1,0.0
0,10000,200.0,123659.14074074074,59371.53333333333,47515.770370370374,0.037542475555555524,0.07508494740740737,0.1,0.0
0,10000,200.0,123595.06666666667,59312.251851851855,47510.21481481481,0.03748595259259258,0.07497190740740743,0.1,0.0
0,10000,200.0,123704.80740740741,59348.177777777775,47515.38518518519,0.03758603481481483,0.07517207259259256,0.1,0.0
0,10000,200.0,123569.82222222222,59304.22222222222,47523.84444444445,0.03751232148148148,0.07502463777777775,0.1,0.0
0,10000,200.0,123735.98518518519,59388.8,47499.444444444445,0.037729986666666666,0.07545997777777778,0.1,0.0
0,10000,200.0,123799.9037037037,59376.044444444444,47498.62962962963,0.03784206370370369,0.07568413259259259,0.1,0.0
0,10000,200.0,123726.36296296296,59326.80740740741,47503.72592592592,0.03760209407407409,0.07520418222222224,0.1,0.0
0,10000,200.0,123710.62222222223,59381.05925925926,47512.903703703705,0.037567560740740746,0.07513512074074077,0.1,0.0
0,10000,200.0,123910.06666666667,59429.822222222225,47483.37777777778,0.03760538296296297,0.07521076,0.1,0.0
0,10000,200.0,123806.06666666667,59386.53333333333,47476.392592592594,0.03773836740740741,0.07547673629629631,0.1,0.0
0,10000,200.0,123734.34814814814,59379.22222222222,47512.23703703703,0.03773237407407408,0.07546475185185185,0.1,0.0
0,10000,200.0,123673.4,59322.32592592593,47487.56296296296,0.03760517259259261,0.07521033555555559,0.1,0.0
0,10000,200.0,123689.45925925925,59297.11851851852,47486.51111111111,0.03757856074074072,0.07515712444444436,0.1,0.0
0,10000,200.0,123850.02962962963,59409.637037037035,47477.444444444445,0.0377477511111111,0.07549549333333327,0.1,0.0
0,10000,200.0,142930.78518518517,66435.7925925926,45357.94814814815,0.06106570592592593,0.12213137777777776,0.2,0.0
0,10000,200.0,142840.43703703705,66371.85925925926,45356.57777777778,0.061058143703703695,0.1221163185185185,0.2,0.0
0,10000,200.0,142827.57037037038,66357.34814814814,45351.7037037037,0.061041209629629604,0.12208242962962965,0.2,0.0
0,10000,200.0,142911.53333333333,66468.26666666666,45351.281481481485,0.06113392444444442,0.12226788888888888,0.2,0.0
0,10000,200.0,142683.82962962962,66319.95555555556,45401.281481481485,0.0607162237037037,0.12143249629629625,0.2,0.0
0,10000,200.0,142756.84444444443,66376.12592592592,45347.88888888889,0.06108263777777778,0.12216529629629629,0.2,0.0
0,10000,200.0,142648.0814814815,66322.97777777778,45378.76296296297,0.06086386148148149,0.12172771851851852,0.2,0.0
0,10000,200.0,142790.6962962963,66374.38518518518,45379.54814814815,0.06100503703703705,0.12201008888888888,0.2,0.0
0,10000,200.0,142758.88888888888,66420.72592592593,45363.80740740741,0.06097425629629631,0.12194852592592592,0.2,0.0
0,10000,200.0,142862.94814814813,66429.45925925925,45353.91851851852,0.06085400518518516,0.12170798518518519,0.2,0.0
0,10000,200.0,142805.0,66364.74814814815,45359.69629629629,0.061066034814814825,0.12213208888888887,0.2,0.0
0,10000,200.0,142728.27407407408,66394.34074074074,45352.311111111114,0.0610706740740741,0.12214136296296298,0.2,0.0
0,10000,200.0,142732.82962962962,66364.54074074075,45371.35555555556,0.06088298000000001,0.12176592592592589,0.2,0.0
0,10000,200.0,142804.8,66408.04444444444,45358.94814814815,0.06097899777777781,0.12195797037037037,0.2,0.0
0,10000,200.0,142625.36296296297,66362.88888888889,45388.14074074074,0.06079111851851853,0.12158220740740738,0.2,0.0
0,10000,200.0,142608.88148148148,66336.37037037036,45388.51851851852,0.06089426962962964,0.12178853333333338,0.2,0.0
0,10000,200.0,142688.4814814815,66357.6962962963,45373.11111111111,0.061005667407407406,0.12201137777777778,0.2,0.0
0,10000,200.0,142599.93333333332,66343.94814814815,45380.97777777778,0.06093139333333333,0.12186280740740743,0.2,0.0
0,10000,200.0,142813.3925925926,66380.1037037037,45356.8,0.06099543185185182,0.12199091111111113,0.2,0.0
0,10000,200.0,142905.28148148148,66448.26666666666,45357.11111111111,0.06116069333333335,0.12232142222222217,0.2,0.0
0,10000,200.0,158806.1037037037,71858.75555555556,43468.933333333334,0.07805847185185186,0.1561169333333333,0.3,0.0
0,10000,200.0,158809.8074074074,71926.53333333334,43452.496296296296,0.07814129925925928,0.15628260740740751,0.3,0.0
0,10000,200.0,158982.2074074074,72019.34074074074,43417.28888888889,0.07837935111111112,0.15675870370370376,0.3,0.0
0,10000,200.0,158875.11851851852,71899.42962962962,43457.64444444444,0.07810248592592589,0.15620495555555558,0.3,0.0
0,10000,200.0,158859.94074074074,71938.36296296296,43455.207407407404,0.07816395555555555,0.15632791851851846,0.3,0.0
0,10000,200.0,158718.82222222222,71881.73333333334,43453.00740740741,0.07812032444444443,0.1562406444444444,0.3,0.0
0,10000,200.0,158942.74814814815,72001.9037037037,43440.80740740741,0.07826016222222226,0.15652030370370362,0.3,0.0
0,10000,200.0,158838.05925925926,71911.36296296296,43442.15555555555,0.07805759999999999,0.15611522222222216,0.3,0.0
0,10000,200.0,158645.25185185185,71842.01481481481,43507.91111111111,0.07800854148148152,0.15601707407407406,0.3,0.0
0,10000,200.0,158753.34074074074,71854.01481481481,43458.00740740741,0.07808574444444444,0.1561714962962964,0.3,0.0
0,10000,200.0,158812.52592592593,71899.36296296296,43460.92592592593,0.07806547481481482,0.15613093333333342,0.3,0.0
0,10000,200.0,158717.54074074075,71846.85185185185,43444.311111111114,0.07817864592592595,0.1563572962962963,0.3,0.0
0,10000,200.0,158846.13333333333,71875.56296296297,43436.688888888886,0.07817936148148151,0.15635867407407406,0.3,0.0
0,10000,200.0,158882.77777777778,71921.6962962963,43439.05925925926,0.07815489629629635,0.15630978518518512,0.3,0.0
0,10000,200.0,158790.9185185185,71895.02962962963,43448.718518518515,0.07818880740740744,0.15637760740740733,0.3,0.0
0,10000,200.0,158774.85185185185,71877.3037037037,43471.76296296297,0.07802677925925929,0.15605356296296305,0.3,0.0
0,10000,200.0,158740.63703703703,71937.02222222222,43466.177777777775,0.0781433385185185,0.1562866444444445,0.3,0.0
0,10000,200.0,158859.82222222222,71872.00740740741,43447.666666666664,0.07809110888888887,0.15618217777777776,0.3,0.0
0,10000,200.0,158746.65185185184,71803.55555555556,43449.80740740741,0.07803351629629629,0.15606699999999998,0.3,0.0
0,10000,200.0,158766.85185185185,71900.67407407408,43492.148148148146,0.07810320148148149,0.1562063999999999,0.3,0.0
0,10000,200.0,172860.76296296297,76408.05925925926,41674.56296296296,0.09201305111111109,0.18402615555555543,0.4,0.0
0,10000,200.0,172786.28148148148,76376.85925925926,41657.15555555555,0.09200059777777778,0.18400115555555552,0.4,0.0
0,10000,200.0,172780.32592592592,76362.60740740741,41644.4,0.09195522370370368,0.18391045925925936,0.4,0.0
0,10000,200.0,172833.74074074073,76414.14814814815,41641.40740740741,0.09216442222222225,0.18432880740740737,0.4,0.0
0,10000,200.0,172909.1037037037,76444.62962962964,41617.97037037037,0.09214485925925928,0.1842897407407407,0.4,0.0
0,10000,200.0,172863.85185185185,76438.15555555555,41643.23703703703,0.09207617185185184,0.1841523333333333,0.4,0.0
0,10000,200.0,172666.22962962964,76431.22222222222,41687.78518518519,0.09194198740740742,0.1838839259259259,0.4,0.0
0,10000,200.0,172767.27407407408,76369.92592592593,41673.26666666667,0.09191003259259263,0.18382006666666667,0.4,0.0
0,10000,200.0,172867.45925925925,76403.43703703703,41661.851851851854,0.09185089407407404,0.1837017777777778,0.4,0.0
0,10000,200.0,172816.3111111111,76435.65185185186,41678.148148148146,0.09194311259259257,0.18388621481481485,0.4,0.0
0,10000,200.0,172697.97777777776,76334.94814814815,41665.8,0.09199230666666669,0.18398465925925928,0.4,0.0
0,10000,200.0,173033.8074074074,76523.52592592593,41630.8,0.0920359311111111,0.18407183703703714,0.4,0.0
0,10000,200.0,172746.53333333333,76381.61481481482,41675.251851851855,0.09182857925925923,0.1836571259259259,0.4,0.0
0,10000,200.0,172811.07407407407,76405.5925925926,41651.7037037037,0.09202566518518518,0.18405133333333343,0.4,0.0
0,10000,200.0,172835.17777777778,76398.3037037037,41658.0,0.0920739696296296,0.18414797777777775,0.4,0.0
0,10000,200.0,172766.2074074074,76392.1037037037,41643.25925925926,0.0920821051851852,0.18416418518518515,0.4,0.0
0,10000,200.0,172851.9185185185,76469.64444444445,41625.8962962963,0.09207450296296302,0.18414902962962962,0.4,0.0
0,10000,200.0,172810.54814814814,76399.70370370371,41640.69629629629,0.09205659037037042,0.1841132074074073,0.4,0.0
0,10000,200.0,172905.59259259258,76430.57037037038,41634.955555555556,0.09215446370370367,0.18430894074074072,0.4,0.0
0,10000,200.0,172778.00740740742,76380.11111111111,41657.81481481482,0.09186293037037035,0.18372586666666668,0.4,0.0
0,10000,200.0,185170.63703703703,80171.25185185185,39950.985185185185,0.10370239259259263,0.20740483703703708,0.5,0.0
0,10000,200.0,185371.61481481482,80168.97777777778,39904.044444444444,0.10376559259259262,0.20753119259259262,0.5,0.0
0,10000,200.0,185345.86666666667,80174.43703703703,39898.46666666667,0.10382776296296298,0.20765560000000005,0.5,0.0
0,10000,200.0,185299.01481481481,80203.86666666667,39940.54074074074,0.10376931111111115,0.20753866666666668,0.5,0.0
0,10000,200.0,185213.4962962963,80109.24444444444,39964.54814814815,0.10381051111111114,0.20762101481481474,0.5,0.0
0,10000,200.0,185204.24444444446,80161.9037037037,39934.17037037037,0.1039066296296296,0.20781325185185182,0.5,0.0
0,10000,200.0,185331.74074074073,80219.66666666667,39914.18518518518,0.10390848148148148,0.20781693333333326,0.5,0.0
0,10000,200.0,185272.96296296295,80121.47407407407,39931.8962962963,0.1037288888888889,0.20745773333333334,0.5,0.0
0,10000,200.0,185060.63703703703,80068.50370370371,39956.24444444444,0.10364231111111105,0.20728466666666678,0.5,0.0
0,10000,200.0,185240.94074074074,80177.92592592593,39957.333333333336,0.10374505185185187,0.20749002962962979,0.5,0.0
0,10000,200.0,185316.6074074074,80144.77037037037,39894.933333333334,0.10379431111111112,0.20758858518518508,0.5,0.0
0,10000,200.0,185307.53333333333,80169.65185185186,39951.30370370371,0.10361822962962963,0.2072365111111111,0.5,0.0
0,10000,200.0,185300.78518518517,80117.25185185185,39903.99259259259,0.10379494074074076,0.20758990370370362,0.5,0.0
0,10000,200.0,185272.2,80180.17777777778,39952.03703703704,0.10378550370370375,0.207571,0.5,0.0
0,10000,200.0,185291.02962962963,80185.76296296297,39933.177777777775,0.10384056296296298,0.2076810888888888,0.5,0.0
0,10000,200.0,185254.01481481481,80025.54814814815,39907.555555555555,0.1036489481481481,0.2072980000000001,0.5,0.0
0,10000,200.0,185060.85925925925,80050.91851851852,39991.955555555556,0.10358918518518521,0.20717841481481483,0.5,0.0
0,10000,200.0,185298.0,80172.12592592592,39903.07407407407,0.10378085185185179,0.20756171111111107,0.5,0.0
0,10000,200.0,185191.65185185184,80093.3037037037,39915.54074074074,0.1038424074074074,0.20768479999999995,0.5,0.0
0,10000,200.0,185102.8,80048.65185185186,39975.8962962963,0.10365089629629629,0.2073017629629629,0.5,0.0
0,10000,200.0,196401.62962962964,83220.70370370371,38247.474074074074,0.11405860000000005,0.22811716296296303,0.6,0.0
0,10000,200.0,196351.65185185184,83176.81481481482,38233.40740740741,0.11410076296296291,0.2282016296296295,0.6,0.0
0,10000,200.0,196231.14814814815,83122.22222222222,38250.05925925926,0.11401170370370367,0.228023348148148,0.6,0.0
0,10000,200.0,196394.68148148147,83193.3037037037,38250.00740740741,0.11406574814814815,0.2281314222222222,0.6,0.0
0,10000,200.0,196476.05185185187,83197.94814814815,38221.2,0.11418339259259255,0.2283668148148148,0.6,0.0
0,10000,200.0,196447.97037037037,83258.74814814815,38242.2,0.11405978518518521,0.22811949629629638,0.6,0.0
0,10000,200.0,196302.27407407408,83083.82962962963,38302.044444444444,0.11382179999999996,0.22764363703703688,0.6,0.0
0,10000,200.0,196377.12592592594,83177.91111111111,38254.19259259259,0.11401761481481483,0.22803528148148156,0.6,0.0
0,10000,200.0,196202.0888888889,83139.19259259259,38299.62962962963,0.11398051851851852,0.22796102222222228,0.6,0.0
0,10000,200.0,196374.02962962963,83181.2074074074,38270.13333333333,0.11391500000000003,0.22783007407407413,0.6,0.0
0,10000,200.0,196286.73333333334,83119.67407407408,38247.54074074074,0.11404043703703705,0.22808085185185178,0.6,0.0
0,10000,200.0,196367.0,83170.12592592592,38264.37037037037,0.1140843259259259,0.22816860740740733,0.6,0.0
0,10000,200.0,196311.83703703704,83217.19259259259,38253.17037037037,0.1140163925925926,0.2280328074074074,0.6,0.0
0,10000,200.0,196357.17037037038,83189.78518518519,38266.97037037037,0.11407752592592592,0.22815511111111111,0.6,0.0
0,10000,200.0,196272.98518518519,83194.74074074074,38285.6,0.11407000740740743,0.22813995555555563,0.6,0.0
0,10000,200.0,196429.35555555555,83214.47407407407,38269.933333333334,0.11402108148148152,0.22804220000000006,0.6,0.0
0,10000,200.0,196345.15555555557,83166.27407407407,38252.666666666664,0.1140758222222222,0.22815161481481475,0.6,0.0
0,10000,200.0,196413.51111111112,83139.13333333333,38218.61481481481,0.11414488148148155,0.22828985925925932,0.6,0.0
0,10000,200.0,196532.61481481482,83240.54814814815,38200.585185185184,0.11423892592592597,0.22847785925925915,0.6,0.0
0,10000,200.0,196335.7111111111,83196.77777777778,38227.6,0.1139907925925926,0.22798160000000003,0.6,0.0
0,10000,200.0,206371.32592592592,85646.35555555555,36574.53333333333,0.12325484444444441,0.24650964444444434,0.7,0.0
0,10000,200.0,206399.3925925926,85693.94074074074,36550.229629629626,0.12350256296296298,0.24700511851851858,0.7,0.0
0,10000,200.0,206330.54074074075,85661.17777777778,36587.851851851854,0.12337183703703705,0.24674363703703706,0.7,0.0
0,10000,200.0,206485.1037037037,85669.76296296297,36573.903703703705,0.12343379259259261,0.24686761481481484,0.7,0.0
0,10000,200.0,206444.2,85787.91851851852,36520.718518518515,0.12363122962962965,0.2472624148148148,0.7,0.0
0,10000,200.0,206389.85925925925,85693.75555555556,36590.0,0.1233122740740741,0.24662458518518524,0.7,0.0
0,10000,200.0,206310.94074074074,85639.4074074074,36575.88888888889,0.12342813333333333,0.2468562740740742,0.7,0.0
0,10000,200.0,206301.54074074075,85589.88148148148,36550.770370370374,0.12334671851851856,0.2466933851851853,0.7,0.0
0,10000,200.0,206315.17037037038,85648.26666666666,36575.85925925926,0.12350219259259265,0.24700436296296288,0.7,0.0
0,10000,200.0,206504.4814814815,85779.23703703703,36539.30370370371,0.12353293333333334,0.2470658518518519,0.7,0.0
0,10000,200.0,206374.87407407406,85701.26666666666,36535.34074074074,0.12345814814814818,0.246916274074074,0.7,0.0
0,10000,200.0,206343.25925925927,85652.70370370371,36567.97037037037,0.12331820000000004,0.24663643703703708,0.7,0.0
0,10000,200.0,206343.4148148148,85665.94074074074,36554.02962962963,0.1234384296296296,0.24687691851851856,0.7,0.0
0,10000,200.0,206394.8074074074,85703.02962962963,36599.607407407406,0.1233319925925926,0.2466640296296297,0.7,0.0
0,10000,200.0,206461.01481481481,85731.57777777778,36567.16296296296,0.12348837777777782,0.24697668148148155,0.7,0.0
0,10000,200.0,206280.43703703705,85661.72592592593,36595.637037037035,0.12337593333333335,0.2467519333333332,0.7,0.0
0,10000,200.0,206304.92592592593,85709.37037037036,36626.392592592594,0.12338726666666665,0.24677443703703691,0.7,0.0
0,10000,200.0,206335.1925925926,85649.86666666667,36569.07407407407,0.1233249111111111,0.24664979999999997,0.7,0.0
0,10000,200.0,206310.92592592593,85677.88148148148,36616.81481481482,0.12340543703703709,0.24681089629629635,0.7,0.0
0,10000,200.0,206377.4962962963,85678.97037037037,36579.13333333333,0.12336255555555559,0.24672511111111106,0.7,0.0
0,10000,200.0,215096.33333333334,87555.45925925925,34850.42962962963,0.13214085925925922,0.2642817407407407,0.8,0.0
0,10000,200.0,215214.02222222224,87614.19259259259,34872.57037037037,0.13210748148148146,0.26421489629629635,0.8,0.0
0,10000,200.0,215215.66666666666,87583.29629629629,34862.45925925926,0.1321666888888888,0.2643333333333332,0.8,0.0
0,10000,200.0,215262.0,87719.82962962963,34920.82962962963,0.1320344148148148,0.26406884444444456,0.8,0.0
0,10000,200.0,215289.88888888888,87614.46666666666,34830.30370370371,0.13222460740740738,0.2644493925925926,0.8,0.0
0,10000,200.0,215223.01481481481,87632.51111111112,34918.57777777778,0.1320177407407407,0.2640354592592592,0.8,0.0
0,10000,200.0,215258.93333333332,87700.39259259259,34864.05185185185,0.13222128888888887,0.2644425851851852,0.8,0.0
0,10000,200.0,215272.44444444444,87639.85185185185,34888.044444444444,0.1320970962962963,0.2641941185185187,0.8,0.0
0,10000,200.0,215301.31851851853,87671.33333333333,34875.46666666667,0.13213378518518512,0.26426759259259247,0.8,0.0
0,10000,200.0,215062.14814814815,87538.54814814815,34849.92592592593,0.13212459259259257,0.264249274074074,0.8,0.0
0,10000,200.0,215315.3037037037,87700.3037037037,34892.73333333333,0.13215256296296296,0.2643051037037037,0.8,0.0
0,10000,200.0,215205.61481481482,87599.44444444444,34877.496296296296,0.1320273481481481,0.2640546370370371,0.8,0.0
0,10000,200.0,215321.94074074074,87672.45185185185,34849.770370370374,0.13226290370370367,0.2645259185185186,0.8,0.0
0,10000,200.0,215396.4148148148,87637.96296296296,34848.585185185184,0.13221200740740743,0.2644240222222222,0.8,0.0
0,10000,200.0,215148.6888888889,87616.8,34919.80740740741,0.1320268,0.26405346666666657,0.8,0.0
0,10000,200.0,215097.34074074074,87554.7925925926,34911.792592592596,0.1320695481481482,0.2641391111111111,0.8,0.0
0,10000,200.0,215289.4962962963,87649.51851851853,34895.22222222222,0.1319872740740741,0.26397465925925934,0.8,0.0
0,10000,200.0,215136.53333333333,87553.98518518519,34886.822222222225,0.13192623703703707,0.2638525925925926,0.8,0.0
0,10000,200.0,215110.21481481483,87572.37777777777,34934.57777777778,0.13195237037037041,0.26390465925925927,0.8,0.0
0,10000,200.0,215114.83703703704,87568.82222222222,34921.51111111111,0.1319218222222222,0.26384362222222213,0.8,0.0
0,10000,200.0,223019.3111111111,88910.11851851852,33188.18518518518,0.1400599407407407,0.2801197333333333,0.9,0.0
0,10000,200.0,223044.85925925925,88975.26666666666,33152.096296296295,0.14033277777777775,0.2806655925925925,0.9,0.0
0,10000,200.0,223082.97777777776,88987.28888888888,33093.14074074074,0.1404083925925927,0.2808168148148148,0.9,0.0
0,10000,200.0,222914.03703703705,88980.77777777778,33231.281481481485,0.14008911111111105,0.28017817777777776,0.9,0.0
0,10000,200.0,222878.5851851852,88943.80740740741,33136.1037037037,0.1403365851851853,0.280673125925926,0.9,0.0
0,10000,200.0,223110.88888888888,89071.39259259259,33157.53333333333,0.14028006666666656,0.2805602,0.9,0.0
0,10000,200.0,223023.59259259258,89042.75555555556,33178.27407407408,0.14032897777777778,0.28065794814814815,0.9,0.0
0,10000,200.0,222948.27407407408,88927.41481481481,33217.014814814815,0.1403253185185185,0.28065063703703724,0.9,0.0
0,10000,200.0,223021.62962962964,89015.97037037037,33126.637037037035,0.14032600740740744,0.2806520888888888,0.9,0.0
0,10000,200.0,223060.2,89043.06666666667,33084.8962962963,0.14058825185185175,0.28117646666666674,0.9,0.0
0,10000,200.0,223008.7037037037,89058.55555555556,33109.78518518519,0.14049351111111127,0.2809870222222223,0.9,0.0
0,10000,200.0,223026.02962962963,89046.71111111112,33147.8962962963,0.14038467407407412,0.28076925925925916,0.9,0.0
0,10000,200.0,223098.14074074075,89036.26666666666,33210.74074074074,0.1403239777777778,0.2806479407407408,0.9,0.0
0,10000,200.0,222967.4962962963,88952.08888888889,33121.19259259259,0.14034142962962973,0.2806829851851852,0.9,0.0
0,10000,200.0,222917.9185185185,88963.15555555555,33159.22222222222,0.14034165925925934,0.2806833481481481,0.9,0.0
0,10000,200.0,223027.1925925926,88967.28148148148,33154.62222222222,0.14037982222222226,0.28075967407407404,0.9,0.0
0,10000,200.0,222981.62962962964,88918.50370370371,33164.88888888889,0.1402452518518518,0.2804905777777778,0.9,0.0
0,10000,200.0,223018.4814814815,88968.53333333334,33114.14074074074,0.14038120740740748,0.2807625037037038,0.9,0.0
0,10000,200.0,222921.57777777777,88949.4,33216.31851851852,0.14011085185185188,0.280221651851852,0.9,0.0
0,10000,200.0,223153.77037037036,89041.21481481481,33150.17037037037,0.14025423703703713,0.2805083777777779,0.9,0.0
0,10000,200.0,229532.2962962963,89745.74814814815,31377.54074074074,0.14828801481481485,0.29657594074074073,1.0,0.0
0,10000,200.0,229643.38518518518,89800.48888888888,31344.82962962963,0.14839651111111105,0.2967930074074072,1.0,0.0
0,10000,200.0,229695.05925925926,89910.23703703703,31374.866666666665,0.1483736592592593,0.2967472666666668,1.0,0.0
0,10000,200.0,229677.73333333334,89804.98518518519,31219.91851851852,0.14870131111111104,0.29740268148148147,1.0,0.0
0,10000,200.0,229615.85185185185,89792.85925925926,31277.266666666666,0.14835242222222214,0.29670481481481487,1.0,0.0
0,10000,200.0,229618.76296296297,89749.94074074074,31313.903703703705,0.14844274074074068,0.2968854888888888,1.0,0.0
0,10000,200.0,229600.93333333332,89827.8,31405.140740740742,0.14808320740740744,0.29616642962962975,1.0,0.0
0,10000,200.0,229601.68148148147,89838.91851851852,31281.392592592594,0.14855830370370365,0.2971165703703704,1.0,0.0
0,10000,200.0,229644.0888888889,89792.7925925926,31210.62962962963,0.14871064444444437,0.297421185185185,1.0,0.0
0,10000,200.0,229830.3111111111,89973.1037037037,31284.814814814814,0.14851428148148146,0.2970285481481481,1.0,0.0
0,10000,200.0,229640.22962962964,89842.19259259259,31227.785185185185,0.1485444074074074,0.297088888888889,1.0,0.0
0,10000,200.0,229672.74814814815,89837.46666666666,31402.977777777778,0.14821592592592595,0.2964318074074075,1.0,0.0
0,10000,200.0,229620.0888888889,89846.12592592592,31333.214814814815,0.14826577037037036,0.2965316962962964,1.0,0.0
0,10000,200.0,229718.98518518519,89885.94814814815,31237.11111111111,0.14863200740740745,0.2972640592592593,1.0,0.0
0,10000,200.0,229620.88888888888,89750.43703703703,31317.51111111111,0.1482410074074073,0.29648200740740743,1.0,0.0
0,10000,200.0,229571.07407407407,89889.82962962963,31250.85185185185,0.14872356296296285,0.29744714814814804,1.0,0.0
0,10000,200.0,229611.07407407407,89826.82962962963,31340.40740740741,0.1483795259259259,0.29675908888888897,1.0,0.0
0,10000,200.0,229628.8074074074,89750.66666666667,31280.31111111111,0.14838920740740744,0.29677832592592585,1.0,0.0
0,10000,200.0,229598.54814814814,89781.51851851853,31295.874074074072,0.14853328888888886,0.2970665407407408,1.0,0.0
0,10000,200.0,229698.03703703705,89825.03703703704,31225.837037037036,0.148544637037037,0.29708919259259253,1.0,0.0
0,10000,200.0,234849.88148148148,89948.11851851852,29308.437037037038,0.15658707407407405,0.31317406666666664,1.1,0.0
0,10000,200.0,234947.76296296297,89910.00740740741,29365.681481481482,0.1562524444444444,0.3125049703703703,1.1,0.0
0,10000,200.0,234889.65925925926,89925.2,29387.933333333334,0.15637857777777775,0.31275712592592597,1.1,0.0
0,10000,200.0,234757.7111111111,89831.38518518518,29302.955555555556,0.15666725185185185,0.31333447407407394,1.1,0.0
0,10000,200.0,234787.40740740742,89841.27407407407,29209.274074074074,0.15674365185185188,0.31348734814814816,1.1,0.0
