suppressed, gen_suppressed, gen, adult, adult_fe, fertile_fe, rate_dr, has_dr, release, drive_conversion
0,10000,200.0,99964.7925925926,50001.28888888889,50001.28888888889,0.0,0.0,0.0,0.0
0,10000,200.0,99936.0,50000.8,50000.8,0.0,0.0,0.0,0.0
0,10000,200.0,100039.88148148148,49990.07407407407,49990.07407407407,0.0,0.0,0.0,0.0
0,10000,200.0,99933.4,50005.02962962963,50005.02962962963,0.0,0.0,0.0,0.0
0,10000,200.0,100097.12592592592,49996.65185185185,49996.65185185185,0.0,0.0,0.0,0.0
0,10000,200.0,99996.06666666667,50002.65925925926,50002.65925925926,0.0,0.0,0.0,0.0
0,10000,200.0,99973.65925925926,49997.96296296296,49997.96296296296,0.0,0.0,0.0,0.0
0,10000,200.0,99990.88888888889,50003.69629629629,50003.69629629629,0.0,0.0,0.0,0.0
0,10000,200.0,100059.7925925926,49986.8962962963,49986.8962962963,0.0,0.0,0.0,0.0
0,10000,200.0,100037.62222222223,49996.65185185185,49996.65185185185,0.0,0.0,0.0,0.0
0,10000,200.0,99983.29629629629,49989.444444444445,49989.444444444445,0.0,0.0,0.0,0.0
0,10000,200.0,100028.4,49997.30370370371,49997.30370370371,0.0,0.0,0.0,0.0
0,10000,200.0,99967.55555555556,49994.311111111114,49994.311111111114,0.0,0.0,0.0,0.0
0,10000,200.0,99931.48148148147,49991.91111111111,49991.91111111111,0.0,0.0,0.0,0.0
0,10000,200.0,99966.61481481482,49983.2,49983.2,0.0,0.0,0.0,0.0
0,10000,200.0,99951.65185185186,50004.65185185185,50004.65185185185,0.0,0.0,0.0,0.0
0,10000,200.0,99972.43703703703,49999.85925925926,49999.85925925926,0.0,0.0,0.0,0.0
0,10000,200.0,99990.36296296296,49999.45185185185,49999.45185185185,0.0,0.0,0.0,0.0
0,10000,200.0,99959.05185185185,50000.51851851852,50000.51851851852,0.0,0.0,0.0,0.0
0,10000,200.0,100039.17777777778,50004.05185185185,50004.05185185185,0.0,0.0,0.0,0.0
0,10000,200.0,123215.82222222222,55909.585185185184,55909.585185185184,0.09275640814814812,0.09275640814814812,0.2,0.0
0,10000,200.0,123268.22962962963,55888.333333333336,55888.333333333336,0.0927395925925926,0.0927395925925926,0.2,0.0
0,10000,200.0,123212.35555555555,55882.62962962963,55882.62962962963,0.09273023629629622,0.09273023629629622,0.2,0.0
0,10000,200.0,123198.24444444444,55919.97037037037,55919.97037037037,0.09275744814814818,0.09275744814814818,0.2,0.0
0,10000,200.0,123226.14074074074,55911.496296296296,55911.496296296296,0.09277694666666667,0.09277694666666667,0.2,0.0
0,10000,200.0,123166.04444444444,55897.64444444444,55897.64444444444,0.09270600074074072,0.09270600074074072,0.2,0.0
0,10000,200.0,123233.80740740741,55860.92592592593,55860.92592592593,0.09270425925925924,0.09270425925925924,0.2,0.0
