Number,GROWTH,MUTLIPLIER_F,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
6,2,0.65,12,0.805623,13,0.784844,12.27060975,35,0.808105,36,0.745432,35.12932204,23,22.85871229
7,2,0.65,11,0.822997,12,0.760582,11.3684531,36,0.803499,37,0.768919,36.10118566,25,24.73273256
8,2,0.65,11,0.803493,12,0.767816,11.09790621,37,0.832569,38,0.787571,37.72378772,26,26.62588151
9,2,0.65,12,0.801643,13,0.745283,12.02915188,38,0.82392,39,0.780374,38.54930418,26,26.5201523
10,2,0.65,10,0.840223,11,0.785388,10.73352786,38,0.812427,39,0.77904,38.37221074,28,27.63868288
11,2,0.65,10,0.823594,11,0.799296,10.97102642,36,0.812354,37,0.770787,36.29720692,26,25.3261805
12,2,0.65,12,0.82699,13,0.779012,12.5625495,40,0.802139,41,0.746787,40.03864359,28,27.47609409
13,2,0.65,11,0.807475,12,0.794686,11.58448667,43,0.805587,44,0.780247,43.22048145,32,31.63599478
14,2,0.65,11,0.815668,12,0.77354,11.37191417,37,0.824601,38,0.793814,37.79907104,26,26.42715687
15,2,0.65,11,0.827346,12,0.795256,11.85216578,36,0.806415,37,0.741294,36.09850893,25,24.24634315
16,2,0.65,11,0.811098,12,0.782383,11.3864879,35,0.810636,36,0.766332,35.24006862,24,23.85358072
17,2,0.65,12,0.814721,13,0.781841,12.44771898,41,0.803593,42,0.788166,41.23290335,29,28.78518437
18,2,0.65,12,0.841363,13,0.78825,12.77877356,37,0.826923,38,0.791262,37.75497042,25,24.97619686
19,2,0.65,14,0.834664,15,0.766537,14.50881442,36,0.84127,37,0.798176,36.95767392,22,22.4488595
0,2,0.7,11,0.826577,12,0.772083,11.48770507,28,0.805525,29,0.789412,28.34289083,17,16.85518577
1,2,0.7,11,0.813038,12,0.761155,11.25129619,31,0.84141,32,0.790476,31.81301292,20,20.56171673
2,2,0.7,10,0.829814,11,0.778677,10.58302208,32,0.829646,33,0.796359,32.89061796,22,22.30759588
3,2,0.7,9,0.819594,10,0.788095,9.622051494,29,0.86049,30,0.790548,29.86485945,20,20.24280796
4,2,0.7,10,0.807829,11,0.731768,10.10293054,30,0.81257,31,0.770089,30.29589699,20,20.19296645
5,2,0.7,11,0.806193,12,0.753864,11.11834738,30,0.826321,31,0.785953,30.65202636,19,19.53367898
6,2,0.7,9,0.842222,10,0.798665,9.969350506,35,0.803879,36,0.790068,35.28086308,26,25.31151257
7,2,0.7,8,0.812236,9,0.767108,8.271139869,29,0.825028,30,0.791063,29.7368762,21,21.46573633
8,2,0.7,8,0.816794,9,0.784753,8.524140944,30,0.800983,31,0.768166,30.02995399,22,21.50581304
9,2,0.7,9,0.807606,10,0.785194,9.339371765,30,0.801386,31,0.770128,30.04434065,21,20.70496888
10,2,0.7,10,0.81544,11,0.794632,10.7420223,31,0.831461,32,0.779749,31.60838877,21,20.86636647
11,2,0.7,8,0.835227,9,0.788783,8.758483335,27,0.808081,28,0.78032,27.29109182,19,18.53260848
12,2,0.7,9,0.806867,10,0.794413,9.551389112,32,0.821384,33,0.789673,32.67434013,23,23.12295102
13,2,0.7,9,0.82809,10,0.779582,9.579079739,37,0.801969,38,0.789001,37.15183529,28,27.57275555
14,2,0.7,9,0.811086,10,0.778037,9.335441314,32,0.813869,33,0.791237,32.61280488,23,23.27736356
15,2,0.7,9,0.802367,10,0.760139,9.056052856,30,0.803429,31,0.777108,30.13027621,21,21.07422335
16,2,0.7,10,0.810748,11,0.745077,10.16366433,27,0.834409,28,0.794565,27.86359301,17,17.69992869
17,2,0.7,10,0.801227,11,0.762264,10.03149141,34,0.810169,35,0.786408,34.4279702,24,24.39647879
18,2,0.7,10,0.813793,11,0.770909,10.32163511,31,0.824604,32,0.77546,31.50065115,21,21.17901604
19,2,0.7,9,0.820567,10,0.758539,9.331576062,31,0.804124,32,0.78266,31.19213567,22,21.86055961
0,2,0.75,8,0.810778,9,0.757937,8.203970402,26,0.834402,27,0.783599,26.67716473,18,18.47319433
1,2,0.75,9,0.802071,10,0.7531,9.042290335,29,0.845198,30,0.781362,29.70803308,20,20.66574275
2,2,0.75,9,0.818785,10,0.792763,9.721889171,30,0.802966,31,0.739514,30.046744,21,20.32485482
3,2,0.75,8,0.808511,9,0.767497,8.207514507,28,0.828272,29,0.779162,28.57568723,20,20.36817273
4,2,0.75,8,0.816885,9,0.781058,8.471292601,29,0.815265,30,0.764108,29.29839514,21,20.82710254
5,2,0.75,8,0.81128,9,0.77972,8.357414449,28,0.805585,29,0.781145,28.22851882,20,19.87110437
6,2,0.75,8,0.80379,9,0.760917,8.088400625,27,0.831312,28,0.789601,27.75068927,19,19.66228864
7,2,0.75,8,0.808351,9,0.726962,8.102606003,29,0.82025,30,0.779867,29.50144863,21,21.39884263
8,2,0.75,9,0.811138,10,0.772727,9.289969019,29,0.834821,30,0.785796,29.71027027,20,20.42030125
9,2,0.75,8,0.848419,9,0.78929,8.818870605,28,0.835853,29,0.775679,28.59582212,20,19.77695151
10,2,0.75,7,0.820152,8,0.799766,7.988521534,27,0.838536,28,0.79257,27.83835879,20,19.84983725
11,2,0.75,7,0.824916,8,0.771496,7.466417072,27,0.833333,28,0.782562,27.65653621,20,20.19011914
12,2,0.75,9,0.800965,10,0.778481,9.042919409,29,0.807611,30,0.764848,29.17798096,20,20.13506156
13,2,0.75,8,0.812872,9,0.753325,8.216165382,28,0.823529,29,0.788155,28.66514954,20,20.44898416
14,2,0.75,8,0.800439,9,0.761326,8.01122389,27,0.813636,28,0.778319,27.38610301,19,19.37487912
15,2,0.75,11,0.810526,12,0.779741,11.34191977,31,0.830957,32,0.783439,31.65147944,20,20.30955967
16,2,0.75,7,0.840749,8,0.791116,7.821006185,28,0.820455,29,0.749462,28.288127,21,20.46712081
17,2,0.75,7,0.827957,8,0.744048,7.333182376,28,0.813212,29,0.770944,28.31257689,21,20.97939451
18,2,0.75,7,0.828829,8,0.779121,7.579967007,26,0.801347,27,0.771044,26.04445104,19,18.46448404
19,2,0.75,7,0.841787,8,0.783591,7.71803904,25,0.816667,26,0.757714,25.28271674,18,17.5646777
0,2,0.8,7,0.829646,8,0.799771,7.992334728,25,0.814378,26,0.768649,25.31441755,18,17.32208282
1,2,0.8,6,0.85197,7,0.791315,6.856813123,26,0.82017,27,0.785093,26.57502067,20,19.71820755
2,2,0.8,7,0.807018,8,0.779805,7.257891449,25,0.836443,26,0.785867,25.72055916,18,18.46266771
3,2,0.8,7,0.826263,8,0.765957,7.435495639,24,0.859979,25,0.783898,24.78835715,17,17.35286151
4,2,0.8,8,0.801212,9,0.731243,8.017321957,26,0.839479,27,0.76392,26.52249236,18,18.5051704
5,2,0.8,7,0.810251,8,0.711663,7.103978172,23,0.865779,24,0.793443,23.90935357,16,16.8053754
6,2,0.8,7,0.815565,8,0.766398,7.316574125,25,0.807415,26,0.719075,25.08393706,18,17.76736294
7,2,0.8,8,0.833149,9,0.758993,8.447017099,27,0.802376,28,0.721461,27.02936415,19,18.58234705
8,2,0.8,7,0.800691,8,0.729469,7.009702058,24,0.845556,25,0.784548,24.74672174,17,17.73701968
9,2,0.8,7,0.836713,8,0.781427,7.664056,25,0.839248,26,0.769669,25.56407824,18,17.90002224
10,2,0.8,8,0.806005,9,0.766542,8.152167853,25,0.828467,26,0.736416,25.30925248,17,17.15708463
11,2,0.8,7,0.846461,8,0.788079,7.795810353,26,0.825295,27,0.781176,26.57333575,19,18.7775254
12,2,0.8,7,0.829955,8,0.7858,7.678405617,25,0.847656,26,0.781186,25.71695502,18,18.0385494
13,2,0.8,7,0.809218,8,0.767045,7.218575866,23,0.822989,24,0.775269,23.48174769,16,16.26317183
14,2,0.8,7,0.827893,8,0.790306,7.742091681,27,0.816258,28,0.785797,27.53373166,20,19.79163998
15,2,0.8,7,0.817773,8,0.779894,7.469204572,27,0.831299,28,0.778926,27.59761709,20,20.12841252
16,2,0.8,8,0.861949,9,0.780312,8.758834842,26,0.819915,27,0.747452,26.27482991,18,17.51599507
17,2,0.8,7,0.820713,8,0.751174,7.297861632,23,0.857143,24,0.793142,23.89284542,16,16.59498379
18,2,0.8,7,0.829348,8,0.78011,7.596043706,23,0.85034,24,0.769799,23.62502328,16,16.02897957
19,2,0.8,7,0.82227,8,0.755196,7.33202135,25,0.823591,26,0.78172,25.56342098,18,18.23139963
0,2,0.85,7,0.82069,8,0.734759,7.240774575,23,0.82574,24,0.734463,23.28199875,16,16.04122418
1,2,0.85,6,0.839831,7,0.791579,6.825478737,24,0.87114,25,0.791805,24.89670385,18,18.07122511
2,2,0.85,7,0.825467,8,0.78392,7.612968445,22,0.877531,23,0.781659,22.80869284,15,15.1957244
3,2,0.85,6,0.828335,7,0.774295,6.524333827,23,0.82102,24,0.782201,23.54148742,17,17.01715359
4,2,0.85,7,0.814775,8,0.750572,7.230129433,24,0.805,25,0.735079,24.07150927,17,16.84137984
5,2,0.85,6,0.837315,7,0.781659,6.670457812,24,0.826327,25,0.755269,24.37050015,18,17.70004234
6,2,0.85,7,0.812081,8,0.735426,7.157602244,24,0.830366,25,0.76,24.43154364,17,17.2739414
7,2,0.85,7,0.839827,8,0.795479,7.898056282,26,0.824268,27,0.763066,26.39652299,19,18.49846671
8,2,0.85,7,0.803279,8,0.76277,7.080944975,23,0.810458,24,0.723312,23.12000551,16,16.03906053
9,2,0.85,7,0.804396,8,0.719222,7.051611994,23,0.855649,24,0.777,23.70756144,16,16.65594945
10,2,0.85,6,0.805777,7,0.740546,6.088562187,23,0.853881,24,0.784994,23.78216499,17,17.69360281
11,2,0.85,7,0.834773,8,0.796591,7.910717092,24,0.842511,25,0.768432,24.57386034,17,16.66314325
12,2,0.85,7,0.810437,8,0.72847,7.127331731,22,0.840217,23,0.77088,22.58002221,15,15.45269048
13,2,0.85,6,0.834547,7,0.780409,6.638128486,23,0.849057,24,0.767213,23.59939641,17,16.96126793
14,2,0.85,6,0.860169,7,0.790426,6.862724575,23,0.854043,24,0.796443,23.93824653,17,17.07552195
15,2,0.85,6,0.822654,7,0.729282,6.242620914,23,0.82113,24,0.761427,23.35391856,17,17.11129765
16,2,0.85,6,0.855372,7,0.785553,6.793079248,23,0.831472,24,0.764579,23.47048271,17,16.67740346
17,2,0.85,6,0.841758,7,0.780618,6.682989859,21,0.846486,22,0.792222,21.85666372,15,15.17367386
18,2,0.85,6,0.835386,7,0.797001,6.921870522,23,0.831088,24,0.782946,23.6457563,17,16.72388578
19,2,0.85,6,0.850174,7,0.789189,6.8227269,22,0.828447,23,0.762457,22.43108047,16,15.60835357
0,2,0.9,6,0.831014,7,0.750538,6.385381977,22,0.817087,23,0.759725,22.29788013,16,15.91249815
1,2,0.9,6,0.801848,7,0.730425,6.025874018,22,0.871413,23,0.799189,22.98877105,16,16.96289703
2,2,0.9,6,0.8286,7,0.770707,6.49401482,22,0.807487,23,0.703418,22.07194265,16,15.57792783
3,2,0.9,6,0.825167,7,0.736902,6.285130006,20,0.84518,21,0.796644,20.93085545,14,14.64572544
4,2,0.9,6,0.820652,7,0.737874,6.249486579,18,0.806349,19,0.738947,18.09419602,12,11.84470944
5,2,0.9,6,0.83223,7,0.755435,6.419688782,23,0.8,24,0.706374,23,17,16.58031122
6,2,0.9,6,0.825581,7,0.758958,6.383966498,22,0.861726,23,0.786797,22.82379319,16,16.43982669
7,2,0.9,7,0.804255,8,0.765101,7.108673443,22,0.840122,23,0.759439,22.49727948,15,15.38860603
8,2,0.9,5,0.849398,6,0.787281,5.795241238,22,0.816737,23,0.761375,22.30231928,17,16.50707804
9,2,0.9,6,0.80198,7,0.73125,6.027993779,22,0.804536,23,0.735043,22.06527276,16,16.03727898
10,2,0.9,6,0.806818,7,0.761033,6.1489134,22,0.864249,23,0.79696,22.95482174,16,16.80590834
11,2,0.9,5,0.862705,6,0.797665,5.964099016,22,0.843718,23,0.779979,22.6858909,17,16.72179188
12,2,0.9,6,0.80107,7,0.722783,6.013667659,20,0.846968,21,0.76749,20.59095599,14,14.57728833
13,2,0.9,5,0.863179,6,0.79288,5.898718332,21,0.829851,22,0.770681,21.50449552,16,15.60577719
14,2,0.9,6,0.814201,7,0.764374,6.285006121,23,0.828012,24,0.781623,23.60385005,17,17.31884393
15,2,0.9,6,0.825806,7,0.770901,6.470011839,20,0.830385,21,0.775574,20.55435953,14,14.08434769
16,2,0.9,5,0.835455,6,0.782372,5.667916282,22,0.805167,23,0.70283,22.05049005,17,16.38257377
17,2,0.9,7,0.805353,8,0.712,7.057341489,21,0.868987,22,0.798049,21.97249711,14,14.91515562
18,2,0.9,6,0.859959,7,0.78953,6.851339647,22,0.846235,23,0.796214,22.92431179,16,16.07297214
19,2,0.9,6,0.826564,7,0.756466,6.378955177,20,0.854339,21,0.767442,20.62532654,14,14.24637136
0,2,0.95,6,0.808952,7,0.745215,6.140452171,22,0.822757,23,0.752212,22.32258842,16,16.18213625
1,2,0.95,5,0.869295,6,0.787302,5.845133121,20,0.862282,21,0.795604,20.93407121,15,15.08893809
2,2,0.95,5,0.85826,6,0.783224,5.776427315,19,0.878726,20,0.78714,19.85958553,14,14.08315821
3,2,0.95,5,0.846323,6,0.780568,5.704478747,20,0.836893,21,0.752567,20.43750445,15,14.7330257
4,2,0.95,5,0.824974,6,0.774708,5.496836828,19,0.867865,20,0.790722,19.87972985,14,14.38289302
5,2,0.95,6,0.834669,7,0.759076,6.458627122,20,0.834388,21,0.756911,20.44384785,14,13.98522073
6,2,0.95,5,0.839532,6,0.761478,5.50646988,19,0.814229,20,0.735484,19.18069719,14,13.67422731
7,2,0.95,5,0.837449,6,0.741573,5.390598273,22,0.846229,23,0.742,22.44353299,17,17.05293472
8,2,0.95,5,0.848454,6,0.773624,5.647521048,20,0.816348,21,0.766736,20.32951705,15,14.681996
9,2,0.95,5,0.830769,6,0.774159,5.543525879,19,0.841321,20,0.751921,19.46220358,14,13.9186777
10,2,0.95,5,0.84714,6,0.782514,5.729427784,21,0.81992,22,0.758333,21.32344488,16,15.5940171
11,2,0.95,5,0.843308,6,0.758289,5.509392018,20,0.854657,21,0.793825,20.89849093,15,15.38909891
12,2,0.95,5,0.828125,6,0.752759,5.373178887,21,0.872233,22,0.779318,21.77740946,16,16.40423057
13,2,0.95,6,0.815083,7,0.740618,6.202551534,21,0.870813,22,0.791331,21.89093128,15,15.68837975
14,2,0.95,6,0.812623,7,0.739802,6.173342854,21,0.801887,22,0.718121,21.02252704,15,14.84918419
15,2,0.95,6,0.809945,7,0.723042,6.114437937,20,0.847983,21,0.753943,20.51024032,14,14.39580239
16,2,0.95,6,0.80102,7,0.734818,6.01540739,21,0.82,22,0.744774,21.26586553,15,15.25045814
17,2,0.95,5,0.84771,6,0.775805,5.663514359,21,0.836614,22,0.781316,21.6621216,16,15.99860724
18,2,0.95,5,0.81528,6,0.727178,5.173435336,19,0.81388,20,0.755284,19.23687624,14,14.0634409
19,2,0.95,5,0.854839,6,0.753439,5.54081854,20,0.811608,21,0.720042,20.12677195,15,14.58595341
0,2,1,5,0.822467,6,0.726633,5.23443663,20,0.867749,21,0.771001,20.70026254,15,15.46582591
1,2,1,5,0.87487,6,0.792355,5.907350179,20,0.807654,21,0.717369,20.08477599,15,14.17742581
2,2,1,5,0.844311,6,0.762712,5.543033616,18,0.857736,19,0.781609,18.75841686,13,13.21538324
3,2,1,6,0.82091,7,0.737874,6.251818488,20,0.826884,21,0.719017,20.24923285,14,13.99741436
4,2,1,5,0.82729,6,0.726041,5.269533526,17,0.884381,18,0.779235,17.8025127,12,12.53297917
5,2,1,5,0.851775,6,0.748092,5.499358622,18,0.867147,19,0.791837,18.89160802,13,13.3922494
6,2,1,5,0.820764,6,0.712016,5.190936845,19,0.82983,20,0.753535,19.39098237,14,14.20004553
7,2,1,5,0.83027,6,0.779826,5.600071366,19,0.840909,20,0.747508,19.43799317,14,13.8379218
8,2,1,6,0.828838,7,0.762419,6.43418299,20,0.803456,21,0.688792,20.03014024,14,13.59595725
9,2,1,6,0.82131,7,0.765607,6.382564673,19,0.839286,20,0.741468,19.40162342,13,13.01905875
10,2,1,5,0.850746,6,0.749762,5.50251525,20,0.867692,21,0.790135,20.87280323,15,15.37028798
11,2,1,6,0.843537,7,0.770102,6.592864438,20,0.813953,21,0.718784,20.14661287,14,13.55374843
12,2,1,5,0.867677,6,0.784797,5.81656612,20,0.816,21,0.723205,20.17242308,15,14.35585696
13,2,1,5,0.807811,6,0.70292,5.074467781,19,0.832983,20,0.747535,19.38600084,14,14.31153306
14,2,1,5,0.823651,6,0.717272,5.222327715,20,0.819068,21,0.729614,20.21315984,15,14.99083212
15,2,1,6,0.81449,7,0.746417,6.212859724,19,0.812992,20,0.731481,19.15938953,13,12.94652981
16,2,1,6,0.815817,7,0.694475,6.130350579,20,0.806256,21,0.713996,20.06780837,14,13.93745779
17,2,1,5,0.847166,6,0.761998,5.553799549,19,0.831031,20,0.746835,19.3685567,14,13.81475715
18,2,1,6,0.829615,7,0.763103,6.445257999,19,0.809255,20,0.745531,19.1452357,13,12.69997771
19,2,1,5,0.843516,6,0.766461,5.564739472,20,0.820926,21,0.739468,20.25689312,15,14.69215365
0,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
1,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
2,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
3,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
4,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
5,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
6,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
7,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
8,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
9,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
10,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
11,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
12,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
13,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
14,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
15,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
16,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
17,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
18,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
19,2.5,0.5,0,0,0,0,200,0,0,0,0,200,200,200
0,2.5,0.55,20,0.805452,21,0.784504,20.26026351,71,0.807215,72,0.793734,71.53519769,51,51.27493418
1,2.5,0.55,34,0.803526,35,0.754864,34.072459,72,0.806334,73,0.796748,72.66075527,38,38.58829627
2,2.5,0.55,25,0.806996,26,0.791719,25.45794331,62,0.843091,63,0.79646,62.92408484,37,37.46614152
3,2.5,0.55,21,0.8198,22,0.783063,21.53896616,64,0.80025,65,0.793802,64.03877171,43,42.49980555
4,2.5,0.55,20,0.810588,21,0.791922,20.56723454,66,0.809717,67,0.743918,66.14767702,46,45.58044247
5,2.5,0.55,45,0.806565,46,0.791922,45.44833709,83,0.802737,84,0.780142,83.12113299,38,37.6727959
6,2.5,0.55,30,0.816276,31,0.791878,30.66710386,72,0.829861,73,0.796512,72.89540916,42,42.2283053
7,2.5,0.55,25,0.812343,26,0.795483,25.73208778,67,0.813981,68,0.794012,67.70013521,42,41.96804743
8,2.5,0.55,20,0.805897,21,0.781866,20.24539137,68,0.807242,69,0.796857,68.69735195,48,48.45196058
9,2.5,0.55,19,0.817848,20,0.778626,19.45505074,68,0.816837,69,0.799508,68.97160829,49,49.51655755
10,2.5,0.55,24,0.823245,25,0.794012,24.795163,79,0.806701,80,0.769133,79.17836989,55,54.38320689
11,2.5,0.55,28,0.810111,29,0.79857,28.87609393,81,0.812903,82,0.773713,81.32924215,53,52.45314823
12,2.5,0.55,23,0.81071,24,0.784223,23.4043493,70,0.801956,71,0.75443,70.04115642,47,46.63680712
13,2.5,0.55,23,0.810552,24,0.79437,23.65208256,81,0.825183,82,0.784516,81.61924902,58,57.96716646
14,2.5,0.55,36,0.809524,37,0.799266,36.92844609,83,0.808568,84,0.787484,83.4063745,47,46.47792841
15,2.5,0.55,27,0.809317,28,0.796319,27.71680259,61,0.821288,62,0.7875,61.63004617,34,33.91324359
16,2.5,0.55,24,0.806974,25,0.787623,24.36039481,68,0.812429,69,0.79422,68.68257455,44,44.32217974
17,2.5,0.55,16,0.810567,17,0.785244,16.41728863,63,0.815594,64,0.799757,63.98465618,47,47.56736755
18,2.5,0.55,26,0.800965,27,0.795343,26.1716471,73,0.803659,74,0.784713,73.19312784,47,47.02148074
