Number,GROWTH,MUTLIPLIER,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
14,10.5,0.5,12,0.465972,13,0.550792,12.40117897,32,0.460811,33,0.518388,32.68063637,20,20.2794574
15,10.5,0.5,12,0.474727,13,0.581955,12.23569404,34,0.487725,35,0.53323,34.26975058,22,22.03405654
16,10.5,0.5,15,0.477414,16,0.545527,15.33159602,35,0.477977,36,0.593909,35.18996481,20,19.85836878
17,10.5,0.5,13,0.490661,14,0.570035,13.11765818,33,0.473214,34,0.600954,33.20969156,20,20.09203339
18,10.5,0.5,14,0.492308,15,0.508842,14.46522318,33,0.390374,34,0.501477,33.98670603,19,19.52148285
19,10.5,0.5,13,0.465942,14,0.555556,13.38005222,33,0.46315,34,0.521193,33.63487415,20,20.25482192
0,10.5,0.55,14,0.476866,15,0.530596,14.43056021,34,0.451132,35,0.518601,34.72430301,20,20.2937428
1,10.5,0.55,12,0.408513,13,0.530028,12.75288647,32,0.440288,33,0.527778,32.68250086,20,19.92961438
2,10.5,0.55,13,0.430986,14,0.516978,13.80256303,31,0.473647,32,0.570079,31.27328065,18,17.47071762
3,10.5,0.55,12,0.454967,13,0.509121,12.83157292,32,0.469317,33,0.534143,32.47331318,20,19.64174026
4,10.5,0.55,13,0.428025,14,0.526758,13.72898626,35,0.487984,36,0.591928,35.11560071,22,21.38661445
5,10.5,0.55,14,0.444444,15,0.515106,14.78622173,33,0.438389,34,0.505872,33.91298549,19,19.12676376
6,10.5,0.55,13,0.474281,14,0.54977,13.34069864,35,0.486957,36,0.542514,35.2347679,22,21.89406925
7,10.5,0.55,14,0.43166,15,0.527869,14.71032856,34,0.442793,35,0.532562,34.63726899,20,19.92694043
8,10.5,0.55,13,0.41655,14,0.515385,13.84433652,33,0.483065,34,0.535649,33.32205614,20,19.47771962
9,10.5,0.55,13,0.453623,14,0.542796,13.52007895,31,0.427785,32,0.506374,31.9188945,18,18.39881555
10,10.5,0.55,14,0.453638,15,0.517336,14.72784075,35,0.457122,36,0.561983,35.40890321,21,20.68106247
11,10.5,0.55,15,0.494169,16,0.549497,15.10538968,35,0.464286,36,0.536179,35.49676603,20,20.39137635
12,10.5,0.55,14,0.451128,15,0.524691,14.66435572,35,0.376,36,0.502187,35.98266858,21,21.31831286
13,10.5,0.55,14,0.450502,15,0.536474,14.57574559,34,0.435622,35,0.534345,34.65210741,20,20.07636182
14,10.5,0.55,15,0.488372,16,0.558824,15.16504854,35,0.421677,36,0.50641,35.92435061,20,20.75930206
15,10.5,0.55,14,0.435115,15,0.510903,14.85613817,33,0.481343,34,0.559738,33.23798712,19,18.38184894
16,10.5,0.55,14,0.491983,15,0.52568,14.23791435,32,0.434037,33,0.512802,32.83746588,18,18.59955153
17,10.5,0.55,12,0.405569,13,0.507682,12.92476962,35,0.471081,36,0.51585,35.64596037,23,22.72119076
18,10.5,0.55,12,0.477339,13,0.566766,12.25340222,32,0.49127,33,0.568528,32.11299801,20,19.85959579
19,10.5,0.55,13,0.493007,14,0.552632,13.11728302,33,0.493007,34,0.538721,33.15297283,20,20.03568981
0,10.5,0.6,15,0.480273,16,0.555829,15.26109111,35,0.482982,36,0.55408,35.23935976,20,19.97826865
1,10.5,0.6,15,0.46355,16,0.526882,15.57553843,33,0.454611,34,0.544444,33.50525976,18,17.92972133
2,10.5,0.6,14,0.427527,15,0.53888,14.65084012,32,0.382517,33,0.504986,32.95928766,18,18.30844754
3,10.5,0.6,13,0.45,14,0.575847,13.39730784,33,0.481873,34,0.516047,33.53043249,20,20.13312465
4,10.5,0.6,14,0.471122,15,0.581353,14.26197712,33,0.436567,34,0.550874,33.55493539,19,19.29295827
5,10.5,0.6,13,0.432326,14,0.534299,13.66364626,32,0.487127,33,0.565994,32.16322416,19,18.4995779
6,10.5,0.6,13,0.442257,14,0.552721,13.52273139,31,0.45,32,0.534864,31.58917798,18,18.06644659
7,10.5,0.6,13,0.480392,14,0.525678,13.4329815,34,0.411061,35,0.507785,34.91951325,21,21.48653176
8,10.5,0.6,14,0.485577,15,0.569079,14.1727264,34,0.473886,35,0.565961,34.28361662,20,20.11089022
9,10.5,0.6,14,0.389886,15,0.511785,14.9033216,33,0.443878,34,0.538341,33.59411621,19,18.69079461
10,10.5,0.6,12,0.486376,13,0.568362,12.16617471,33,0.489431,34,0.518519,33.36334571,21,21.197171
11,10.5,0.6,14,0.452756,15,0.512232,14.79433721,33,0.480878,34,0.564378,33.22900599,19,18.43466878
12,10.5,0.6,13,0.486593,14,0.512882,13.50998516,33,0.498611,34,0.553963,33.02509394,20,19.51510878
13,10.5,0.6,13,0.461708,14,0.540185,13.48793914,32,0.472689,33,0.552846,32.34071884,19,18.8527797
14,10.5,0.6,14,0.464129,15,0.544538,14.44610678,31,0.442335,32,0.51446,31.79951473,17,17.35340795
15,10.5,0.6,13,0.46087,14,0.521395,13.64650971,32,0.446779,33,0.537267,32.58815534,19,18.94164563
16,10.5,0.6,14,0.489505,15,0.566618,14.13609897,35,0.496051,36,0.564145,35.05799336,21,20.92189439
17,10.5,0.6,14,0.465569,15,0.578056,14.3060887,34,0.428571,35,0.522355,34.76163311,20,20.45554441
18,10.5,0.6,16,0.463592,17,0.55363,16.4043626,34,0.499325,35,0.548359,34.01376596,18,17.60940336
19,10.5,0.6,14,0.483746,15,0.6168,14.12216093,32,0.486111,33,0.568043,32.16951863,18,18.0473577
0,10.5,0.65,14,0.496622,15,0.607919,14.03035122,30,0.474017,31,0.583964,30.23632296,16,16.20597173
1,10.5,0.65,12,0.45389,13,0.510309,12.81727787,32,0.496979,33,0.561525,32.04680383,20,19.22952596
2,10.5,0.65,13,0.465471,14,0.567454,13.33857604,32,0.412109,33,0.517045,32.83756766,19,19.49899162
3,10.5,0.65,14,0.446541,15,0.505865,14.90113613,32,0.421569,33,0.524958,32.75860101,18,17.85746488
4,10.5,0.65,13,0.47979,14,0.542785,13.32081911,32,0.496235,33,0.59129,32.03960865,19,18.71878953
5,10.5,0.65,13,0.498514,14,0.539308,13.03642693,31,0.379642,32,0.515861,31.8835625,18,18.84713557
6,10.5,0.65,13,0.444606,14,0.556732,13.4940335,33,0.467919,34,0.529412,33.52170166,20,20.02766816
7,10.5,0.65,11,0.406627,12,0.509987,11.90337655,29,0.443571,30,0.50531,29.91399278,18,18.01061623
8,10.5,0.65,12,0.460815,13,0.519862,12.66362389,29,0.445983,30,0.510807,29.83328705,17,17.16966316
9,10.5,0.65,13,0.44113,14,0.526981,13.68572294,34,0.430435,35,0.510301,34.87102146,21,21.18529852
10,10.5,0.65,12,0.44437,13,0.537008,12.60050951,31,0.494799,32,0.59352,31.05268383,19,18.45217432
11,10.5,0.65,13,0.485612,14,0.516129,13.47147492,29,0.43693,30,0.546123,29.57760113,16,16.10612621
12,10.5,0.65,13,0.444604,14,0.531618,13.63663319,30,0.463636,31,0.561313,30.37228826,17,16.73565507
13,10.5,0.65,13,0.463483,14,0.54833,13.43038646,31,0.491004,32,0.590988,31.0899744,18,17.65958794
14,10.5,0.65,13,0.462121,14,0.525765,13.59517001,34,0.494161,35,0.553333,34.09867843,21,20.50350842
15,10.5,0.65,13,0.457576,14,0.513158,13.76326868,30,0.480176,31,0.551262,30.27887348,17,16.51560479
16,10.5,0.65,12,0.403846,13,0.504065,12.95943883,31,0.463946,32,0.525357,31.58709352,19,18.62765469
17,10.5,0.65,12,0.490881,13,0.525806,12.26110236,33,0.497405,34,0.608808,33.02329381,21,20.76219144
18,10.5,0.65,13,0.46897,14,0.558491,13.34662258,31,0.424863,32,0.515651,31.82760938,18,18.4809868
19,10.5,0.65,14,0.493902,15,0.607367,14.05374345,32,0.4375,33,0.532308,32.65922707,18,18.60548362
0,10.5,0.7,14,0.480861,15,0.541531,14.31546069,30,0.434124,31,0.540931,30.61677605,16,16.30131537
1,10.5,0.7,11,0.447791,12,0.557751,11.47479993,28,0.403226,29,0.521577,28.81768637,17,17.34288645
2,10.5,0.7,12,0.419207,13,0.543668,12.64914311,31,0.444763,32,0.503731,31.9367284,19,19.28758529
3,10.5,0.7,12,0.483356,13,0.554784,12.23301786,29,0.475037,30,0.532007,29.43817799,17,17.20516012
4,10.5,0.7,12,0.440309,13,0.521137,12.73849409,28,0.426546,29,0.547068,28.60946549,16,15.87097141
5,10.5,0.7,12,0.487294,13,0.592593,12.12066591,28,0.452756,29,0.523207,28.67059375,16,16.54992783
6,10.5,0.7,13,0.489969,14,0.574013,13.11935415,32,0.475983,33,0.573071,32.24737352,19,19.12801937
7,10.5,0.7,11,0.427555,12,0.515244,11.82615836,32,0.458498,33,0.554675,32.43151689,21,20.60535854
8,10.5,0.7,12,0.446505,13,0.543741,12.55015632,29,0.469617,30,0.602118,29.22930393,17,16.67914761
9,10.5,0.7,11,0.400799,12,0.525532,11.79530678,31,0.434437,32,0.503571,31.94834669,20,20.15303991
10,10.5,0.7,12,0.497155,13,0.57541,12.0363555,31,0.478295,32,0.589888,31.19450145,19,19.15814594
11,10.5,0.7,12,0.499276,13,0.552469,12.01361081,29,0.487463,30,0.586003,29.12722752,17,17.11361671
12,10.5,0.7,13,0.497899,14,0.620214,13.01717696,31,0.456349,32,0.561634,31.41459847,18,18.39742151
13,10.5,0.7,12,0.410042,13,0.52406,12.78898069,31,0.448584,32,0.523556,31.6858027,19,18.89682201
14,10.5,0.7,13,0.487616,14,0.54458,13.21740046,32,0.458009,33,0.531613,32.57049889,19,19.35309842
15,10.5,0.7,12,0.462598,13,0.5301,12.55408729,30,0.460317,31,0.556726,30.41161095,18,17.85752366
16,10.5,0.7,13,0.434269,14,0.530664,13.68189221,31,0.467407,32,0.551155,31.38917944,18,17.70728723
17,10.5,0.7,13,0.45137,14,0.5575,13.45821163,29,0.476463,30,0.582181,29.22263947,16,15.76442785
18,10.5,0.7,12,0.459538,13,0.565747,12.38096583,30,0.464706,31,0.534722,30.50408478,18,18.12311895
19,10.5,0.7,12,0.475932,13,0.515498,12.60830006,30,0.428736,31,0.51417,30.83414097,18,18.22584092
0,10.5,0.75,13,0.468981,14,0.521997,13.58508752,29,0.484658,30,0.538972,29.28246861,16,15.69738109
1,10.5,0.75,12,0.421283,13,0.535489,12.68925451,29,0.427757,30,0.554363,29.57061277,17,16.88135826
2,10.5,0.75,11,0.430348,12,0.522222,11.75812526,30,0.498549,31,0.55,30.02820159,19,18.27007633
3,10.5,0.75,12,0.447368,13,0.566265,12.44266886,30,0.450867,31,0.543284,30.53164461,18,18.08897575
4,10.5,0.75,11,0.432665,12,0.502347,11.96631842,29,0.439477,30,0.518519,29.76570684,18,17.79938842
5,10.5,0.75,12,0.453586,13,0.54523,12.50645978,29,0.430459,30,0.5,30,17,17.49354022
6,10.5,0.75,11,0.423325,12,0.527047,11.73923565,29,0.435563,30,0.554187,29.54320374,18,17.80396809
7,10.5,0.75,12,0.446753,13,0.513423,12.79866507,30,0.483965,31,0.580159,30.16669439,18,17.36802932
8,10.5,0.75,12,0.452174,13,0.531341,12.60411535,27,0.421053,28,0.570962,27.52663282,15,14.92251747
9,10.5,0.75,11,0.495902,12,0.561881,11.06211067,27,0.495502,28,0.525848,27.14822382,16,16.08611315
10,10.5,0.75,13,0.496484,14,0.585803,13.03936452,30,0.407574,31,0.538574,30.70554198,17,17.66617746
11,10.5,0.75,12,0.494949,13,0.571667,12.06583853,30,0.467967,31,0.532357,30.49748408,18,18.43164556
12,10.5,0.75,12,0.499301,13,0.545611,12.01509393,28,0.476155,29,0.567053,28.262327,16,16.24723307
13,10.5,0.75,13,0.487231,14,0.558537,13.17907329,28,0.482734,29,0.588558,28.1631577,15,14.98408441
14,10.5,0.75,13,0.483846,14,0.568182,13.19154335,29,0.472789,30,0.587479,29.23725695,16,16.0457136
15,10.5,0.75,12,0.482143,13,0.573783,12.19486032,30,0.479765,31,0.545315,30.30869565,18,18.11383533
16,10.5,0.75,12,0.435438,13,0.519858,12.76477138,29,0.454936,30,0.522327,29.66869463,17,16.90392325
17,10.5,0.75,12,0.47218,13,0.554589,12.33758449,30,0.422507,31,0.544462,30.6354229,18,18.29783841
18,10.5,0.75,14,0.453858,15,0.558952,14.43905456,29,0.388677,30,0.511425,29.90692313,15,15.46786857
19,10.5,0.75,12,0.491304,13,0.550775,12.14622253,32,0.477178,33,0.573798,32.23620368,20,20.08998116
0,10.5,0.8,10,0.430705,11,0.513037,10.84165331,28,0.45423,29,0.521374,28.68166925,18,17.84001594
1,10.5,0.8,12,0.449424,13,0.500687,12.98659852,28,0.469436,29,0.573506,28.29368694,16,15.30708842
2,10.5,0.8,11,0.467697,12,0.558537,11.35560326,28,0.476955,29,0.561688,28.27197196,17,16.9163687
3,10.5,0.8,12,0.444368,13,0.538248,12.59258628,27,0.438108,28,0.533283,27.65029682,15,15.05771054
4,10.5,0.8,12,0.471141,13,0.579231,12.26699047,28,0.430371,29,0.50346,28.95266046,16,16.68566998
5,10.5,0.8,11,0.496454,12,0.585156,11.03997655,28,0.494905,29,0.588468,28.05445529,17,17.01447874
6,10.5,0.8,12,0.475,13,0.589376,12.21857732,29,0.47019,30,0.520548,29.59196156,17,17.37338423
7,10.5,0.8,13,0.471257,14,0.559598,13.32536421,29,0.413885,30,0.524579,29.77795544,16,16.45259123
8,10.5,0.8,11,0.427737,12,0.509587,11.88287111,27,0.436006,28,0.522222,27.74225202,16,15.85938091
9,10.5,0.8,11,0.420798,12,0.520588,11.79368674,28,0.490783,29,0.560209,28.13276006,17,16.33907332
10,10.5,0.8,11,0.459052,12,0.571429,11.36438061,28,0.486933,29,0.590097,28.1266624,17,16.76228179
11,10.5,0.8,12,0.480454,13,0.595035,12.17058675,27,0.427972,28,0.516418,27.81437261,15,15.64378587
12,10.5,0.8,12,0.428676,13,0.514006,12.83586078,27,0.416981,28,0.542408,27.66189098,15,14.8260302
13,10.5,0.8,12,0.474227,13,0.545455,12.36183804,29,0.460328,30,0.600148,29.28373623,17,16.92189819
14,10.5,0.8,11,0.434932,12,0.51511,11.81154431,29,0.496449,30,0.575648,29.04483642,18,17.23329211
15,10.5,0.8,12,0.467579,13,0.56525,12.3319409,27,0.450137,28,0.517756,27.73741108,15,15.40547018
16,10.5,0.8,12,0.494574,13,0.536467,12.12952044,28,0.454608,29,0.509589,28.8255943,16,16.69607385
17,10.5,0.8,12,0.485661,13,0.576498,12.15785418,26,0.365128,27,0.507524,26.94716144,14,14.78930726
18,10.5,0.8,11,0.418056,12,0.522048,11.78798369,26,0.435825,27,0.546742,26.57858579,15,14.7906021
19,10.5,0.8,11,0.418524,12,0.522222,11.78570464,30,0.424465,31,0.536552,30.67389617,19,18.88819153
0,10.5,0.85,11,0.432341,12,0.507645,11.89847817,26,0.417553,27,0.536585,26.69264568,15,14.79416751
1,10.5,0.85,12,0.436872,13,0.548469,12.56567829,29,0.483051,30,0.55137,29.24808618,17,16.6824079
2,10.5,0.85,12,0.466339,13,0.563579,12.34616413,27,0.417206,28,0.52116,27.79644843,15,15.4502843
3,10.5,0.85,11,0.470117,12,0.572998,11.2904618,24,0.48688,25,0.599835,24.11615245,13,12.82569065
4,10.5,0.85,11,0.451429,12,0.583837,11.36682829,26,0.392634,27,0.503947,26.96454143,15,15.59771314
5,10.5,0.85,11,0.394357,12,0.51809,11.8537981,27,0.41195,28,0.520803,27.80888905,16,15.95509095
6,10.5,0.85,11,0.427108,12,0.524169,11.75099164,27,0.481806,28,0.580303,27.18471629,16,15.43372464
7,10.5,0.85,10,0.407806,11,0.500696,10.99250727,28,0.49411,29,0.576006,28.07192048,18,17.07941322
8,10.5,0.85,11,0.414414,12,0.523013,11.78809197,29,0.484218,30,0.501672,29.90420534,18,18.11611337
9,10.5,0.85,11,0.491852,12,0.588281,11.0844974,28,0.470548,29,0.54068,28.41995095,17,17.33545355
10,10.5,0.85,10,0.415185,11,0.527937,10.75222612,27,0.471023,28,0.535354,27.45043603,17,16.6982099
11,10.5,0.85,11,0.454128,12,0.589482,11.33890391,27,0.470169,28,0.528213,27.5139377,16,16.17503379
12,10.5,0.85,11,0.452869,12,0.51675,11.73779371,25,0.448752,26,0.531866,25.61659889,14,13.87880518
13,10.5,0.85,11,0.391393,12,0.51263,11.89582388,27,0.491513,28,0.546952,27.15308718,16,15.25726329
14,10.5,0.85,12,0.496274,13,0.565331,12.05395543,29,0.485316,30,0.64065,29.09453178,17,17.04057636
15,10.5,0.85,11,0.437668,12,0.525788,11.70735361,28,0.46343,29,0.557515,28.38869108,17,16.68133747
16,10.5,0.85,12,0.497945,13,0.576792,12.02606313,27,0.400285,28,0.517161,27.85316917,15,15.82710604
17,10.5,0.85,11,0.406801,12,0.547196,11.66383418,28,0.447297,29,0.545918,28.53439937,17,16.87056519
18,10.5,0.85,10,0.427386,11,0.511019,10.86824579,26,0.455369,27,0.511905,26.78942621,16,15.92118042
19,10.5,0.85,11,0.483607,12,0.546828,11.25929675,28,0.497945,29,0.608108,28.01865418,17,16.75935742
0,10.5,0.9,13,0.499203,14,0.610413,13.00716662,26,0.411523,27,0.526459,26.76979362,13,13.762627
1,10.5,0.9,11,0.470756,12,0.551554,11.36193965,28,0.474674,29,0.59003,28.21954645,17,16.8576068
2,10.5,0.9,12,0.497122,13,0.583851,12.03318383,26,0.444776,27,0.521497,26.71980292,14,14.6866191
3,10.5,0.9,10,0.449488,11,0.543385,10.53795116,24,0.44129,25,0.589912,24.395029,14,13.85707784
4,10.5,0.9,11,0.471347,12,0.571767,11.28533161,27,0.445104,28,0.538075,27.59046369,16,16.30513209
5,10.5,0.9,11,0.44194,12,0.515015,11.79452617,26,0.462451,27,0.543284,26.46452563,15,14.66999946
6,10.5,0.9,11,0.493798,12,0.547342,11.11582997,27,0.447552,28,0.554131,27.49210445,16,16.37627448
7,10.5,0.9,10,0.434517,11,0.512006,10.84506188,28,0.475,29,0.5469,28.34770515,18,17.50264327
8,10.5,0.9,10,0.494286,11,0.590103,10.05963451,26,0.371703,27,0.503817,26.97110829,16,16.91147377
9,10.5,0.9,12,0.489482,13,0.61236,12.0855971,28,0.442716,29,0.546736,28.55070179,16,16.46510469
10,10.5,0.9,11,0.434498,12,0.512784,11.83670133,26,0.460926,27,0.555728,26.4121643,15,14.57546297
11,10.5,0.9,10,0.44186,11,0.534257,10.62924121,26,0.488535,27,0.555911,26.17016445,16,15.54092324
12,10.5,0.9,12,0.496313,13,0.587849,12.04027923,28,0.46503,29,0.515103,28.69838036,16,16.65810113
13,10.5,0.9,11,0.468877,12,0.526515,11.53997363,26,0.477083,27,0.560653,26.2742252,15,14.73425157
14,10.5,0.9,11,0.489024,12,0.561111,11.15226046,27,0.456,28,0.553429,27.45161092,16,16.29935045
15,10.5,0.9,10,0.422104,11,0.504993,10.93976282,29,0.411255,30,0.506737,29.9294422,19,18.98967938
16,10.5,0.9,10,0.497344,11,0.608044,10.02399277,24,0.473009,25,0.581752,24.24820908,14,14.22421631
17,10.5,0.9,11,0.485273,12,0.558277,11.20172867,27,0.474299,28,0.531967,27.44567178,16,16.2439431
18,10.5,0.9,11,0.478261,12,0.62447,11.14868442,26,0.424107,27,0.510929,26.87412177,15,15.72543735
19,10.5,0.9,10,0.492867,11,0.584034,10.07824103,26,0.441392,27,0.557808,26.50343595,16,16.42519492
0,10.5,0.95,11,0.457201,12,0.544853,11.48828321,26,0.416058,27,0.51584,26.84125393,15,15.35297072
1,10.5,0.95,10,0.438158,11,0.558867,10.51232302,27,0.459264,28,0.565421,27.38373353,17,16.8714105
2,10.5,0.95,10,0.42044,11,0.532374,10.71077599,26,0.487705,27,0.610068,26.10047972,16,15.38970373
3,10.5,0.95,11,0.453647,12,0.551282,11.47475803,26,0.437751,27,0.535451,26.63714432,15,15.16238629
4,10.5,0.95,9,0.404481,10,0.504481,9.95519,23,0.479367,24,0.588921,23.18833635,14,13.23314635
5,10.5,0.95,11,0.466406,12,0.556693,11.37208014,26,0.484522,27,0.574675,26.17168591,15,14.79960577
6,10.5,0.95,12,0.465924,13,0.580696,12.29690168,25,0.475155,26,0.603074,25.19422447,13,12.89732279
7,10.5,0.95,10,0.400931,11,0.502385,10.97649181,24,0.486928,25,0.597892,24.11780397,14,13.14131216
8,10.5,0.95,11,0.437748,12,0.516055,11.79497363,25,0.433498,26,0.557775,25.53511108,14,13.74013745
9,10.5,0.95,11,0.497097,12,0.588946,11.03160622,26,0.405367,27,0.503556,26.96378413,15,15.93217791
10,10.5,0.95,10,0.424042,11,0.510367,10.87990733,26,0.438165,27,0.512945,26.82689222,16,15.94698489
11,10.5,0.95,11,0.48704,12,0.570826,11.15467978,27,0.442387,28,0.554519,27.51379624,16,16.35911646
12,10.5,0.95,11,0.436364,12,0.540172,11.61301634,26,0.439568,27,0.511211,26.84351577,15,15.23049943
13,10.5,0.95,11,0.460084,12,0.566614,11.37469257,26,0.472896,27,0.577692,26.25863583,15,14.88394325
14,10.5,0.95,10,0.431755,11,0.539318,10.63446538,27,0.482376,28,0.556667,27.23722927,17,16.60276389
15,10.5,0.95,10,0.426219,11,0.505822,10.92686205,25,0.498005,26,0.597663,25.02001846,15,14.09315641
16,10.5,0.95,11,0.44985,12,0.518283,11.73283357,26,0.49466,27,0.572785,26.068352,15,14.33551843
17,10.5,0.95,11,0.481698,12,0.567343,11.21369607,23,0.418589,24,0.53391,23.70595121,12,12.49225514
18,10.5,0.95,11,0.458656,12,0.527616,11.59953596,25,0.410077,26,0.51019,25.89821502,14,14.29867905
19,10.5,0.95,10,0.471799,11,0.539062,10.41926468,25,0.470738,26,0.590711,25.24390488,15,14.8246402
0,10.5,1,10,0.442279,11,0.555994,10.50759355,26,0.426152,27,0.518145,26.80275673,16,16.29516319
1,10.5,1,11,0.458689,12,0.56623,11.38414186,24,0.403206,25,0.501471,24.98503028,13,13.60088841
2,10.5,1,11,0.446144,12,0.588362,11.37868624,24,0.493827,25,0.581688,24.0702587,13,12.69157246
3,10.5,1,10,0.455817,11,0.555478,10.4433329,24,0.44026,25,0.526063,24.69624605,14,14.25291315
4,10.5,1,11,0.46011,12,0.513365,11.74903765,26,0.491865,27,0.560117,26.11919065,15,14.370153
5,10.5,1,10,0.413015,11,0.550491,10.63272862,24,0.393883,25,0.550073,24.67940969,14,14.04668107
6,10.5,1,10,0.438654,11,0.539291,10.60957699,23,0.447844,24,0.557923,23.47380518,13,12.86422818
7,10.5,1,12,0.493653,13,0.614379,12.0525736,25,0.440113,26,0.547043,25.56005798,13,13.50748439
8,10.5,1,10,0.458914,11,0.548031,10.46103437,25,0.434437,26,0.506808,25.90592917,15,15.4448948
9,10.5,1,9,0.407178,10,0.505874,9.94048391,24,0.496484,25,0.552167,24.06314315,15,14.12265924
10,10.5,1,11,0.496257,12,0.530731,11.10857458,27,0.429813,28,0.510703,27.86768451,16,16.75910993
11,10.5,1,11,0.487218,12,0.597633,11.11576326,24,0.437941,25,0.535714,24.63472533,13,13.51896208
12,10.5,1,11,0.461111,12,0.552129,11.42726713,26,0.467244,27,0.570833,26.31621118,15,14.88894405
13,10.5,1,10,0.447964,11,0.531898,10.6199633,25,0.498698,26,0.611577,25.01153447,15,14.39157117
14,10.5,1,9,0.447876,10,0.53007,9.634158211,23,0.462264,24,0.53802,23.49812556,14,13.86396735
15,10.5,1,9,0.430929,10,0.5,10,23,0.425676,24,0.53923,23.6545256,14,13.6545256
16,10.5,1,9,0.424703,10,0.541892,9.642526176,25,0.487994,26,0.589088,25.11876076,16,15.47623458
17,10.5,1,10,0.462687,11,0.508148,10.82076945,25,0.465924,26,0.53438,25.4977796,15,14.67701014
18,10.5,1,10,0.416216,11,0.532369,10.72132446,26,0.449933,27,0.562588,26.44442768,16,15.72310322
19,10.5,1,10,0.466452,11,0.553314,10.38622182,26,0.495146,27,0.545319,26.09674526,16,15.71052344
0,11,0.5,13,0.406143,14,0.530391,13.75540049,35,0.465287,36,0.55036,35.4080378,22,21.65263731
1,11,0.5,14,0.447619,15,0.555638,14.48492395,34,0.490895,35,0.55477,34.14254403,20,19.65762008
2,11,0.5,16,0.492754,17,0.527732,16.20715879,37,0.485849,38,0.540698,37.25799923,21,21.05084045
3,11,0.5,14,0.478723,15,0.544396,14.32398398,33,0.426081,34,0.52526,33.74530899,19,19.42132501
4,11,0.5,16,0.486824,17,0.574232,16.15074135,35,0.473315,36,0.545855,35.367866,19,19.21712465
5,11,0.5,15,0.476122,16,0.551993,15.3147184,34,0.45537,35,0.53178,34.58408585,19,19.26936745
6,11,0.5,16,0.462559,17,0.561017,16.38027382,34,0.456738,35,0.535545,34.54896139,18,18.16868756
7,11,0.5,15,0.490031,16,0.586926,15.10288457,35,0.497771,36,0.525748,35.07967259,20,19.97678802
8,11,0.5,14,0.481322,15,0.531148,14.37486453,36,0.460145,37,0.583607,36.32281188,22,21.94794735
9,11,0.5,16,0.492321,17,0.56654,16.10346407,36,0.469897,37,0.586179,36.25887928,20,20.1554152
10,11,0.5,15,0.489633,16,0.557858,15.1519531,37,0.482861,38,0.534031,37.33494235,22,22.18298925
11,11,0.5,14,0.477589,15,0.546329,14.3260256,40,0.454751,41,0.54201,40.51855969,26,26.19253409
12,11,0.5,14,0.438849,15,0.50077,14.9875648,36,0.459524,37,0.542735,36.48642607,22,21.49886127
13,11,0.5,15,0.423077,16,0.511331,15.87160922,35,0.459641,36,0.523038,35.63660741,20,19.76499819
14,11,0.5,13,0.422264,14,0.510285,13.88315288,35,0.496296,36,0.560177,35.05798281,22,21.17482993
15,11,0.5,15,0.473254,16,0.581445,15.24721095,36,0.485804,37,0.548957,36.22478742,21,20.97757647
16,11,0.5,15,0.470588,16,0.584829,15.25745573,35,0.443284,36,0.533071,35.63167274,20,20.37421701
17,11,0.5,16,0.495601,17,0.578671,16.05295534,34,0.428681,35,0.506339,34.91837287,18,18.86541753
18,11,0.5,12,0.392765,13,0.512409,12.89628398,34,0.461373,35,0.514286,34.73000964,22,21.83372566
19,11,0.5,14,0.488636,15,0.529577,14.27757016,35,0.443066,36,0.536928,35.60657135,21,21.32900119
0,11,0.55,14,0.456835,15,0.535361,14.54969055,37,0.478229,38,0.579425,37.21513696,23,22.66544641
1,11,0.55,13,0.406609,14,0.503737,13.961525,31,0.496727,32,0.585023,31.0370685,18,17.0755435
2,11,0.55,13,0.455128,14,0.543413,13.50826301,33,0.494444,34,0.575862,33.06824044,20,19.55997743
3,11,0.55,14,0.463758,15,0.519531,14.64981263,34,0.475749,35,0.551667,34.31943676,20,19.66962413
4,11,0.55,13,0.488739,14,0.58134,13.12160776,33,0.450887,34,0.553544,33.47841842,20,20.35681066
5,11,0.55,13,0.481563,14,0.521104,13.46627551,33,0.493902,34,0.539124,33.13484587,20,19.66857036
6,11,0.55,14,0.449495,15,0.502239,14.95754967,34,0.420028,35,0.505848,34.93185738,20,19.9743077
7,11,0.55,13,0.401949,14,0.500689,13.99302208,31,0.388011,32,0.501427,31.987418,18,17.99439592
8,11,0.55,14,0.493253,15,0.566566,14.09203006,31,0.434302,32,0.545064,31.59314566,17,17.5011156
9,11,0.55,13,0.383721,14,0.514915,13.8863134,33,0.476608,34,0.558239,33.2865578,20,19.4002444
10,11,0.55,14,0.496992,15,0.5707,14.04080968,33,0.445765,34,0.533058,33.62129839,19,19.5804887
11,11,0.55,14,0.468944,15,0.527725,14.52833399,33,0.467275,34,0.543348,33.43017891,19,18.90184492
12,11,0.55,14,0.436139,15,0.551622,14.55299048,36,0.48902,37,0.533654,36.24600081,22,21.69301032
13,11,0.55,14,0.482812,15,0.572899,14.19079334,34,0.479579,35,0.555471,34.26907974,20,20.0782864
14,11,0.55,14,0.495468,15,0.542296,14.0967797,33,0.465926,34,0.560185,33.36149333,19,19.26471363
