EMBRYO,GERMLINE,AVERAGE
0.25,1.0,14.8959
0.3,1.0,14.4228
0.35,1.0,14.8029
0.4,1.0,14.895
0.45,1.0,14.795
0.5,1.0,14.7597
0.55,1.0,14.7797
0.6,1.0,14.7883
0.65,1.0,14.5869
0.7,1.0,14.5969
0.75,1.0,14.4806
0.8,1.0,15.148
0.85,1.0,14.7922
0.9,1.0,14.4996
0.95,1.0,14.6424
1.0,1.0,14.6275
