EMBRYO,GERMLINE,AVERAGE
0.45,1,14.6056
0.5,1,14.4919
0.55,1,14.316
0.6,1,14.4905
0.65,1,14.2767
0.7,1,14.3179
0.75,1,14.5011
0.8,1,14.4984
0.85,1,14.1674
0.9,1,14.5067
0.95,1,14.5657
1,1,14.3594
