EMBRYO,GERMLINE,AVERAGE
0.5,1,46.5781
0.55,1,46.3149
0.6,1,47.0854
0.65,1,47.0739
0.7,1,46.7549
0.75,1,46.609
0.8,1,46.0497
0.85,1,46.5874
0.9,1,46.5927
0.95,1,47.0956
1,1,47.0046
