EMBRYO,GERMLINE,AVERAGE
0.25,1.0,12.3831
0.3,1.0,12.8899
0.35,1.0,12.8697
0.4,1.0,13.5356
0.45,1.0,13.7037
0.5,1.0,14.07
0.55,1.0,14.9685
0.6,1.0,15.443
0.65,1.0,16.4449
0.7,1.0,17.1789
0.75,1.0,17.6764
0.8,1.0,18.9208
0.85,1.0,20.3091
0.9,1.0,21.4518
0.95,1.0,22.8073
1.0,1.0,24.2126
