EMBRYO,GERMLINE,AVERAGE
0.5,1,12.3609
0.55,1,13.0036
0.6,1,13.182
0.65,1,13.0152
0.7,1,13.1785
0.75,1,13.7924
0.8,1,13.8389
0.85,1,13.602
0.9,1,14.5192
0.95,1,14.108
1,1,14.9681
