Drive_Allele_Gene_Frequency,Num_Drive_Gene
1,100160
1,99766
1,99336
1,100596
1,99457
1,99556
1,100146
1,100278
1,99979
1,99827
1,100064
1,100401
1,99980
1,100130
1,99242
1,100474
1,100052
1,100370
1,100325
1,99635
1,98993
1,100337
1,100993
1,100432
1,98905
1,99557
1,99335
1,100087
1,99364
1,100174
1,99440
1,99478
1,100069
1,100216
1,100039
1,100353
1,100754
1,100255
1,100850
1,100659
1,99737
1,99939
1,100835
1,100502
1,99928
1,99585
1,99426
1,99890
1,100351
1,99927
1,99874
1,99832
1,99436
1,99616
1,100968
1,100233
1,100838
1,100050
1,100141
1,99491
1,99640
1,99884
1,100061
1,99826
1,99927
1,100065
1,99803
1,99573
1,100187
1,100165
1,99169
1,99684
1,99789
1,99558
1,99924
1,100042
1,99875
1,100126
NAN,NAN
0.11038,10261
0.123637,11030
0.140935,12316
0.160665,13848
0.185557,15535
0.215755,17581
0.258097,20511
0.317534,24473
0.406717,30361
0.531958,38368
0.70807,49829
0.89153,66115
0.987242,84039
0.999844,95955
1,99619
1,99591
1,100157
1,99771
1,100322
1,100565
1,99889
1,99879
1,99679
1,99656
1,99111
1,100020
1,100235
1,100448
1,99778
1,99775
1,99891
1,100369
1,100311
1,100107
1,100278
1,99774
1,99431
1,99896
1,100194
1,99525
1,100149
1,99603
1,100559
1,100089
1,100389
1,99532
1,99793
1,100753
1,100661
1,100398
1,100122
1,99571
1,100525
1,99862
1,100753
1,99704
1,100318
1,100086
1,99525
1,100451
1,100403
1,99854
1,101015
1,100417
1,99861
1,100071
1,99125
1,100278
1,100230
1,100587
1,100559
1,99177
1,99792
1,99756
1,99646
1,100041
1,99626
1,100259
1,100162
1,99452
1,99637
1,99196
1,100237
1,99512
1,100104
1,99407
1,100138
1,100521
1,100149
1,99618
1,99779
1,99413
1,99970
1,100380
1,100047
1,100450
1,99835
1,99872
1,99637
1,99438
NAN,NAN
0.111336,10219
0.122971,10786
0.13393,11661
0.15182,13082
0.176165,15008
0.207448,17357
0.248399,20246
0.303523,23659
0.384513,29341
0.502833,36916
0.673994,47280
0.861634,63044
0.979171,81279
0.99958,95196
1,98168
1,99491
1,100275
1,99487
1,99944
1,99917
1,100248
1,100040
1,99430
1,100715
1,100266
1,100587
1,99073
1,99063
1,99310
1,99649
1,99843
1,99328
1,99847
1,99841
1,100172
1,100226
1,100978
1,100049
1,99580
1,100071
1,100787
1,99810
1,100425
1,99692
1,100688
1,99792
1,100319
1,99500
1,99949
1,100932
1,99868
1,100367
1,100230
1,100356
1,100438
1,99839
1,98821
1,99345
1,99179
1,99429
1,99516
1,100116
1,99544
1,100213
1,99682
1,100083
1,100369
1,99040
1,99536
1,99621
1,99196
1,99954
1,99403
1,99782
1,100254
1,100689
1,99554
1,100613
1,101339
1,100658
1,100480
1,100448
1,100247
1,99790
1,100219
1,99758
1,99784
1,99159
1,99798
1,99398
1,99278
1,100403
1,101047
1,101383
1,99707
1,100890
1,100745
1,100192
1,100061
1,100506
NAN,NAN
0.111752,10383
0.123208,10995
0.137756,11989
0.157185,13389
0.178561,15155
0.211792,17559
0.256571,20597
0.316401,24716
0.405679,30262
0.533051,38401
0.712718,50397
0.896001,66563
0.986872,84648
0.999823,96166
1,99229
1,99651
1,100679
1,100834
1,100097
1,99726
1,99289
1,100115
1,99945
1,99855
1,99252
1,99770
1,99562
1,100324
1,99680
1,99760
1,100007
1,98998
1,99374
1,100451
1,99766
1,99640
1,99944
1,99517
1,100107
1,99871
1,100095
1,99758
1,100070
1,100053
1,99660
1,99860
1,100151
1,100615
1,100691
1,99508
1,100431
1,100064
1,100239
1,100416
1,99758
1,100053
1,100045
1,100339
1,99213
1,100111
1,100153
1,100006
1,99723
1,100254
1,99803
1,99907
1,99423
1,100350
1,100501
1,99959
1,99924
1,99700
1,99887
1,100298
1,100150
1,100169
1,99236
1,99998
1,100139
1,99528
1,100269
1,99964
1,100273
1,100126
1,100074
1,100077
1,99528
1,99691
1,99942
1,99943
1,100175
1,100208
1,99814
1,99889
1,99854
1,100537
1,100432
1,100154
1,100130
1,100247
NAN,NAN
0.108423,10056
0.123281,11002
0.139782,12320
0.159238,13643
0.184083,15682
0.215501,17917
0.259059,20862
0.321659,25257
0.410474,30114
0.541287,38479
0.721521,50912
0.90175,67211
0.989624,84984
0.999948,96307
1,99371
1,100608
1,100487
1,99268
1,99805
1,99089
1,99236
1,100674
1,99902
1,100690
1,100295
1,100435
1,100345
1,99879
1,99754
1,99950
1,99764
1,99870
1,100212
1,100242
1,100018
1,99911
1,100130
1,99432
1,99830
1,100145
1,99250
1,99368
1,99837
1,100808
1,99671
1,100386
1,99740
1,99824
1,99995
1,99739
1,99435
1,99588
1,99382
1,100181
1,99560
1,98914
1,100090
1,99934
1,100010
1,99920
1,100364
1,99569
1,100006
1,100036
1,99938
1,99239
1,99765
1,100098
1,99703
1,99641
1,99353
1,100086
1,100285
1,100117
1,99709
1,100176
1,99761
1,100044
1,100550
1,99724
1,99586
1,100291
1,100651
1,100464
1,100581
1,100047
1,99474
1,100381
1,100318
1,99763
1,99895
1,99845
1,99493
1,100038
1,100064
1,99668
1,100077
1,100977
1,99950
1,100089
NAN,NAN
0.109384,10112
0.12353,10969
0.142721,12451
0.163646,14014
0.187178,15602
0.22156,18520
0.268848,21660
0.334775,26006
0.433867,32045
0.574997,40811
0.757101,53895
0.928828,71373
0.994554,88758
0.999969,97257
1,99254
1,100473
1,100105
1,100248
1,100930
1,99969
1,100128
1,99619
1,99336
1,101016
1,100668
1,100546
1,99647
1,100224
1,99930
1,99977
1,101267
1,100630
1,100349
1,99944
1,99566
1,99836
1,99793
1,99455
1,99994
1,99747
1,100149
1,100010
1,100492
1,99802
1,99430
1,99890
1,100511
1,99610
1,100001
1,99924
1,99474
1,98995
1,99976
1,99349
1,100334
1,99738
1,99627
1,99920
1,99791
1,99508
1,99723
1,100056
1,99991
1,100077
1,99698
1,99304
1,99536
1,99883
1,100159
1,99747
1,100833
1,99861
1,100597
1,99751
1,99797
1,99668
1,100374
1,100017
1,99678
1,100277
1,100355
1,99793
1,99640
1,99977
1,100017
1,99284
1,99562
1,100286
1,100556
1,100524
1,99577
1,100554
1,100756
1,100492
1,100344
1,99712
1,100134
1,100441
1,100520
1,99687
NAN,NAN
0.109957,10134
0.12165,10835
0.136462,12014
0.153313,13301
0.175562,14842
0.206535,17067
0.24454,19695
0.300147,23479
0.381723,28714
0.50348,36384
0.671256,47782
0.864136,62948
0.979658,81436
0.999515,94732
1,98875
1,99530
1,100273
1,100243
1,100320
1,100398
1,100011
1,99911
1,99551
1,100831
1,100371
1,100315
1,100200
1,101467
1,99666
1,100602
1,100375
1,99330
1,99864
1,100244
1,100120
1,99800
1,100351
1,100021
1,100067
1,100255
1,100135
1,100522
1,100404
1,99723
1,100319
1,99771
1,100379
1,100274
1,100222
1,100061
1,98819
1,99657
1,99864
1,99805
1,99999
1,99404
1,99168
1,99425
1,98921
1,100202
1,100307
1,100228
1,100014
1,99566
1,99574
1,100583
1,99493
1,100627
1,100130
1,99668
1,99740
1,100310
1,99020
1,99813
1,100801
1,100145
1,99670
1,100300
1,99906
1,100813
1,99510
1,100751
1,100275
1,100001
1,100459
1,100384
1,100531
1,99743
1,99285
1,100013
1,100391
1,100286
1,99659
1,100495
1,99805
1,100405
1,99453
1,99607
1,100080
1,99898
NAN,NAN
0.10903,10145
0.119385,10623
0.132184,11557
0.148848,12966
0.168684,14329
0.194883,16186
0.229656,18474
0.275967,21768
0.344591,26508
0.446526,32867
0.595309,42286
0.783765,55652
0.945183,73315
0.996671,90129
1,97996
1,100219
1,100290
1,99596
1,99395
1,99519
1,99389
1,100471
1,99749
1,99799
1,100041
1,99655
1,99988
1,100146
1,99773
1,99886
1,99844
1,99498
1,99805
1,100036
1,100406
1,101050
1,100433
1,100119
1,99416
1,99880
1,100515
1,99673
1,99921
1,99453
1,100082
1,99968
1,99856
1,100062
1,99439
1,99849
1,99491
1,99999
1,100085
1,100104
1,99401
1,99700
1,99794
1,99900
1,100641
1,100781
1,100936
1,100063
1,100141
1,99669
1,99149
1,100248
1,100929
1,99607
1,100436
1,100105
1,99126
1,100109
1,99296
1,99958
1,99778
1,100370
1,99773
1,99939
1,99873
1,99589
1,99789
1,100167
1,100206
1,100186
1,100058
1,99854
1,100160
1,100452
1,100828
1,100111
1,99940
1,100194
1,99994
1,99992
1,99843
1,101070
1,100331
1,100126
1,100145
1,100738
NAN,NAN
