Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
5,0.5,0.45,12,0.801762,13,0.759912,12.04210275,50,0.806999,51,0.77968,50.25619532,38,38.21409257
6,0.5,0.45,12,0.810929,13,0.788913,12.4964117,42,0.821656,43,0.779018,42.50790375,30,30.01149205
7,0.5,0.45,27,0.808377,28,0.765143,27.19375954,66,0.80574,67,0.795745,66.57428714,39,39.3805276
8,0.5,0.45,9,0.828452,10,0.793179,9.806622629,48,0.800852,49,0.764057,48.02315532,39,38.21653269
9,0.5,0.45,15,0.821697,16,0.785412,15.59796059,52,0.81532,53,0.792887,52.68292248,37,37.08496189
10,0.5,0.45,14,0.807415,15,0.789583,14.41582548,47,0.818785,48,0.792608,47.7176147,33,33.30178922
11,0.5,0.45,10,0.808204,11,0.769921,10.21429877,35,0.81295,36,0.783957,35.44665954,25,25.23236076
12,0.5,0.45,12,0.817401,13,0.790723,12.65226029,69,0.845279,70,0.782328,69.71927372,57,57.06701343
13,0.5,0.45,11,0.838974,12,0.793388,11.85495547,46,0.810219,47,0.788542,46.47142132,35,34.61646585
14,0.5,0.45,14,0.806349,15,0.796199,14.62551724,43,0.806167,44,0.79859,43.81391052,29,29.18839328
15,0.5,0.45,9,0.804746,10,0.759382,9.104620404,39,0.829016,40,0.794819,39.84849548,30,30.74387508
16,0.5,0.45,13,0.814081,14,0.794816,13.73091098,38,0.822757,39,0.768306,38.41793539,25,24.68702441
17,0.5,0.45,8,0.814465,9,0.790941,8.614903928,51,0.803711,52,0.746667,51.06505505,43,42.45015112
18,0.5,0.45,14,0.82807,15,0.786818,14.68045186,47,0.812109,48,0.774049,47.31815554,33,32.63770369
19,0.5,0.45,9,0.827411,10,0.793033,9.797341323,52,0.819939,53,0.777288,52.46749197,43,42.67015065
0,0.5,0.5,17,0.817193,18,0.795222,17.78253152,48,0.824507,49,0.797838,48.91893209,31,31.13640057
1,0.5,0.5,15,0.805556,16,0.787056,15.30032432,74,0.832787,75,0.795503,74.87938526,59,59.57906093
2,0.5,0.5,19,0.812698,20,0.796721,19.79476748,53,0.802632,54,0.78654,53.16355953,34,33.36879205
3,0.5,0.5,14,0.80912,15,0.799776,14.9760274,69,0.808366,70,0.797619,69.7784498,55,54.8024224
4,0.5,0.5,9,0.837958,10,0.793068,9.84557808,55,0.815909,56,0.794903,55.75735504,46,45.91177696
5,0.5,0.5,8,0.810345,9,0.774945,8.292231638,45,0.846413,46,0.795745,45.91602195,37,37.62379031
6,0.5,0.5,11,0.818648,12,0.776777,11.44536792,51,0.813505,52,0.788591,51.5420647,40,40.09669679
7,0.5,0.5,10,0.81236,11,0.782378,10.41224735,52,0.80295,53,0.767391,52.08296071,42,41.67071336
8,0.5,0.5,19,0.829885,20,0.790548,19.75971731,43,0.838156,44,0.799787,43.99444864,24,24.23473133
9,0.5,0.5,20,0.808445,21,0.772059,20.23209476,65,0.818994,66,0.787213,65.59765269,45,45.36555792
10,0.5,0.5,11,0.830882,12,0.7875,11.71186206,62,0.832979,63,0.796774,62.91089629,51,51.19903422
11,0.5,0.5,9,0.81759,10,0.78617,9.5598345,59,0.809572,60,0.793446,59.59357559,50,50.03374109
12,0.5,0.5,15,0.823654,16,0.79831,15.93331755,45,0.833988,46,0.796117,45.89746772,30,29.96415017
