Number,EMBRYO,GERMLINE,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
10,0.8,0.8,15,0.464143,16,0.536827,15.49332728,43,0.465169,44,0.544922,43.43673592,28,27.94340864
11,0.8,0.8,15,0.414421,16,0.514851,15.85212586,45,0.449655,46,0.511887,45.80898894,30,29.95686309
12,0.8,0.8,14,0.468364,15,0.533825,14.48328012,43,0.487569,44,0.562592,43.16569585,29,28.68241573
13,0.8,0.8,15,0.492526,16,0.570819,15.09546192,43,0.44963,44,0.500723,43.98584933,28,28.89038741
14,0.8,0.8,15,0.445261,16,0.554357,15.50175075,45,0.459795,46,0.560254,45.40021302,30,29.89846227
15,0.8,0.8,15,0.444444,16,0.551604,15.51843972,45,0.420341,46,0.507432,45.91466397,30,30.39622426
16,0.8,0.8,14,0.490168,15,0.579802,14.10969052,45,0.491716,46,0.574964,45.0995099,31,30.98981938
17,0.8,0.8,15,0.452254,16,0.555944,15.4604687,43,0.456402,44,0.537409,43.5382004,28,28.0777317
18,0.8,0.8,14,0.448836,15,0.513593,14.79009219,45,0.438244,46,0.512509,45.83156265,31,31.04147046
19,0.8,0.8,15,0.467562,16,0.526423,15.55109495,44,0.458522,45,0.540735,44.50451875,29,28.9534238
0,0.8,0.85,14,0.451113,15,0.514797,14.76764965,43,0.465278,44,0.547994,43.41977368,29,28.65212404
1,0.8,0.85,15,0.422967,16,0.502222,15.97196391,46,0.417756,47,0.518336,46.81769736,31,30.84573344
2,0.8,0.85,15,0.479167,16,0.551752,15.28701522,46,0.497405,47,0.566345,46.03764143,31,30.7506262
3,0.8,0.85,14,0.425076,15,0.511958,14.86236505,45,0.452113,46,0.544404,45.51886966,31,30.65650462
4,0.8,0.85,14,0.496157,15,0.572034,14.05064776,41,0.435294,42,0.502287,41.9658621,27,27.91521435
5,0.8,0.85,15,0.456522,16,0.547383,15.47851113,45,0.464232,46,0.529104,45.55136268,30,30.07285155
6,0.8,0.85,14,0.410293,15,0.504292,14.95433994,45,0.44,46,0.539023,45.60591984,31,30.6515799
7,0.8,0.85,15,0.453258,16,0.520115,15.69913397,45,0.490048,46,0.558526,45.14533135,30,29.44619737
8,0.8,0.85,14,0.477504,15,0.518248,14.55213038,45,0.447782,46,0.524552,45.68018757,31,31.1280572
9,0.8,0.85,14,0.431532,15,0.527797,14.711245,44,0.490057,45,0.548252,44.1708566,30,29.4596116
10,0.8,0.85,14,0.455285,15,0.535154,14.55985426,43,0.451228,44,0.516979,43.74176819,29,29.18191392
11,0.8,0.85,16,0.462687,17,0.53705,16.50176835,44,0.456246,45,0.512617,44.77617924,28,28.27441089
12,0.8,0.85,16,0.496439,17,0.542797,16.07681522,46,0.453264,47,0.53455,46.57495756,30,30.49814234
13,0.8,0.85,15,0.496151,16,0.573333,15.04986914,44,0.475073,45,0.571429,44.25869692,29,29.20882778
14,0.8,0.85,15,0.455988,16,0.518996,15.69851447,45,0.488256,46,0.564342,45.15435165,30,29.45583718
15,0.8,0.85,14,0.475958,15,0.560415,14.28466557,43,0.454148,44,0.524068,43.65577803,29,29.37111246
16,0.8,0.85,15,0.493764,16,0.554633,15.10244952,44,0.455955,45,0.539764,44.52554022,29,29.42309069
17,0.8,0.85,15,0.455571,16,0.514346,15.75591663,44,0.436226,45,0.517216,44.78743055,29,29.03151392
18,0.8,0.85,15,0.459517,16,0.522164,15.64620812,46,0.496793,47,0.567918,46.04508963,31,30.39888151
19,0.8,0.85,14,0.464679,15,0.531183,14.53111091,44,0.452534,45,0.535456,44.57241745,30,30.04130654
0,0.8,0.9,14,0.492138,15,0.543399,14.15337196,44,0.463166,45,0.532086,44.53444573,30,30.38107377
1,0.8,0.9,15,0.457098,16,0.535415,15.54779933,46,0.494475,47,0.564698,46.07867793,31,30.5308786
2,0.8,0.9,16,0.495798,17,0.578501,16.05080831,43,0.438917,44,0.502745,43.9569938,27,27.90618548
3,0.8,0.9,16,0.471105,17,0.554054,16.34834657,47,0.453061,48,0.549823,47.48509746,31,31.13675088
4,0.8,0.9,15,0.429304,16,0.516514,15.81064098,46,0.422597,47,0.520723,46.78881234,31,30.97817136
5,0.8,0.9,15,0.422051,16,0.507474,15.912506,46,0.498081,47,0.559549,46.0312195,31,30.1187135
6,0.8,0.9,15,0.434751,16,0.513947,15.82389262,46,0.498938,47,0.53609,46.02858527,31,30.20469265
7,0.8,0.9,14,0.419881,15,0.508171,14.90745271,44,0.445481,45,0.527326,44.66612499,30,29.75867228
8,0.8,0.9,16,0.470678,17,0.55132,16.36360705,44,0.485772,45,0.544703,44.2414349,28,27.87782785
9,0.8,0.9,14,0.461197,15,0.561686,14.38614177,42,0.48452,43,0.566737,42.18828223,28,27.80214046
10,0.8,0.9,14,0.39624,15,0.522496,14.82182233,44,0.471208,45,0.561044,44.32049512,30,29.4986728
11,0.8,0.9,15,0.454614,16,0.507734,15.85440512,43,0.433818,44,0.532394,43.67138046,28,27.81697534
12,0.8,0.9,15,0.454924,16,0.509225,15.83011363,47,0.481919,48,0.515314,47.54142836,32,31.71131473
13,0.8,0.9,15,0.479339,16,0.535562,15.36748306,46,0.442817,47,0.542657,46.57274639,31,31.20526334
14,0.8,0.9,14,0.453824,15,0.531858,14.59174206,44,0.464477,45,0.545907,44.43623972,30,29.84449765
15,0.8,0.9,16,0.496006,17,0.548977,16.07539975,47,0.488936,48,0.557257,47.16194142,31,31.08654168
16,0.8,0.9,15,0.462774,16,0.55306,15.41231199,44,0.49711,45,0.581307,44.03432426,29,28.62201228
17,0.8,0.9,14,0.413793,15,0.50308,14.9655045,47,0.465,48,0.528041,47.55519424,33,32.58968974
18,0.8,0.9,14,0.41889,15,0.506396,14.92690787,45,0.485609,46,0.566667,45.17753954,31,30.25063167
19,0.8,0.9,15,0.459138,16,0.517141,15.7044808,44,0.460284,45,0.541053,44.49172331,29,28.78724251
0,0.8,0.95,15,0.479452,16,0.581332,15.20168826,44,0.489485,45,0.57359,44.12502229,29,28.92333403
1,0.8,0.95,14,0.474378,15,0.55759,14.30791232,45,0.474101,46,0.58194,45.24016358,31,30.93225126
2,0.8,0.95,15,0.424561,16,0.505714,15.92958979,45,0.456934,46,0.52099,45.67231797,30,29.74272818
3,0.8,0.95,14,0.426616,15,0.52,14.78583055,44,0.465608,45,0.550802,44.4036904,30,29.61785985
4,0.8,0.95,15,0.449059,16,0.540444,15.55743284,44,0.470426,45,0.528011,44.51357124,29,28.9561384
5,0.8,0.95,15,0.477366,16,0.517617,15.56232143,44,0.478566,45,0.561634,44.25802957,29,28.69570813
6,0.8,0.95,14,0.468199,15,0.550989,14.38411644,42,0.467456,43,0.56087,42.34838461,28,27.96426817
7,0.8,0.95,17,0.489028,18,0.579609,17.12112916,47,0.450867,48,0.504834,47.91042674,30,30.78929759
8,0.8,0.95,14,0.44268,15,0.51034,14.84717706,42,0.487915,43,0.559454,42.16892884,28,27.32175177
9,0.8,0.95,14,0.481219,15,0.528444,14.3976919,43,0.479224,44,0.574499,43.2180635,29,28.8203716
10,0.8,0.95,15,0.476802,16,0.557042,15.28910768,44,0.4458,45,0.52,44.73045822,29,29.44135054
11,0.8,0.95,16,0.444444,17,0.504145,16.93057068,46,0.465773,47,0.531208,46.52306869,30,29.59249802
12,0.8,0.95,14,0.486681,15,0.565248,14.1695241,43,0.486776,44,0.548917,43.21280636,29,29.04328226
13,0.8,0.95,15,0.477543,16,0.570093,15.24264722,45,0.469145,46,0.524733,45.55506584,30,30.31241862
14,0.8,0.95,14,0.466991,15,0.556061,14.37059616,43,0.4623,44,0.536882,43.5054839,29,29.13488774
15,0.8,0.95,14,0.493661,15,0.573597,14.07930094,45,0.482436,46,0.527378,45.39081483,31,31.31151389
16,0.8,0.95,15,0.491721,16,0.58194,15.09176559,44,0.415842,45,0.502199,44.97453594,29,29.88277035
17,0.8,0.95,14,0.418435,15,0.501441,14.98263981,44,0.439082,45,0.528431,44.68179834,30,29.69915853
18,0.8,0.95,15,0.467025,16,0.572624,15.31226621,45,0.486752,46,0.582688,45.13809206,30,29.82582585
19,0.8,0.95,15,0.448173,16,0.528006,15.64919269,45,0.483961,46,0.551223,45.23845559,30,29.5892629
0,0.8,1,13,0.453655,14,0.53258,13.58720304,43,0.492006,44,0.56259,43.11325513,30,29.52605209
1,0.8,1,15,0.483871,16,0.54617,15.25889661,44,0.453191,45,0.523741,44.66348689,29,29.40459028
2,0.8,1,14,0.420162,15,0.50757,14.91339465,46,0.48855,47,0.578035,46.12795441,32,31.21455975
3,0.8,1,14,0.446763,15,0.500358,14.99332027,43,0.46729,44,0.550767,43.39184446,29,28.39852419
4,0.8,1,16,0.448227,17,0.532593,16.61367138,45,0.476881,46,0.597938,45.19097615,29,28.57730477
5,0.8,1,15,0.447329,16,0.529061,15.64443547,45,0.485605,46,0.576187,45.15891678,30,29.51448131
6,0.8,1,15,0.491612,16,0.605281,15.07379321,43,0.463016,44,0.561733,43.37464672,28,28.30085351
7,0.8,1,15,0.486792,16,0.6,15.1166702,43,0.415963,44,0.510699,43.88706511,28,28.77039491
8,0.8,1,14,0.46562,15,0.529964,14.53431555,42,0.443375,43,0.51938,42.74501678,28,28.21070122
9,0.8,1,14,0.459844,15,0.531143,14.56320566,43,0.419498,44,0.501447,43.98234268,29,29.41913702
10,0.8,1,15,0.473997,16,0.539502,15.39696206,44,0.498944,45,0.581526,44.01278729,29,28.61582523
11,0.8,1,13,0.404745,14,0.50036,13.9962349,43,0.450499,44,0.529254,43.62854422,30,29.63230932
12,0.8,1,15,0.436886,16,0.512123,15.83886917,45,0.448921,46,0.530078,45.62938502,30,29.79051585
13,0.8,1,15,0.463433,16,0.537184,15.49581701,44,0.413343,45,0.500349,44.99598878,29,29.50017178
14,0.8,1,16,0.48,17,0.577863,16.20436733,44,0.414275,45,0.504329,44.95192884,28,28.74756151
15,0.8,1,16,0.448457,17,0.534257,16.60073427,44,0.416354,45,0.503454,44.96034443,28,28.35961017
16,0.8,1,14,0.446324,15,0.555042,14.49371769,42,0.444687,43,0.531838,42.63468004,28,28.14096235
17,0.8,1,15,0.444353,16,0.505279,15.9133539,44,0.441541,45,0.502439,44.95994942,29,29.04659552
18,0.8,1,16,0.454366,17,0.527891,16.62065964,46,0.440202,47,0.517077,46.77786016,30,30.15720052
19,0.8,1,16,0.494027,17,0.55615,16.09614796,45,0.414583,46,0.534624,45.71156522,29,29.61541725
0,0.85,0.5,15,0.434022,16,0.510116,15.86705916,46,0.49101,47,0.55954,46.13118342,31,30.26412426
1,0.85,0.5,15,0.485016,16,0.559753,15.20048972,45,0.439686,46,0.523596,45.71879395,30,30.51830423
2,0.85,0.5,14,0.451835,15,0.52093,14.69708373,44,0.421598,45,0.503194,44.96085592,30,30.2637722
3,0.85,0.5,16,0.439825,17,0.514386,16.80705731,46,0.483419,47,0.566341,46.199959,30,29.39290169
4,0.85,0.5,14,0.479226,15,0.524981,14.45402688,43,0.464639,44,0.548462,43.42185319,29,28.96782631
5,0.85,0.5,16,0.482259,17,0.592566,16.16083295,44,0.410922,45,0.508834,44.90977613,28,28.74894318
6,0.85,0.5,14,0.489204,15,0.539945,14.2127668,45,0.425623,46,0.50448,45.9431883,31,31.73042151
7,0.85,0.5,15,0.455838,16,0.528164,15.61059647,43,0.405172,44,0.504979,43.95011372,28,28.33951725
8,0.85,0.5,15,0.416474,16,0.513032,15.86503449,45,0.457262,46,0.527341,45.60985459,30,29.74482011
9,0.85,0.5,15,0.487586,16,0.57078,15.14921749,44,0.469938,45,0.538849,44.43624385,29,29.28702636
10,0.85,0.5,15,0.46729,16,0.532593,15.50089582,45,0.447387,46,0.505132,45.9111265,30,30.41023068
11,0.85,0.5,15,0.458032,16,0.543654,15.4901544,46,0.48588,47,0.556962,46.19864382,31,30.70848942
12,0.85,0.5,15,0.438768,16,0.532401,15.65395747,44,0.410343,45,0.507492,44.92288135,29,29.26892387
13,0.85,0.5,15,0.468475,16,0.534195,15.47968655,46,0.468441,47,0.546232,46.4056896,31,30.92600306
14,0.85,0.5,15,0.457831,16,0.512953,15.76501215,44,0.475831,45,0.579065,44.2341186,29,28.46910645
15,0.85,0.5,16,0.464748,17,0.524056,16.59438862,45,0.475921,46,0.544848,45.34934061,29,28.75495199
16,0.85,0.5,16,0.47997,17,0.552958,16.27442867,44,0.460486,45,0.50533,44.88114352,28,28.60671485
17,0.85,0.5,14,0.451274,15,0.519231,14.71701223,42,0.419674,43,0.506392,42.92628981,28,28.20927758
18,0.85,0.5,15,0.437076,16,0.525461,15.71193076,45,0.464414,46,0.565217,45.35302521,30,29.64109445
19,0.85,0.5,14,0.454479,15,0.555318,14.45142256,43,0.431965,44,0.511096,43.85977683,29,29.40835426
0,0.85,0.55,16,0.49771,17,0.601177,16.02213266,44,0.485327,45,0.582418,44.15112626,28,28.1289936
1,0.85,0.55,15,0.455162,16,0.528486,15.6115051,46,0.447518,47,0.573878,46.41533713,31,30.80383203
2,0.85,0.55,15,0.455714,16,0.509294,15.82653975,45,0.426429,46,0.518258,45.80117392,30,29.97463417
3,0.85,0.55,15,0.435825,16,0.54194,15.60476841,43,0.44813,44,0.535846,43.59134023,28,27.98657182
4,0.85,0.55,14,0.422073,15,0.502152,14.97312654,42,0.488276,43,0.571331,42.14115947,28,27.16803294
5,0.85,0.55,14,0.446492,15,0.505533,14.90628546,45,0.496659,46,0.545519,45.06837904,31,30.16209358
6,0.85,0.55,12,0.435837,13,0.538079,12.6275601,44,0.490785,45,0.57855,44.1049963,32,31.47743619
7,0.85,0.55,14,0.469127,15,0.525281,14.54979164,44,0.458159,45,0.542409,44.49662908,30,29.94683744
8,0.85,0.55,15,0.477044,16,0.553957,15.2984671,45,0.435917,46,0.513451,45.82651482,30,30.52804772
9,0.85,0.55,14,0.446686,15,0.540689,14.56715211,43,0.444444,44,0.537152,43.59925788,29,29.03210577
10,0.85,0.55,15,0.442496,16,0.510989,15.83956025,45,0.445106,46,0.541968,45.56672379,30,29.72716355
11,0.85,0.55,14,0.499635,15,0.594045,14.00386612,44,0.464893,45,0.54173,44.45690227,30,30.45303616
12,0.85,0.55,13,0.427425,14,0.507184,13.90992866,43,0.469243,44,0.538462,43.44434332,30,29.53441466
13,0.85,0.55,16,0.487755,17,0.594724,16.11447242,44,0.417282,45,0.501142,44.98638207,28,28.87190965
14,0.85,0.55,16,0.478959,17,0.567315,16.23813889,45,0.449843,46,0.539394,45.56009425,29,29.32195536
15,0.85,0.55,13,0.464918,14,0.532143,13.52185943,45,0.477335,46,0.543478,45.34266665,32,31.82080722
16,0.85,0.55,13,0.436526,14,0.504884,13.92855262,44,0.479298,45,0.586605,44.19292311,31,30.26437049
17,0.85,0.55,14,0.462845,15,0.529745,14.55538117,44,0.460635,45,0.528048,44.58393782,30,30.02855665
18,0.85,0.55,14,0.436598,15,0.502405,14.96345374,44,0.464536,45,0.536819,44.49062712,30,29.52717338
19,0.85,0.55,15,0.436564,16,0.522812,15.73550691,45,0.473254,46,0.56574,45.28918972,30,29.5536828
0,0.85,0.6,15,0.430312,16,0.501203,15.98303029,45,0.486407,46,0.563792,45.1756542,30,29.19262391
1,0.85,0.6,14,0.441776,15,0.512044,14.82859908,46,0.49962,47,0.602649,46.00368828,32,31.1750892
2,0.85,0.6,15,0.482291,16,0.563937,15.21689979,45,0.45805,46,0.500384,45.99092928,30,30.77402949
3,0.85,0.6,15,0.45765,16,0.525362,15.62544305,46,0.44525,47,0.521583,46.71725204,31,31.09180899
4,0.85,0.6,14,0.416502,15,0.512011,14.87424222,43,0.462002,44,0.536533,43.50982813,29,28.63558591
5,0.85,0.6,15,0.479104,16,0.561262,15.2543392,43,0.4453,44,0.5,44,28,28.7456608
6,0.85,0.6,15,0.48339,16,0.57764,15.17623342,44,0.461594,45,0.520393,44.65317437,29,29.47694095
7,0.85,0.6,14,0.449353,15,0.523163,14.68618073,43,0.46482,44,0.551223,43.40716179,29,28.72098105
8,0.85,0.6,16,0.464313,17,0.526053,16.57802073,45,0.476017,46,0.532656,45.42343615,29,28.84541542
9,0.85,0.6,15,0.458789,16,0.542977,15.48951157,43,0.463602,44,0.522069,43.62253921,28,28.13302764
10,0.85,0.6,15,0.444094,16,0.528753,15.66036688,44,0.473242,45,0.524362,44.52343505,29,28.86306817
11,0.85,0.6,14,0.446609,15,0.540561,14.56827955,45,0.436453,46,0.524308,45.72331683,31,31.15503728
12,0.85,0.6,14,0.459254,15,0.525463,14.61541482,43,0.487717,44,0.560727,43.16823723,29,28.55282241
13,0.85,0.6,15,0.452258,16,0.563129,15.43060855,42,0.460418,43,0.525355,42.60954464,27,27.17893609
14,0.85,0.6,15,0.478458,16,0.577111,15.21836133,44,0.491456,45,0.582182,44.09417367,29,28.87581234
15,0.85,0.6,14,0.472325,15,0.536104,14.43392026,44,0.46259,45,0.525667,44.59308464,30,30.15916439
16,0.85,0.6,15,0.459168,16,0.504418,15.90236464,47,0.496423,48,0.566273,47.05120974,32,31.14884509
17,0.85,0.6,12,0.388605,13,0.501517,12.98656476,43,0.440703,44,0.504607,43.92790749,31,30.94134273
18,0.85,0.6,15,0.484627,16,0.563649,15.19454076,46,0.448649,47,0.531337,46.62102119,31,31.42648043
19,0.85,0.6,14,0.445498,15,0.537838,14.59023175,44,0.451353,45,0.518781,44.72146586,30,30.13123411
0,0.85,0.65,14,0.426866,15,0.513646,14.84275179,43,0.382065,44,0.510689,43.91689731,29,29.07414553
1,0.85,0.65,14,0.462509,15,0.528955,14.56423261,45,0.476225,46,0.546722,45.33724839,31,30.77301578
2,0.85,0.65,16,0.492408,17,0.566717,16.10216797,44,0.460076,45,0.513248,44.75084631,28,28.64867834
3,0.85,0.65,15,0.497869,16,0.612143,15.01864816,44,0.445629,45,0.525375,44.68180222,29,29.66315406
4,0.85,0.65,15,0.477801,16,0.551408,15.30158816,45,0.479412,46,0.555556,45.27038243,30,29.96879427
5,0.85,0.65,16,0.495971,17,0.564431,16.05885188,43,0.429066,44,0.518374,43.79426255,27,27.73541067
6,0.85,0.65,15,0.45317,16,0.533966,15.5796079,44,0.399291,45,0.50149,44.9854206,29,29.4058127
7,0.85,0.65,14,0.463396,15,0.528371,14.56335514,45,0.495434,46,0.564985,45.06564967,31,30.50229453
8,0.85,0.65,15,0.462197,16,0.560232,15.38560718,43,0.481305,44,0.578446,43.19245221,28,27.80684503
9,0.85,0.65,14,0.483613,15,0.541931,14.28099386,44,0.489056,45,0.580179,44.1201014,30,29.83910754
10,0.85,0.65,16,0.471836,17,0.54475,16.38626327,46,0.430416,47,0.520093,46.77594032,30,30.38967705
11,0.85,0.65,14,0.410876,15,0.514541,14.85973086,42,0.401449,43,0.508296,42.92235627,28,28.0626254
12,0.85,0.65,15,0.459821,16,0.531133,15.56342551,45,0.439661,46,0.506033,45.90910324,30,30.34567773
13,0.85,0.65,15,0.45019,16,0.534346,15.59187699,45,0.469834,46,0.541449,45.4212246,30,29.82934761
14,0.85,0.65,15,0.468037,16,0.511661,15.73269301,45,0.45321,46,0.502513,45.94902947,30,30.21633646
15,0.85,0.65,14,0.470672,15,0.5531,14.35580143,44,0.432997,45,0.5018,44.97383835,30,30.61803692
16,0.85,0.65,14,0.429076,15,0.509701,14.87967752,43,0.455068,44,0.552632,43.46053872,29,28.5808612
17,0.85,0.65,14,0.486297,15,0.539886,14.25570546,44,0.46124,45,0.541611,44.4822635,30,30.22655804
18,0.85,0.65,14,0.457058,15,0.522069,14.66053437,44,0.479599,45,0.548924,44.29428056,30,29.63374619
19,0.85,0.65,15,0.414781,16,0.5,16,45,0.493697,46,0.558205,45.09770881,30,29.09770881
0,0.85,0.7,15,0.488756,16,0.555085,15.16951861,44,0.481069,45,0.537859,44.33335094,29,29.16383233
1,0.85,0.7,15,0.480414,16,0.556625,15.25699702,43,0.437143,44,0.517756,43.77973776,28,28.52274074
2,0.85,0.7,15,0.486919,16,0.568298,15.16074171,44,0.456944,45,0.505036,44.89528404,29,29.73454232
3,0.85,0.7,15,0.494796,16,0.553544,15.08858174,44,0.496261,45,0.579235,44.04506231,29,28.95648057
4,0.85,0.7,16,0.44965,17,0.516416,16.75412635,46,0.446466,47,0.555383,46.49151189,30,29.73738553
5,0.85,0.7,15,0.482143,16,0.528873,15.38213139,44,0.420044,45,0.501211,44.98508014,29,29.60294875
6,0.85,0.7,16,0.470091,17,0.548084,16.38348313,46,0.481295,47,0.550735,46.26936924,30,29.88588611
7,0.85,0.7,14,0.479532,15,0.529141,14.41258643,43,0.417293,44,0.50271,43.96827329,29,29.55568687
8,0.85,0.7,14,0.486354,15,0.567708,14.16773607,46,0.499642,47,0.561654,46.00577308,32,31.83803701
9,0.85,0.7,16,0.474638,17,0.529242,16.46447147,47,0.485305,48,0.541499,47.26150479,31,30.79703332
10,0.85,0.7,14,0.475872,15,0.533289,14.42022398,43,0.415363,44,0.500352,43.99585829,29,29.57563431
11,0.85,0.7,14,0.433608,15,0.512456,14.84202516,44,0.409125,45,0.50314,44.96660107,30,30.12457591
12,0.85,0.7,16,0.468706,17,0.54717,16.39883259,45,0.472322,46,0.561711,45.30963541,29,28.91080283
13,0.85,0.7,14,0.47392,15,0.543634,14.37409989,45,0.447887,46,0.525185,45.67418303,31,31.30008314
14,0.85,0.7,16,0.438917,17,0.518438,16.76813672,47,0.434634,48,0.508797,47.8813829,31,31.11324618
15,0.85,0.7,13,0.420429,14,0.500714,13.99110668,42,0.441609,43,0.512598,42.82253589,29,28.8314292
16,0.85,0.7,15,0.485821,16,0.554765,15.20565967,46,0.477037,47,0.56108,46.27322918,31,31.06756951
17,0.85,0.7,15,0.452816,16,0.560351,15.43877807,43,0.410182,44,0.506076,43.93663837,28,28.4978603
18,0.85,0.7,15,0.47758,16,0.582683,15.21331456,45,0.446886,46,0.514736,45.78281503,30,30.56950048
19,0.85,0.7,15,0.46896,16,0.521472,15.59110299,45,0.478944,46,0.5727,45.22458296,30,29.63347997
0,0.85,0.75,15,0.472281,16,0.537657,15.42399351,44,0.475036,45,0.557273,44.30356166,29,28.87956814
1,0.85,0.75,14,0.46,15,0.51149,14.77684987,44,0.429056,45,0.546933,44.60184769,30,29.82499781
2,0.85,0.75,14,0.442082,15,0.536657,14.61240285,46,0.468931,47,0.570397,46.30620109,32,31.69379824
3,0.85,0.75,15,0.460015,16,0.544018,15.4759949,43,0.459517,44,0.563737,43.38843792,28,27.91244301
4,0.85,0.75,14,0.435783,15,0.512482,14.83725994,45,0.451051,46,0.510021,45.83006614,31,30.9928062
5,0.85,0.75,15,0.467025,16,0.548924,15.40263007,43,0.47218,44,0.569208,43.28672136,28,27.88409129
6,0.85,0.75,14,0.389088,15,0.500352,14.99683635,45,0.4375,46,0.513796,45.81917794,31,30.82234159
7,0.85,0.75,15,0.423706,16,0.512195,15.86218626,44,0.444113,45,0.515086,44.78744029,29,28.92525403
8,0.85,0.75,15,0.498628,16,0.585648,15.01576649,43,0.463004,44,0.550624,43.42223237,28,28.40646588
9,0.85,0.75,15,0.475051,16,0.57587,15.24746328,45,0.44302,46,0.531991,45.6404334,30,30.39297012
10,0.85,0.75,15,0.497714,16,0.605839,15.0211422,45,0.489434,46,0.562414,45.14477939,30,30.1236372
11,0.85,0.75,15,0.476545,16,0.544533,15.34498735,46,0.476255,47,0.523704,46.50043204,31,31.15544469
12,0.85,0.75,14,0.480986,15,0.542497,14.30911544,43,0.464387,44,0.541007,43.46480031,29,29.15568487
13,0.85,0.75,15,0.453775,16,0.533428,15.58032968,44,0.465217,45,0.52438,44.58791812,29,29.00758844
14,0.85,0.75,14,0.481069,15,0.592006,14.1706464,43,0.477273,44,0.566009,43.25611928,29,29.08547287
15,0.85,0.75,13,0.392469,14,0.501092,13.98994688,43,0.474648,44,0.554688,43.31674163,30,29.32679475
16,0.85,0.75,14,0.431085,15,0.503937,14.94595893,44,0.439232,45,0.508567,44.87644047,30,29.93048154
17,0.85,0.75,16,0.457283,17,0.557143,16.42776888,48,0.470899,49,0.549584,48.36984177,32,31.9420729
18,0.85,0.75,15,0.476821,16,0.556573,15.29063848,45,0.463869,46,0.531734,45.5323952,30,30.24175672
19,0.85,0.75,15,0.463967,16,0.549428,15.42163092,44,0.419134,45,0.510022,44.88973242,29,29.4681015
0,0.85,0.8,15,0.433628,16,0.507393,15.89977632,45,0.477644,46,0.58435,45.20951024,30,29.30973393
1,0.85,0.8,14,0.495671,15,0.535018,14.11002109,44,0.495509,45,0.56082,44.0687633,30,29.95874221
2,0.85,0.8,15,0.486903,16,0.565769,15.16606649,43,0.423667,44,0.520849,43.78546439,28,28.61939789
3,0.85,0.8,14,0.475099,15,0.542347,14.37028611,42,0.398473,43,0.510173,42.90892569,28,28.53863959
4,0.85,0.8,15,0.496484,16,0.559238,15.0560283,43,0.477339,44,0.570508,43.24322468,28,28.18719638
5,0.85,0.8,15,0.47191,16,0.580058,15.25973666,44,0.498195,45,0.577389,44.02279213,29,28.76305547
6,0.85,0.8,14,0.486643,15,0.551651,14.20546702,43,0.474926,44,0.569364,43.26550753,29,29.06004051
7,0.85,0.8,15,0.422946,16,0.525375,15.75226742,45,0.414704,46,0.509774,45.89719154,30,30.14492412
8,0.85,0.8,16,0.485457,17,0.566506,16.17943466,45,0.470588,46,0.51034,45.7398873,29,29.56045264
9,0.85,0.8,15,0.494244,16,0.534985,15.14128274,44,0.426901,45,0.510712,44.87218861,29,29.73090588
10,0.85,0.8,15,0.416042,16,0.508425,15.90880357,45,0.498238,46,0.585955,45.02008733,30,29.11128376
11,0.85,0.8,15,0.472659,16,0.560761,15.31033348,45,0.42541,46,0.503775,45.95182798,30,30.64149451
12,0.85,0.8,14,0.469345,15,0.560258,14.3371905,41,0.475976,42,0.538349,41.38516666,27,27.04797616
13,0.85,0.8,15,0.465404,16,0.560029,15.36561162,45,0.4442,46,0.517062,45.7658313,30,30.40021967
14,0.85,0.8,15,0.448303,16,0.52199,15.70157558,44,0.43546,45,0.512465,44.83812739,29,29.13655181
15,0.85,0.8,15,0.493809,16,0.551601,15.10712555,45,0.460517,46,0.505271,45.88222282,30,30.77509726
16,0.85,0.8,14,0.446672,15,0.504811,14.91725004,44,0.4915,45,0.564199,44.11692045,30,29.19967041
17,0.85,0.8,14,0.453172,15,0.542983,14.52140606,42,0.463788,43,0.557343,42.38706643,28,27.86566037
18,0.85,0.8,15,0.46832,16,0.563129,15.33414549,42,0.466809,43,0.514535,42.69544902,27,27.36130353
19,0.85,0.8,15,0.495516,16,0.576462,15.05539495,43,0.430906,44,0.526243,43.72473436,28,28.66933941
0,0.85,0.85,14,0.492895,15,0.571752,14.0900998,44,0.468254,45,0.547826,44.39895943,30,30.30885963
1,0.85,0.85,14,0.40951,15,0.50036,14.99603742,45,0.481481,46,0.58884,45.17249602,31,30.17645859
2,0.85,0.85,15,0.449747,16,0.539636,15.55905617,45,0.471118,46,0.530924,45.48292813,30,29.92387197
3,0.85,0.85,14,0.455396,15,0.509615,14.82266364,42,0.443011,43,0.527757,42.67246832,28,27.84980468
4,0.85,0.85,13,0.467327,14,0.523641,13.5801932,44,0.493575,45,0.557895,44.09989117,31,30.51969797
5,0.85,0.85,15,0.470208,16,0.52954,15.50212364,44,0.460282,45,0.561616,44.39195137,29,28.88982773
6,0.85,0.85,15,0.442491,16,0.505043,15.91937908,45,0.494021,46,0.579096,45.07027917,30,29.15090009
7,0.85,0.85,14,0.455376,15,0.545584,14.49467896,43,0.415493,44,0.502075,43.97603428,29,29.48135532
8,0.85,0.85,15,0.482927,16,0.54955,15.25626285,44,0.42682,45,0.517191,44.80977305,29,29.55351019
9,0.85,0.85,15,0.462937,16,0.535556,15.51037607,44,0.448224,45,0.525856,44.66694147,29,29.1565654
