Number,EMBRYO,GERMLINE,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
19,0.15,0.75,21,0.426916,22,0.507576,21.90607488,56,0.497925,57,0.538889,56.05065423,35,34.14457935
0,0.15,0.8,18,0.493795,19,0.561697,18.0913817,51,0.431659,52,0.516456,51.80593653,33,33.71455483
1,0.15,0.8,21,0.492647,22,0.539961,21.15540855,57,0.479726,58,0.525403,57.44385577,36,36.28844722
2,0.15,0.8,22,0.473684,23,0.526316,22.5,54,0.445623,55,0.516548,54.76668312,32,32.26668312
3,0.15,0.8,22,0.492781,23,0.576249,22.08648824,54,0.482536,55,0.5511,54.25471093,32,32.16822269
4,0.15,0.8,21,0.444222,22,0.503281,21.94444539,55,0.432629,56,0.50934,55.87824432,34,33.93379893
5,0.15,0.8,20,0.464092,21,0.516257,20.68835426,55,0.49635,56,0.54789,55.07081878,35,34.38246452
6,0.15,0.8,23,0.477157,24,0.525851,23.46911324,58,0.436141,59,0.520242,58.75931321,35,35.29019997
7,0.15,0.8,20,0.478519,21,0.521854,20.49569632,55,0.468729,56,0.53266,55.48913673,35,34.99344041
8,0.15,0.8,19,0.449351,20,0.526132,19.65965538,53,0.46,54,0.523139,53.63352286,34,33.97386748
9,0.15,0.8,20,0.43262,21,0.510856,20.86124035,56,0.491736,57,0.559154,56.12257854,36,35.26133819
10,0.15,0.8,19,0.455665,20,0.523401,19.6545264,52,0.443062,53,0.502828,52.95268213,33,33.29815573
11,0.15,0.8,21,0.459786,22,0.531576,21.56016158,56,0.438339,57,0.508953,56.87321211,35,35.31305053
12,0.15,0.8,21,0.483607,22,0.539921,21.2910999,58,0.492773,59,0.541267,58.14902875,37,36.85792884
13,0.15,0.8,19,0.449907,20,0.507937,19.86322592,53,0.494314,54,0.55006,53.10199835,34,33.23877243
14,0.15,0.8,21,0.477756,22,0.548571,21.31411424,57,0.467186,58,0.534091,57.49045662,36,36.17634238
15,0.15,0.8,19,0.435596,20,0.511273,19.85103796,54,0.484886,55,0.540455,54.27198618,35,34.42094822
16,0.15,0.8,20,0.424854,21,0.516108,20.82348171,52,0.45625,53,0.50766,52.85100175,32,32.02752004
17,0.15,0.8,21,0.467772,22,0.5258,21.55538705,55,0.458086,56,0.518592,55.69272469,34,34.13733763
18,0.15,0.8,18,0.447943,19,0.507294,18.87710401,51,0.483643,52,0.522659,51.41923826,33,32.54213425
19,0.15,0.8,22,0.488636,23,0.532865,22.25693549,55,0.495541,56,0.544148,55.09173576,33,32.83480026
0,0.15,0.85,18,0.441176,19,0.52,18.74627017,54,0.49668,55,0.524147,54.12087232,36,35.37460215
1,0.15,0.85,18,0.460418,19,0.512447,18.76076803,51,0.447693,52,0.511027,51.82589131,33,33.06512327
2,0.15,0.85,18,0.467566,19,0.515052,18.68302236,52,0.475506,53,0.530904,52.44214593,34,33.75912356
3,0.15,0.85,19,0.483402,20,0.541488,19.28574872,54,0.484788,55,0.528631,54.34696531,35,35.06121659
4,0.15,0.85,17,0.470307,18,0.521711,17.57763987,50,0.458119,51,0.530283,50.58035863,33,33.00271876
5,0.15,0.85,20,0.478049,21,0.509091,20.70713872,54,0.469764,55,0.524166,54.55578839,34,33.84864967
6,0.15,0.85,20,0.474026,21,0.543282,20.37504332,51,0.457424,52,0.509603,51.81596044,31,31.44091713
7,0.15,0.85,18,0.481048,19,0.533466,18.36155519,54,0.443722,55,0.502909,54.95085069,36,36.5892955
8,0.15,0.85,19,0.494949,20,0.563783,19.07337943,51,0.453976,52,0.5,52,32,32.92662057
9,0.15,0.85,21,0.429882,22,0.506593,21.91405405,57,0.467463,58,0.529264,57.52648015,36,35.61242611
10,0.15,0.85,20,0.45197,21,0.518996,20.71658759,55,0.490897,56,0.52662,55.25482182,35,34.53823423
11,0.15,0.85,19,0.447295,20,0.519745,19.72746722,54,0.453412,55,0.517333,54.72883716,35,35.00136994
12,0.15,0.85,21,0.489965,22,0.560213,21.14285104,53,0.460881,54,0.542744,53.47785935,32,32.33500831
13,0.15,0.85,18,0.451266,19,0.511628,18.80736225,50,0.460572,51,0.513475,50.74528855,32,31.9379263
14,0.15,0.85,20,0.471567,21,0.505596,20.83555203,54,0.479391,55,0.502329,54.89846543,34,34.0629134
15,0.15,0.85,20,0.475366,21,0.533421,20.42432176,52,0.493325,53,0.554942,52.10833049,32,31.68400873
16,0.15,0.85,20,0.479095,21,0.528237,20.42539986,53,0.4267,54,0.500313,53.99574803,33,33.57034817
17,0.15,0.85,18,0.465435,19,0.509003,18.79335751,50,0.475,51,0.528111,50.47071228,32,31.67735477
18,0.15,0.85,19,0.495407,20,0.540253,19.10241716,51,0.444728,52,0.502277,51.96043372,32,32.85801656
19,0.15,0.85,18,0.468771,19,0.530872,18.50287435,52,0.44953,53,0.504065,52.92546071,34,34.42258636
0,0.15,0.9,19,0.473159,20,0.553178,19.33543283,50,0.469338,51,0.54557,50.40221954,31,31.06678671
1,0.15,0.9,18,0.473715,19,0.502222,18.92205423,51,0.459647,52,0.533333,51.54763456,33,32.62558033
2,0.15,0.9,18,0.472692,19,0.519344,18.5853554,50,0.461332,51,0.551499,50.42884869,32,31.84349329
3,0.15,0.9,17,0.497333,18,0.546253,17.05451758,51,0.469953,52,0.516656,51.64336338,34,34.5888458
4,0.15,0.9,18,0.491951,19,0.564972,18.11022856,51,0.452868,52,0.520497,51.69691996,33,33.5866914
5,0.15,0.9,20,0.468956,21,0.530197,20.5069153,52,0.454122,53,0.516449,52.73608548,32,32.22917018
6,0.15,0.9,18,0.459165,19,0.505732,18.87690854,50,0.471221,51,0.519472,50.5964436,32,31.71953506
7,0.15,0.9,18,0.465176,19,0.528139,18.55308673,52,0.498674,53,0.550515,52.02557821,34,33.47249148
8,0.15,0.9,18,0.491899,19,0.56592,18.10944192,50,0.40874,51,0.502584,50.97246494,32,32.86302303
9,0.15,0.9,17,0.454921,18,0.50844,17.842299,48,0.480561,49,0.522505,48.46345127,31,30.62115227
10,0.15,0.9,19,0.474543,20,0.537396,19.40502442,53,0.480159,54,0.537049,53.34876077,34,33.94373634
11,0.15,0.9,20,0.497193,21,0.551239,20.05193724,54,0.47598,55,0.540151,54.37431238,34,34.32237515
12,0.15,0.9,19,0.448824,20,0.509177,19.84794459,52,0.473615,53,0.530945,52.46023025,33,32.61228565
13,0.15,0.9,18,0.482118,19,0.53876,18.31570213,52,0.495623,53,0.553325,52.07585526,34,33.76015313
14,0.15,0.9,20,0.44956,21,0.519178,20.72452527,53,0.43414,54,0.501011,53.98488134,33,33.26035607
15,0.15,0.9,19,0.471102,20,0.509265,19.75722558,52,0.472542,53,0.526557,52.50834028,33,32.75111469
16,0.15,0.9,19,0.457045,20,0.515537,19.73437393,52,0.431919,53,0.501326,52.9808953,33,33.24652137
17,0.15,0.9,19,0.471193,20,0.568907,19.29480934,50,0.462794,51,0.5017,50.95630494,31,31.6614956
18,0.15,0.9,19,0.432392,20,0.516213,19.80657592,52,0.450416,53,0.522936,52.68372863,33,32.87715271
19,0.15,0.9,21,0.480326,22,0.521769,21.47472432,54,0.460288,55,0.517157,54.69830663,33,33.22358231
0,0.15,0.95,19,0.489534,20,0.544213,19.19140804,51,0.464168,52,0.514305,51.71468177,32,32.52327374
1,0.15,0.95,18,0.471074,19,0.521797,18.57027384,52,0.484148,53,0.557325,52.21662544,34,33.6463516
2,0.15,0.95,19,0.460643,20,0.553737,19.42276624,52,0.462888,53,0.523684,52.6104349,33,33.18766866
3,0.15,0.95,19,0.486986,20,0.571705,19.15361371,51,0.495641,52,0.534137,51.11323254,32,31.95961883
4,0.15,0.95,19,0.47491,20,0.557188,19.30494178,51,0.434954,52,0.502022,51.96985149,32,32.66490971
5,0.15,0.95,17,0.426885,18,0.506897,17.91380043,51,0.491054,52,0.577326,51.10369529,34,33.18989486
6,0.15,0.95,16,0.456954,17,0.513193,16.7654119,52,0.496078,53,0.557572,52.06377858,36,35.29836668
7,0.15,0.95,19,0.472037,20,0.539948,19.41175951,48,0.465858,49,0.506958,48.8307056,29,29.41894609
8,0.15,0.95,19,0.456577,20,0.514763,19.74627917,53,0.448598,54,0.523196,53.68905333,34,33.94277415
9,0.15,0.95,18,0.474042,19,0.521795,18.54358888,52,0.416454,53,0.502488,52.9710812,34,34.42749232
10,0.15,0.95,17,0.484536,18,0.543115,17.26398539,50,0.482224,51,0.545881,50.27924659,33,33.0152612
11,0.15,0.95,17,0.43346,18,0.503891,17.94475444,51,0.461435,52,0.532978,51.53904645,34,33.59429201
12,0.15,0.95,17,0.423435,18,0.504698,17.94218771,51,0.455369,52,0.515878,51.73759275,34,33.79540504
13,0.15,0.95,18,0.473944,19,0.542453,18.38032959,50,0.460165,51,0.507115,50.8484558,32,32.46812621
14,0.15,0.95,19,0.475974,20,0.54105,19.36919909,50,0.439175,51,0.528178,50.68340393,31,31.31420484
15,0.15,0.95,19,0.471301,20,0.5,20,52,0.483787,53,0.534608,52.31902166,33,32.31902166
16,0.15,0.95,20,0.486158,21,0.546601,20.22900915,53,0.453488,54,0.525699,53.64411239,33,33.41510324
17,0.15,0.95,18,0.41516,19,0.504413,18.95055628,53,0.493645,54,0.56917,53.08414432,35,34.13358804
18,0.15,0.95,16,0.496831,17,0.530214,16.09492856,49,0.448207,50,0.513441,49.79395714,33,33.69902858
19,0.15,0.95,17,0.474919,18,0.548931,17.33887748,49,0.447249,50,0.522289,49.70297175,32,32.36409427
0,0.15,1,18,0.456878,19,0.502173,18.95202561,48,0.448856,49,0.502947,48.94551774,30,29.99349213
1,0.15,1,17,0.48732,18,0.541931,17.23218765,49,0.472513,50,0.525682,49.51697418,32,32.28478652
2,0.15,1,17,0.442181,18,0.515516,17.78842299,50,0.472446,51,0.554534,50.33566417,33,32.54724117
3,0.15,1,18,0.445389,19,0.520714,18.72500498,51,0.421367,52,0.505333,51.9364862,33,33.21148122
4,0.15,1,18,0.479511,19,0.528413,18.41898082,51,0.449875,52,0.541718,51.54576832,33,33.1267875
5,0.15,1,17,0.45757,18,0.505362,17.88780549,51,0.458733,52,0.530949,51.57143846,34,33.68363297
6,0.15,1,18,0.461886,19,0.518097,18.67805234,48,0.482914,49,0.542533,48.28658649,30,29.60853415
7,0.15,1,19,0.465291,20,0.52456,19.58561811,53,0.45896,54,0.54251,53.49120287,34,33.90558476
8,0.15,1,18,0.49505,19,0.58662,18.05405701,49,0.434318,50,0.500339,49.99486527,31,31.94080826
9,0.15,1,17,0.472603,18,0.525562,17.51732472,48,0.456187,49,0.519401,48.69309014,31,31.17576542
10,0.15,1,16,0.494431,17,0.544948,16.11024012,48,0.486667,49,0.57619,48.14893379,32,32.03869368
11,0.15,1,17,0.495809,18,0.540541,17.09369132,49,0.436129,50,0.500658,49.98980303,32,32.89611172
12,0.15,1,19,0.498026,20,0.556825,19.033572,53,0.496434,54,0.569767,53.04862749,34,34.01505549
13,0.15,1,18,0.464557,19,0.524764,18.5886857,51,0.497928,52,0.572129,51.02792415,33,32.43923845
14,0.15,1,17,0.43844,18,0.51457,17.80861684,50,0.49763,51,0.553094,50.04273042,33,32.23411358
15,0.15,1,21,0.493795,22,0.549839,21.11071658,54,0.46547,55,0.534516,54.50010138,33,33.3893848
16,0.15,1,17,0.473916,18,0.538462,17.40411489,50,0.448515,51,0.511905,50.81219435,33,33.40807946
17,0.15,1,18,0.476025,19,0.535058,18.40612878,51,0.433458,52,0.511356,51.85421962,33,33.44809085
18,0.15,1,18,0.43879,19,0.531313,18.66156523,53,0.47305,54,0.533635,53.44482958,35,34.78326435
19,0.15,1,18,0.48854,19,0.540084,18.22233432,50,0.485987,51,0.54256,50.24769766,32,32.02536335
0,0.2,0.5,23,0.49783,24,0.526518,23.07564138,61,0.488822,62,0.569682,61.13823893,38,38.06259755
1,0.2,0.5,21,0.47488,22,0.528226,21.47088816,61,0.478661,62,0.509235,61.69794597,40,40.2270578
2,0.2,0.5,24,0.483173,25,0.503727,24.81867276,62,0.472777,63,0.516756,62.61899998,38,37.80032721
3,0.2,0.5,26,0.473248,27,0.519305,26.58084547,63,0.47966,64,0.517335,63.53988056,37,36.95903508
4,0.2,0.5,22,0.471792,23,0.510777,22.72356034,60,0.460798,61,0.514925,60.72425961,38,38.00069927
5,0.2,0.5,23,0.458389,24,0.513343,23.75719693,62,0.456613,63,0.503569,62.92399267,39,39.16679575
6,0.2,0.5,25,0.479831,26,0.53198,25.38675718,61,0.461011,62,0.506089,61.86492302,36,36.47816585
7,0.2,0.5,23,0.495292,24,0.549324,23.08713355,59,0.438957,60,0.5,60,36,36.91286645
8,0.2,0.5,24,0.46979,25,0.527532,24.52318936,61,0.464467,62,0.525435,61.58281394,37,37.05962458
9,0.2,0.5,23,0.49461,24,0.526495,23.16904501,60,0.463684,61,0.521951,60.62326875,37,37.45422374
10,0.2,0.5,26,0.494891,27,0.522427,26.18553893,66,0.432343,67,0.501624,66.97655923,40,40.7910203
11,0.2,0.5,22,0.477899,23,0.502086,22.91375532,60,0.486,61,0.556457,60.19870275,38,37.28494743
12,0.2,0.5,25,0.464481,26,0.504071,25.897171,62,0.459027,63,0.524278,62.62792907,37,36.73075807
13,0.2,0.5,24,0.468541,25,0.534448,24.47732411,62,0.471257,63,0.511912,62.70699791,38,38.2296738
14,0.2,0.5,22,0.494375,23,0.552279,22.09714355,58,0.480511,59,0.547651,58.29027405,36,36.19313051
15,0.2,0.5,22,0.448206,23,0.501655,22.9690359,58,0.454488,59,0.509223,58.83149721,36,35.86246131
16,0.2,0.5,24,0.482574,25,0.517906,24.49320729,61,0.490592,62,0.565678,61.12529633,37,36.63208904
17,0.2,0.5,24,0.468556,25,0.513619,24.69777867,60,0.496139,61,0.555851,60.06466037,36,35.3668817
18,0.2,0.5,22,0.468407,23,0.512605,22.7148061,61,0.451823,62,0.510178,61.82558478,39,39.11077868
19,0.2,0.5,23,0.487856,24,0.52231,23.35246996,60,0.463839,61,0.517726,60.67105239,37,37.31858243
0,0.2,0.55,20,0.489698,21,0.54367,20.19087675,60,0.472346,61,0.517024,60.61896235,40,40.4280856
1,0.2,0.55,21,0.456062,22,0.509325,21.82492537,58,0.463604,59,0.518736,58.66016107,37,36.8352357
2,0.2,0.55,19,0.418787,20,0.503226,19.96179491,57,0.452073,58,0.51068,57.81776921,38,37.8559743
3,0.2,0.55,24,0.47099,25,0.507119,24.80295607,60,0.444653,61,0.514902,60.78786887,36,35.98491279
4,0.2,0.55,22,0.49473,23,0.560078,22.08064516,60,0.47081,61,0.524368,60.54501662,38,38.46437146
5,0.2,0.55,26,0.475067,27,0.519595,26.55993981,63,0.491217,64,0.524619,63.26294833,37,36.70300851
6,0.2,0.55,24,0.486769,25,0.557961,24.18584953,61,0.484828,62,0.545455,61.25025154,37,37.064402
7,0.2,0.55,23,0.460543,24,0.519129,23.67348855,63,0.467803,64,0.51071,63.75039038,40,40.07690183
8,0.2,0.55,22,0.442308,23,0.50103,22.98245973,60,0.472016,61,0.533165,60.45763627,38,37.47517654
9,0.2,0.55,24,0.493927,25,0.556747,24.09667303,58,0.462833,59,0.500951,58.97505116,34,34.87837812
10,0.2,0.55,24,0.484946,25,0.542553,24.26132241,59,0.455382,60,0.503018,59.93664455,35,35.67532215
11,0.2,0.55,22,0.464896,23,0.517691,22.66491145,59,0.45045,60,0.508906,59.84764609,37,37.18273464
12,0.2,0.55,23,0.486573,24,0.528,23.32411229,59,0.492469,60,0.535475,59.1751151,36,35.85100281
13,0.2,0.55,24,0.480537,25,0.521452,24.47569351,61,0.470553,62,0.503523,61.89314528,37,37.41745177
14,0.2,0.55,23,0.438424,24,0.532269,23.65614577,60,0.448824,61,0.512163,60.80796981,37,37.15182404
15,0.2,0.55,23,0.441893,24,0.514135,23.8043382,61,0.471584,62,0.50404,61.87552379,38,38.07118559
16,0.2,0.55,22,0.474208,23,0.51408,22.64686998,58,0.497746,59,0.531455,58.06686642,36,35.41999643
17,0.2,0.55,23,0.499664,24,0.544607,23.00747614,59,0.493573,60,0.527544,59.18919078,36,36.18171464
18,0.2,0.55,22,0.458306,23,0.506667,22.86214098,58,0.483415,59,0.529412,58.36056699,36,35.49842601
19,0.2,0.55,24,0.463109,25,0.525234,24.59381891,61,0.494291,62,0.550847,61.1009442,37,36.50712528
0,0.2,0.6,21,0.477175,22,0.511273,21.6693941,56,0.448759,57,0.504,56.92759001,35,35.25819592
1,0.2,0.6,22,0.49268,23,0.533504,22.17930629,58,0.459725,59,0.503348,58.9232515,36,36.74394521
2,0.2,0.6,22,0.452412,23,0.511724,22.80233342,58,0.475398,59,0.521136,58.53788972,36,35.7355563
3,0.2,0.6,20,0.470956,21,0.554822,20.34631436,59,0.474069,60,0.5233,59.52672097,39,39.18040661
4,0.2,0.6,23,0.478539,24,0.542546,23.33529145,58,0.480326,59,0.520615,58.48832187,35,35.15303042
5,0.2,0.6,21,0.48072,22,0.546104,21.29487336,56,0.483238,57,0.555634,56.23153213,35,34.93665877
6,0.2,0.6,24,0.481457,25,0.549032,24.27440622,60,0.459298,61,0.504148,60.90751394,36,36.63310772
7,0.2,0.6,22,0.46831,23,0.521656,22.59404641,61,0.473026,62,0.53504,61.4349663,39,38.84091988
8,0.2,0.6,22,0.478992,23,0.537353,22.35996642,57,0.465772,58,0.542014,57.44893891,35,35.08897249
9,0.2,0.6,24,0.461332,25,0.508176,24.82546324,63,0.497386,64,0.541139,63.05974447,39,38.23428123
10,0.2,0.6,22,0.448391,23,0.507266,22.87658599,61,0.469051,62,0.509309,61.76876646,39,38.89218047
11,0.2,0.6,21,0.490032,22,0.533246,21.23066599,57,0.488284,58,0.534928,57.25117914,36,36.02051316
12,0.2,0.6,23,0.476222,24,0.517469,23.57647829,61,0.473373,62,0.511335,61.70141194,38,38.12493365
13,0.2,0.6,23,0.429491,24,0.502913,23.96032524,57,0.46372,58,0.509988,57.78412726,34,33.82380202
14,0.2,0.6,21,0.470466,22,0.526066,21.53118705,57,0.495383,58,0.554442,57.07817606,36,35.54698901
15,0.2,0.6,21,0.496236,22,0.525886,21.12694772,59,0.494245,60,0.551377,59.10073164,38,37.97378392
16,0.2,0.6,22,0.481855,23,0.535602,22.33760024,57,0.435774,58,0.504353,57.93652576,35,35.59892552
17,0.2,0.6,20,0.437583,21,0.505502,20.91899174,59,0.481063,60,0.512414,59.60403177,39,38.68504003
18,0.2,0.6,21,0.477602,22,0.543871,21.33798609,57,0.489986,58,0.548322,57.17166072,36,35.83367464
19,0.2,0.6,21,0.441678,22,0.511897,21.83057292,58,0.450512,59,0.515928,58.75651217,37,36.92593925
0,0.2,0.65,20,0.448472,21,0.505128,20.90948884,57,0.450847,58,0.524896,57.66379019,37,36.75430135
1,0.2,0.65,20,0.475493,21,0.552322,20.31898111,53,0.446879,54,0.501326,53.97564604,33,33.65666493
2,0.2,0.65,21,0.453655,22,0.502344,21.95185771,57,0.477836,58,0.542857,57.34087449,36,35.38901678
3,0.2,0.65,20,0.451701,21,0.5212,20.69495964,57,0.457231,58,0.502864,57.9372384,37,37.24227876
4,0.2,0.65,19,0.46926,20,0.508637,19.78065876,55,0.478315,56,0.519481,55.52676966,36,35.7461109
5,0.2,0.65,20,0.439325,21,0.521208,20.7409963,54,0.491411,55,0.535438,54.19508483,34,33.45408853
6,0.2,0.65,19,0.446627,20,0.509712,19.84604898,57,0.454485,58,0.52815,57.61786466,38,37.77181568
7,0.2,0.65,20,0.49411,21,0.530507,20.16182652,56,0.470472,57,0.511816,56.71420279,36,36.55237626
8,0.2,0.65,22,0.493043,23,0.564957,22.09674055,57,0.460406,58,0.545266,57.46658025,35,35.3698397
9,0.2,0.65,21,0.442344,22,0.506329,21.90108619,57,0.464562,58,0.520341,57.63532871,36,35.73424252
10,0.2,0.65,20,0.469032,21,0.563802,20.32677007,56,0.475222,57,0.509764,56.71732963,36,36.39055955
11,0.2,0.65,21,0.488682,22,0.553724,21.17401064,56,0.46554,57,0.51767,56.66103971,35,35.48702907
12,0.2,0.65,22,0.459834,23,0.509198,22.81366988,58,0.466156,59,0.501335,58.96205122,36,36.14838134
13,0.2,0.65,19,0.464238,20,0.520875,19.63142469,56,0.469808,57,0.500328,56.98925295,37,37.35782826
14,0.2,0.65,23,0.493219,24,0.53879,23.14880077,57,0.468912,58,0.521429,57.5919607,34,34.44315993
15,0.2,0.65,20,0.492977,21,0.556818,20.11000768,55,0.462558,56,0.549248,55.43190679,35,35.32189912
16,0.2,0.65,20,0.480996,21,0.543406,20.30450248,56,0.495526,57,0.567672,56.06201314,36,35.75751066
17,0.2,0.65,23,0.47526,24,0.545932,23.35006792,58,0.489466,59,0.561671,58.14589017,35,34.79582225
18,0.2,0.65,19,0.490874,20,0.555706,19.14076382,54,0.461432,55,0.50036,54.99075216,35,35.84998834
19,0.2,0.65,22,0.46371,23,0.544363,22.44995226,57,0.498039,58,0.513649,57.1256246,35,34.67567233
0,0.2,0.7,22,0.497634,23,0.561892,22.03682032,55,0.483782,56,0.538519,55.29628953,33,33.25946921
1,0.2,0.7,17,0.438187,18,0.521026,17.74618235,54,0.439058,55,0.503351,54.94787924,37,37.20169689
2,0.2,0.7,19,0.45218,20,0.522954,19.67567186,54,0.471483,55,0.545124,54.38724352,35,34.71157166
3,0.2,0.7,22,0.450397,23,0.513583,22.78503149,58,0.49101,59,0.523316,58.27827648,36,35.49324499
4,0.2,0.7,21,0.483392,22,0.54782,21.25777612,56,0.46303,57,0.529154,56.55910108,35,35.30132496
5,0.2,0.7,19,0.499655,20,0.574558,19.00460596,56,0.470211,57,0.531954,56.48246765,37,37.47786169
6,0.2,0.7,20,0.449363,21,0.5,21,54,0.456466,55,0.500991,54.97774284,34,33.97774284
7,0.2,0.7,25,0.492826,26,0.561259,25.10483246,61,0.493017,62,0.542892,61.14001003,36,36.03517756
8,0.2,0.7,20,0.483495,21,0.540897,20.28753354,54,0.456362,55,0.504679,54.90316038,34,34.61562684
9,0.2,0.7,22,0.499344,23,0.535117,22.01833785,56,0.444732,57,0.502265,56.96063129,34,34.94229344
10,0.2,0.7,22,0.483727,23,0.530849,22.34533763,56,0.463117,57,0.517265,56.68115166,34,34.33581402
11,0.2,0.7,22,0.475016,23,0.551771,22.32550322,57,0.454607,58,0.518664,57.7086345,35,35.38313127
12,0.2,0.7,20,0.478784,21,0.540349,20.34461139,54,0.47619,55,0.549835,54.32330776,34,33.97869637
13,0.2,0.7,21,0.483936,22,0.508395,21.65677256,57,0.480477,58,0.52986,57.39533848,36,35.73856592
14,0.2,0.7,19,0.470631,20,0.509296,19.75957584,55,0.480352,56,0.562623,55.23882048,36,35.47924464
15,0.2,0.7,20,0.488861,21,0.541772,20.21052333,56,0.475986,57,0.503749,56.86496416,36,36.65444083
16,0.2,0.7,21,0.475709,22,0.522743,21.51645618,56,0.482968,57,0.539508,56.30123806,35,34.78478188
17,0.2,0.7,21,0.476286,22,0.541018,21.36634122,56,0.468185,57,0.512642,56.71563533,35,35.34929411
18,0.2,0.7,22,0.477228,23,0.533333,22.40588183,59,0.461735,60,0.51363,59.73735427,37,37.33147244
19,0.2,0.7,21,0.497403,22,0.522487,21.10353213,55,0.465839,56,0.522843,55.59927374,34,34.4957416
0,0.2,0.75,20,0.470242,21,0.537255,20.44406309,53,0.447333,54,0.5,54,33,33.55593691
1,0.2,0.75,20,0.485469,21,0.510796,20.57373554,54,0.495831,55,0.535166,54.10598703,34,33.5322515
2,0.2,0.75,20,0.471978,21,0.535076,20.44410282,56,0.45729,57,0.516892,56.71658669,36,36.27248387
3,0.2,0.75,19,0.464667,20,0.507174,19.8312278,54,0.490061,55,0.547493,54.17305683,35,34.34182903
4,0.2,0.75,23,0.489837,24,0.556072,23.15343851,57,0.452555,58,0.515987,57.74796633,34,34.59452781
5,0.2,0.75,20,0.479578,21,0.510832,20.65342036,54,0.465385,55,0.55087,54.40492484,34,33.75150448
6,0.2,0.75,21,0.495238,22,0.565732,21.06755185,55,0.481935,56,0.532218,55.35926655,34,34.2917147
7,0.2,0.75,20,0.457055,21,0.513238,20.76437712,55,0.453891,56,0.537685,55.55026613,35,34.785889
8,0.2,0.75,21,0.464,22,0.505078,21.87638152,57,0.464681,58,0.512021,57.74607098,36,35.86968946
9,0.2,0.75,20,0.499083,21,0.553795,20.01676049,53,0.47481,54,0.506868,53.7857633,33,33.76900281
10,0.2,0.75,20,0.450528,21,0.501009,20.98001228,55,0.453629,56,0.524124,55.65779133,35,34.67777905
11,0.2,0.75,19,0.452964,20,0.503466,19.93136905,53,0.481719,54,0.517403,53.51230243,34,33.58093338
12,0.2,0.75,18,0.451695,19,0.527876,18.63408199,52,0.458564,53,0.501976,52.95448263,34,34.32040064
13,0.2,0.75,19,0.444083,20,0.507005,19.88867169,55,0.499373,56,0.566195,55.00938314,36,35.12071145
14,0.2,0.75,19,0.497358,20,0.546061,19.05424717,53,0.449732,54,0.506213,53.88999841,34,34.83575123
15,0.2,0.75,20,0.459158,21,0.543707,20.48305716,55,0.481435,56,0.530178,55.3808752,35,34.89781804
16,0.2,0.75,18,0.461257,19,0.529297,18.56941505,52,0.485602,53,0.551965,52.21695824,34,33.64754319
17,0.2,0.75,20,0.464665,21,0.520471,20.63317564,53,0.466859,54,0.529178,53.53179608,33,32.89862044
18,0.2,0.75,19,0.465693,20,0.534451,19.49895285,54,0.495025,55,0.550688,54.08937714,35,34.5904243
19,0.2,0.75,22,0.45642,23,0.503463,22.9263865,55,0.438194,56,0.505574,55.91727516,33,32.99088866
0,0.2,0.8,18,0.427928,19,0.506748,18.91438721,53,0.471024,54,0.517306,53.62607493,35,34.71168772
1,0.2,0.8,19,0.455357,20,0.508916,19.83352938,53,0.494812,54,0.578275,53.06215928,34,33.2286299
2,0.2,0.8,18,0.468363,19,0.526492,18.54425502,51,0.420694,52,0.502298,51.97183962,33,33.4275846
3,0.2,0.8,17,0.458524,18,0.511674,17.78035748,53,0.471808,54,0.503686,53.88437167,36,36.10401419
4,0.2,0.8,21,0.498986,22,0.53012,21.0325689,54,0.47576,55,0.541168,54.37059687,33,33.33802797
5,0.2,0.8,17,0.43765,18,0.52868,17.68493903,50,0.474342,51,0.530078,50.46034879,33,32.77540976
6,0.2,0.8,19,0.460263,20,0.506831,19.85331129,52,0.456304,53,0.503731,52.92133173,33,33.06802044
7,0.2,0.8,20,0.491705,21,0.530864,20.2118287,55,0.489322,56,0.542595,55.20043925,35,34.98861055
8,0.2,0.8,19,0.494667,20,0.561107,19.08026791,52,0.489404,53,0.559006,52.152237,33,33.07196909
9,0.2,0.8,20,0.459778,21,0.53394,20.54235323,52,0.450177,53,0.505023,52.90841629,32,32.36606307
10,0.2,0.8,19,0.45633,20,0.520305,19.68261039,53,0.492667,54,0.559311,53.11003241,34,33.42742202
11,0.2,0.8,18,0.457944,19,0.516552,18.71758122,52,0.477052,53,0.520396,52.52943891,34,33.81185769
12,0.2,0.8,19,0.495508,20,0.54702,19.08720298,55,0.482155,56,0.509988,55.6411454,36,36.55394242
13,0.2,0.8,18,0.469925,19,0.534753,18.46391991,54,0.463109,55,0.521883,54.6276755,36,36.16375559
14,0.2,0.8,19,0.474839,20,0.559502,19.29719004,53,0.461691,54,0.501269,53.96793673,34,34.6707467
15,0.2,0.8,19,0.489501,20,0.537483,19.21881122,55,0.495315,56,0.558328,55.07434974,36,35.85553852
16,0.2,0.8,17,0.433712,18,0.502554,17.96290055,50,0.443871,51,0.505291,50.91385542,33,32.95095487
17,0.2,0.8,19,0.484081,20,0.513016,19.55016416,51,0.49516,52,0.542408,51.1024382,32,31.55227404
18,0.2,0.8,18,0.468817,19,0.537678,18.45283978,51,0.458993,52,0.548621,51.45752443,33,33.00468466
