Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
13,0.5,0.1,5,0.832008,6,0.724468,5.297638088,19,0.812127,20,0.72166,19.13404888,14,13.83641079
14,0.5,0.1,5,0.827421,6,0.759794,5.405474145,20,0.815562,21,0.750751,20.24011356,15,14.83463942
15,0.5,0.1,4,0.904016,5,0.799197,4.992339175,22,0.804878,23,0.743889,22.07998164,18,17.08764246
16,0.5,0.1,5,0.851816,6,0.780836,5.730008453,23,0.82113,24,0.729167,23.22976632,18,17.49975787
17,0.5,0.1,4,0.897881,5,0.791075,4.916437279,20,0.840256,21,0.776367,20.63009282,16,15.71365554
18,0.5,0.1,5,0.840041,6,0.738025,5.392497255,20,0.826471,21,0.774323,20.50761295,15,15.11511569
19,0.5,0.1,5,0.83299,6,0.756619,5.43197025,22,0.806593,23,0.729785,22.08583741,17,16.65386716
0,0.5,0.15,4,0.878143,5,0.783758,4.827917572,20,0.802254,21,0.728061,20.03038022,16,15.20246265
1,0.5,0.15,5,0.828396,6,0.761597,5.425096184,21,0.831841,22,0.779919,21.61324679,16,16.18815061
2,0.5,0.15,5,0.85575,6,0.78408,5.777870797,21,0.828713,22,0.777998,21.56616386,16,15.78829306
3,0.5,0.15,6,0.806154,7,0.717182,6.069167828,20,0.828045,21,0.765079,20.4453991,14,14.37623128
4,0.5,0.15,5,0.815682,6,0.741693,5.211950425,24,0.818737,25,0.758621,24.31168075,19,19.09973033
5,0.5,0.15,5,0.87405,6,0.770325,5.713906966,22,0.836198,23,0.757647,22.46082163,17,16.74691467
6,0.5,0.15,5,0.810894,6,0.739563,5.152724622,21,0.875659,22,0.793241,21.91799122,16,16.76526659
7,0.5,0.15,5,0.823413,6,0.76096,5.374889917,20,0.804217,21,0.720117,20.05014269,15,14.67525277
8,0.5,0.15,6,0.808247,7,0.744399,6.129166145,18,0.82505,19,0.771458,18.46742051,12,12.33825437
9,0.5,0.15,5,0.863465,6,0.79666,5.950003742,20,0.859579,21,0.785571,20.80503459,15,14.85503085
10,0.5,0.15,4,0.882229,5,0.793836,4.930265971,22,0.836049,23,0.770789,22.55239044,18,17.62212447
11,0.5,0.15,5,0.820513,6,0.738446,5.249954306,22,0.857143,23,0.773084,22.67979633,17,17.42984203
12,0.5,0.15,5,0.847983,6,0.780512,5.711164797,22,0.848205,23,0.773163,22.6423736,17,16.93120881
13,0.5,0.15,5,0.823966,6,0.751802,5.332104651,21,0.836676,22,0.744835,21.39934234,16,16.06723769
14,0.5,0.15,5,0.868445,6,0.787103,5.841447223,20,0.8429,21,0.776542,20.64649326,15,14.80504604
15,0.5,0.15,5,0.83965,6,0.73073,5.364028645,21,0.868098,22,0.792683,21.90297686,16,16.53894822
16,0.5,0.15,5,0.850423,6,0.775446,5.672512904,23,0.849368,24,0.792271,23.86463387,18,18.19212096
17,0.5,0.15,5,0.830439,6,0.774194,5.541185883,22,0.802337,23,0.707366,22.02460751,17,16.48342163
18,0.5,0.15,5,0.836114,6,0.765199,5.509257562,21,0.830375,22,0.761957,21.44396212,16,15.93470455
19,0.5,0.15,6,0.809721,7,0.747444,6.15609294,22,0.817703,23,0.743119,22.23735654,16,16.0812636
0,0.5,0.2,6,0.830739,7,0.770833,6.513120556,23,0.835744,24,0.755906,23.44770661,17,16.93458605
1,0.5,0.2,6,0.810152,7,0.755534,6.185872789,24,0.847948,25,0.791625,24.85130409,18,18.6654313
2,0.5,0.2,5,0.834192,6,0.7537,5.424787557,23,0.846383,24,0.772994,23.6320157,18,18.20722814
3,0.5,0.2,5,0.819738,6,0.753831,5.299482604,21,0.860672,22,0.763764,21.62607834,16,16.32659574
4,0.5,0.2,5,0.861053,6,0.7881,5.83688128,22,0.821501,23,0.746583,22.28699378,17,16.4501125
5,0.5,0.2,6,0.8002,7,0.7,6.001996008,24,0.871369,25,0.785942,24.83543844,18,18.83344244
6,0.5,0.2,5,0.837298,6,0.780335,5.654775907,24,0.806706,25,0.742612,24.10462758,19,18.44985167
7,0.5,0.2,5,0.841463,6,0.779553,5.669730254,21,0.808532,22,0.755446,21.16072034,16,15.49099009
8,0.5,0.2,5,0.815873,6,0.745641,5.226008087,21,0.823906,22,0.784958,21.61379275,16,16.38778466
9,0.5,0.2,5,0.810784,6,0.726179,5.127462916,20,0.837812,21,0.753354,20.44770182,15,15.3202389
10,0.5,0.2,4,0.869732,5,0.784047,4.813818055,22,0.820755,23,0.760825,22.34632071,18,17.53250265
11,0.5,0.2,5,0.847507,6,0.781158,5.71601682,21,0.812253,22,0.751357,21.2012119,16,15.48519508
12,0.5,0.2,5,0.817227,6,0.724242,5.185266441,20,0.821083,21,0.785927,20.59969849,15,15.41443205
13,0.5,0.2,5,0.87414,6,0.79103,5.89207075,23,0.851613,24,0.786448,23.7920356,18,17.89996485
14,0.5,0.2,5,0.822006,6,0.75272,5.317611061,22,0.820588,23,0.761807,22.35024923,17,17.03263817
15,0.5,0.2,5,0.801572,6,0.757962,5.036046778,23,0.818826,24,0.756461,23.30186803,18,18.26582126
16,0.5,0.2,6,0.805613,7,0.73362,6.077965913,22,0.850361,23,0.781381,22.73008118,16,16.65211527
17,0.5,0.2,5,0.835257,6,0.771717,5.554878816,21,0.808233,22,0.771084,21.22162104,16,15.66674222
18,0.5,0.2,5,0.802743,6,0.73716,5.041824863,23,0.825907,24,0.76506,23.42577284,18,18.38394798
19,0.5,0.2,5,0.818737,6,0.740499,5.239487206,23,0.811357,24,0.759167,23.21760874,18,17.97812153
0,0.5,0.25,6,0.81641,7,0.751795,6.253965797,22,0.834331,23,0.786885,22.72358049,16,16.46961469
1,0.5,0.25,5,0.841942,6,0.790043,5.808146592,20,0.867163,21,0.798483,20.97791206,15,15.16976546
2,0.5,0.25,5,0.836879,6,0.754615,5.448300593,24,0.846686,25,0.790174,24.82612542,19,19.37782483
3,0.5,0.25,5,0.864235,6,0.797897,5.968298713,21,0.824752,22,0.777302,21.52164384,16,15.55334512
4,0.5,0.25,5,0.806017,6,0.760933,5.133461982,23,0.807811,24,0.782422,23.30765292,18,18.17419094
5,0.5,0.25,5,0.860287,6,0.794425,5.915353315,23,0.837513,24,0.760043,23.48422615,18,17.56887284
6,0.5,0.25,4,0.885081,5,0.778537,4.798552711,21,0.803347,22,0.762512,21.081964,17,16.28341129
7,0.5,0.25,5,0.858044,6,0.772455,5.67817126,22,0.815895,23,0.749245,22.23848462,17,16.56031336
8,0.5,0.25,5,0.805643,6,0.697397,5.052131257,24,0.860747,25,0.764649,24.63213594,19,19.58000469
9,0.5,0.25,5,0.802817,6,0.716612,5.032677919,24,0.827937,25,0.771318,24.49342094,19,19.46074302
10,0.5,0.25,5,0.817061,6,0.764585,5.325120055,21,0.839196,22,0.792812,21.84503277,16,16.51991272
11,0.5,0.25,5,0.823651,6,0.752303,5.331487918,23,0.827766,24,0.787278,23.68578344,18,18.35429552
12,0.5,0.25,5,0.850394,6,0.794681,5.904528566,20,0.819361,21,0.761386,20.33395429,15,14.42942572
13,0.5,0.25,4,0.882413,5,0.797631,4.972057748,24,0.826291,25,0.74569,24.32618702,20,19.35412927
14,0.5,0.25,5,0.837514,6,0.764894,5.516579455,23,0.844614,24,0.784145,23.73779953,18,18.22122008
15,0.5,0.25,5,0.855649,6,0.788832,5.832856908,25,0.835443,26,0.787602,25.7408499,20,19.90799299
16,0.5,0.25,5,0.839266,6,0.776851,5.629111592,22,0.819253,23,0.779183,22.48048415,17,16.85137256
17,0.5,0.25,6,0.828829,7,0.754661,6.38869863,23,0.848665,24,0.780149,23.71027205,17,17.32157342
18,0.5,0.25,5,0.857576,6,0.790456,5.857806913,22,0.815737,23,0.745796,22.22500393,17,16.36719702
19,0.5,0.25,5,0.841847,6,0.7892,5.794860106,21,0.859579,22,0.79801,21.96767854,16,16.17281843
0,0.5,0.3,5,0.84913,6,0.770791,5.627146121,24,0.81639,25,0.735808,24.2033953,19,18.57624918
1,0.5,0.3,4,0.868937,5,0.789038,4.862801787,24,0.838207,25,0.792031,24.82742117,20,19.96461938
2,0.5,0.3,5,0.824473,6,0.749744,5.327489997,22,0.82029,23,0.753529,22.30391995,17,16.97642996
3,0.5,0.3,5,0.841112,6,0.791242,5.824383397,23,0.851775,24,0.787911,23.81070713,18,17.98632373
4,0.5,0.3,5,0.842207,6,0.781683,5.697359725,22,0.804391,23,0.748739,22.07890103,17,16.3815413
5,0.5,0.3,5,0.846766,6,0.747505,5.471141737,24,0.838105,25,0.774228,24.59653709,19,19.12539536
6,0.5,0.3,6,0.826681,7,0.763676,6.423474327,22,0.843323,23,0.798087,22.95771067,16,16.53423635
7,0.5,0.3,5,0.811245,6,0.764278,5.239423425,22,0.832787,23,0.786359,22.70619023,17,17.46676681
8,0.5,0.3,5,0.830693,6,0.791267,5.778496424,21,0.824655,22,0.77732,21.52086194,16,15.74236552
9,0.5,0.3,5,0.828456,6,0.762313,5.430219373,24,0.801572,25,0.760549,24.03831997,19,18.60810059
10,0.5,0.3,5,0.847913,6,0.776796,5.67372077,22,0.829764,23,0.75167,22.38113043,17,16.70740966
11,0.5,0.3,6,0.833693,7,0.784925,6.690883366,25,0.85525,26,0.793933,25.90105517,19,19.21017181
