Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
13,0.5,0.1,27,0.440962,28,0.515385,27.79327627,117,0.484261,118,0.53635,117.3021559,90,89.50887965
14,0.5,0.1,27,0.470877,28,0.528792,27.50285764,123,0.463957,124,0.520458,123.6379179,96,96.13506028
15,0.5,0.1,27,0.496992,28,0.558642,27.04879157,123,0.485772,124,0.515391,123.4803673,96,96.43157577
16,0.5,0.1,31,0.492928,32,0.514526,31.32743773,119,0.474083,120,0.521513,119.5464263,88,88.21898859
17,0.5,0.1,29,0.481973,30,0.521605,29.45485971,117,0.499204,118,0.551155,117.0153221,88,87.56046242
18,0.5,0.1,28,0.475771,29,0.519495,28.55413503,126,0.461356,127,0.50614,126.8628975,98,98.30876243
19,0.5,0.1,31,0.489647,32,0.52357,31.30519117,122,0.474597,123,0.516692,122.6034683,91,91.29827718
0,0.5,0.15,29,0.496965,30,0.558759,29.0491148,132,0.464337,133,0.501443,132.9611114,103,103.9119966
1,0.5,0.15,28,0.488806,29,0.517749,28.38676018,124,0.478691,125,0.534951,124.3787593,96,95.99199915
2,0.5,0.15,28,0.495974,29,0.521848,28.15560022,121,0.458394,122,0.517081,121.7089475,93,93.55334725
3,0.5,0.15,26,0.461846,27,0.516082,26.70348108,128,0.47488,129,0.501206,128.9541898,102,102.2507087
4,0.5,0.15,30,0.459836,31,0.519608,30.67195342,132,0.452963,133,0.517229,132.7319111,102,102.0599577
5,0.5,0.15,29,0.48824,30,0.556693,29.17179671,126,0.472087,127,0.52418,126.5358301,97,97.36403344
6,0.5,0.15,24,0.467374,25,0.514877,24.68681978,122,0.431885,123,0.51194,122.8508525,98,98.16403276
7,0.5,0.15,30,0.491117,31,0.544758,30.16560094,126,0.472093,127,0.502907,126.9056598,96,96.74005883
8,0.5,0.15,35,0.481838,36,0.545796,35.2839676,136,0.458866,137,0.501929,136.9552052,101,101.6712376
9,0.5,0.15,30,0.495669,31,0.521157,30.1699231,131,0.477372,132,0.502566,131.8981504,101,101.7282273
10,0.5,0.15,28,0.426563,29,0.503082,28.95972242,120,0.498109,121,0.538776,120.0464996,92,91.0867772
