"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome_of_suppression_with_tiny_chase","outcome_of_suppression_after_chasing","outcome_of_drive_loss_after_chasing","outcome_of_suppression_without_chasing","outcome_of_drive_loss_without_chasing","outcome_of_long_term_chasing","average_number_of_fertile_females_during_any_chase","average_number_of_fertile_females_during_ending_chase","average_number_of_fertile_females_during_long_term_chase","average_number_of_fertile_females_during_chase_ending_in_suppression"
"zpg2X",9,0.0422,0,NA,1,44.25,0.0010339389,1.82763e-05,0.0002752477,4.13725e-06,39380.745318,10542590.6579,NA,0,NA,0,NA,1,0.6611099,0,NA,1,0,0,0,0,0,0,0,1,5419.5070065,NA,5419.5070065,NA
"zpg2X",9,0.046,0,NA,1,43.15,0.00091686885,1.601045e-05,0.00025071015,3.99215e-06,39375.2097285,10320854.24745,NA,0,NA,0,NA,1,0.65968055,0,NA,1,0,0,0,0,0,0,0,1,5386.68409705,NA,5386.68409705,NA
"zpg2X",10,0.008,0,NA,1,78.25,0.0012466063,3.8705e-07,0.00028748895,1.0444e-08,39957.3970555,999041.739415,NA,0,NA,0,NA,1,0.5324757,0,NA,1,0,0,0,0,0,0,0,1,9319.2389616,NA,9319.2389616,NA
"zpg2X",10,0.0118,0,NA,1,67.95,0.00147344565,9.7005e-07,0.0003210405,3.457e-08,40347.76848,1665034.58805,NA,0,NA,0,NA,1,0.599777,0,NA,1,0,0,0,0,0,0,0,1,7384.01553345,NA,7384.01553345,NA
"zpg2X",10,0.0156,0,NA,1,66.7,0.00145303775,1.21345e-06,0.0003029581,6.7435e-08,40503.8429625,2416792.37775,NA,0,NA,0,NA,1,0.63063325,0,NA,1,0,0,0,0,0,0,0,1,6573.84892435,NA,6573.84892435,NA
"zpg2X",10,0.0194,0,NA,1,63.2,0.00138517385,1.7746e-06,0.00028016095,1.3925e-07,40542.4036305,3349874.3025,NA,0,NA,0,NA,1,0.64101495,0,NA,1,0,0,0,0,0,0,0,1,6153.3080335,NA,6153.3080335,NA
"zpg2X",10,0.0232,0,NA,1,58.2,0.0012931646,2.4725e-06,0.00026323135,2.96355e-07,40558.4497515,4930238.3259,NA,0,NA,0,NA,1,0.65098245,0,NA,1,0,0,0,0,0,0,0,1,5926.9453614,NA,5926.9453614,NA
"zpg2X",10,0.027,0,NA,1,54.4,0.00115830645,2.336e-06,0.00022750195,2.5915e-07,40629.3647335,5359801.01145,NA,0,NA,0,NA,1,0.6519981,0,NA,1,0,0,0,0,0,0,0,1,5799.17121305,NA,5799.17121305,NA
"zpg2X",10,0.0308,0,NA,1,51.75,0.00112388165,5.6675e-06,0.0002324246,7.1435e-07,40596.467196,7174000.99575,NA,0,NA,0,NA,1,0.65421365,0,NA,1,0,0,0,0,0,0,0,1,5696.30239045,NA,5696.30239045,NA
"zpg2X",10,0.0346,0,NA,1,50.9,0.0010216031,6.1875e-06,0.00022623215,1.32135e-06,40648.3770075,7858598.81885,NA,0,NA,0,NA,1,0.6649844,0,NA,1,0,0,0,0,0,0,0,1,5636.57417685,NA,5636.57417685,NA
"zpg2X",10,0.0384,0,NA,1,49.4,0.0009037863,4.584e-06,0.0001904677,7.8705e-07,40687.904489,8001219.10055,NA,0,NA,0,NA,1,0.65921505,0,NA,1,0,0,0,0,0,0,0,1,5594.7607799,NA,5594.7607799,NA
"zpg2X",10,0.0422,0,NA,1,44,0.00087921595,7.678e-06,0.00020784895,1.72965e-06,40676.009738,10021251.0708,NA,0,NA,0,NA,1,0.65963965,0,NA,1,0,0,0,0,0,0,0,1,5575.50408855,NA,5575.50408855,NA
"zpg2X",10,0.046,0,NA,1,42.05,0.0009142037,2.423715e-05,0.0002405401,4.9662e-06,40650.3092185,11070405.95845,NA,0,NA,0,NA,1,0.6616149,0,NA,1,0,0,0,0,0,0,0,1,5544.04788885,NA,5544.04788885,NA
"zpg2X",11,0.008,0,NA,1,80.65,0.0012058034,3.8105e-07,0.00026359375,8.6615e-09,40573.4873885,917246.226085,NA,0,NA,0,NA,1,0.5364303,0,NA,1,0,0,0,0,0,0,0,1,9373.44148475,NA,9373.44148475,NA
"zpg2X",11,0.0118,0,NA,1,71.3,0.0014055488,8.343e-07,0.00028842745,3.024e-08,41130.227372,1561604.1873,NA,0,NA,0,NA,1,0.5988709,0,NA,1,0,0,0,0,0,0,0,1,7445.2891857,NA,7445.2891857,NA
"zpg2X",11,0.0156,0,NA,1,67.9,0.00140844585,1.3012e-06,0.00027547165,6.966e-08,41343.346702,2466254.6381,NA,0,NA,0,NA,1,0.62679515,0,NA,1,0,0,0,0,0,0,0,1,6642.56747145,NA,6642.56747145,NA
"zpg2X",11,0.0194,0,NA,1,63.25,0.0013172166,1.5961e-06,0.00024423645,1.0462e-07,41510.904928,3151338.7847,NA,0,NA,0,NA,1,0.6413726,0,NA,1,0,0,0,0,0,0,0,1,6261.3183447,NA,6261.3183447,NA
"zpg2X",11,0.0232,0,NA,1,57.7,0.00122118615,1.94835e-06,0.0002252314,1.95885e-07,41557.6103725,4464824.5044,NA,0,NA,0,NA,1,0.65230075,0,NA,1,0,0,0,0,0,0,0,1,6039.5524511,NA,6039.5524511,NA
"zpg2X",11,0.027,0,NA,1,55.55,0.0011230127,2.7855e-06,0.0002091577,3.439e-07,41644.03455,5875340.5051,NA,0,NA,0,NA,1,0.65535675,0,NA,1,0,0,0,0,0,0,0,1,5911.7321716,NA,5911.7321716,NA
"zpg2X",11,0.0308,0,NA,1,53.05,0.00104781615,4.2635e-06,0.00019832525,5.0965e-07,41662.6617685,6989235.7748,NA,0,NA,0,NA,1,0.6584435,0,NA,1,0,0,0,0,0,0,0,1,5823.11760845,NA,5823.11760845,NA
"zpg2X",11,0.0346,0,NA,1,49.4,0.0009771702,5.712e-06,0.00019595525,9.206e-07,41677.4152895,8330521.62315,NA,0,NA,0,NA,1,0.6648074,0,NA,1,0,0,0,0,0,0,0,1,5764.9694988,NA,5764.9694988,NA
"zpg2X",11,0.0384,0,NA,1,46.5,0.00089340055,5.5255e-06,0.0001768823,7.555e-07,41686.4074505,8474931.99965,NA,0,NA,0,NA,1,0.66555385,0,NA,1,0,0,0,0,0,0,0,1,5720.90171785,NA,5720.90171785,NA
"zpg2X",11,0.0422,0,NA,1,46.2,0.00083313225,8.4125e-06,0.0001787429,1.49775e-06,41700.1400265,9140973.89435,NA,0,NA,0,NA,1,0.6650107,0,NA,1,0,0,0,0,0,0,0,1,5680.6759841,NA,5680.6759841,NA
"zpg2X",11,0.046,0,NA,1,44.35,0.00089804305,2.374055e-05,0.0002322777,5.7894e-06,41686.344971,10793943.28295,NA,0,NA,0,NA,1,0.65969765,0,NA,1,0,0,0,0,0,0,0,1,5659.94997635,NA,5659.94997635,NA
"zpg2X",12,0.008,0,NA,1,73.3,0.00120623735,4.3315e-07,0.0002527243,8.522e-09,41033.142611,925374.637465,NA,0,NA,0,NA,1,0.5336143,0,NA,1,0,0,0,0,0,0,0,1,9422.26699215,NA,9422.26699215,NA
"zpg2X",12,0.0118,0,NA,1,70.15,0.00136206335,8.6555e-07,0.00026149855,2.3555e-08,41808.189003,1467276.04185,NA,0,NA,0,NA,1,0.6037384,0,NA,1,0,0,0,0,0,0,0,1,7512.8657748,NA,7512.8657748,NA
"zpg2X",12,0.0156,0,NA,1,68.95,0.00132796735,1.0832e-06,0.000241628,5.453e-08,42156.283793,2217492.68595,NA,0,NA,0,NA,1,0.6314219,0,NA,1,0,0,0,0,0,0,0,1,6733.01406075,NA,6733.01406075,NA
"zpg2X",12,0.0194,0,NA,1,63.2,0.00126578085,1.55475e-06,0.0002198134,1.0022e-07,42312.6815195,3044999.2561,NA,0,NA,0,NA,1,0.6416461,0,NA,1,0,0,0,0,0,0,0,1,6355.5854375,NA,6355.5854375,NA
"zpg2X",12,0.0232,0,NA,1,58.5,0.0011728976,2.03955e-06,0.00020050225,1.78275e-07,42405.174223,4311446.04665,NA,0,NA,0,NA,1,0.6513154,0,NA,1,0,0,0,0,0,0,0,1,6138.088492,NA,6138.088492,NA
"zpg2X",12,0.027,0,NA,1,54.85,0.0010656478,2.3505e-06,0.00018207635,2.32075e-07,42484.7926845,5338946.25585,NA,0,NA,0,NA,1,0.65377645,0,NA,1,0,0,0,0,0,0,0,1,6012.17589705,NA,6012.17589705,NA
"zpg2X",12,0.0308,0,NA,1,51,0.00098446175,2.8389e-06,0.0001697158,3.0935e-07,42501.632404,6316916.75925,NA,0,NA,0,NA,1,0.6606636,0,NA,1,0,0,0,0,0,0,0,1,5927.3585048,NA,5927.3585048,NA
"zpg2X",12,0.0346,0,NA,1,51.95,0.00090684275,5.8145e-06,0.00016129105,6.1875e-07,42565.7927295,7418362.4798,NA,0,NA,0,NA,1,0.66390025,0,NA,1,0,0,0,0,0,0,0,1,5861.8133141,NA,5861.8133141,NA
"zpg2X",12,0.0384,0,NA,1,44.95,0.00087954625,8.72805e-06,0.00017642125,1.703945e-06,42543.1038945,8812056.57025,NA,0,NA,0,NA,1,0.6596546,0,NA,1,0,0,0,0,0,0,0,1,5831.68243785,NA,5831.68243785,NA
"zpg2X",12,0.0422,0,NA,1,43.1,0.00078773905,5.65535e-06,0.00015010735,7.8234e-07,42608.7812555,8831093.20475,NA,0,NA,0,NA,1,0.6603464,0,NA,1,0,0,0,0,0,0,0,1,5811.99227765,NA,5811.99227765,NA
"zpg2X",12,0.046,0,NA,1,42.8,0.00074860665,7.332e-06,0.0001531337,1.21495e-06,42594.901036,9449921.49055,NA,0,NA,0,NA,1,0.66351535,0,NA,1,0,0,0,0,0,0,0,1,5779.6296831,NA,5779.6296831,NA
