"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome_of_suppression_with_tiny_chase","outcome_of_suppression_after_chasing","outcome_of_drive_loss_after_chasing","outcome_of_suppression_without_chasing","outcome_of_drive_loss_without_chasing","outcome_of_long_term_chasing","average_number_of_fertile_females_during_any_chase","average_number_of_fertile_females_during_ending_chase","average_number_of_fertile_females_during_long_term_chase","average_number_of_fertile_females_during_chase_ending_in_suppression"
"nosF2",2,0.008,0,NA,1,86,0.01334077715,9.6305e-06,0.00584835755,2.2365e-06,20854.286188,8142024.8083,NA,0,NA,0,NA,1,0.5292059,0,NA,1,0,0,0,0,0,0,0,1,6932.72475725,NA,6932.72475725,NA
"nosF2",2,0.0118,0,NA,1,100.55,0.03746731945,0.0002280826,0.016216511,5.733585e-05,15611.704225,20051355.0495,NA,0,NA,0,NA,1,0.5842419,0,NA,1,0,0,0,0,0,0,0,1,4781.4955118,NA,4781.4955118,NA
"nosF2",2,0.0156,0.3,1633.33333333333,1,88.2,0.0842574004,0.0038226249,0.04468980135,0.0018165093,11781.2587362,44071887.0103,1534.83333333333,0.1,318,0,NA,0.6,0.587664,0,NA,0.6,0.1,0,0,0.3,0.1,0,0,0.6,4128.31494429469,3989.8444947447,4163.41547491667,4083.23891089098
"nosF2",2,0.0194,0.7,629.642857142857,0.9,79.3888888888889,0.172872660833333,0.0105372386666667,0.106798239777778,0.00798098144444444,7722.53651522778,37973288.0719444,625.75,0.3,415.833333333333,0,NA,0,NA,0,NA,0,0.3,0,0,0.6,0.3,0.1,0,0,3026.12415150227,3026.12415150227,NA,2999.494272222
"nosF2",2,0.0232,0.9,299.555555555556,0.55,70.6363636363636,0.165642727727273,0.0204458591818182,0.0791872493636364,0.00691041209090909,8010.37361418182,51421385.7913636,410.666666666667,0.1,186,0,NA,0,NA,0,NA,0,0.1,0,0,0.45,0.1,0.45,0,0,3374.14902888609,3374.14902888609,NA,3398.9130705744
"nosF2",2,0.027,0.8,123.1875,0.4,64.875,0.238058988,0.01946738725,0.1283175875,0.01036543225,3760.6571500375,16649468.187725,167.666666666667,0.2,386.5,0,NA,0,NA,0,NA,0,0.2,0,0.05,0.15,0.2,0.6,0,0,2276.42649617014,2276.42649617014,NA,2274.46428063022
"nosF2",2,0.0308,0.85,134.941176470588,0.5,62.9,0.1740175537,0.0181869076,0.0955163108,0.0049891015,3363.4087933,11129636.58367,121.428571428571,0.15,101,0,NA,0,NA,0,NA,0,0.15,0,0,0.35,0.15,0.5,0,0,1769.37483398115,1769.37483398115,NA,1621.43671125529
"nosF2",2,0.0346,0.8,83.4375,0.15,60.6666666666667,0.124791739,0.00624713166666667,0.0597767156666667,0.00205643033333333,5402.95349966667,83498872.9696667,NA,0.2,146.5,0,NA,0,NA,0,NA,0,0.15,0.05,0,0,0.15,0.8,0.05,0,4199.437288,4199.437288,NA,NA
"nosF2",2,0.0384,0.95,111.052631578947,0.3,52.5,0.1058556075,0.00898946416666667,0.0568270998333333,0.003923786,6142.71005183333,40236306.4183333,133.6,0.05,181,0,NA,0,NA,0,NA,0,0.05,0,0,0.25,0.05,0.7,0,0,2264.27925091604,2264.27925091604,NA,2203.10615236677
"nosF2",2,0.0422,0.95,85.5263157894737,0.2,51,0.115147069,0.009842424,0.057749644,0.0020986855,6132.85048175,62528507.7055,101,0.05,79,0,NA,0,NA,0,NA,0,0.05,0,0.05,0.1,0.05,0.8,0,0,4278.56673311881,4278.56673311881,NA,4278.56673311881
"nosF2",2,0.046,1,78.15,0.05,49,0.208148346,0.031560353,0.118361289,0.007969804,1082.955056,4486014.964,93,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.05,0,0.95,0,0,1724.655172,1724.655172,NA,1724.655172
"nosF2",3,0.008,0,NA,1,74.65,0.01098358365,6.592e-06,0.0036640486,9.6415e-07,26084.0803995,7763548.67075,NA,0,NA,0,NA,1,0.6287471,0,NA,1,0,0,0,0,0,0,0,1,7668.2056606,NA,7668.2056606,NA
"nosF2",3,0.0118,0,NA,1,94.75,0.02835462675,8.756385e-05,0.00906049675,1.29795e-05,21192.850426,16683893.4325,NA,0,NA,0,NA,1,0.71686695,0,NA,1,0,0,0,0,0,0,0,1,5467.74148895,NA,5467.74148895,NA
"nosF2",3,0.0156,0,NA,1,87.85,0.04812230365,0.00078447855,0.0168520547,0.0001709847,17348.6499475,34991013.637,NA,0,NA,0,NA,1,0.7322692,0,NA,1,0,0,0,0,0,0,0,1,4261.03653385,NA,4261.03653385,NA
"nosF2",3,0.0194,0.4,1312.125,0.95,76.7368421052632,0.0691493095789474,0.00243412247368421,0.0281631341052632,0.000724554894736842,14096.9699524737,46917579.8168421,1393,0,NA,0,NA,0.6,0.783533833333333,0,NA,0.6,0,0,0,0.35,0,0.05,0,0.6,3388.49716267402,3192.53326528859,3438.60320325,3192.53326528859
"nosF2",3,0.0232,0.85,828.294117647059,0.8,70.5,0.1049336300625,0.0083198468125,0.0473358519375,0.002827081375,11781.348872875,63187257.43825,968.692307692308,0.1,300,0,NA,0.05,0.858564,0,NA,0.05,0.1,0,0,0.65,0.1,0.2,0,0.05,2931.49687200025,2959.67563363008,2816.059711,2955.35374017804
"nosF2",3,0.027,1,372.05,0.85,66.5882352941177,0.123551284117647,0.0108248612941176,0.05563031,0.00266733017647059,9359.96684329412,48561096.1234706,360.1875,0,NA,0,NA,0,NA,0,NA,0,0,0,0.05,0.8,0,0.15,0,0,2477.00312529342,2477.00312529342,NA,2477.00312529342
"nosF2",3,0.0308,1,348.95,0.6,61.5,0.137347895166667,0.0139756300833333,0.0639773719166667,0.00420331991666667,8329.47830416667,61112688.0991667,448.333333333333,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.6,0,0.4,0,0,2414.2902506974,2414.2902506974,NA,2414.2902506974
"nosF2",3,0.0346,0.95,170.631578947368,0.3,58,0.216456352333333,0.032932647,0.0780032571666667,0.00625965666666667,6770.796293,52836947.6623333,394.25,0.05,195,0,NA,0,NA,0,NA,0,0.05,0,0.05,0.2,0.05,0.7,0,0,2361.44669376659,2361.44669376659,NA,2291.45562023652
"nosF2",3,0.0384,0.95,140.368421052632,0.3,55.6666666666667,0.185947949833333,0.0269751146666667,0.0545583826666667,0.0037380515,5464.85103533333,30060697.0858,373,0.05,82,0,NA,0,NA,0,NA,0,0.05,0,0.1,0.15,0.05,0.7,0,0,1886.56598025112,1886.56598025112,NA,1886.56598025112
"nosF2",3,0.0422,1,105.15,0.25,51.2,0.0936739484,0.0064337326,0.0427185564,0.001538519,9905.1272316,106954360.132,123.4,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.25,0,0.75,0,0,3262.08879577472,3262.08879577472,NA,3262.08879577472
"nosF2",3,0.046,1,112.25,0.2,46.75,0.07276970875,0.0021406785,0.03357457775,0.0005241905,7695.07470275,58740399.2925,197.75,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.2,0,0.8,0,0,2166.62435687484,2166.62435687484,NA,2166.62435687484
"nosF2",4,0.008,0,NA,1,65.35,0.0100597588,5.6155e-06,0.00281398695,6.5165e-07,29501.846543,7614081.8442,NA,0,NA,0,NA,1,0.6630473,0,NA,1,0,0,0,0,0,0,0,1,8104.6201702,NA,8104.6201702,NA
"nosF2",4,0.0118,0,NA,1,93.3,0.02437632225,5.78164e-05,0.0064985846,6.2705e-06,25009.609094,15895191.316,NA,0,NA,0,NA,1,0.7276472,0,NA,1,0,0,0,0,0,0,0,1,5805.73028385,NA,5805.73028385,NA
"nosF2",4,0.0156,0,NA,1,85.25,0.03957602585,0.00026005385,0.01129378665,3.3315e-05,20854.6155415,29150481.478,NA,0,NA,0,NA,1,0.7320066,0,NA,1,0,0,0,0,0,0,0,1,4438.42538665,NA,4438.42538665,NA
"nosF2",4,0.0194,0.15,274,1,78.55,0.0795813428,0.00206762755,0.03211704695,0.00062613055,16108.9973007,38046308.8695,266,0,NA,0,NA,0.85,0.800822470588235,0,NA,0.85,0,0,0.05,0.1,0,0,0,0.85,3553.26089640168,2592.81121921993,3562.71855064706,2592.81121921993
"nosF2",4,0.0232,0.6,914.333333333333,0.85,71.0588235294118,0.0832633197058824,0.00467792335294118,0.0326848740588235,0.00146890241176471,14579.7521398235,63425297.8731176,1235,0.05,1821,0,NA,0.35,0.793608714285714,0,NA,0.35,0.05,0,0.05,0.4,0.05,0.15,0,0.35,3010.16692220269,3073.30272137896,2977.17714742857,3076.34778163209
"nosF2",4,0.027,1,750.5,0.5,64.4,0.0951781314,0.0063607249,0.0416011418,0.0017907789,12022.8461436,61723000.173,1323.7,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.5,0,0.5,0,0,2584.0144299969,2584.0144299969,NA,2584.0144299969
"nosF2",4,0.0308,1,320.6,0.5,58.5,0.1127774825,0.0091709351,0.0484581319,0.0026628113,11761.2270799,87344145.4765,476.9,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.5,0,0.5,0,0,2562.11326640637,2562.11326640637,NA,2562.11326640637
"nosF2",4,0.0346,1,267.05,0.6,57.5833333333333,0.117874038916667,0.00863823791666667,0.0557500343333333,0.00325837066666667,11191.88053125,95207656.6083333,316.5,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.6,0,0.4,0,0,2409.2319011248,2409.2319011248,NA,2409.2319011248
"nosF2",4,0.0384,1,166.65,0.2,54.25,0.09554990725,0.0062178045,0.044159255,0.0013856995,9192.1958445,62737167.3775,432.25,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.2,0,0.8,0,0,1955.13008683169,1955.13008683169,NA,1955.13008683169
"nosF2",4,0.0422,1,99.8,0.3,51.1666666666667,0.1487371175,0.0245637306666667,0.0551938385,0.0032588835,7334.16765216667,57176154.885,82.6666666666667,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.3,0,0.7,0,0,2751.04893150202,2751.04893150202,NA,2751.04893150202
"nosF2",4,0.046,1,146.3,0.4,49.625,0.081877956875,0.00816580125,0.034435680875,0.00130361175,10952.815732875,122800675.155,188,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.4,0,0.6,0,0,2523.77026118418,2523.77026118418,NA,2523.77026118418
"nosF2",5,0.008,0,NA,1,75.05,0.009474112,4.6635e-06,0.00232825375,4.33e-07,31910.0246215,6543359.7084,NA,0,NA,0,NA,1,0.695803,0,NA,1,0,0,0,0,0,0,0,1,8321.29841625,NA,8321.29841625,NA
