Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
128,0.02,9,0.437693,10,0.585899,9.420408081,30,0.391892,31,0.579275,30.57693601,21,21.15652793
129,0.02,10,0.433824,11,0.590299,10.4229174,33,0.452792,34,0.590059,33.34391369,23,22.92099629
130,0.02,9,0.449321,10,0.633668,9.274910902,30,0.3436,31,0.509276,30.9440112,21,21.6691003
131,0.02,10,0.494071,11,0.644258,10.03947745,32,0.457227,33,0.618462,32.26528359,22,22.22580614
132,0.02,10,0.453386,11,0.592424,10.33526086,33,0.388889,34,0.545809,33.70807418,23,23.37281331
133,0.02,10,0.494597,11,0.621413,10.04260503,32,0.43065,33,0.5875,32.44214217,22,22.39953714
134,0.02,10,0.46046,11,0.637879,10.22286226,33,0.383366,34,0.534483,33.77181257,23,23.54895031
135,0.02,9,0.484032,10,0.622294,9.11549088,30,0.454906,31,0.601378,30.30786772,21,21.19237684
136,0.02,9,0.388109,10,0.558104,9.658201712,27,0.311668,28,0.517677,27.91419307,18,18.25599136
137,0.02,10,0.479452,11,0.641158,10.12707011,30,0.412548,31,0.609189,30.44472923,20,20.31765911
138,0.02,9,0.417665,10,0.575678,9.521064723,31,0.48,32,0.632461,31.13118109,22,21.61011637
139,0.02,10,0.420976,11,0.595067,10.45392352,33,0.47654,34,0.668452,33.12224353,23,22.66832001
140,0.02,9,0.356333,10,0.553097,9.730148808,32,0.469914,33,0.688745,32.13748509,23,22.40733628
141,0.02,10,0.452122,11,0.617873,10.28885497,31,0.480163,32,0.640244,31.12391852,21,20.83506355
142,0.02,9,0.390722,10,0.542381,9.720550709,32,0.424365,33,0.587524,32.46356621,23,22.74301551
143,0.02,10,0.469512,11,0.618932,10.2040423,31,0.337255,32,0.511799,31.932401,21,21.7283587
144,0.02,10,0.412409,11,0.613475,10.43563308,32,0.408996,33,0.583865,32.52041242,22,22.08477935
145,0.02,10,0.483657,11,0.643684,10.10212652,33,0.422846,34,0.569122,33.52745495,23,23.42532843
146,0.02,9,0.40316,10,0.55,9.659493326,31,0.485447,32,0.666987,31.08016415,22,21.42067083
147,0.02,10,0.452426,11,0.614044,10.29436078,32,0.454312,33,0.639191,32.24712379,22,21.95276302
148,0.02,10,0.484119,11,0.672122,10.08447206,31,0.392204,32,0.591556,31.54073197,21,21.45625992
149,0.02,10,0.435934,11,0.596806,10.39824208,31,0.341974,32,0.535253,31.81760564,21,21.41936356
150,0.02,9,0.430717,10,0.563906,9.520185601,31,0.381048,32,0.532338,31.78625157,22,22.26606597
151,0.02,9,0.339577,10,0.517367,9.902317341,31,0.489051,32,0.647852,31.06894793,22,21.16663059
152,0.02,10,0.37747,11,0.508358,10.93614388,31,0.41701,32,0.62844,31.39251762,21,20.45637374
153,0.02,10,0.358621,11,0.52732,10.83805476,32,0.478744,33,0.624528,32.14580475,22,21.30774999
154,0.02,9,0.323617,10,0.501048,9.994093479,30,0.41587,31,0.58022,30.51189535,21,20.51780187
155,0.02,10,0.37726,11,0.547844,10.71952821,33,0.457436,34,0.604251,33.28991588,23,22.57038767
156,0.02,9,0.373865,10,0.50997,9.926747732,29,0.496024,30,0.694764,29.02000604,20,19.09325831
