Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
34,0.015,30,0.457412,31,0.542411,30.50104119,105,0.492778,106,0.558754,105.109464,75,74.60842286
35,0.015,27,0.454128,28,0.535354,27.56474528,107,0.473118,108,0.516199,107.6239874,80,80.05924209
36,0.015,29,0.478929,30,0.539227,29.34944774,102,0.456545,103,0.513978,102.7566208,73,73.40717302
37,0.015,31,0.445251,32,0.505521,31.90839555,101,0.487554,102,0.552826,101.190679,70,69.28228345
38,0.015,31,0.446429,32,0.547312,31.53102108,108,0.465,109,0.516841,108.6751413,77,77.14412021
39,0.015,29,0.491917,30,0.533998,29.19208194,100,0.487486,101,0.568817,100.1538651,71,70.96178313
40,0.015,26,0.483051,27,0.554162,26.23834568,98,0.496429,99,0.53296,98.09775259,72,71.85940691
41,0.015,32,0.454492,33,0.53171,32.58934445,109,0.471792,110,0.515766,109.64147,77,77.05212551
42,0.015,29,0.475513,30,0.509259,29.72562674,107,0.469945,108,0.537989,107.4416995,78,77.71607275
43,0.015,29,0.485442,30,0.55102,29.22199518,106,0.487153,107,0.561659,106.1724291,77,76.95043388
44,0.015,31,0.480065,32,0.537589,31.346551,106,0.465821,107,0.522327,106.6048738,75,75.25832281
45,0.015,31,0.469001,32,0.542711,31.42055352,108,0.485714,109,0.546577,108.2347239,77,76.81417037
46,0.015,31,0.453362,32,0.509759,31.82695888,107,0.480817,108,0.532315,107.3724999,76,75.54554102
47,0.015,31,0.498343,32,0.558499,31.02754505,103,0.438857,104,0.527711,103.6881288,72,72.66058379
48,0.015,32,0.471536,33,0.542484,32.40119524,111,0.480344,112,0.518814,111.5109436,79,79.10974835
49,0.015,31,0.482509,32,0.54933,31.26175903,107,0.43649,108,0.505535,107.9198349,76,76.65807586
