Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
191,0.04,5,0.855838,6,0.792308,5.878923343,20,0.840982,21,0.77,20.57735764,15,14.6984343
192,0.04,5,0.816384,6,0.743408,5.224512168,19,0.847784,20,0.77381,19.64595669,14,14.42144452
193,0.04,5,0.810073,6,0.718227,5.109672713,19,0.892148,20,0.795699,19.95540648,14,14.84573377
194,0.04,5,0.878458,6,0.794179,5.930931786,19,0.864271,20,0.797431,19.96156493,14,14.03063315
195,0.04,5,0.82231,6,0.740451,5.27254181,20,0.841719,21,0.7749,20.62435834,15,15.35181653
196,0.04,5,0.882773,6,0.797269,5.968059974,20,0.84666,21,0.752075,20.49331289,15,14.52525292
197,0.04,6,0.810669,7,0.730093,6.132409154,19,0.857585,20,0.772298,19.67519083,13,13.54278167
198,0.04,5,0.844156,6,0.772775,5.618595985,21,0.813121,22,0.724667,21.14833699,16,15.529741
199,0.04,5,0.824507,6,0.748216,5.321230551,20,0.800617,21,0.706118,20.00652917,15,14.68529862
0,0.045,5,0.820803,6,0.750261,5.294902328,18,0.810755,19,0.720251,18.11883453,13,12.8239322
1,0.045,4,0.863869,5,0.772115,4.696089544,18,0.812689,19,0.717172,18.13284546,14,13.43675592
2,0.045,4,0.868098,5,0.795233,4.934577644,18,0.802703,19,0.728283,18.03632088,14,13.10174324
3,0.045,4,0.870937,5,0.797431,4.965050472,18,0.844633,19,0.776786,18.6578478,14,13.69279733
4,0.045,5,0.856994,6,0.762355,5.602225298,18,0.840168,19,0.754315,18.4678695,13,12.8656442
5,0.045,5,0.844131,6,0.771715,5.609409523,17,0.872727,18,0.79918,17.98885067,12,12.37944114
6,0.045,4,0.863918,5,0.752929,4.575894909,18,0.844422,19,0.769547,18.59328214,14,14.01738723
7,0.045,5,0.830454,6,0.751795,5.387164851,18,0.879447,19,0.78362,18.82906696,13,13.44190211
8,0.045,5,0.813425,6,0.702172,5.120670903,17,0.850198,18,0.773624,17.65554888,12,12.53487798
9,0.045,4,0.871935,5,0.784661,4.824243188,17,0.810417,18,0.708583,17.10229393,13,12.27805074
10,0.045,5,0.817729,6,0.719316,5.180148964,19,0.827263,20,0.708833,19.2302035,14,14.05005453
11,0.045,5,0.833161,6,0.780105,5.625018848,18,0.814639,19,0.7249,18.16312863,13,12.53810978
12,0.045,5,0.824101,6,0.746253,5.309590484,17,0.860204,18,0.792706,17.89193754,12,12.58234705
13,0.045,5,0.825902,6,0.73,5.270088215,18,0.831867,19,0.744865,18.36627894,13,13.09619072
