Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
156,0.035,6,0.845416,7,0.766902,6.578444609,30,0.866799,31,0.792969,30.90476771,24,24.3263231
157,0.035,5,0.841438,6,0.760593,5.512561074,27,0.835062,28,0.735572,27.35241733,22,21.83985625
158,0.035,7,0.805869,8,0.744731,7.095995944,28,0.833521,29,0.75,28.40134816,21,21.30535222
159,0.035,6,0.80791,7,0.724468,6.094796386,23,0.821121,24,0.747573,23.287173,17,17.19237662
160,0.035,6,0.807312,7,0.716704,6.080699276,25,0.806857,26,0.752566,25.12630086,19,19.04560158
161,0.035,6,0.822472,7,0.734994,6.256887446,27,0.837233,28,0.758767,27.47451125,21,21.21762381
162,0.035,5,0.833333,6,0.786307,5.708820652,29,0.871579,30,0.797619,29.96780692,24,24.25898627
163,0.035,6,0.803749,7,0.740741,6.059500381,22,0.845142,23,0.772867,22.62458665,16,16.56508627
164,0.035,5,0.820383,6,0.720957,5.205006739,24,0.819689,25,0.730856,24.22164061,19,19.01663387
165,0.035,5,0.858072,6,0.764771,5.622415623,28,0.864583,29,0.784437,28.80581688,23,23.18340126
166,0.035,5,0.880368,6,0.795796,5.950290876,23,0.84582,24,0.799786,23.99535126,18,18.04506039
167,0.035,5,0.859667,6,0.798762,5.979673262,25,0.846939,26,0.750542,25.48693424,20,19.50726098
168,0.035,7,0.81449,8,0.734205,7.180482033,28,0.830228,29,0.754367,28.39846561,21,21.21798358
169,0.035,5,0.833162,6,0.750736,5.402324509,29,0.814894,30,0.702732,29.13279007,24,23.73046556
170,0.035,5,0.867457,6,0.769723,5.690210162,25,0.820994,26,0.794821,25.80212433,20,20.11191416
171,0.035,6,0.81005,7,0.764706,6.221639026,26,0.81084,27,0.746926,26.1696029,20,19.94796388
172,0.035,6,0.837838,7,0.794737,6.877891464,22,0.866534,23,0.772317,22.70617829,16,15.82828683
173,0.035,5,0.841132,6,0.774327,5.615702417,26,0.814378,27,0.78735,26.53196685,21,20.91626443
174,0.035,6,0.821888,7,0.744681,6.28349761,28,0.810894,29,0.736786,28.14700167,22,21.86350406
175,0.035,6,0.844374,7,0.763214,6.546747166,26,0.857294,27,0.798828,26.97995416,20,20.433207
176,0.035,6,0.804904,7,0.752,6.092696204,23,0.818966,24,0.776749,23.4492503,17,17.3565541
177,0.035,6,0.81411,7,0.749398,6.218043021,24,0.872692,25,0.792593,24.90752694,18,18.68948391
178,0.035,5,0.812564,6,0.776511,5.34848695,26,0.809969,27,0.754497,26.17971229,21,20.83122534
179,0.035,6,0.842052,7,0.75544,6.485521637,24,0.806193,25,0.727811,24.07901049,18,17.59348885
180,0.035,6,0.838964,7,0.768549,6.553348008,25,0.80744,26,0.736383,25.10470467,19,18.55135667
181,0.035,6,0.824561,7,0.739496,6.288732146,29,0.830619,30,0.777778,29.57945535,23,23.2907232
182,0.035,5,0.878788,6,0.791398,5.901567685,23,0.839248,24,0.772124,23.5847089,18,17.68314121
183,0.035,5,0.85441,6,0.769939,5.644126387,25,0.836198,26,0.768799,25.53707028,20,19.8929439
184,0.035,6,0.829457,7,0.763557,6.446995448,24,0.828032,25,0.786579,24.67623574,18,18.22924029
185,0.035,5,0.854167,6,0.782796,5.758949713,28,0.865904,29,0.793254,28.90714384,23,23.14819413
186,0.035,6,0.839394,7,0.785495,6.730885545,29,0.802048,30,0.735608,29.0308248,23,22.29993926
187,0.035,5,0.854486,6,0.757576,5.562233,23,0.845912,24,0.77268,23.62693904,18,18.06470604
188,0.035,6,0.802483,7,0.707641,6.026180384,24,0.842754,25,0.798228,24.96020303,18,18.93402264
189,0.035,5,0.87567,6,0.792474,5.90953892,23,0.851538,24,0.792585,23.87422184,18,17.96468292
190,0.035,6,0.844262,7,0.785429,6.752332874,26,0.856861,27,0.795628,26.92860059,20,20.17626772
191,0.035,5,0.869565,6,0.790068,5.875064468,28,0.801907,29,0.702546,28.01919264,23,22.14412817
192,0.035,6,0.86166,7,0.783494,6.78883402,23,0.862805,24,0.778664,23.74642564,17,16.95759162
193,0.035,5,0.847072,6,0.786353,5.775243334,26,0.843621,27,0.793103,26.86347441,21,21.08823107
194,0.035,6,0.811765,7,0.749485,6.188904945,24,0.855319,25,0.799798,24.99636174,18,18.80745679
195,0.035,5,0.878143,6,0.797325,5.966900938,24,0.801418,25,0.714565,24.01632644,19,18.0494255
196,0.035,6,0.82963,7,0.75486,6.396281931,25,0.84223,26,0.760549,25.5170113,19,19.12072937
197,0.035,5,0.849892,6,0.798491,5.970642595,25,0.812424,26,0.75026,25.19985844,20,19.22921584
198,0.035,5,0.839009,6,0.781029,5.672800966,23,0.800446,24,0.711623,23.00502122,18,17.33222026
199,0.035,5,0.809621,6,0.745512,5.150072533,25,0.804502,26,0.735202,25.06496392,20,19.91489139
