Number,GROWTH,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Actual_Timed_Gens
0,2,14,0,15,1003,14.99700897,27,960,28,1007,27.85106383,12.85405486
0,2,12,0,13,1028,12.97276265,25,931,26,1038,25.64485981,12.67209717
0,2,16,0,17,1032,16.96899225,24,894,25,1016,24.86885246,7.899860211
0,2,23,0,24,1008,23.99206349,26,987,27,1030,26.30232558,2.310262089
0,2,16,0,17,1015,16.98522167,30,985,31,1013,30.53571429,13.55049261
0,2,12,0,13,1002,12.99800399,27,995,28,1028,27.15151515,14.15351116
0,2,17,0,18,1003,17.99700897,25,888,26,1015,25.88188976,7.884880791
0,2,12,0,13,1019,12.98135427,25,947,26,1052,25.5047619,12.52340764
0,2,15,0,16,1014,15.98619329,25,962,26,1080,25.3220339,9.335840604
0,2,14,0,15,1027,14.97370983,26,892,27,1008,26.93103448,11.95732465
0,2,14,0,15,1006,14.99403579,28,931,29,1009,28.88461538,13.8905796
0,2,14,0,15,1002,14.99800399,23,948,24,1002,23.96296296,8.964958971
0,2,13,0,14,1051,13.95147479,29,930,30,1008,29.8974359,15.94596111
0,2,14,0,15,1021,14.97943193,26,950,27,1031,26.61728395,11.63785202
0,2,14,0,15,1007,14.99304866,26,960,27,1025,26.61538462,11.62233596
0,2,13,0,14,1064,13.93984962,26,986,27,1037,26.2745098,12.33466018
0,2,12,0,13,1018,12.98231827,26,989,27,1021,26.34375,13.36143173
0,2,12,0,13,1053,12.94966762,29,927,30,1035,29.67592593,16.72625831
0,2,12,0,13,1025,12.97560976,26,951,27,1045,26.5212766,13.54566684
0,2,11,0,12,1039,11.96246391,30,938,31,1039,30.61386139,18.65139748
1,2,15,0,16,1002,15.99800399,26,952,27,1004,26.92307692,10.92507293
1,2,15,0,16,1008,15.99206349,27,992,28,1008,27.5,11.50793651
1,2,16,0,17,1070,16.93457944,33,941,34,1016,33.78666667,16.85208723
1,2,13,0,14,1010,13.99009901,27,922,28,1032,27.70909091,13.7189919
1,2,14,0,15,1038,14.96339114,28,957,29,1039,28.52439024,13.56099911
1,2,14,0,15,1014,14.98619329,29,1000,30,1030,29,14.01380671
1,2,13,0,14,1067,13.93720712,25,986,26,1056,25.2,11.26279288
1,2,13,0,14,1042,13.9596929,27,934,28,1019,27.77647059,13.81677769
1,2,13,0,14,1013,13.98716683,33,988,34,1013,33.48,19.49283317
1,2,14,0,15,1037,14.96432015,25,999,26,1046,25.0212766,10.05695644
1,2,15,0,16,1008,15.99206349,25,952,26,1067,25.4173913,9.425327812
1,2,14,0,15,1065,14.93896714,25,984,26,1054,25.22857143,10.28960429
1,2,19,0,20,1011,19.98911968,26,995,27,1006,26.45454545,6.465425771
1,2,14,0,15,1037,14.96432015,26,982,27,1017,26.51428571,11.54996556
1,2,16,0,17,1012,16.98814229,25,976,26,1006,25.8,8.811857708
1,2,12,0,13,1081,12.92506938,23,937,24,1009,23.875,10.94993062
1,2,15,0,16,1089,15.91827365,27,988,28,1046,27.20689655,11.28862291
1,2,13,0,14,1047,13.95510984,25,963,26,1016,25.69811321,11.74300337
1,2,13,0,14,1010,13.99009901,23,919,24,1009,23.9,9.90990099
1,2,12,0,13,1005,12.99502488,29,927,30,1025,29.74489796,16.74987308
2,2,26,0,27,1044,26.95785441,29,983,30,1011,29.60714286,2.649288451
2,2,12,0,13,1025,12.97560976,24,913,25,1020,24.81308411,11.83747436
2,2,15,0,16,1002,15.99800399,30,951,31,1046,30.51578947,14.51778548
2,2,13,0,14,1032,13.96899225,29,964,30,1006,29.85714286,15.88815061
2,2,10,0,11,1046,10.95602294,24,913,25,1005,24.94565217,13.98962923
2,2,15,0,16,1018,15.98231827,28,961,29,1026,28.6,12.61768173
2,2,13,0,14,1076,13.92936803,23,904,24,1018,23.84210526,9.912737233
2,2,12,0,13,1012,12.98814229,31,951,32,1057,31.46226415,18.47412186
2,2,12,0,13,1029,12.9718173,29,956,30,1040,29.52380952,16.55199223
2,2,20,0,21,1018,20.98231827,28,971,29,1017,28.63043478,7.648116511
2,2,18,0,19,1027,18.97370983,27,965,28,1022,27.61403509,8.640325253
2,2,15,0,16,1040,15.96153846,29,919,30,1011,29.88043478,13.91889632
2,2,13,0,14,1038,13.96339114,25,986,26,1014,25.5,11.53660886
2,2,15,0,16,1019,15.98135427,31,961,32,1099,31.2826087,15.30125443
2,2,15,0,16,1028,15.97276265,33,974,34,1060,33.30232558,17.32956294
2,2,12,0,13,1005,12.99502488,27,957,28,1016,27.72881356,14.73378868
2,2,12,0,13,1003,12.99700897,27,989,28,1023,27.32352941,14.32652044
2,2,15,0,16,1023,15.97751711,32,962,33,1052,32.42222222,16.44470512
2,2,14,0,15,1009,14.99108028,23,901,24,1005,23.95192308,8.960842799
2,2,13,0,14,1017,13.98328417,24,908,25,1048,24.65714286,10.67385869
3,2,15,0,16,1083,15.92336103,27,994,28,1030,27.16666667,11.24330563
3,2,15,0,16,1090,15.91743119,26,999,27,1031,26.03125,10.11381881
3,2,15,0,16,1037,15.96432015,27,986,28,1013,27.51851852,11.55419836
3,2,11,0,12,1034,11.96711799,25,958,26,1041,25.5060241,13.53890611
3,2,13,0,14,1045,13.9569378,29,978,30,1001,29.95652174,15.99958394
3,2,11,0,12,1009,11.99108028,25,965,26,1023,25.60344828,13.612368
3,2,15,0,16,1010,15.99009901,33,927,34,1023,33.76041667,17.77031766
3,2,17,0,18,1029,17.9718173,28,992,29,1024,28.25,10.2781827
3,2,14,0,15,1040,14.96153846,26,899,27,1020,26.83471074,11.87317228
3,2,13,0,14,1004,13.99601594,29,981,30,1034,29.35849057,15.36247463
3,2,13,0,14,1027,13.97370983,27,964,28,1040,27.47368421,13.49997438
3,2,13,0,14,1028,13.97276265,27,971,28,1100,27.2248062,13.25204356
3,2,13,0,14,1042,13.9596929,26,966,27,1002,26.94444444,12.98475155
3,2,15,0,16,1004,15.99601594,25,944,26,1030,25.65116279,9.655146854
3,2,18,0,19,1065,18.93896714,23,911,24,1006,23.93684211,4.997874969
3,2,23,0,24,1024,23.9765625,29,966,30,1041,29.45333333,5.476770833
3,2,14,0,15,1053,14.94966762,26,943,27,1045,26.55882353,11.60915591
3,2,13,0,14,1063,13.94073377,24,959,25,1003,24.93181818,10.99108441
3,2,13,0,14,1039,13.96246391,29,950,30,1047,29.51546392,15.55300001
3,2,16,0,17,1026,16.97465887,26,976,27,1015,26.61538462,9.640725746
4,2,15,0,16,1018,15.98231827,26,947,27,1065,26.44915254,10.46683427
4,2,16,0,17,1028,16.97276265,25,903,26,1006,25.94174757,8.968984927
4,2,15,0,16,1039,15.96246391,27,982,28,1025,27.41860465,11.45614074
4,2,16,0,17,1009,16.99108028,28,974,29,1031,28.45614035,11.46506007
4,2,16,0,17,1028,16.97276265,33,973,34,1030,33.47368421,16.50092156
4,2,16,0,17,1034,16.96711799,26,990,27,1001,26.90909091,9.941972921
4,2,14,0,15,1004,14.99601594,35,986,36,1066,35.175,20.17898406
4,2,13,0,14,1004,13.99601594,26,980,27,1043,26.31746032,12.32144438
4,2,14,0,15,1073,14.93196645,26,914,27,1036,26.70491803,11.77295158
4,2,17,0,18,1014,17.98619329,25,954,26,1023,25.66666667,7.680473373
4,2,11,0,12,1031,11.9699321,25,874,26,1005,25.96183206,13.99189996
4,2,15,0,16,1025,15.97560976,31,998,32,1031,31.06060606,15.0849963
4,2,18,0,19,1048,18.95419847,29,955,30,1016,29.73770492,10.78350644
4,2,14,0,15,1062,14.94161959,30,980,31,1015,30.57142857,15.62980899
4,2,14,0,15,1024,14.9765625,27,978,28,1027,27.44897959,12.47241709
4,2,14,0,15,1023,14.97751711,33,943,34,1072,33.44186047,18.46434336
4,2,15,0,16,1074,15.9310987,26,921,27,1003,26.96341463,11.03231594
4,2,13,0,14,1020,13.98039216,26,975,27,1012,26.67567568,12.69528352
4,2,13,0,14,1007,13.99304866,24,920,25,1039,24.67226891,10.67922025
4,2,15,0,16,1012,15.98814229,30,954,31,1021,30.68656716,14.69842487
5,2,20,0,21,1025,20.97560976,28,955,29,1027,28.625,7.649390244
5,2,14,0,15,1001,14.999001,25,856,26,1001,25.99310345,10.99410245
5,2,14,0,15,1060,14.94339623,26,938,27,1047,26.56880734,11.62541111
5,2,13,0,14,1003,13.99700897,31,1000,32,1005,31,17.00299103
5,2,16,0,17,1115,16.89686099,27,973,28,1012,27.69230769,10.79544671
5,2,12,0,13,1036,12.96525097,27,945,28,1049,27.52884615,14.56359519
5,2,17,0,18,1034,17.96711799,25,965,26,1023,25.60344828,7.636330287
5,2,12,0,13,1057,12.94607379,28,992,29,1028,28.22222222,15.27614843
5,2,11,0,12,1001,11.999001,25,937,26,1019,25.76829268,13.76929168
5,2,17,0,18,1026,17.97465887,30,954,31,1014,30.76666667,12.7920078
5,2,13,0,14,1009,13.99108028,35,948,36,1039,35.57142857,21.58034829
5,2,14,0,15,1004,14.99601594,27,978,28,1006,27.78571429,12.78969835
5,2,17,0,18,1033,17.96805421,29,988,30,1008,29.6,11.63194579
5,2,15,0,16,1005,15.99502488,25,999,26,1002,25.33333333,9.338308458
5,2,14,0,15,1003,14.99700897,32,995,33,1034,32.12820513,17.13119616
5,2,13,0,14,1003,13.99700897,26,978,27,1002,26.91666667,12.91965769
5,2,12,0,13,1033,12.96805421,31,987,32,1040,31.24528302,18.27722881
5,2,12,0,13,1024,12.9765625,29,993,30,1037,29.15909091,16.18252841
5,2,15,0,16,1023,15.97751711,24,985,25,1060,24.2,8.222482893
5,2,14,0,15,1006,14.99403579,27,935,28,1023,27.73863636,12.74460058
6,2,23,0,24,1030,23.97087379,26,967,27,1002,26.94285714,2.971983356
6,2,12,0,13,1021,12.97943193,29,960,30,1043,29.48192771,16.50249578
6,2,17,0,18,1017,17.98328417,25,935,26,1060,25.52,7.536715831
6,2,14,0,15,1020,14.98039216,32,996,33,1014,32.22222222,17.24183007
6,2,11,0,12,1009,11.99108028,27,996,28,1004,27.5,15.50891972
6,2,15,0,16,1040,15.96153846,27,992,28,1025,27.24242424,11.28088578
6,2,13,0,14,1026,13.97465887,29,967,30,1010,29.76744186,15.79278299
6,2,14,0,15,1023,14.97751711,30,981,31,1063,30.23170732,15.25419021
6,2,14,0,15,1028,14.97276265,28,964,29,1029,28.55384615,13.58108351
6,2,19,0,20,1014,19.98619329,28,988,29,1047,28.20338983,8.217196537
6,2,15,0,16,1003,15.99700897,26,985,27,1024,26.38461538,10.38760641
6,2,15,0,16,1078,15.92764378,25,969,26,1009,25.775,9.847356215
6,2,16,0,17,1025,16.97560976,29,982,30,1019,29.48648649,12.51087673
6,2,14,0,15,1038,14.96339114,31,995,32,1051,31.08928571,16.12589458
6,2,13,0,14,1025,13.97560976,31,992,32,1016,31.33333333,17.35772358
6,2,12,0,13,1009,12.99108028,31,947,32,1014,31.79104478,18.7999645
6,2,13,0,14,1004,13.99601594,24,869,25,1015,24.89726027,10.90124434
6,2,14,0,15,1042,14.9596929,28,985,29,1054,28.2173913,13.25769841
6,2,16,0,17,1016,16.98425197,28,981,29,1052,28.26760563,11.28335367
6,2,13,0,14,1041,13.96061479,27,951,28,1061,27.44545455,13.48483975
7,2,15,0,16,1075,15.93023256,28,989,29,1019,28.36666667,12.43643411
7,2,12,0,13,1023,12.97751711,26,967,27,1009,26.78571429,13.80819718
7,2,16,0,17,1003,16.99700897,26,984,27,1004,26.8,9.802991027
7,2,16,0,17,1024,16.9765625,28,948,29,1036,28.59090909,11.61434659
7,2,12,0,13,1019,12.98135427,24,897,25,1010,24.91150442,11.93015016
7,2,14,0,15,1002,14.99800399,31,976,32,1009,31.72727273,16.72926874
7,2,13,0,14,1012,13.98814229,24,878,25,1001,24.99186992,11.00372763
7,2,11,0,12,1003,11.99700897,26,944,27,1008,26.875,14.87799103
7,2,13,0,14,1042,13.9596929,26,961,27,1005,26.88636364,12.92667074
7,2,14,0,15,1010,14.99009901,26,958,27,1040,26.51219512,11.52209611
7,2,12,0,13,1037,12.96432015,30,990,31,1003,30.76923077,17.80491061
7,2,14,0,15,1039,14.96246391,24,917,25,1024,24.77570093,9.813237027
7,2,16,0,17,1005,16.99502488,24,914,25,1007,24.92473118,7.929706307
7,2,13,0,14,1008,13.99206349,27,950,28,1022,27.69444444,13.70238095
7,2,16,0,17,1042,16.9596929,30,999,31,1006,30.14285714,13.18316424
7,2,11,0,12,1003,11.99700897,25,924,26,1035,25.68468468,13.68767571
7,2,15,0,16,1049,15.95328885,26,986,27,1048,26.22580645,10.27251761
7,2,14,0,15,1068,14.93632959,28,967,29,1002,28.94285714,14.00652755
7,2,15,0,16,1041,15.96061479,31,950,32,1028,31.64102564,15.68041085
7,2,13,0,14,1004,13.99601594,33,951,34,1016,33.75384615,19.75783022
8,2,17,0,18,1016,17.98425197,26,994,27,1070,26.07894737,8.0946954
8,2,17,0,18,1023,17.97751711,29,960,30,1028,29.58823529,11.61071819
8,2,13,0,14,1034,13.96711799,28,975,29,1026,28.49019608,14.52307809
8,2,16,0,17,1015,16.98522167,28,891,29,1004,28.96460177,11.9793801
8,2,12,0,13,1012,12.98814229,27,984,28,1006,27.72727273,14.73913043
8,2,12,0,13,1012,12.98814229,29,981,30,1026,29.42222222,16.43407993
8,2,11,0,12,1001,11.999001,29,933,30,1005,29.93055556,17.93155456
8,2,14,0,15,1017,14.98328417,28,933,29,1020,28.77011494,13.78683077
8,2,15,0,16,1049,15.95328885,27,949,28,1006,27.89473684,11.941448
8,2,15,0,16,1043,15.95877277,25,957,26,1007,25.86,9.901227229
8,2,18,0,19,1008,18.99206349,32,995,33,1013,32.27777778,13.28571429
8,2,19,0,20,1014,19.98619329,28,933,29,1019,28.77906977,8.792876474
8,2,14,0,15,1030,14.97087379,26,929,27,1034,26.67619048,11.70531669
8,2,14,0,15,1008,14.99206349,27,964,28,1035,27.50704225,12.51497876
8,2,12,0,13,1073,12.93196645,26,996,27,1020,26.16666667,13.23470022
8,2,12,0,13,1012,12.98814229,23,990,24,1006,23.625,10.63685771
8,2,15,0,16,1009,15.99108028,25,966,26,1051,25.4,9.408919722
8,2,14,0,15,1065,14.93896714,31,956,32,1036,31.55,16.61103286
8,2,16,0,17,1005,16.99502488,31,977,32,1005,31.82142857,14.8264037
8,2,15,0,16,1032,15.96899225,26,973,27,1023,26.54,10.57100775
9,2,18,0,19,1022,18.97847358,25,904,26,1026,25.78688525,6.808411665
9,2,13,0,14,1023,13.97751711,27,994,28,1016,27.27272727,13.29521017
9,2,16,0,17,1047,16.95510984,40,995,41,1012,40.29411765,23.33900781
9,2,15,0,16,1046,15.95602294,30,958,31,1015,30.73684211,14.78081916
9,2,13,0,14,1034,13.96711799,25,976,26,1002,25.92307692,11.95595893
9,2,11,0,12,1014,11.98619329,23,908,24,1014,23.86792453,11.88173123
9,2,11,0,12,1013,11.98716683,26,969,27,1044,26.41333333,14.4261665
9,2,12,0,13,1065,12.93896714,30,991,31,1026,30.25714286,17.31817572
9,2,18,0,19,1005,18.99502488,25,988,26,1041,25.22641509,6.231390219
9,2,13,0,14,1027,13.97370983,27,981,28,1038,27.33333333,13.3596235
9,2,13,0,14,1034,13.96711799,26,984,27,1025,26.3902439,12.42312591
9,2,17,0,18,1002,17.99800399,26,970,27,1003,26.90909091,8.911086917
9,2,12,0,13,1030,12.97087379,28,971,29,1032,28.47540984,15.50453605
9,2,23,0,24,1014,23.98619329,28,995,29,1041,28.10869565,4.122502358
9,2,12,0,13,1015,12.98522167,24,951,25,1056,24.46666667,11.48144499
9,2,12,0,13,1004,12.99601594,40,952,41,1003,40.94117647,27.94516053
9,2,12,0,13,1004,12.99601594,25,950,26,1012,25.80645161,12.81043568
9,2,12,0,13,1022,12.97847358,25,976,26,1020,25.54545455,12.56698096
9,2,12,0,13,1024,12.9765625,25,964,26,1003,25.92307692,12.94651442
9,2,20,0,21,1024,20.9765625,26,969,27,1034,26.47692308,5.500360577
0,2.5,11,0,12,1021,11.97943193,29,982,30,1055,29.24657534,17.26714341
0,2.5,12,0,13,1001,12.999001,21,918,22,1035,21.7008547,8.701853702
0,2.5,10,0,11,1021,10.97943193,21,865,22,1016,21.89403974,10.91460781
0,2.5,14,0,15,1012,14.98814229,21,991,22,1032,21.2195122,6.231369903
0,2.5,10,0,11,1007,10.99304866,24,973,25,1024,24.52941176,13.53636311
0,2.5,12,0,13,1041,12.96061479,20,993,21,1014,20.33333333,7.37271854
0,2.5,21,0,22,1070,21.93457944,24,981,25,1059,24.24358974,2.309010304
0,2.5,12,0,13,1002,12.99800399,21,961,22,1021,21.65,8.651996008
0,2.5,10,0,11,1006,10.99403579,20,915,21,1040,20.68,9.685964215
0,2.5,13,0,14,1084,13.92250923,23,988,24,1007,23.63157895,9.709069722
0,2.5,16,0,17,1050,16.95238095,23,905,24,1035,23.73076923,6.778388278
0,2.5,12,0,13,1073,12.93196645,22,977,23,1035,22.39655172,9.464585275
0,2.5,10,0,11,1006,10.99403579,24,989,25,1013,24.45833333,13.46429755
0,2.5,12,0,13,1019,12.98135427,21,994,22,1004,21.6,8.618645731
0,2.5,13,0,14,1035,13.96618357,29,995,30,1088,29.05376344,15.08757987
0,2.5,13,0,14,1083,13.92336103,27,996,28,1031,27.11428571,13.19092468
0,2.5,10,0,11,1025,10.97560976,22,1000,23,1055,22,11.02439024
0,2.5,15,0,16,1023,15.97751711,26,952,27,1048,26.5,10.52248289
0,2.5,13,0,14,1022,13.97847358,27,944,28,1024,27.7,13.72152642
0,2.5,12,0,13,1021,12.97943193,23,995,24,1062,23.07462687,10.09519494
1,2.5,12,0,13,1037,12.96432015,22,976,23,1052,22.31578947,9.351469319
1,2.5,17,0,18,1032,17.96899225,24,950,25,1053,24.48543689,6.516444645
1,2.5,10,0,11,1005,10.99502488,21,977,22,1030,21.43396226,10.43893739
1,2.5,16,0,17,1008,16.99206349,25,939,26,1046,25.57009346,8.578029966
1,2.5,15,0,16,1039,15.96246391,21,967,22,1030,21.52380952,5.561345616
1,2.5,11,0,12,1016,11.98425197,23,901,24,1035,23.73880597,11.754554
1,2.5,13,0,14,1060,13.94339623,29,969,30,1086,29.26495726,15.32156104
1,2.5,12,0,13,1004,12.99601594,21,942,22,1040,21.59183673,8.595820798
1,2.5,10,0,11,1014,10.98619329,23,956,24,1002,23.95652174,12.97032845
1,2.5,10,0,11,1027,10.97370983,22,922,23,1020,22.79591837,11.82220853
1,2.5,12,0,13,1021,12.97943193,22,990,23,1051,22.16393443,9.184502497
1,2.5,14,0,15,1050,14.95238095,21,960,22,1014,21.74074074,6.788359788
1,2.5,11,0,12,1005,11.99502488,24,928,25,1003,24.96,12.96497512
1,2.5,11,0,12,1028,11.97276265,25,998,26,1078,25.025,13.05223735
1,2.5,15,0,16,1006,15.99403579,20,948,21,1015,20.7761194,4.782083618
1,2.5,13,0,14,1014,13.98619329,20,967,21,1019,20.63461538,6.648422091
1,2.5,15,0,16,1008,15.99206349,25,974,26,1093,25.21848739,9.226423903
1,2.5,11,0,12,1006,11.99403579,23,912,24,1009,23.90721649,11.91318071
1,2.5,11,0,12,1057,11.94607379,22,926,23,1040,22.64912281,10.70304901
1,2.5,14,0,15,1041,14.96061479,24,931,25,1009,24.88461538,9.924000591
2,2.5,13,0,14,1017,13.98328417,21,856,22,1009,21.94117647,7.957892301
2,2.5,11,0,12,1012,11.98814229,28,985,29,1079,28.15957447,16.17143218
2,2.5,10,0,11,1032,10.96899225,28,993,29,1024,28.22580645,17.2568142
2,2.5,13,0,14,1042,13.9596929,21,895,22,1017,21.86065574,7.900962839
2,2.5,11,0,12,1006,11.99403579,21,994,22,1048,21.11111111,9.117075326
2,2.5,10,0,11,1033,10.96805421,22,930,23,1006,22.92105263,11.95299842
2,2.5,11,0,12,1045,11.9569378,22,976,23,1020,22.54545455,10.58851675
2,2.5,11,0,12,1013,11.98716683,23,945,24,1005,23.91666667,11.92949984
2,2.5,10,0,11,1007,10.99304866,25,965,26,1011,25.76086957,14.76782091
2,2.5,10,0,11,1011,10.98911968,22,992,23,1018,22.30769231,11.31857262
2,2.5,10,0,11,1020,10.98039216,22,963,23,1012,22.75510204,11.77470988
2,2.5,13,0,14,1036,13.96525097,22,948,23,1038,22.57777778,8.612526813
2,2.5,14,0,15,1008,14.99206349,24,988,25,1015,24.44444444,9.452380952
2,2.5,17,0,18,1001,17.999001,21,942,22,1018,21.76315789,3.764156896
2,2.5,13,0,14,1026,13.97465887,21,913,22,1011,21.8877551,7.913096233
2,2.5,10,0,11,1031,10.9699321,22,993,23,1034,22.17073171,11.2007996
2,2.5,11,0,12,1038,11.96339114,23,959,24,1008,23.83673469,11.87334356
2,2.5,10,0,11,1009,10.99108028,21,927,22,1006,21.92405063,10.93297036
2,2.5,12,0,13,1033,12.96805421,21,974,22,1020,21.56521739,8.59716318
2,2.5,12,0,13,1078,12.92764378,22,990,23,1032,22.23809524,9.310451453
3,2.5,15,0,16,1068,15.93632959,24,924,25,1062,24.55072464,8.61439505
3,2.5,14,0,15,1021,14.97943193,23,900,24,1043,23.6993007,8.71986877
3,2.5,13,0,14,1014,13.98619329,23,960,24,1021,23.6557377,9.669544411
3,2.5,11,0,12,1011,11.98911968,24,973,25,1005,24.84375,12.85463032
3,2.5,12,0,13,1037,12.96432015,23,954,24,1047,23.49462366,10.5303035
3,2.5,10,0,11,1025,10.97560976,23,954,24,1033,23.58227848,12.60666872
3,2.5,11,0,12,1022,11.97847358,22,998,23,1023,22.08,10.10152642
3,2.5,11,0,12,1030,11.97087379,21,1000,22,1050,21,9.029126214
3,2.5,13,0,14,1002,13.99800399,23,962,24,1029,23.56716418,9.569160187
3,2.5,15,0,16,1022,15.97847358,25,959,26,1018,25.69491525,9.716441673
3,2.5,10,0,11,1003,10.99700897,23,960,24,1026,23.60606061,12.60905163
3,2.5,12,0,13,1031,12.9699321,21,911,22,1033,21.7295082,8.759576092
3,2.5,11,0,12,1006,11.99403579,27,954,28,1014,27.76666667,15.77263088
3,2.5,10,0,11,1030,10.97087379,24,984,25,1038,24.2962963,13.32542251
3,2.5,17,0,18,1051,17.95147479,26,979,27,1022,26.48837209,8.536897307
3,2.5,12,0,13,1030,12.97087379,23,935,24,1049,23.57017544,10.59930165
3,2.5,12,0,13,1002,12.99800399,26,947,27,1001,26.98148148,13.98347749
3,2.5,10,0,11,1019,10.98135427,23,932,24,1021,23.76404494,12.78269067
3,2.5,11,0,12,1015,11.98522167,22,949,23,1021,22.70833333,10.72311166
3,2.5,11,0,12,1046,11.95602294,23,947,24,1031,23.63095238,11.67492944
4,2.5,11,0,12,1015,11.98522167,25,969,26,1019,25.62,13.63477833
4,2.5,12,0,13,1007,12.99304866,25,943,26,1016,25.78082192,12.78777326
4,2.5,12,0,13,1029,12.9718173,21,931,22,1004,21.94520548,8.973388181
4,2.5,13,0,14,1005,13.99502488,23,950,24,1017,23.74626866,9.751243781
4,2.5,10,0,11,1006,10.99403579,23,1000,24,1017,23,12.00596421
4,2.5,11,0,12,1016,11.98425197,21,981,22,1056,21.25333333,9.269081365
4,2.5,10,0,11,1022,10.97847358,25,933,26,1005,25.93055556,14.95208197
4,2.5,12,0,13,1011,12.98911968,21,858,22,1015,21.9044586,8.915338915
4,2.5,12,0,13,1019,12.98135427,23,988,24,1034,23.26086957,10.2795153
4,2.5,11,0,12,1006,11.99403579,22,979,23,1011,22.65625,10.66221421
4,2.5,12,0,13,1032,12.96899225,24,979,25,1021,24.5,11.53100775
4,2.5,12,0,13,1032,12.96899225,22,936,23,1027,22.7032967,9.734304455
4,2.5,14,0,15,1020,14.98039216,21,886,22,1004,21.96610169,6.985709538
4,2.5,11,0,12,1048,11.95419847,22,930,23,1030,22.7,10.74580153
4,2.5,10,0,11,1012,10.98814229,22,892,23,1007,22.93913043,11.95098814
4,2.5,10,0,11,1034,10.96711799,22,925,23,1017,22.81521739,11.8480994
4,2.5,17,0,18,1011,17.98911968,20,954,21,1015,20.75409836,2.764978677
4,2.5,11,0,12,1021,11.97943193,24,943,25,1007,24.890625,12.91119307
4,2.5,14,0,15,1106,14.90415913,25,939,26,1002,25.96825397,11.06409484
4,2.5,11,0,12,1010,11.99009901,26,939,27,1006,26.91044776,14.92034875
5,2.5,15,0,16,1037,15.96432015,23,993,24,1007,23.5,7.535679846
5,2.5,11,0,12,1022,11.97847358,23,986,24,1033,23.29787234,11.31939876
5,2.5,12,0,13,1015,12.98522167,23,991,24,1026,23.25714286,10.27192118
5,2.5,14,0,15,1030,14.97087379,20,943,21,1039,20.59375,5.622876214
5,2.5,14,0,15,1008,14.99206349,25,970,26,1006,25.83333333,10.84126984
5,2.5,10,0,11,1012,10.98814229,29,997,30,1017,29.15,18.16185771
5,2.5,9,0,10,1011,9.989119683,21,913,22,1080,21.52095808,11.5318384
5,2.5,12,0,13,1031,12.9699321,20,887,21,1003,20.97413793,8.004205826
5,2.5,10,0,11,1028,10.97276265,21,963,22,1042,21.46835443,10.49559178
5,2.5,10,0,11,1048,10.95419847,24,933,25,1027,24.71276596,13.75856748
5,2.5,12,0,13,1026,12.97465887,24,931,25,1005,24.93243243,11.95777356
5,2.5,12,0,13,1020,12.98039216,21,915,22,1010,21.89473684,8.914344685
5,2.5,16,0,17,1007,16.99304866,23,958,24,1027,23.60869565,6.615646993
5,2.5,10,0,11,1048,10.95419847,22,985,23,1006,22.71428571,11.76008724
5,2.5,11,0,12,1039,11.96246391,28,950,29,1052,28.49019608,16.52773217
5,2.5,10,0,11,1016,10.98425197,22,976,23,1040,22.375,11.39074803
5,2.5,14,0,15,1068,14.93632959,20,889,21,1020,20.84732824,5.910998656
5,2.5,15,0,16,1007,15.99304866,22,972,23,1025,22.52830189,6.535253227
5,2.5,10,0,11,1050,10.95238095,20,925,21,1007,20.91463415,9.962253194
5,2.5,10,0,11,1033,10.96805421,23,922,24,1054,23.59090909,12.62285488
6,2.5,14,0,15,1084,14.92250923,29,922,30,1022,29.78,14.85749077
6,2.5,13,0,14,1007,13.99304866,20,931,21,1029,20.70408163,6.711032973
6,2.5,15,0,16,1016,15.98425197,23,951,24,1040,23.5505618,7.566309829
6,2.5,14,0,15,1007,14.99304866,22,966,23,1019,22.64150943,7.648460775
6,2.5,11,0,12,1044,11.95785441,22,987,23,1021,22.38235294,10.42449854
6,2.5,10,0,11,1036,10.96525097,22,978,23,1007,22.75862069,11.79336972
6,2.5,12,0,13,1008,12.99206349,24,987,25,1050,24.20634921,11.21428571
6,2.5,13,0,14,1010,13.99009901,23,1000,24,1035,23,9.00990099
6,2.5,16,0,17,1024,16.9765625,22,992,23,1058,22.12121212,5.144649621
6,2.5,14,0,15,1023,14.97751711,22,975,23,1001,22.96153846,7.984021355
6,2.5,14,0,15,1029,14.9718173,24,995,25,1007,24.41666667,9.444849368
6,2.5,10,0,11,1003,10.99700897,24,957,25,1017,24.71666667,13.71965769
6,2.5,18,0,19,1022,18.97847358,24,971,25,1005,24.85294118,5.874467595
6,2.5,11,0,12,1039,11.96246391,21,1000,22,1033,21,9.037536092
6,2.5,15,0,16,1007,15.99304866,24,994,25,1027,24.18181818,8.188769522
6,2.5,12,0,13,1028,12.97276265,23,1000,24,1010,23,10.02723735
6,2.5,15,0,16,1045,15.9569378,24,999,25,1002,24.33333333,8.376395534
6,2.5,13,0,14,1052,13.95057034,22,854,23,1013,22.91823899,8.967668652
6,2.5,12,0,13,1017,12.98328417,24,987,25,1026,24.33333333,11.35004916
6,2.5,14,0,15,1028,14.97276265,23,984,24,1021,23.43243243,8.459669787
7,2.5,11,0,12,1057,11.94607379,21,826,22,1027,21.86567164,9.919597848
7,2.5,9,0,10,1020,9.980392157,22,981,23,1010,22.65517241,12.67478026
7,2.5,15,0,16,1049,15.95328885,24,991,25,1014,24.39130435,8.438015501
