Drive,GL_RUN,SPEED_RUN,Genetic load (last 100 gens),Fraction of runs suppressed,Time suppressed,Fraction of runs drive lost,Fraction of runs equilibrium,Avg pop. (last 100 gens),Pop. variance (last 100 gens),Drive Freqs | t=0,t=1,t=2,t=3,t=4,t=5,t=6,t=7,t=8,t=9,t=10,t=11,t=12,t=13,t=14,t=15,t=16,t=17,t=18,t=19,t=20,t=21,t=22,t=23,t=24,t=25,t=26,t=27,t=28,t=29,t=30,t=31,t=32,t=33,t=34,t=35,t=36,t=37,t=38,t=39,t=40,t=41,t=42,t=43,t=44,t=45,t=46,t=47,t=48,t=49,t=50,t=51,t=52,t=53,t=54,t=55,t=56,t=57,t=58,t=59,t=60,t=61,t=62,t=63,t=64,t=65,t=66,t=67,t=68,t=69,t=70,t=71,t=72,t=73,t=74,t=75,t=76,t=77,t=78,t=79,t=80,t=81,t=82,t=83,t=84,t=85,t=86,t=87,t=88,t=89,t=90,t=91,t=92,t=93,t=94,t=95,t=96,t=97,t=98,t=99,t=100,t=101,t=102,t=103,t=104,t=105,t=106,t=107,t=108,t=109,t=110,t=111,t=112,t=113,t=114,t=115,t=116,t=117,t=118,t=119,t=120,t=121,t=122,t=123,t=124,t=125,t=126,t=127,t=128,t=129,t=130,t=131,t=132,t=133,t=134,t=135,t=136,t=137,t=138,t=139,t=140,t=141,t=142,t=143,t=144,t=145,t=146,t=147,t=148,t=149,t=150,t=151,t=152,t=153,t=154,t=155,t=156,t=157,t=158,t=159,t=160,t=161,t=162,t=163,t=164,t=165,t=166,t=167,t=168,t=169,t=170,t=171,t=172,t=173,t=174,t=175,t=176,t=177,t=178,t=179,t=180,t=181,t=182,t=183,t=184,t=185,t=186,t=187,t=188,t=189,t=190,t=191,t=192,t=193,t=194,t=195,t=196,t=197,t=198,t=199,t=200,t=201,t=202,t=203,t=204,t=205,t=206,t=207,t=208,t=209,t=210,t=211,t=212,t=213,t=214
nanos_fm_cost,FALSE,FALSE,0.0,0.7804878048780488,202.6829268292683,0.0,0.0,8358.181219512195,59084682.37587806,0.004951984146341464,0.005364533902439025,0.005900017804878047,0.006160646341463415,0.006437317804878049,0.006745515609756097,0.00704805463414634,0.007346344634146343,0.007750303658536585,0.00817021951219512,0.008508044634146339,0.008961359756097562,0.009398433414634146,0.009818496585365854,0.010224973414634147,0.010626958536585365,0.011102896829268294,0.01163774048780488,0.012255059024390245,0.012857991707317072,0.013472844390243904,0.014166810487804882,0.014819368292682928,0.015485419512195127,0.01624862195121951,0.017108102439024393,0.017842451219512195,0.01875837804878049,0.01950385853658536,0.02043383414634146,0.021450231707317073,0.022266082926829266,0.023337814634146345,0.02444330243902439,0.025653417073170735,0.026881426829268286,0.028209568292682927,0.029609382926829273,0.031051,0.03263619024390243,0.03426239512195122,0.035825485365853664,0.03755280243902439,0.03935381219512194,0.04124625121951219,0.043199390243902444,0.04530768292682927,0.0473801243902439,0.0497096756097561,0.05220424634146341,0.05463509512195122,0.057365390243902435,0.060263599999999994,0.06326933658536585,0.06616141707317075,0.06929777560975611,0.07262783170731708,0.07614138536585366,0.07994786829268292,0.08372078780487806,0.08765476829268293,0.09179717804878047,0.09608939268292684,0.10067729268292683,0.10513603414634148,0.11015818292682932,0.11527244146341466,0.12062274390243906,0.12616822439024392,0.1321299414634146,0.13810408292682924,0.14431152195121952,0.15076884146341465,0.15765047073170735,0.16473744878048782,0.17195361707317072,0.17997816341463416,0.18766068292682928,0.19588404878048787,0.20493426829268296,0.2133197804878049,0.22209095121951217,0.23130165853658533,0.2400094634146341,0.24904968292682925,0.25847251219512196,0.2683989268292683,0.278221756097561,0.2889006097560975,0.2991260731707317,0.30960602439024393,0.32042031707317076,0.330789487804878,0.3406455365853658,0.3508872439024391,0.36095973170731704,0.3707589268292683,0.381527,0.39135009756097566,0.4015716829268293,0.4110984634146343,0.4206088780487805,0.4298632439024391,0.4381111951219511,0.4467348780487806,0.4540376585365852,0.461830756097561,0.46846419512195137,0.4769146341463416,0.4837460731707316,0.4890404390243902,0.49883565853658524,0.5043276341463413,0.510773268292683,0.518159243902439,0.5225699512195122,0.5289254390243902,0.535430512195122,0.5402482439024391,0.5476942195121953,0.5506085121951221,0.5570900975609756,0.5648114146341465,0.5693576829268291,0.5757840975609756,0.5778726585365854,0.5830817560975609,0.5836494146341461,0.5871041707317073,0.589504512195122,0.592410487804878,0.5959345609756098,0.5982721463414635,0.5995898048780486,0.6054375121951221,0.60857743902439,0.6132647560975608,0.6195539024390242,0.6186660243902439,0.623049756097561,0.623104487804878,0.6286590487804878,0.630171268292683,0.6363779512195121,0.6406963902439025,0.6451988780487804,0.6459879512195119,0.6461043414634148,0.6450556585365855,0.647012487804878,0.6493491707317074,0.653100317073171,0.6609378292682926,0.6656531219512197,0.6717393902439023,0.6740072682926831,0.6836583170731707,0.6793141463414633,0.6834118536585366,0.6932142926829269,0.6995682926829268,0.705901268292683,0.7208329024390243,0.7144701951219512,0.7323474634146342,0.746937951219512,0.7535411951219513,0.7611772926829268,0.7714515121951219,0.7741478048780488,0.7777765609756097,0.7803176097560975,0.7786959756097561,0.7785508292682926,0.7848280975609757,0.7946600975609756,0.7961701463414632,0.7953137317073171,0.799397756097561,0.8090418536585368,0.8116591707317072,0.8278223414634148,0.827658756097561,0.8295975121951219,0.8308512926829269,0.8243163170731709,0.8424979268292683,0.8366078292682927,0.8417496585365856,0.8393633902439025,0.8393758536585365,0.8464131219512194,0.8486825853658538,0.850894829268293,0.8574374390243906,0.8590836829268289,0.8656345121951221,0.8678300975609756,0.8717569512195122,0.8735323658536586,0.8755882439024391,0.880624951219512,0.8823885365853658,0.8853957317073171,0.8863760975609756,0.8891068292682931,0.894607,0.8993047804878047,0.8961749512195122,0.906680024390244,0.9056433414634149,0.9110426341463415,0.9154370487804876,0.9183875365853659,0.9202530487804879
